event_id	clause_id	physical_page	locus	position_in_clause	surface	component_recipe	reconciled_card_reading_de	natural_event_phrase_de
P912-E1583	P915-C291	f83r	f83r.20	2	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1584	P915-C292	f83r	f83r.20	1	sol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1585	P915-C292	f83r	f83r.20	2	cheeety	EEE+T+Y	erste Spülung	erste Spülung verwenden
P912-E1586	P915-C292	f83r	f83r.20	3	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1587	P915-C293	f83r	f83r.20	1	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1588	P915-C293	f83r	f83r.20	2	saiin	S+AIIN	AUSWÄHLEN · STATIONSWERT	die bezeichnete Station auswählen
P912-E1589	P915-C293	f83r	f83r.21	3	solkeedy	SOLK+EE+D_ADDR+Y	AUFFANGEN · LÄNGER · TEIL · POSTEN	länger den Posten auffangen mit dem Teilposten
P912-E1590	P915-C293	f83r	f83r.21	4	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1591	P915-C294	f83r	f83r.21	1	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1592	P915-C295	f83r	f83r.21	1	sol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1593	P915-C295	f83r	f83r.21	2	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1594	P915-C295	f83r	f83r.21	3	lkedy	L+K+E+DY	nachwaschen	nachwaschen verwenden
P912-E1595	P915-C296	f83r	f83r.21	1	qokchedy	OK+CHD+Y	AN STATION SETZEN · UMSETZEN · POSTEN	den Posten umsetzen
P912-E1596	P915-C296	f83r	f83r.21	2	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1597	P915-C297	f83r	f83r.21	1	chckhdy	CH+CKH+D_ADDR+Y	AUS STATION NEHMEN · DURCHLASS · TEIL · POSTEN	den Posten durch den sichtbaren Durchlass führen mit dem Teilposten
P912-E1598	P915-C297	f83r	f83r.21	2	sar	S+AR	AUSWÄHLEN · QUELLSTATION	die bezeichnete Station auswählen
P912-E1599	P915-C297	f83r	f83r.22	3	schedair	CHD+AIR	UMSETZEN · BECKENLAUF	den Posten umsetzen
P912-E1600	P915-C297	f83r	f83r.22	4	otchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	zum nächsten Teilgang gehen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1601	P915-C298	f83r	f83r.22	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1602	P915-C299	f83r	f83r.22	1	chedain	CHD+AIN	UMSETZEN · PORTION	den Posten umsetzen mit dem Teilposten
P912-E1603	P915-C299	f83r	f83r.22	2	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1604	P915-C299	f83r	f83r.22	3	qotedaiin	OT+E+AIIN	Wanne	Wanne verwenden
P912-E1605	P915-C299	f83r	f83r.22	4	otaiin	OT+AIIN	DANACH · STATIONSWERT	zum nächsten Teilgang gehen
P912-E1606	P915-C299	f83r	f83r.22	5	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1607	P915-C300	f83r	f83r.22	1	ldy	L+DY	LEITEN · SCHLUSS	den Posten weiterleiten, dann den Teilgang abschließen
P912-E1608	P915-C301	f83r	f83r.23	1	tchedy	T+CHD+Y	STELLEN · UMSETZEN · POSTEN	die Stufe einstellen, dann den Posten umsetzen
P912-E1609	P915-C301	f83r	f83r.23	2	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1610	P915-C302	f83r	f83r.23	1	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1611	P915-C302	f83r	f83r.23	2	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1612	P915-C303	f83r	f83r.23	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1613	P915-C304	f83r	f83r.23	1	shecthedy	SH+E+CTH+E+D_ADDR+Y	HALTEN · KURZ · BEREIT · KURZ · TEIL · POSTEN	kurz den Posten halten mit dem Teilposten, dann den Posten gebrauchsfertig machen
P912-E1614	P915-C304	f83r	f83r.23	2	shecthy	SH+E+CTH+Y	handwarm	den Posten handwarm halten
P912-E1615	P915-C304	f83r	f83r.23	3	otor	OT+OR	DANACH · ANSATZ	zum nächsten Teilgang gehen
P912-E1616	P915-C304	f83r	f83r.23	4	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1617	P915-C304	f83r	f83r.24	5	soiiin	S+O+LOCAL_CHAR_I+IIN	AUSWÄHLEN · AUSFÜHREN · UNTERSTUFE · STUFE	die bezeichnete Station auswählen auf der eingestellten Stufe, dann den Stationsgang ausführen
P912-E1618	P915-C304	f83r	f83r.24	6	checthy	CTH+Y	BEREIT · POSTEN	den Posten gebrauchsfertig machen
P912-E1619	P915-C304	f83r	f83r.24	7	chety	T+Y	STELLEN · POSTEN	die Stufe einstellen
P912-E1620	P915-C304	f83r	f83r.24	8	otaiin	OT+AIIN	DANACH · STATIONSWERT	zum nächsten Teilgang gehen
P912-E1621	P915-C304	f83r	f83r.24	9	olsaly	OL+AL+Y	FORTSETZEN · ZIELSTATION · POSTEN	den Teilgang fortsetzen
P912-E1622	P915-C304	f83r	f83r.24	10	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1623	P915-C305	f83r	f83r.25	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1624	P915-C306	f83r	f83r.25	1	qolchey	OL+Y	Becken	Becken verwenden
P912-E1625	P915-C306	f83r	f83r.25	2	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1626	P915-C306	f83r	f83r.25	3	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1627	P915-C307	f83r	f83r.25	1	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1628	P915-C307	f83r	f83r.25	2	otal	OT+AL	DANACH · ZIELSTATION	zum nächsten Teilgang gehen
P912-E1629	P915-C307	f83r	f83r.26	3	otchey	OT+Y	DANACH · POSTEN	zum nächsten Teilgang gehen
P912-E1630	P915-C307	f83r	f83r.26	4	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1631	P915-C307	f83r	f83r.26	5	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1632	P915-C307	f83r	f83r.26	6	tol	T+OL	STELLEN · FORTSETZEN	die Stufe einstellen, dann den Teilgang fortsetzen
P912-E1633	P915-C307	f83r	f83r.26	7	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1634	P915-C308	f83r	f83r.26	1	qokylddy	OK+Y+LD+DY	befestigen	befestigen verwenden
P912-E1635	P915-C309	f83r	f83r.27	1	dain	AIN	Tuch	den Posten durch das Tuch führen
P912-E1636	P915-C309	f83r	f83r.27	2	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1637	P915-C309	f83r	f83r.27	3	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1638	P915-C310	f83r	f83r.27	1	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E1639	P915-C311	f83r	f83r.27	1	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E1640	P915-C312	f83r	f83r.28	1	saiin	S+AIIN	AUSWÄHLEN · STATIONSWERT	die bezeichnete Station auswählen
P912-E1641	P915-C312	f83r	f83r.28	2	cheeky	CHK+EE+Y	BEHANDELN · LÄNGER · POSTEN	länger den Posten behandeln
P912-E1642	P915-C312	f83r	f83r.28	3	sheey	SH+EE+Y	Ablauf	Ablauf verwenden
P912-E1643	P915-C312	f83r	f83r.28	4	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1644	P915-C313	f83r	f83r.28	1	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1645	P915-C314	f83r	f83r.28	1	oldy	OL+DY	FORTSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Teilgang abschließen
P912-E1646	P915-C315	f83r	f83r.29	1	salchedy	S+AL+CHD+Y	AUSWÄHLEN · ZIELSTATION · UMSETZEN · POSTEN	die bezeichnete Station auswählen, dann den Posten umsetzen
P912-E1647	P915-C315	f83r	f83r.29	2	cheey	SH+EE+Y	Klarlauf	den Klarlauf abnehmen
P912-E1648	P915-C315	f83r	f83r.29	3	qody	CARRIER_Q+O+DY	BEGINNEN · AUSFÜHREN · SCHLUSS	den Stationsgang ausführen, dann den Teilgang abschließen
P912-E1649	P915-C316	f83r	f83r.29	1	kesd	K+E+S_ADDR+D_ADDR	IN STATION GEBEN · KURZ · STERNORT · TEIL	kurz die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1650	P915-C316	f83r	f83r.29	2	oldy	OL+DY	FORTSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Teilgang abschließen
P912-E1651	P915-C317	f83r	f83r.30	1	s	S	AUSWÄHLEN	AUSWÄHLEN verwenden
P912-E1652	P915-C317	f83r	f83r.30	2	okeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1653	P915-C318	f83r	f83r.30	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1654	P915-C319	f83r	f83r.30	1	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1655	P915-C319	f83r	f83r.30	2	saii	S+AIIN	AUSWÄHLEN · STATIONSWERT	die bezeichnete Station auswählen
P912-E1656	P915-C319	f83r	f83r.31	3	techedy	T+E+CHD+Y	STELLEN · KURZ · UMSETZEN · POSTEN	kurz die Stufe einstellen, dann den Posten umsetzen
P912-E1657	P915-C319	f83r	f83r.31	4	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	zum nächsten Teilgang gehen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1658	P915-C320	f83r	f83r.31	1	okeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1659	P915-C321	f83r	f83r.31	1	ldy	L+DY	LEITEN · SCHLUSS	den Posten weiterleiten, dann den Teilgang abschließen
P912-E1660	P915-C322	f83r	f83r.32	1	cheol	CHEO+L	AUSZUG · LEITEN	den Posten weiterleiten
P912-E1661	P915-C322	f83r	f83r.32	2	qokchedy	OK+CHD+Y	AN STATION SETZEN · UMSETZEN · POSTEN	den Posten umsetzen
P912-E1662	P915-C322	f83r	f83r.32	3	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1663	P915-C323	f83r	f83r.32	1	qokey	OK+E+Y	AN STATION SETZEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E1664	P915-C323	f83r	f83r.33	2	sy	Y	POSTEN	POSTEN verwenden
P912-E1665	P915-C323	f83r	f83r.33	3	s	S	AUSWÄHLEN	AUSWÄHLEN verwenden
P912-E1666	P915-C323	f83r	f83r.33	4	aiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1667	P915-C323	f83r	f83r.33	5	sheekchy	SH+EE+K+CH+Y	HALTEN · LÄNGER · IN STATION GEBEN · AUS STATION NEHMEN · POSTEN	länger den Posten halten
P912-E1668	P915-C323	f83r	f83r.33	6	qokey	OK+E+Y	AN STATION SETZEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E1669	P915-C323	f83r	f83r.33	7	sain	S+AIN	AUSWÄHLEN · PORTION	die bezeichnete Station auswählen mit dem Teilposten
P912-E1670	P915-C323	f83r	f83r.34	8	shky	SH+K+Y	HALTEN · IN STATION GEBEN · POSTEN	den Posten halten
P912-E1671	P915-C323	f83r	f83r.34	9	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1672	P915-C324	f83r	f83r.34	1	dolshed	D_ADDR+OL+SHED	TEIL · FORTSETZEN · ABSETZEN	den Teilgang fortsetzen mit dem Teilposten, dann den Posten absetzen lassen
P912-E1673	P915-C324	f83r	f83r.34	2	qokchy	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1674	P915-C324	f83r	f83r.35	3	saiin	S+AIIN	AUSWÄHLEN · STATIONSWERT	die bezeichnete Station auswählen
P912-E1675	P915-C324	f83r	f83r.35	4	cheky	CHK+E+Y	BEHANDELN · KURZ · POSTEN	kurz den Posten behandeln
P912-E1676	P915-C324	f83r	f83r.35	5	okeeol	OK+EE+OL	AN STATION SETZEN · LÄNGER · FORTSETZEN	länger den Teilgang fortsetzen
P912-E1677	P915-C324	f83r	f83r.35	6	okain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1678	P915-C324	f83r	f83r.35	7	chdy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1679	P915-C324	f83r	f83r.36	8	sor	S+OR	AUSWÄHLEN · ANSATZ	die bezeichnete Station auswählen
P912-E1680	P915-C324	f83r	f83r.36	9	aiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1681	P915-C324	f83r	f83r.36	10	shy	Y	POSTEN	POSTEN verwenden
P912-E1682	P915-C324	f83r	f83r.36	11	shey	SH+E+Y	Klarlauf	den Klarlauf abnehmen
P912-E1683	P915-C324	f83r	f83r.36	12	lshedy	LSH+E+DY	SPÜLEN · KURZ · SCHLUSS	kurz die Station spülen, dann den Teilgang abschließen
P912-E1684	P915-C325	f83r	f83r.36	1	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1685	P915-C325	f83r	f83r.37	2	sol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1686	P915-C325	f83r	f83r.37	3	lkedy	L+K+E+DY	nachwaschen	nachwaschen verwenden
P912-E1687	P915-C326	f83r	f83r.37	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1688	P915-C327	f83r	f83r.37	1	qokol	OK+OL	AN STATION SETZEN · FORTSETZEN	den Teilgang fortsetzen
P912-E1689	P915-C327	f83r	f83r.37	2	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1690	P915-C328	f83r	f83r.38	1	or	OR	ANSATZ	den laufenden Ansatz verwenden
P912-E1691	P915-C328	f83r	f83r.38	2	chey	Y	POSTEN	POSTEN verwenden
P912-E1692	P915-C328	f83r	f83r.38	3	qockhey	O+CKH+E+Y	Überlauf	Überlauf verwenden
P912-E1693	P915-C328	f83r	f83r.38	4	dairydy	AIR+Y+DY	BECKENLAUF · POSTEN · SCHLUSS	den Teilgang abschließen
P912-E1694	P915-C329	f83r	f83r.39	1	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1695	P915-C329	f83r	f83r.39	2	shey	SH+E+Y	Klarlauf	den Klarlauf abnehmen
P912-E1696	P915-C329	f83r	f83r.39	3	kain	K+AIN	IN STATION GEBEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1697	P915-C329	f83r	f83r.39	4	chckhal	CH+CKH+AL	Haltezeit	Haltezeit verwenden
P912-E1698	P915-C329	f83r	f83r.40	5	solchedy	S+OL+CHD+Y	AUSWÄHLEN · FORTSETZEN · UMSETZEN · POSTEN	die bezeichnete Station auswählen, dann den Teilgang fortsetzen, dann den Posten umsetzen
P912-E1699	P915-C329	f83r	f83r.40	6	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1700	P915-C330	f83r	f83r.40	1	chedaiin	CHD+AIIN	UMSETZEN · STATIONSWERT	den Posten umsetzen
P912-E1701	P915-C330	f83r	f83r.41	2	solkey	SOLK+E+Y	AUFFANGEN · KURZ · POSTEN	kurz den Posten auffangen
P912-E1702	P915-C330	f83r	f83r.41	3	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1703	P915-C331	f83r	f83r.41	1	qolkain	SOLK+AIN	AUFFANGEN · PORTION	den Posten auffangen mit dem Teilposten
P912-E1704	P915-C331	f83r	f83r.41	2	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1705	P915-C331	f83r	f83r.42	3	sol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1706	P915-C331	f83r	f83r.42	4	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1707	P915-C331	f83r	f83r.42	5	chcthdy	CH+CTH+D_ADDR+Y	AUS STATION NEHMEN · BEREIT · TEIL · POSTEN	den Posten gebrauchsfertig machen mit dem Teilposten
P912-E1708	P915-C331	f83r	f83r.42	6	l	L	LEITEN	LEITEN verwenden
P912-E1709	P915-C331	f83r	f83r.42	7	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1710	P915-C331	f83r	f83r.42	8	lchdy	L+CHD+Y	LEITEN · UMSETZEN · POSTEN	den Posten weiterleiten, dann den Posten umsetzen
P912-E1711	P915-C331	f83r	f83r.43	9	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1712	P915-C331	f83r	f83r.43	10	sheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	kurz den Posten halten, dann den Teilgang fortsetzen
P912-E1713	P915-C331	f83r	f83r.43	11	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1714	P915-C331	f83r	f83r.43	12	qotal	OT+AL	DANACH · ZIELSTATION	zum nächsten Teilgang gehen
P912-E1715	P915-C331	f83r	f83r.43	13	sar	S+AR	AUSWÄHLEN · QUELLSTATION	die bezeichnete Station auswählen
P912-E1716	P915-C331	f83r	f83r.44	14	skar	K+AR	warm ausgießen	warm ausgießen verwenden
P912-E1717	P915-C331	f83r	f83r.44	15	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1720	P915-C332	f83r	f83r.47	1	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	zum nächsten Teilgang gehen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1721	P915-C333	f83r	f83r.47	1	qokchdy	OK+CHD+DY	AN STATION SETZEN · UMSETZEN · SCHLUSS	den Posten umsetzen, dann den Teilgang abschließen
P912-E1722	P915-C334	f83r	f83r.47	1	shedal	SHED+AL	ABSETZEN · ZIELSTATION	den Posten absetzen lassen
P912-E1723	P915-C334	f83r	f83r.48	2	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1724	P915-C334	f83r	f83r.48	3	cheol	CHEO+L	AUSZUG · LEITEN	den Posten weiterleiten
P912-E1725	P915-C334	f83r	f83r.48	4	lol	L+OL	warm	den Posten warm halten
P912-E1726	P915-C334	f83r	f83r.48	5	chdal	CHD+AL	UMSETZEN · ZIELSTATION	den Posten umsetzen
P912-E1727	P915-C334	f83r	f83r.48	6	aiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1728	P915-C334	f83r	f83r.49	7	sol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1729	P915-C334	f83r	f83r.49	8	daiiin	DA+IIN	ZWEIT · STUFE	die bezeichnete Einstellung übernehmen auf der eingestellten Stufe
P912-E1730	P915-C334	f83r	f83r.49	9	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1733	P915-C335	f83r	f83r.52	1	solkeey	SOLK+EE+Y	AUFFANGEN · LÄNGER · POSTEN	länger den Posten auffangen
P912-E1734	P915-C335	f83r	f83r.52	2	qekey	E+K+E+Y	roh	den Posten roh belassen
P912-E1735	P915-C335	f83r	f83r.52	3	raly	R+AL+Y	Seitenarm	den Posten in den Seitenarm leiten
P912-E1736	P915-C335	f83r	f83r.52	4	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1737	P915-C335	f83r	f83r.53	5	solchkal	S+OL+CHK+AL	AUSWÄHLEN · FORTSETZEN · BEHANDELN · ZIELSTATION	die bezeichnete Station auswählen, dann den Teilgang fortsetzen, dann den Posten behandeln
P912-E1738	P915-C335	f83r	f83r.53	6	cheol	CHEO+L	AUSZUG · LEITEN	den Posten weiterleiten
P912-E1739	P915-C335	f83r	f83r.53	7	qotar	OT+AR	DANACH · QUELLSTATION	zum nächsten Teilgang gehen
P912-E1740	P915-C335	f83r	f83r.53	8	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1741	P915-C335	f83r	f83r.54	9	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1742	P915-C335	f83r	f83r.54	10	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1743	P915-C335	f83r	f83r.54	11	dain	AIN	Tuch	den Posten durch das Tuch führen
P912-E1744	P915-C335	f83r	f83r.54	12	chey	Y	POSTEN	POSTEN verwenden
P912-E1745	P915-C335	f83r	f83r.54	13	ldalor	L+AL+OR	LEITEN · ZIELSTATION · ANSATZ	den Posten weiterleiten
P912-E1746	P915-C335	f83r	f83r.55	14	sol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1747	P915-C335	f83r	f83r.55	15	rtain	R+T+AIN	MERKEN · STELLEN · PORTION	den Zustand markieren mit dem Teilposten, dann die Stufe einstellen
P912-E1748	P915-C335	f83r	f83r.55	16	cthal	CTH+AL	BEREIT · ZIELSTATION	den Posten gebrauchsfertig machen
