edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt570_modifier_voice_clause_de	outer_voice_working_clause_de	owner_bound_control_clause_de	outer_voice_changed	state_atom_alignment	guard
2923	G407-E2923	G407-S440	4	f81r	BIOLOGICAL	F81R_LOWER_POOL	oraiiin	OR+LOCAL_CHAR_I+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle die Stationseinheit und den Stationswert; mit der lokalen Variante.	Im laufenden Gang wähle die Stationseinheit und den Stationswert; mit der lokalen Variante.	Im laufenden Gang wähle die Stationseinheit und den Stationswert; mit der lokalen Variante.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2924	G407-E2924	G407-S441	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	par	P+AR	NONSTATE_CARD	NOT_APPLICABLE	Setze ein; von der Ausgangsstation.	Setze ein; von der Ausgangsstation.	Setze ein; von der Ausgangsstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2925	G407-E2925	G407-S441	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shey	SH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2926	G407-E2926	G407-S441	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	keedy	K+EE+DY	STATE_CARD	DY	Führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	Führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	Führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	NO	1:K=geben | 2:EE=auf Grad II | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2927	G407-E2927	G407-S442	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shekal	SH+E+K+AL	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; zur Zielstation; auf Grad I.	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; zur Zielstation; auf Grad I.	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; zur Zielstation; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2928	G407-E2928	G407-S442	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dal	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2929	G407-E2929	G407-S442	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dar	D_ADDR+AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2930	G407-E2930	G407-S442	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: führe denselben Stationsposten zu.	Weiter im laufenden Gang: führe denselben Stationsposten zu.	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2931	G407-E2931	G407-S442	5	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	pchedy	P+CHD+DY	STATE_CARD	DY	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	NO	1:P=einsetzen | 2:CHD=bearbeiten | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2932	G407-E2932	G407-S443	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shek	SH+E+K	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I.	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I.	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2933	G407-E2933	G407-S443	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationsanteil zu.	Im laufenden Gang führe den Stationsanteil zu.	Im laufenden Gang führe den Stationsanteil zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2934	G407-E2934	G407-S443	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Halte den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Halte den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2935	G407-E2935	G407-S443	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokedy	OK+E+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	NO	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2936	G407-E2936	G407-S444	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okaiin	OK+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2937	G407-E2937	G407-S444	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	kair	K+AIR	NONSTATE_CARD	NOT_APPLICABLE	Führe den Stationswert [wie zuvor] zu; entlang der Stationsbahn.	Führe den Stationswert [wie zuvor] zu; entlang der Stationsbahn.	Führe den Stationswert [wie zuvor] zu; entlang der Stationsbahn.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2938	G407-E2938	G407-S444	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okal	OK+AL	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationswert [wie zuvor] im Stationsgang an; zur Zielstation.	Setze den Stationswert [wie zuvor] im Stationsgang an; zur Zielstation.	Setze den Stationswert [wie zuvor] im Stationsgang an; zur Zielstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2939	G407-E2939	G407-S444	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	sar	S+AR	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Stationswert [wie zuvor]; von der Ausgangsstation.	Wähle den Stationswert [wie zuvor]; von der Ausgangsstation.	Wähle den Stationswert [wie zuvor]; von der Ausgangsstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2940	G407-E2940	G407-S444	5	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: wähle denselben Stationswert.	Weiter im laufenden Gang: wähle denselben Stationswert.	Weiter im laufenden Gang wähle den Stationswert [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2941	G407-E2941	G407-S444	6	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	kain	K+AIN	NONSTATE_CARD	NOT_APPLICABLE	Führe den Stationsanteil zu.	Führe den Stationsanteil zu.	Führe den Stationsanteil zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2942	G407-E2942	G407-S444	7	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olkain	OL+K+AIN	STATE_CARD	OL	Weiter: führe den Stationsanteil zu.	Weiter: führe den Stationsanteil zu.	Weiter führe den Stationsanteil zu.	NO	1:OL=weiter | 2:K=geben | 3:AIN=den Anteil	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2943	G407-E2943	G407-S444	8	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	al	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationsanteil [wie zuvor] zu; zur Zielstation.	Im laufenden Gang führe den Stationsanteil [wie zuvor] zu; zur Zielstation.	Im laufenden Gang führe den Stationsanteil [wie zuvor] zu; zur Zielstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2944	G407-E2944	G407-S444	9	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: führe denselben Stationsanteil zu.	Weiter im laufenden Gang: führe denselben Stationsanteil zu.	Weiter im laufenden Gang führe den Stationsanteil [wie zuvor] zu.	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2945	G407-E2945	G407-S444	10	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	rol	R+OL	STATE_CARD	OL	Weiter: markiere denselben Stationsanteil.	Weiter: markiere denselben Stationsanteil.	Weiter markiere den Stationsanteil [wie zuvor].	NO	1:R=markieren | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2946	G407-E2946	G407-S444	11	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dl	L	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang markiere den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang markiere den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang markiere den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2947	G407-E2947	G407-S444	12	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	saiin	S+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Stationswert.	Wähle den Stationswert.	Wähle den Stationswert.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2948	G407-E2948	G407-S444	13	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Stationswert.	Im laufenden Gang wähle den Stationswert.	Im laufenden Gang wähle den Stationswert.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2949	G407-E2949	G407-S444	14	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olkeedy	OL+K+EE+DY	STATE_CARD	OL+DY	Weiter: führe denselben Stationswert zu; auf Grad II; schließe den Schritt.	Weiter: führe denselben Stationswert zu; auf Grad II; schließe den Schritt.	Weiter führe den Stationswert [wie zuvor] zu; auf Grad II; schließe den Schritt.	NO	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2950	G407-E2950	G407-S445	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okedy	OK+E+DY	STATE_CARD	DY	Setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	NO	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2951	G407-E2951	G407-S446	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dykain	D_ADDR+Y+K+AIN	NONSTATE_CARD	NOT_APPLICABLE	Führe den Stationsposten und den Stationsanteil zu; an der bezeichneten Stelle.	Führe den Stationsposten und den Stationsanteil zu; an der bezeichneten Stelle.	Führe den Stationsposten und den Stationsanteil zu; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2952	G407-E2952	G407-S446	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shek	SH+E+K	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; auf Grad I.	Halte den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; auf Grad I.	Halte den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2953	G407-E2953	G407-S446	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chdy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2954	G407-E2954	G407-S446	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dalal	AL+AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; zur Zielstation [außen] und zur Zielstation [innen].	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; zur Zielstation [außen] und zur Zielstation [innen].	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; zur Zielstation [außen] und zur Zielstation [innen].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2955	G407-E2955	G407-S446	5	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	oldy	OL+DY	STATE_CARD	OL+DY	Weiter im laufenden Gang: bearbeite denselben Stationsposten; schließe den Schritt.	Weiter im laufenden Gang: bearbeite denselben Stationsposten; schließe den Schritt.	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	NO	1:OL=weiter | 2:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2956	G407-E2956	G407-S447	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokaiin	OK+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2957	G407-E2957	G407-S447	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okain	OK+AIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2958	G407-E2958	G407-S447	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	cheeky	CH+K+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten und führe den Stationsposten zu; auf Grad II.	Entnimm den Stationsposten und führe den Stationsposten zu; auf Grad II.	Entnimm den Stationsposten und führe den Stationsposten zu; auf Grad II.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2959	G407-E2959	G407-S447	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationsposten zu.	Im laufenden Gang führe den Stationsposten zu.	Im laufenden Gang führe den Stationsposten zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2960	G407-E2960	G407-S447	5	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: führe denselben Stationsposten zu.	Weiter im laufenden Gang: führe denselben Stationsposten zu.	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2961	G407-E2961	G407-S447	6	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	kaiin	K+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Führe den Stationswert zu.	Führe den Stationswert zu.	Führe den Stationswert zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2962	G407-E2962	G407-S447	7	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationsanteil zu.	Im laufenden Gang führe den Stationsanteil zu.	Im laufenden Gang führe den Stationsanteil zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2963	G407-E2963	G407-S447	8	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationsposten zu.	Im laufenden Gang führe den Stationsposten zu.	Im laufenden Gang führe den Stationsposten zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2964	G407-E2964	G407-S447	9	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationswert zu.	Im laufenden Gang führe den Stationswert zu.	Im laufenden Gang führe den Stationswert zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2965	G407-E2965	G407-S447	10	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chcthy	CH+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2966	G407-E2966	G407-S447	11	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okaiin	OK+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2967	G407-E2967	G407-S447	12	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Stationswert im Stationsgang an.	Im laufenden Gang setze den Stationswert im Stationsgang an.	Im laufenden Gang setze den Stationswert im Stationsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2968	G407-E2968	G407-S447	13	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	otain	OT+AIN	STATE_CARD	OT	Danach im laufenden Gang: setze den Stationsanteil im Stationsgang an.	Danach im laufenden Gang: setze den Stationsanteil im Stationsgang an.	Danach im laufenden Gang setze den Stationsanteil im Stationsgang an.	NO	1:OT=danach | 2:AIN=den Anteil	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2969	G407-E2969	G407-S447	14	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chckhy	CH+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten und führe den Stationsposten zu.	Entnimm den Stationsposten und führe den Stationsposten zu.	Entnimm den Stationsposten und führe den Stationsposten zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2970	G407-E2970	G407-S447	15	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okeedy	OK+EE+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	NO	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2971	G407-E2971	G407-S448	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qoky	OK+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2972	G407-E2972	G407-S448	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	kar	K+AR	NONSTATE_CARD	NOT_APPLICABLE	Führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation.	Führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation.	Führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2973	G407-E2973	G407-S448	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationswert zu.	Im laufenden Gang führe den Stationswert zu.	Im laufenden Gang führe den Stationswert zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2974	G407-E2974	G407-S448	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okar	OK+AR	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationswert [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze den Stationswert [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze den Stationswert [wie zuvor] im Stationsgang an; von der Ausgangsstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2975	G407-E2975	G407-S448	5	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokain	OK+AIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2976	G407-E2976	G407-S448	6	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okaiin	OK+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2977	G407-E2977	G407-S448	7	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an.	Weiter im laufenden Gang setze den Stationswert [wie zuvor] im Stationsgang an.	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2978	G407-E2978	G407-S448	8	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2979	G407-E2979	G407-S448	9	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2980	G407-E2980	G407-S448	10	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lky	L+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Führe den Stationsposten zu; über die sichtbare Verbindung.	Führe den Stationsposten zu; über die sichtbare Verbindung.	Führe den Stationsposten zu; über die sichtbare Verbindung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2981	G407-E2981	G407-S448	11	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	l	L	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
