statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	completed_object_action_count	remaining_action_gap_count	changed_host_count	paragraph_count	coverage_state	completed_root_profile	remaining_root_profile	gdt584_reader_de	gdt598_integrated_reader_de	paragraph_count_preserved
196	G407-S490	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	10	3	1	2	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	K:2	Verwende für den vorangehenden Arbeitsschritt zur Zielstation oder ins Zielbecken. Halte den Stationsansatz im Bad auf Grad I. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt zur Zielstation oder ins Zielbecken. Halte den Körper im Bad auf Grad I. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	YES
197	G407-S491	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	11	3	0	3	0	1	GAP_ONLY_ACTIONS	NONE	K:1|OK:1|SH:1	Beschicke oder bereite vor. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	Beschicke oder bereite vor. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	YES
198	G407-S492	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	T:1	NONE	Temperiere auf Grad I. Schließe den Arbeitsgang.	Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	YES
199	G407-S493	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	6	5	0	5	0	1	GAP_ONLY_ACTIONS	NONE	CH:2|K:2|SH:1	Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Halte den Zustand. Entnimm oder lass ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Halte den Zustand. Entnimm oder lass ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	YES
200	G407-S495	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	14	10	5	5	3	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|SH:3	CH:1|K:1|OK:2|SH:1	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle. Beschicke oder bereite das Stations- oder Badmaß vor. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite die Becken- oder Körpereinheit auf Grad II vor. Halte den Stationsansatz und das Stations- oder Badmaß im Bad auf Grad II. Halte den Stationsansatz im Bad auf Grad I. Behandle den Stationsansatz an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle. Beschicke oder bereite das Stations- oder Badmaß vor. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite die Becken- oder Körpereinheit auf Grad II vor. Halte den Körper im Bad bei der angegebenen Füllung auf Grad II. Halte den Körper im Bad auf Grad I. Behandle den Stationsansatz an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
201	G407-S497	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	8	7	1	6	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	CH:2|K:2|OK:2	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Führe den Stationsansatz zu. Behandle den Ansatz über den Stationskontakt oder die Leitung. Beschicke oder bereite den Stationsansatz auf Grad II vor. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Führe den Stationsansatz zu. Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung. Beschicke oder bereite den Stationsansatz auf Grad II vor. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	YES
202	G407-S498	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	14	10	1	9	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	T:1	CH:3|K:3|OK:3	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Fahre im selben Arbeitsgang fort. Führe das Stations- oder Badmaß zu. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite das Stations- oder Badmaß vor. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass in Anwendungsform ab. Temperiere. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Fahre im selben Arbeitsgang fort. Führe das Stations- oder Badmaß zu. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite das Stations- oder Badmaß vor. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass in Anwendungsform ab. Temperiere den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu. Schließe den Arbeitsgang.	YES
203	G407-S499	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	12	8	2	6	1	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	CH:1|K:2|OK:3	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Führe über den Stationskontakt oder die Leitung zu. Behandle den Stationsansatz. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Halte denselben Stationsansatz im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Führe über den Stationskontakt oder die Leitung zu. Behandle den Stationsansatz. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	YES
204	G407-S500	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	8	4	2	2	0	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|T:1	CH:1|OK:1	"Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Entnimm oder lass ab. Reguliere die Stationsbedingung. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	"Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Entnimm oder lass ab. Reguliere die Stationsbedingung. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	YES
205	G407-S501	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	4	3	2	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1|SH:1	OK:1	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
206	G407-S502	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	13	9	5	4	5	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:4	CH:1|K:2|OK:1	"Fahre im selben Arbeitsgang fort. Halte das Stations- oder Badmaß im Bad auf Grad I. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Halte im Bad auf Grad I. Führe den Stationsansatz und das Stations- oder Badmaß zu. Beginne danach den nächsten Arbeitsgang.

Behandle den Ansatz. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Fahre im selben Arbeitsgang fort. Halte den Körper im Bad bei der angegebenen Füllung auf Grad I. Halte denselben Körper im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Halte denselben Stationsansatz im Bad auf Grad I. Führe den Stationsansatz und das Stations- oder Badmaß zu. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang."	YES
207	G407-S503	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	5	3	2	1	2	2	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1|SH:1	OK:1	"Wähle das Stations- oder Badmaß aus. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Wähle das Stationsmaß aus. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang."	YES
208	G407-S504	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	4	1	0	1	0	1	GAP_ONLY_ACTIONS	NONE	SH:1	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	YES
209	G407-S505	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	7	5	2	3	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:2	K:1|OK:2	Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad II. Führe den Stationsansatz auf Grad I, auf Grad II und als neuer Bad- oder Stationsansatz zu. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Führe den Stationsansatz auf Grad I, auf Grad II und als neuer Bad- oder Stationsansatz zu. Halte denselben Stationsansatz im Bad auf Grad II. Schließe den Arbeitsgang.	YES
210	G407-S507	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	20	17	6	11	5	3	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:1|SH:3|T:1	CH:5|K:1|OK:3|R:2	"Entnimm oder lass in Anwendungsform und über den Stationskontakt oder die Leitung ab. Kennzeichne oder prüfe. Halte den Stationsansatz im Bad auf Grad II. Beschicke oder bereite den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken vor. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz und die Becken- oder Körpereinheit. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Wähle die Einheit aus. Halte im Bad in Anwendungsform. Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Entnimm oder lass ab. Reguliere den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle zu. Kennzeichne oder prüfe. Entnimm oder lass den Stationsansatz auf Grad I ab. Entnimm oder lass den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals ab. Beschicke oder bereite das Stations- oder Badmaß vor."	"Entnimm oder lass in Anwendungsform und über den Stationskontakt oder die Leitung ab. Kennzeichne oder prüfe. Halte den Körper im Bad auf Grad II. Beschicke oder bereite den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken vor. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz und die Stationseinheit. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Wähle den Stationsansatz aus. Halte den Stationsansatz im Bad in Anwendungsform. Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung. Entnimm oder lass ab. Reguliere den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle zu. Kennzeichne oder prüfe. Entnimm oder lass den Stationsansatz auf Grad I ab. Entnimm oder lass den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals ab. Beschicke oder bereite das Stations- oder Badmaß vor."	YES
211	G407-S508	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	5	3	1	2	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	K:1|OK:1	Führe zu. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Führe zu. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
212	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	14	6	2	4	0	4	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2	CH:1|K:1|P:2	"Wende die Becken- oder Körpereinheit in Anwendungsform und als neuer Bad- oder Stationsansatz an. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Entnimm oder lass in Anwendungsform ab. Wende an. Behandle den Stationsansatz zur Zielstation oder ins Zielbecken. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Führe an der Stations-Nebenstelle zu. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Wende die Becken- oder Körpereinheit in Anwendungsform und als neuer Bad- oder Stationsansatz an. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Entnimm oder lass in Anwendungsform ab. Wende an. Behandle den Stationsansatz zur Zielstation oder ins Zielbecken. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Führe an der Stations-Nebenstelle zu. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
213	G407-S510	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	16	10	4	6	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:3|T:1	CH:3|K:1|OK:2	Behandle den Ansatz in Anwendungsform, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und als neuer Bad- oder Stationsansatz. Entnimm oder lass auf Grad I ab. Entnimm oder lass ab. Führe in Anwendungsform und über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Behandle den Stationsansatz. Reguliere die Stationsbedingung. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Behandle den Stationsansatz in Anwendungsform, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und als neuer Bad- oder Stationsansatz. Entnimm oder lass auf Grad I ab. Entnimm oder lass ab. Führe in Anwendungsform und über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Behandle den Stationsansatz. Reguliere die Stationsbedingung. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Fahre im selben Arbeitsgang fort. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
214	G407-S513	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	15	10	4	6	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|S:1|SH:1	CH:1|OK:4|R:1	Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Beschicke oder bereite die Anwendungsportion und den Stationsansatz auf Grad III und an der Stations-Arbeitsstelle vor. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite das Stations- oder Badmaß vor. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Beschicke oder bereite die Anwendungsportion und den Stationsansatz auf Grad III und an der Stations-Arbeitsstelle vor. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite das Stations- oder Badmaß vor. Fahre im selben Arbeitsgang fort. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
