gap_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	gdt584_upstream_clause_de	gap_route	next_object_task
454	3712	G407-S484	3	f81v	BIOLOGICAL	ACTION:G407-E3118@2:K	G407-E3118	RUNNING:G407-E3118@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
455	3716	G407-S484	7	f81v	BIOLOGICAL	ACTION:G407-E3122@1:OK	G407-E3122	RUNNING:G407-E3122@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
456	3724	G407-S485	3	f81v	BIOLOGICAL	ACTION:G407-E3129@3:CH	G407-E3129	RUNNING:G407-E3129@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
457	3727	G407-S485	6	f81v	BIOLOGICAL	ACTION:G407-E3130@1:SH	G407-E3130	RUNNING:G407-E3130@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
458	3730	G407-S485	9	f81v	BIOLOGICAL	ACTION:G407-E3131@4:CH	G407-E3131	RUNNING:G407-E3131@4	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
459	3731	G407-S485	10	f81v	BIOLOGICAL	ACTION:G407-E3132@2:K	G407-E3132	RUNNING:G407-E3132@2	K	GDT582_RETAINED_NON_TARGET	2	Y+AIIN	Stationsansatz|Stations- oder Badmaß	Führe den Stationsansatz und das Stations- oder Badmaß zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
460	3733	G407-S485	12	f81v	BIOLOGICAL	ACTION:G407-E3133@2:K	G407-E3133	RUNNING:G407-E3133@2	K	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Führe die Anwendungsportion zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
461	3736	G407-S486	1	f81v	BIOLOGICAL	ACTION:G407-E3135@1:OK	G407-E3135	RUNNING:G407-E3135@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
462	3738	G407-S486	3	f81v	BIOLOGICAL	ACTION:G407-E3137@1:R	G407-E3137	RUNNING:G407-E3137@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
463	3741	G407-S486	6	f81v	BIOLOGICAL	ACTION:G407-E3138@2:CH	G407-E3138	RUNNING:G407-E3138@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
464	3744	G407-S486	9	f81v	BIOLOGICAL	ACTION:G407-E3140@1:OK	G407-E3140	RUNNING:G407-E3140@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
465	3747	G407-S487	1	f81v	BIOLOGICAL	ACTION:G407-E3141@1:OK	G407-E3141	RUNNING:G407-E3141@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
466	3748	G407-S487	2	f81v	BIOLOGICAL	ACTION:G407-E3142@1:OK	G407-E3142	RUNNING:G407-E3142@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
467	3750	G407-S487	4	f81v	BIOLOGICAL	ACTION:G407-E3144@1:CH	G407-E3144	RUNNING:G407-E3144@1	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
468	3760	G407-S489	1	f81v	BIOLOGICAL	ACTION:G407-E3151@1:SH	G407-E3151	RUNNING:G407-E3151@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
469	3769	G407-S489	10	f81v	BIOLOGICAL	ACTION:G407-E3160@1:OK	G407-E3160	RUNNING:G407-E3160@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
470	3771	G407-S489	12	f81v	BIOLOGICAL	ACTION:G407-E3162@1:CH	G407-E3162	RUNNING:G407-E3162@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
471	3776	G407-S489	17	f81v	BIOLOGICAL	ACTION:G407-E3164@1:OK	G407-E3164	RUNNING:G407-E3164@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
472	3781	G407-S490	4	f81v	BIOLOGICAL	ACTION:G407-E3167@2:K	G407-E3167	RUNNING:G407-E3167@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
473	3785	G407-S490	8	f81v	BIOLOGICAL	ACTION:G407-E3168@2:K	G407-E3168	RUNNING:G407-E3168@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
474	3788	G407-S491	1	f81v	BIOLOGICAL	ACTION:G407-E3169@1:OK	G407-E3169	RUNNING:G407-E3169@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
475	3791	G407-S491	4	f81v	BIOLOGICAL	ACTION:G407-E3170@1:SH	G407-E3170	RUNNING:G407-E3170@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
476	3796	G407-S491	9	f81v	BIOLOGICAL	ACTION:G407-E3172@2:K	G407-E3172	RUNNING:G407-E3172@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
477	3801	G407-S493	1	f81v	BIOLOGICAL	ACTION:G407-E3174@1:CH	G407-E3174	RUNNING:G407-E3174@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
478	3802	G407-S493	2	f81v	BIOLOGICAL	ACTION:G407-E3174@2:K	G407-E3174	RUNNING:G407-E3174@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
479	3803	G407-S493	3	f81v	BIOLOGICAL	ACTION:G407-E3175@1:SH	G407-E3175	RUNNING:G407-E3175@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
480	3804	G407-S493	4	f81v	BIOLOGICAL	ACTION:G407-E3175@2:CH	G407-E3175	RUNNING:G407-E3175@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
481	3805	G407-S493	5	f81v	BIOLOGICAL	ACTION:G407-E3175@3:K	G407-E3175	RUNNING:G407-E3175@3	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe auf Grad I zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
482	3808	G407-S495	2	f82r	BIOLOGICAL	ACTION:G407-E3178@1:OK	G407-E3178	RUNNING:G407-E3178@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
483	3811	G407-S495	5	f82r	BIOLOGICAL	ACTION:G407-E3180@1:SH	G407-E3180	RUNNING:G407-E3180@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
484	3812	G407-S495	6	f82r	BIOLOGICAL	ACTION:G407-E3180@2:CH	G407-E3180	RUNNING:G407-E3180@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
485	3813	G407-S495	7	f82r	BIOLOGICAL	ACTION:G407-E3180@3:K	G407-E3180	RUNNING:G407-E3180@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
486	3814	G407-S495	8	f82r	BIOLOGICAL	ACTION:G407-E3181@1:OK	G407-E3181	RUNNING:G407-E3181@1	OK	GDT582_RETAINED_NON_TARGET	1	OR	Becken- oder Körpereinheit	Beschicke oder bereite die Becken- oder Körpereinheit auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
487	3821	G407-S497	1	f82r	BIOLOGICAL	ACTION:G407-E3190@1:OK	G407-E3190	RUNNING:G407-E3190@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
488	3822	G407-S497	2	f82r	BIOLOGICAL	ACTION:G407-E3191@2:CH	G407-E3191	RUNNING:G407-E3191@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
489	3823	G407-S497	3	f82r	BIOLOGICAL	ACTION:G407-E3191@3:K	G407-E3191	RUNNING:G407-E3191@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
490	3825	G407-S497	5	f82r	BIOLOGICAL	ACTION:G407-E3193@1:OK	G407-E3193	RUNNING:G407-E3193@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
491	3826	G407-S497	6	f82r	BIOLOGICAL	ACTION:G407-E3194@2:CH	G407-E3194	RUNNING:G407-E3194@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
492	3827	G407-S497	7	f82r	BIOLOGICAL	ACTION:G407-E3194@3:K	G407-E3194	RUNNING:G407-E3194@3	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe auf Grad I zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
493	3829	G407-S498	1	f82r	BIOLOGICAL	ACTION:G407-E3195@1:OK	G407-E3195	RUNNING:G407-E3195@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
494	3831	G407-S498	3	f82r	BIOLOGICAL	ACTION:G407-E3196@2:K	G407-E3196	RUNNING:G407-E3196@2	K	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Führe das Stations- oder Badmaß zu	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
495	3832	G407-S498	4	f82r	BIOLOGICAL	ACTION:G407-E3197@1:CH	G407-E3197	RUNNING:G407-E3197@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
496	3833	G407-S498	5	f82r	BIOLOGICAL	ACTION:G407-E3197@2:K	G407-E3197	RUNNING:G407-E3197@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
497	3834	G407-S498	6	f82r	BIOLOGICAL	ACTION:G407-E3198@1:OK	G407-E3198	RUNNING:G407-E3198@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
498	3835	G407-S498	7	f82r	BIOLOGICAL	ACTION:G407-E3199@1:OK	G407-E3199	RUNNING:G407-E3199@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
499	3836	G407-S498	8	f82r	BIOLOGICAL	ACTION:G407-E3200@2:CH	G407-E3200	RUNNING:G407-E3200@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass in Anwendungsform ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
500	3840	G407-S498	12	f82r	BIOLOGICAL	ACTION:G407-E3201@1:CH	G407-E3201	RUNNING:G407-E3201@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
501	3841	G407-S498	13	f82r	BIOLOGICAL	ACTION:G407-E3201@2:K	G407-E3201	RUNNING:G407-E3201@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
502	3845	G407-S499	3	f82r	BIOLOGICAL	ACTION:G407-E3204@1:OK	G407-E3204	RUNNING:G407-E3204@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
503	3847	G407-S499	5	f82r	BIOLOGICAL	ACTION:G407-E3205@3:CH	G407-E3205	RUNNING:G407-E3205@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
504	3848	G407-S499	6	f82r	BIOLOGICAL	ACTION:G407-E3205@4:K	G407-E3205	RUNNING:G407-E3205@4	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
505	3849	G407-S499	7	f82r	BIOLOGICAL	ACTION:G407-E3206@1:OK	G407-E3206	RUNNING:G407-E3206@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
506	3851	G407-S499	9	f82r	BIOLOGICAL	ACTION:G407-E3208@2:K	G407-E3208	RUNNING:G407-E3208@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe über den Stationskontakt oder die Leitung zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
507	3853	G407-S499	11	f82r	BIOLOGICAL	ACTION:G407-E3209@1:OK	G407-E3209	RUNNING:G407-E3209@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad II vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
508	3855	G407-S500	1	f82r	BIOLOGICAL	ACTION:G407-E3210@1:OK	G407-E3210	RUNNING:G407-E3210@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
509	3856	G407-S500	2	f82r	BIOLOGICAL	ACTION:G407-E3211@1:CH	G407-E3211	RUNNING:G407-E3211@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
510	3863	G407-S501	1	f82r	BIOLOGICAL	ACTION:G407-E3214@1:OK	G407-E3214	RUNNING:G407-E3214@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
511	3870	G407-S502	4	f82r	BIOLOGICAL	ACTION:G407-E3219@3:CH	G407-E3219	RUNNING:G407-E3219@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
512	3871	G407-S502	5	f82r	BIOLOGICAL	ACTION:G407-E3219@4:K	G407-E3219	RUNNING:G407-E3219@4	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
513	3872	G407-S502	6	f82r	BIOLOGICAL	ACTION:G407-E3220@1:OK	G407-E3220	RUNNING:G407-E3220@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
514	3874	G407-S502	8	f82r	BIOLOGICAL	ACTION:G407-E3221@3:K	G407-E3221	RUNNING:G407-E3221@3	K	GDT582_RETAINED_NON_TARGET	2	Y+AIIN	Stationsansatz|Stations- oder Badmaß	Führe den Stationsansatz und das Stations- oder Badmaß zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
515	3882	G407-S503	3	f82r	BIOLOGICAL	ACTION:G407-E3226@1:OK	G407-E3226	RUNNING:G407-E3226@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
516	3886	G407-S504	2	f82r	BIOLOGICAL	ACTION:G407-E3228@2:SH	G407-E3228	RUNNING:G407-E3228@2	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
517	3889	G407-S505	1	f82r	BIOLOGICAL	ACTION:G407-E3229@1:OK	G407-E3229	RUNNING:G407-E3229@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
518	3890	G407-S505	2	f82r	BIOLOGICAL	ACTION:G407-E3230@1:OK	G407-E3230	RUNNING:G407-E3230@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
519	3893	G407-S505	5	f82r	BIOLOGICAL	ACTION:G407-E3233@3:K	G407-E3233	RUNNING:G407-E3233@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I, auf Grad II und als neuer Bad- oder Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
520	3896	G407-S507	1	f82r	BIOLOGICAL	ACTION:G407-E3236@2:CH	G407-E3236	RUNNING:G407-E3236@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass in Anwendungsform und über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
521	3897	G407-S507	2	f82r	BIOLOGICAL	ACTION:G407-E3237@1:R	G407-E3237	RUNNING:G407-E3237@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
522	3899	G407-S507	4	f82r	BIOLOGICAL	ACTION:G407-E3239@1:OK	G407-E3239	RUNNING:G407-E3239@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
523	3907	G407-S507	12	f82r	BIOLOGICAL	ACTION:G407-E3243@7:CH	G407-E3243	RUNNING:G407-E3243@7	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
524	3909	G407-S507	14	f82r	BIOLOGICAL	ACTION:G407-E3244@1:OK	G407-E3244	RUNNING:G407-E3244@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
525	3910	G407-S507	15	f82r	BIOLOGICAL	ACTION:G407-E3245@1:CH	G407-E3245	RUNNING:G407-E3245@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
526	3911	G407-S507	16	f82r	BIOLOGICAL	ACTION:G407-E3245@2:K	G407-E3245	RUNNING:G407-E3245@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
527	3912	G407-S507	17	f82r	BIOLOGICAL	ACTION:G407-E3246@1:R	G407-E3246	RUNNING:G407-E3246@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
528	3913	G407-S507	18	f82r	BIOLOGICAL	ACTION:G407-E3246@2:CH	G407-E3246	RUNNING:G407-E3246@2	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz auf Grad I ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
