completed_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed
375	3723	G407-S485	2	f81v	ACTION:G407-E3129@1:S	G407-E3129	RUNNING:G407-E3129@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom zur Zielstation oder ins Zielbecken um	Leite den Strom zur Zielstation oder ins Zielbecken um	NO
376	3725	G407-S485	4	f81v	ACTION:G407-E3129@4:T	G407-E3129	RUNNING:G407-E3129@4	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	denselben Strom	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3129@1:S	Temperiere auf Grad I und an der Stations-Arbeitsstelle	Temperiere denselben Strom auf Grad I und an der Stations-Arbeitsstelle	YES
377	3726	G407-S485	5	f81v	ACTION:G407-E3129@8:T	G407-E3129	RUNNING:G407-E3129@8	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3129@8:T	Reguliere den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	Reguliere den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	NO
378	3729	G407-S485	8	f81v	ACTION:G407-E3131@3:T	G407-E3131	RUNNING:G407-E3131@3	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3129@8:T	Temperiere auf Grad I und als neuer Bad- oder Stationsansatz	Temperiere denselben Stationsansatz auf Grad I und als neuer Bad- oder Stationsansatz	YES
379	3734	G407-S485	13	f81v	ACTION:G407-E3134@1:SH	G407-E3134	RUNNING:G407-E3134@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T04_STABLE_AIN_OR_TYPE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT593:G407-E3133:AIN	Halte im Bad auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	YES
380	3737	G407-S486	2	f81v	ACTION:G407-E3136@2:CHD	G407-E3136	RUNNING:G407-E3136@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3136@2:CHD	Behandle den Stationsansatz an der Stations-Arbeitsstelle	Behandle den Stationsansatz an der Stations-Arbeitsstelle	NO
381	3742	G407-S486	7	f81v	ACTION:G407-E3138@3:T	G407-E3138	RUNNING:G407-E3138@3	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3138@3:T	Reguliere den Stationsansatz an der Stations-Arbeitsstelle	Reguliere den Stationsansatz an der Stations-Arbeitsstelle	NO
382	3743	G407-S486	8	f81v	ACTION:G407-E3139@1:T	G407-E3139	RUNNING:G407-E3139@1	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3139@1:T	Temperiere den Stationsansatz auf Grad I	Temperiere den Stationsansatz auf Grad I	NO
383	3745	G407-S486	10	f81v	ACTION:G407-E3140@2:CHD	G407-E3140	RUNNING:G407-E3140@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3139@1:T	Behandle den Ansatz	Behandle denselben Stationsansatz	YES
384	3751	G407-S487	5	f81v	ACTION:G407-E3145@1:S	G407-E3145	RUNNING:G407-E3145@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom zur Zielstation oder ins Zielbecken um	Leite den Strom zur Zielstation oder ins Zielbecken um	NO
385	3754	G407-S487	8	f81v	ACTION:G407-E3147@1:CHD	G407-E3147	RUNNING:G407-E3147@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	YES
386	3756	G407-S488	1	f81v	ACTION:G407-E3149@2:SH	G407-E3149	RUNNING:G407-E3149@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3149:RUNNING:G407-E3148@2|RUNNING:G407-E3149@4	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung	NO
387	3762	G407-S489	3	f81v	ACTION:G407-E3152@1:CHD	G407-E3152	RUNNING:G407-E3152@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3152@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
388	3763	G407-S489	4	f81v	ACTION:G407-E3154@1:SH	G407-E3154	RUNNING:G407-E3154@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3154:RUNNING:G407-E3154@2|RUNNING:G407-E3156@1	Halte den Stationsansatz im Bad	Halte den Körper im Bad	YES
389	3766	G407-S489	7	f81v	ACTION:G407-E3158@1:CHD	G407-E3158	RUNNING:G407-E3158@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3158@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
390	3767	G407-S489	8	f81v	ACTION:G407-E3159@1:T	G407-E3159	RUNNING:G407-E3159@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
391	3768	G407-S489	9	f81v	ACTION:G407-E3159@2:CHD	G407-E3159	RUNNING:G407-E3159@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3158@1:CHD	Behandle den Ansatz	Behandle denselben Stationsansatz	YES
392	3774	G407-S489	15	f81v	ACTION:G407-E3162@4:T	G407-E3162	RUNNING:G407-E3162@4	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung von der Ausgangsstation oder aus dem Ausgangsbecken	Reguliere die Stationsbedingung von der Ausgangsstation oder aus dem Ausgangsbecken	NO
393	3779	G407-S490	2	f81v	ACTION:G407-E3166@1:SH	G407-E3166	RUNNING:G407-E3166@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3166:RUNNING:G407-E3166@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
394	3799	G407-S492	1	f81v	ACTION:G407-E3173@1:T	G407-E3173	RUNNING:G407-E3173@1	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere auf Grad I	Temperiere den Stationsansatz auf Grad I	YES
395	3807	G407-S495	1	f82r	ACTION:G407-E3177@3:SH	G407-E3177	RUNNING:G407-E3177@3	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3177:RUNNING:G407-E3177@6	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle	NO
396	3815	G407-S495	9	f82r	ACTION:G407-E3182@1:SH	G407-E3182	RUNNING:G407-E3182@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3182:RUNNING:G407-E3182@3|RUNNING:G407-E3183@1	Halte den Stationsansatz und das Stations- oder Badmaß im Bad auf Grad II	Halte den Körper im Bad bei der angegebenen Füllung auf Grad II	YES
397	3816	G407-S495	10	f82r	ACTION:G407-E3184@1:SH	G407-E3184	RUNNING:G407-E3184@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3184:RUNNING:G407-E3184@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
398	3817	G407-S495	11	f82r	ACTION:G407-E3185@2:CHD	G407-E3185	RUNNING:G407-E3185@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3185@2:CHD	Behandle den Stationsansatz an der Stations-Arbeitsstelle	Behandle den Stationsansatz an der Stations-Arbeitsstelle	NO
399	3819	G407-S495	13	f82r	ACTION:G407-E3186@2:CHD	G407-E3186	RUNNING:G407-E3186@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3185@2:CHD	Behandle den Ansatz	Behandle denselben Stationsansatz	YES
400	3824	G407-S497	4	f82r	ACTION:G407-E3192@2:CHD	G407-E3192	RUNNING:G407-E3192@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3191@3:K	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung	YES
401	3837	G407-S498	9	f82r	ACTION:G407-E3200@3:T	G407-E3200	RUNNING:G407-E3200@3	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere	Temperiere den Stationsansatz	YES
402	3846	G407-S499	4	f82r	ACTION:G407-E3205@1:SH	G407-E3205	RUNNING:G407-E3205@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E3205:RUNNING:G407-E3203@3	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
403	3852	G407-S499	10	f82r	ACTION:G407-E3208@3:CHD	G407-E3208	RUNNING:G407-E3208@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3208@3:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
404	3857	G407-S500	3	f82r	ACTION:G407-E3211@2:T	G407-E3211	RUNNING:G407-E3211@2	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
405	3859	G407-S500	5	f82r	ACTION:G407-E3212@1:CHD	G407-E3212	RUNNING:G407-E3212@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3212@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
406	3864	G407-S501	2	f82r	ACTION:G407-E3215@1:S	G407-E3215	RUNNING:G407-E3215@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
407	3865	G407-S501	3	f82r	ACTION:G407-E3216@1:SH	G407-E3216	RUNNING:G407-E3216@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
408	3868	G407-S502	2	f82r	ACTION:G407-E3218@1:SH	G407-E3218	RUNNING:G407-E3218@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte das Stations- oder Badmaß im Bad auf Grad I	Halte den Körper im Bad bei der angegebenen Füllung auf Grad I	YES
409	3869	G407-S502	3	f82r	ACTION:G407-E3219@1:SH	G407-E3219	RUNNING:G407-E3219@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	denselben Körper	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	CARRY:G407-E3218	Halte im Bad auf Grad I	Halte denselben Körper im Bad auf Grad I	YES
410	3873	G407-S502	7	f82r	ACTION:G407-E3221@1:SH	G407-E3221	RUNNING:G407-E3221@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E3219:RUNNING:G407-E3219@5	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
411	3876	G407-S502	10	f82r	ACTION:G407-E3223@1:CHD	G407-E3223	RUNNING:G407-E3223@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	YES
412	3878	G407-S502	12	f82r	ACTION:G407-E3224@1:SH	G407-E3224	RUNNING:G407-E3224@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
413	3880	G407-S503	1	f82r	ACTION:G407-E3225@1:S	G407-E3225	RUNNING:G407-E3225@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3225@1:S	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	YES
414	3883	G407-S503	4	f82r	ACTION:G407-E3227@1:SH	G407-E3227	RUNNING:G407-E3227@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
415	3892	G407-S505	4	f82r	ACTION:G407-E3232@1:SH	G407-E3232	RUNNING:G407-E3232@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3232:RUNNING:G407-E3232@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES
416	3894	G407-S505	6	f82r	ACTION:G407-E3234@1:SH	G407-E3234	RUNNING:G407-E3234@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E3233:RUNNING:G407-E3233@5	Halte im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	YES
417	3898	G407-S507	3	f82r	ACTION:G407-E3238@1:SH	G407-E3238	RUNNING:G407-E3238@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3238:RUNNING:G407-E3238@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES
418	3901	G407-S507	6	f82r	ACTION:G407-E3241@1:CHD	G407-E3241	RUNNING:G407-E3241@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3241@1:CHD	Behandle den Stationsansatz und die Becken- oder Körpereinheit	Behandle den Stationsansatz und die Stationseinheit	YES
419	3904	G407-S507	9	f82r	ACTION:G407-E3243@1:S	G407-E3243	RUNNING:G407-E3243@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q02_RIGHT_SAME_EVENT_DEFINITE	DEFINITE	ACTION:G407-E3243@2:SH	Wähle die Einheit aus	Wähle den Stationsansatz aus	YES
420	3905	G407-S507	10	f82r	ACTION:G407-E3243@2:SH	G407-E3243	RUNNING:G407-E3243@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:O	Halte im Bad in Anwendungsform	Halte den Stationsansatz im Bad in Anwendungsform	YES
421	3906	G407-S507	11	f82r	ACTION:G407-E3243@5:SH	G407-E3243	RUNNING:G407-E3243@5	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:L	Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	YES
422	3908	G407-S507	13	f82r	ACTION:G407-E3243@8:T	G407-E3243	RUNNING:G407-E3243@8	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3243@8:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO
423	3918	G407-S508	3	f82r	ACTION:G407-E3249@3:CHD	G407-E3249	RUNNING:G407-E3249@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3249@3:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
424	3928	G407-S509	8	f82r	ACTION:G407-E3253@4:CHD	G407-E3253	RUNNING:G407-E3253@4	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3253@4:CHD	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	NO
425	3930	G407-S509	10	f82r	ACTION:G407-E3255@1:CHD	G407-E3255	RUNNING:G407-E3255@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3255@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
426	3935	G407-S510	1	f82r	ACTION:G407-E3258@4:CHD	G407-E3258	RUNNING:G407-E3258@4	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz in Anwendungsform, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle den Stationsansatz in Anwendungsform, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	YES
427	3945	G407-S510	11	f82r	ACTION:G407-E3264@3:CHD	G407-E3264	RUNNING:G407-E3264@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3264@3:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
428	3946	G407-S510	12	f82r	ACTION:G407-E3265@1:T	G407-E3265	RUNNING:G407-E3265@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
429	3949	G407-S510	15	f82r	ACTION:G407-E3266@2:CHD	G407-E3266	RUNNING:G407-E3266@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3264@3:CHD	Behandle den Ansatz	Behandle denselben Stationsansatz	YES
430	3951	G407-S513	1	f82r	ACTION:G407-E3269@1:CHD	G407-E3269	RUNNING:G407-E3269@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	YES
431	3952	G407-S513	2	f82r	ACTION:G407-E3270@1:SH	G407-E3270	RUNNING:G407-E3270@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3270:RUNNING:G407-E3270@3|RUNNING:G407-E3271@2	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO
432	3953	G407-S513	3	f82r	ACTION:G407-E3272@1:S	G407-E3272	RUNNING:G407-E3272@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
