statement_ordinal	statement_id	physical_page	register	owner_de	event_count	surface_sequence	corrected_recipe_sequence	action_chain_de	arguments_de	relations_de	grades_de	end_mode	focus_attachment_count	bounded_forward_count	owner_only_count	rule_families	scope_skeleton_de	pass1026_recipe_changed	scope_result
305	P1009-S305	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	chol shedy	OL | SH+E+DY	HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
306	P1009-S306	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	shcthey qokeedy	SH+CH+T+E+Y | OK+EE+DY	HALTEN > NEHMEN > EINSTELLEN > SETZEN	AKTIVER POSTEN×1	NONE	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	3	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+NEHMEN×1+HALTEN×1+EINSTELLEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
307	P1009-S307	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	oteedy	OT+EE+DY	BESITZERGETRAGEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	1	OWNER_CONTEXT	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[NONE] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
308	P1009-S308	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	cham solteedy	CH+AM_ADDR | OL+T+EE+DY	NEHMEN > EINSTELLEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[NEHMEN×1+EINSTELLEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
309	P1009-S309	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qoteedy	OT+EE+DY	BESITZERGETRAGEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	1	OWNER_CONTEXT	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[NONE] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
310	P1009-S310	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qodeedy	O+D_ADDR+EE+DY	BESITZERGETRAGEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	1	OWNER_CONTEXT	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[NONE] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
311	P1009-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	chedaiin chedy shedaiin shealol ched qokeedy	CHD+AIIN | CHD+Y | SH+E+AIIN | SH+E+AL+OL | CHD | OK+EE+DY	UMSETZEN > UMSETZEN > HALTEN > HALTEN > UMSETZEN > SETZEN	WERT×2+AKTIVER POSTEN×1	ZIELORT×1	GRAD I×2+GRAD II×1	LICENSED_DY_CLOSE	7	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+HALTEN×2+UMSETZEN×3] > ARG[WERT×2+AKTIVER POSTEN×1] > REL[ZIELORT×1] > GRAD[GRAD I×2+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
312	P1009-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	qol sheedy	OL | SH+EE+DY	HALTEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
313	P1009-S313	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	shol tedy	SH+OL | T+E+DY	HALTEN > EINSTELLEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN×1+EINSTELLEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
314	P1009-S314	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	chedy lsheedy qokedy	CHD+Y | L+SH+EE+D_ADDR+Y | OK+E+DY	UMSETZEN > HALTEN > SETZEN	AKTIVER POSTEN×2	VERBINDUNG×1	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	5	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+HALTEN×1+UMSETZEN×1] > ARG[AKTIVER POSTEN×2] > REL[VERBINDUNG×1] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
315	P1009-S315	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	qolal chedy sokcheey sain sheeol qoteedy	OL+AL | CHD+Y | S+OK+CH+EE+Y | S+AIN | SH+EE+OL | OT+EE+DY	UMSETZEN > WÄHLEN > SETZEN > NEHMEN > WÄHLEN > HALTEN	ANTEIL×1+AKTIVER POSTEN×2	ZIELORT×1	GRAD II×3	LICENSED_DY_CLOSE	7	0	1	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+NEHMEN×1+HALTEN×1+WÄHLEN×2+UMSETZEN×1] > ARG[ANTEIL×1+AKTIVER POSTEN×2] > REL[ZIELORT×1] > GRAD[GRAD II×3] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
316	P1009-S316	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	qokaiin shedy	OK+AIIN | SH+E+DY	SETZEN > HALTEN	WERT×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	2	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[WERT×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
317	P1009-S317	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
318	P1009-S318	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qotedy	OT+E+DY	BESITZERGETRAGEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	1	OWNER_CONTEXT	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[NONE] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
319	P1009-S319	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
320	P1009-S320	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	shedy	SH+E+DY	HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
321	P1009-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	qotol shedy	OT+OL | SH+E+DY	HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
322	P1009-S322	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	qokaiin sheety qokeed y lchedy	OK+AIIN | SH+EE+T+Y | OK+EE+D_ADDR | Y | L+CHD+DY	SETZEN > HALTEN > EINSTELLEN > SETZEN > UMSETZEN	WERT×1+AKTIVER POSTEN×2	VERBINDUNG×1	GRAD II×2	LICENSED_DY_CLOSE	6	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×2+HALTEN×1+EINSTELLEN×1+UMSETZEN×1] > ARG[WERT×1+AKTIVER POSTEN×2] > REL[VERBINDUNG×1] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
323	P1009-S323	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	lol sshedy	L+OL | S+SH+E+DY	WÄHLEN > HALTEN	NONE	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	2	1	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN×1+WÄHLEN×1] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
324	P1009-S324	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	qotaiin chedy qokaiin shedy	OT+AIIN | CHD+Y | OK+AIIN | SH+E+DY	UMSETZEN > SETZEN > HALTEN	WERT×2+AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	4	1	0	NEAREST_HEAD_LEFT_TIE|Q_OT_PACKAGE_FORWARD	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+HALTEN×1+UMSETZEN×1] > ARG[WERT×2+AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
325	P1009-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qolcheedy	OL+SH+EE+DY	HALTEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
326	P1009-S326	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
327	P1009-S327	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	lol qoteedy	L+OL | OT+EE+DY	BESITZERGETRAGEN	NONE	VERBINDUNG×1	GRAD II×1	LICENSED_DY_CLOSE	2	0	2	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[NONE] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
328	P1009-S328	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qoteedy	OT+EE+DY	BESITZERGETRAGEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	1	OWNER_CONTEXT	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[NONE] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
329	P1009-S329	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
330	P1009-S330	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	sheed qeey saiin sheety qokeedy	SH+EE+D_ADDR | CARRIER_Q+EE+Y | S+AIIN | SH+EE+T+Y | OK+EE+DY	HALTEN > WÄHLEN > HALTEN > EINSTELLEN > SETZEN	WERT×1+AKTIVER POSTEN×2	NONE	GRAD II×4	LICENSED_DY_CLOSE	7	0	0	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+HALTEN×2+WÄHLEN×1+EINSTELLEN×1] > ARG[WERT×1+AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD II×4] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
331	P1009-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	9	lol daiin cheedy lshey qo l or chees sheckhedy	L+OL | AIIN | CH+EE+D_ADDR+Y | L+SH+E+Y | O | L | OR | SH+EE+S_ADDR | SH+E+CH+K+E+DY	NEHMEN > HALTEN > HALTEN > HALTEN > NEHMEN > GEBEN	WERT×1+EINHEIT×1+AKTIVER POSTEN×2	VERBINDUNG×3	GRAD I×3+GRAD II×2	LICENSED_DY_CLOSE	12	1	1	INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[NEHMEN×2+HALTEN×3+GEBEN×1] > ARG[WERT×1+EINHEIT×1+AKTIVER POSTEN×2] > REL[VERBINDUNG×3] > GRAD[GRAD I×3+GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
332	P1009-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	qol cheedy qotaiin qokeedy	OL | CH+EE+D_ADDR+Y | OT+AIIN | OK+EE+DY	NEHMEN > SETZEN	WERT×1+AKTIVER POSTEN×1	NONE	GRAD II×2	LICENSED_DY_CLOSE	4	0	0	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+NEHMEN×1] > ARG[WERT×1+AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
333	P1009-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	lchey lsheey qokeedy	L+Y | L+SH+EE+Y | OK+EE+DY	HALTEN > SETZEN	AKTIVER POSTEN×2	VERBINDUNG×2	GRAD II×2	LICENSED_DY_CLOSE	6	2	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[AKTIVER POSTEN×2] > REL[VERBINDUNG×2] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
334	P1009-S334	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
335	P1009-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	qokar qokeey laiin chey qotain sheal qokeedy	OK+AR | OK+EE+Y | L+AIIN | Y | OT+AIN | SH+E+AL | OK+EE+DY	SETZEN > SETZEN > HALTEN > SETZEN	WERT×1+ANTEIL×1+AKTIVER POSTEN×2	ZIELORT×1+AUSGANG×1+VERBINDUNG×1	GRAD I×1+GRAD II×2	LICENSED_DY_CLOSE	10	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×3+HALTEN×1] > ARG[WERT×1+ANTEIL×1+AKTIVER POSTEN×2] > REL[ZIELORT×1+AUSGANG×1+VERBINDUNG×1] > GRAD[GRAD I×1+GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
336	P1009-S336	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	qoteey qokain sheey qotedy	OT+EE+Y | OK+AIN | SH+EE+Y | OT+E+DY	SETZEN > HALTEN	ANTEIL×1+AKTIVER POSTEN×2	NONE	GRAD I×1+GRAD II×2	LICENSED_DY_CLOSE	6	2	0	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|Q_OT_PACKAGE_FORWARD	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[ANTEIL×1+AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD I×1+GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
337	P1009-S337	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	dalchedy	AL+CHD+DY	UMSETZEN	NONE	ZIELORT×1	NONE	LICENSED_DY_CLOSE	1	0	0	AL_AR_ORDERED_FALLBACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[UMSETZEN×1] > ARG[NONE] > REL[ZIELORT×1] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
338	P1009-S338	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	chedaiin shedy	CHD+AIIN | SH+E+DY	UMSETZEN > HALTEN	WERT×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	2	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN×1+UMSETZEN×1] > ARG[WERT×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
339	P1009-S339	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
340	P1009-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
341	P1009-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	qokeey chedy shear olaiiny qoteedy	OK+EE+Y | CHD+Y | SH+E+AR | OL+AIIN+Y | OT+EE+DY	SETZEN > UMSETZEN > HALTEN	WERT×1+AKTIVER POSTEN×3	AUSGANG×1	GRAD I×1+GRAD II×2	LICENSED_DY_CLOSE	8	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+HALTEN×1+UMSETZEN×1] > ARG[WERT×1+AKTIVER POSTEN×3] > REL[AUSGANG×1] > GRAD[GRAD I×1+GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
342	P1009-S342	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	al lchedy	AL | L+CHD+DY	UMSETZEN	NONE	ZIELORT×1+VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	2	0	1	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[UMSETZEN×1] > ARG[NONE] > REL[ZIELORT×1+VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
343	P1009-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	r oin chy chedaiin cheey okedy	R | O+IIN | Y | CHD+AIIN | SH+EE+Y | OK+E+DY	MARKIEREN > UMSETZEN > HALTEN > SETZEN	WERT×1+AKTIVER POSTEN×2	NONE	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	5	0	0	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|R_POSITIONAL_MARKING	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+HALTEN×1+UMSETZEN×1+MARKIEREN×1] > ARG[WERT×1+AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
