replay_event_id	event_id	pass1026_event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	pass1026_change	all_atoms_on_fixed_sheet	outside_surface_pages	outside_recipe_pages	outside_surface_registers	outside_recipe_registers	page_replay_result	register_replay_result
G399-E1668	P1008-E0608	P1026-E1668	f76r	BIOLOGICAL	P1009-S211	f76r.15	aiin	AIIN	1	UNCHANGED	YES	f10r|f55v|f56r|f67r2|f71v|f72r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1669	P1008-E0609	P1026-E1669	f76r	BIOLOGICAL	P1009-S211	f76r.15	ar	AR	1	UNCHANGED	YES	f55v|f67r2|f71v|f72r|f75r|f77r|f83r|f88r|f89r	f10r|f55v|f67r2|f71v|f72r|f75r|f77r|f82r|f83r|f88r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1670	P1008-E0610	P1026-E1670	f76r	BIOLOGICAL	P1009-S211	f76r.15	ain	AIN	1	UNCHANGED	YES	f55v|f67r2|f75r|f77r|f88v|f89r	f10r|f11r|f18r|f55v|f67r2|f75r|f77r|f81v|f83r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1671	P1008-E0611	P1026-E1671	f76r	BIOLOGICAL	P1009-S211	f76r.15	chckheed	CH+CH+K+E+Y	5	UNCHANGED	YES	NONE	f77r|f82r	NONE	NONE	ROOT_RECIPE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1672	P1008-E0612	P1026-E1672	f76r	BIOLOGICAL	P1009-S211	f76r.15	lchedy	L+CHD+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r	f75r|f77r|f81v|f82r|f83r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1673	P1008-E0613	P1026-E1673	f76r	BIOLOGICAL	P1009-S212	f76r.15	shedy	SH+E+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r|f88v	f75r|f77r|f81v|f82r|f83r|f88v	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1674	P1008-E0614	P1026-E1674	f76r	BIOLOGICAL	P1009-S213	f76r.15	qolair	OL+D_ADDR+AIR	3	UNCHANGED	YES	NONE	f75r	NONE	NONE	ROOT_RECIPE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1675	P1008-E0615	P1026-E1675	f76r	BIOLOGICAL	P1009-S213	f76r.15	chedy	CHD+Y	2	UNCHANGED	YES	f55v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1676	P1008-E0616	P1026-E1676	f76r	BIOLOGICAL	P1009-S213	f76r.16	qotes	OT+E+S	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1677	P1008-E0617	P1026-E1677	f76r	BIOLOGICAL	P1009-S213	f76r.16	chedy	CHD+Y	2	UNCHANGED	YES	f55v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1678	P1008-E0618	P1026-E1678	f76r	BIOLOGICAL	P1009-S213	f76r.16	shckhy	SH+CH+K+Y	4	UNCHANGED	YES	f75r|f81v|f82r	f75r|f81v|f82r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1679	P1008-E0619	P1026-E1679	f76r	BIOLOGICAL	P1009-S213	f76r.16	qokeey	OK+EE+Y	3	UNCHANGED	YES	f56r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f56r|f68r1|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1680	P1008-E0620	P1026-E1680	f76r	BIOLOGICAL	P1009-S213	f76r.16	okeey	OK+EE+Y	3	UNCHANGED	YES	f68r1|f71v|f72r|f75r|f81v|f89r	f56r|f68r1|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1681	P1008-E0621	P1026-E1681	f76r	BIOLOGICAL	P1009-S213	f76r.16	kain	K+AIN	2	UNCHANGED	YES	f75r|f81v|f83r	f75r|f81v|f83r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1682	P1008-E0622	P1026-E1682	f76r	BIOLOGICAL	P1009-S213	f76r.16	checkhy	CH+E+CH+K+Y	5	UNCHANGED	YES	f75r|f77r|f81v|f83r|f88v	f72r|f75r|f77r|f81v|f83r|f88v	PHARMA	CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1683	P1008-E0623	P1026-E1683	f76r	BIOLOGICAL	P1009-S213	f76r.16	qokeedy	OK+EE+DY	3	UNCHANGED	YES	f75r|f77r|f82r|f83r	f55v|f72r|f75r|f77r|f81v|f82r|f83r	NONE	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1684	P1008-E0624	P1026-E1684	f76r	BIOLOGICAL	P1009-S214	f76r.16	qotey	OT+E+Y	3	UNCHANGED	YES	f77r|f89r	f72r|f75r|f77r|f89r	PHARMA	CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1685	P1008-E0625	P1026-E1685	f76r	BIOLOGICAL	P1009-S214	f76r.16	qotain	OT+AIN	2	UNCHANGED	YES	f77r|f81v	f75r|f77r|f81v|f82r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1686	P1008-E0626	P1026-E1686	f76r	BIOLOGICAL	P1009-S214	f76r.16	chekair	CH+K+AIR	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1687	P1008-E0627	P1026-E1687	f76r	BIOLOGICAL	P1009-S214	f76r.17	chey	Y	1	UNCHANGED	YES	f18r|f55v|f56r|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f89r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1688	P1008-E0628	P1026-E1688	f76r	BIOLOGICAL	P1009-S214	f76r.17	chckh	CH+K	2	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1689	P1008-E0629	P1026-E1689	f76r	BIOLOGICAL	P1009-S214	f76r.17	shey	SH+E+Y	3	UNCHANGED	YES	f11r|f13r|f68r1|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f11r|f13r|f68r1|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1690	P1008-E0630	P1026-E1690	f76r	BIOLOGICAL	P1009-S214	f76r.17	qeeey	CARRIER_Q+EEE+Y	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1691	P1008-E0631	P1026-E1691	f76r	BIOLOGICAL	P1009-S214	f76r.17	chol	OL	1	UNCHANGED	YES	f10r|f11r|f13r|f17r|f18r|f56r|f67r2|f72r|f77r|f88r|f89r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1692	P1008-E0632	P1026-E1692	f76r	BIOLOGICAL	P1009-S214	f76r.17	lkain	L+K+AIN	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1693	P1008-E0633	P1026-E1693	f76r	BIOLOGICAL	P1009-S214	f76r.17	shedy	SH+E+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r|f88v	f75r|f77r|f81v|f82r|f83r|f88v	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1694	P1008-E0634	P1026-E1694	f76r	BIOLOGICAL	P1009-S215	f76r.17	qokeedy	OK+EE+DY	3	UNCHANGED	YES	f75r|f77r|f82r|f83r	f55v|f72r|f75r|f77r|f81v|f82r|f83r	NONE	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1695	P1008-E0635	P1026-E1695	f76r	BIOLOGICAL	P1009-S216	f76r.17	okain	OK+AIN	2	UNCHANGED	YES	f18r|f81v|f82r|f83r	f18r|f55v|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL	HERBAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1696	P1008-E0636	P1026-E1696	f76r	BIOLOGICAL	P1009-S216	f76r.17	chedy	CHD+Y	2	UNCHANGED	YES	f55v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1697	P1008-E0637	P1026-E1697	f76r	BIOLOGICAL	P1009-S216	f76r.17	okeed	OK+EE+D_ADDR	3	RESEGMENTED	YES	NONE	f77r|f81v	NONE	NONE	ROOT_RECIPE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1698	P1008-E0638	P1026-E1698	f76r	BIOLOGICAL	P1009-S217	f76r.17	qokaloro	OK+AL+OR+O	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1699	P1008-E0640	P1026-E1699	f76r	BIOLOGICAL	P1009-S218	f76r.19	dcheedy	D_ADDR+CH+EE+D_ADDR+Y	5	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1700	P1008-E0641	P1026-E1700	f76r	BIOLOGICAL	P1009-S218	f76r.19	qolchey	OL+Y	2	UNCHANGED	YES	f77r|f83r	f56r|f67r2|f72r|f75r|f77r|f81v|f82r|f83r|f89r	NONE	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1701	P1008-E0642	P1026-E1701	f76r	BIOLOGICAL	P1009-S218	f76r.19	qokeey	OK+EE+Y	3	UNCHANGED	YES	f56r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f56r|f68r1|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1702	P1008-E0643	P1026-E1702	f76r	BIOLOGICAL	P1009-S218	f76r.19	qokeey	OK+EE+Y	3	UNCHANGED	YES	f56r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f56r|f68r1|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1703	P1008-E0644	P1026-E1703	f76r	BIOLOGICAL	P1009-S218	f76r.19	chedy	CHD+Y	2	UNCHANGED	YES	f55v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1704	P1008-E0645	P1026-E1704	f76r	BIOLOGICAL	P1009-S218	f76r.19	qokar	OK+AR	2	UNCHANGED	YES	f72r|f75r|f77r|f81v|f82r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f88v|f89r	CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1705	P1008-E0646	P1026-E1705	f76r	BIOLOGICAL	P1009-S218	f76r.19	shedy	SH+E+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r|f88v	f75r|f77r|f81v|f82r|f83r|f88v	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1706	P1008-E0647	P1026-E1706	f76r	BIOLOGICAL	P1009-S219	f76r.19	shedy	SH+E+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r|f88v	f75r|f77r|f81v|f82r|f83r|f88v	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1707	P1008-E0648	P1026-E1707	f76r	BIOLOGICAL	P1009-S220	f76r.19	lshedy	L+SH+E+DY	4	UNCHANGED	YES	f75r|f81v|f82r|f83r	f75r|f81v|f82r|f83r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1708	P1008-E0649	P1026-E1708	f76r	BIOLOGICAL	P1009-S221	f76r.19	qolchedy	OL+CHD+DY	3	UNCHANGED	YES	f77r|f81v|f82r	f75r|f77r|f81v|f82r|f83r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1709	P1008-E0650	P1026-E1709	f76r	BIOLOGICAL	P1009-S222	f76r.19	otedyl	OT+E+DY+L	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1710	P1008-E0651	P1026-E1710	f76r	BIOLOGICAL	P1009-S223	f76r.20	dshedy	SH+E+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r	f75r|f77r|f81v|f82r|f83r|f88v	NONE	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1711	P1008-E0652	P1026-E1711	f76r	BIOLOGICAL	P1009-S224	f76r.20	qo	O	1	UNCHANGED	YES	f75r|f77r|f89r	f10r|f17r|f56r|f72r|f75r|f77r|f83r|f89r	PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1712	P1008-E0653	P1026-E1712	f76r	BIOLOGICAL	P1009-S224	f76r.20	chedy	CHD+Y	2	UNCHANGED	YES	f55v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1713	P1008-E0654	P1026-E1713	f76r	BIOLOGICAL	P1009-S224	f76r.20	lchedy	L+CHD+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r	f75r|f77r|f81v|f82r|f83r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1714	P1008-E0655	P1026-E1714	f76r	BIOLOGICAL	P1009-S225	f76r.20	qokey	OK+E+Y	3	UNCHANGED	YES	f75r|f81v|f82r|f83r|f89r	f67r2|f75r|f81v|f82r|f83r|f89r	PHARMA	CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1715	P1008-E0656	P1026-E1715	f76r	BIOLOGICAL	P1009-S225	f76r.20	qolchey	OL+Y	2	UNCHANGED	YES	f77r|f83r	f56r|f67r2|f72r|f75r|f77r|f81v|f82r|f83r|f89r	NONE	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1716	P1008-E0657	P1026-E1716	f76r	BIOLOGICAL	P1009-S225	f76r.20	qotain	OT+AIN	2	UNCHANGED	YES	f77r|f81v	f75r|f77r|f81v|f82r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1717	P1008-E0658	P1026-E1717	f76r	BIOLOGICAL	P1009-S225	f76r.20	chckhy	CH+K+Y	3	UNCHANGED	YES	f13r|f18r|f55v|f72r|f75r|f77r|f81v|f82r|f88v|f89r	f10r|f13r|f18r|f55v|f72r|f75r|f77r|f81v|f82r|f83r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1718	P1008-E0659	P1026-E1718	f76r	BIOLOGICAL	P1009-S225	f76r.20	shckhy	SH+CH+K+Y	4	UNCHANGED	YES	f75r|f81v|f82r	f75r|f81v|f82r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1719	P1008-E0660	P1026-E1719	f76r	BIOLOGICAL	P1009-S225	f76r.20	lchar	L+AR	2	RESEGMENTED	YES	NONE	f82r	NONE	NONE	ROOT_RECIPE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1720	P1008-E0661	P1026-E1720	f76r	BIOLOGICAL	P1009-S225	f76r.20	okar	OK+AR	2	UNCHANGED	YES	f55v|f56r|f72r|f75r|f81v|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1721	P1008-E0662	P1026-E1721	f76r	BIOLOGICAL	P1009-S225	f76r.20	alchdy	AL+CHD+DY	3	UNCHANGED	YES	NONE	f72r|f77r|f83r|f89r	NONE	CELESTIAL|PHARMA	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1722	P1008-E0663	P1026-E1722	f76r	BIOLOGICAL	P1009-S226	f76r.21	qokchsdy	OK+CHD+S+DY	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1723	P1008-E0664	P1026-E1723	f76r	BIOLOGICAL	P1009-S227	f76r.21	okeey	OK+EE+Y	3	UNCHANGED	YES	f68r1|f71v|f72r|f75r|f81v|f89r	f56r|f68r1|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1724	P1008-E0665	P1026-E1724	f76r	BIOLOGICAL	P1009-S227	f76r.21	lchedy	L+CHD+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r	f75r|f77r|f81v|f82r|f83r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1725	P1008-E0666	P1026-E1725	f76r	BIOLOGICAL	P1009-S228	f76r.21	qo	O	1	UNCHANGED	YES	f75r|f77r|f89r	f10r|f17r|f56r|f72r|f75r|f77r|f83r|f89r	PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1726	P1008-E0667	P1026-E1726	f76r	BIOLOGICAL	P1009-S228	f76r.21	olain	OL+AIN	2	RESEGMENTED	YES	NONE	f89r	NONE	PHARMA	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1727	P1008-E0668	P1026-E1727	f76r	BIOLOGICAL	P1009-S228	f76r.21	ot	OT	1	RESEGMENTED	YES	NONE	f56r	NONE	HERBAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1728	P1008-E0669	P1026-E1728	f76r	BIOLOGICAL	P1009-S228	f76r.21	shedy	SH+E+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r|f88v	f75r|f77r|f81v|f82r|f83r|f88v	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1729	P1008-E0670	P1026-E1729	f76r	BIOLOGICAL	P1009-S229	f76r.21	qotaly	OT+AL+Y	3	RESEGMENTED	YES	NONE	f71v|f72r	NONE	CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1730	P1008-E0671	P1026-E1730	f76r	BIOLOGICAL	P1009-S229	f76r.21	dar	D_ADDR+AR	2	UNCHANGED	YES	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f75r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f75r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1731	P1008-E0672	P1026-E1731	f76r	BIOLOGICAL	P1009-S229	f76r.21	sain	S+AIN	2	UNCHANGED	YES	f17r|f67r2|f75r|f77r|f82r|f83r|f89r	f17r|f67r2|f75r|f77r|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1732	P1008-E0673	P1026-E1732	f76r	BIOLOGICAL	P1009-S229	f76r.21	shedy	SH+E+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r|f88v	f75r|f77r|f81v|f82r|f83r|f88v	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1733	P1008-E0674	P1026-E1733	f76r	BIOLOGICAL	P1009-S230	f76r.21	oleeed	OL+EEE+D_ADDR	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1734	P1008-E0676	P1026-E1734	f76r	BIOLOGICAL	P1009-S231	f76r.23	sheedy	SH+EE+DY	3	UNCHANGED	YES	f72r|f75r|f77r|f81v|f82r|f83r|f88v	f72r|f75r|f77r|f81v|f82r|f83r|f88v	CELESTIAL|PHARMA	CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1735	P1008-E0677	P1026-E1735	f76r	BIOLOGICAL	P1009-S232	f76r.23	qokedy	OK+E+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r|f89r	f75r|f77r|f81v|f82r|f83r|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1736	P1008-E0678	P1026-E1736	f76r	BIOLOGICAL	P1009-S233	f76r.23	chedy	CHD+Y	2	UNCHANGED	YES	f55v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1737	P1008-E0679	P1026-E1737	f76r	BIOLOGICAL	P1009-S233	f76r.23	chedy	CHD+Y	2	UNCHANGED	YES	f55v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1738	P1008-E0680	P1026-E1738	f76r	BIOLOGICAL	P1009-S233	f76r.23	qokain	OK+AIN	2	UNCHANGED	YES	f55v|f75r|f77r|f81v|f82r|f83r|f89r	f18r|f55v|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|PHARMA	HERBAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
