component_recipe	current_event_count	current_page_count	current_register_count	one_event_jackknife_outcome	whole_recipe_deletion_fixed_reader_outcome	regenerated_neighbor_count	regenerated_fallback_rank	regenerated_source_recipes	literal_reading_de
OL+CH+E+O+DY	3	3	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · NEHMEN · GRAD I · AUSFÜHRUNG · SCHLUSS
OL+CH+EE+DY	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · NEHMEN · GRAD II · SCHLUSS
OL+CH+T+D_ADDR+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · NEHMEN · EINSTELLEN · HIER · POSTEN
OL+CH+Y	4	4	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+CH+Y	FORTSETZEN · NEHMEN · POSTEN
OL+CHD+DY	13	6	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+CHD+DY	FORTSETZEN · BEARBEITEN · SCHLUSS
OL+DA+L	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · ZWEITE STUFE · VERBINDUNG
OL+DY	18	10	4	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · SCHLUSS
OL+D_ADDR+AIIN	3	2	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · HIER · WERT
OL+D_ADDR+AIR	2	2	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · HIER · BAHN
OL+D_ADDR+CH+K+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · HIER · NEHMEN · GEBEN · POSTEN
OL+E+OR	1	1	1	ONE_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+E+OR	FORTSETZEN · GRAD I · EINHEIT
OL+EEE+D_ADDR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GRAD III · HIER
OL+K+AIIN	3	3	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	2	REGENERATED_NARROW	OL+K+AIN | OL+K+Y	FORTSETZEN · GEBEN · WERT
OL+K+AIN	5	4	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	2	REGENERATED_NARROW	OL+K+AIIN | OL+K+Y	FORTSETZEN · GEBEN · ANTEIL
OL+K+AL	1	1	1	ONE_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OL+K+AR	FORTSETZEN · GEBEN · ZIELORT
OL+K+AR	3	3	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OL+K+AL	FORTSETZEN · GEBEN · AUSGANG
OL+K+AR+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · AUSGANG · POSTEN
OL+K+CHD+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · BEARBEITEN · POSTEN
OL+K+E+DY	6	4	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · GRAD I · SCHLUSS
OL+K+E+OL	3	3	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · GRAD I · FORTSETZEN
OL+K+E+Y	2	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · GRAD I · POSTEN
OL+K+EE+CH+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · GRAD II · NEHMEN · POSTEN
OL+K+EE+DY	6	4	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · GRAD II · SCHLUSS
OL+K+EE+D_ADDR+Y	3	2	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · GRAD II · HIER · POSTEN
OL+K+EE+OL+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · GRAD II · FORTSETZEN · POSTEN
OL+K+EE+Y	8	7	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · GRAD II · POSTEN
OL+K+SH+D_ADDR+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · GEBEN · HALTEN · HIER · POSTEN
OL+K+Y	3	3	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	3	REGENERATED_STRONG	OL+K+AIIN | OL+K+AIN | OL+OK+Y	FORTSETZEN · GEBEN · POSTEN
OL+L+CH+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · VERBINDUNG · NEHMEN · POSTEN
OL+O+AM_ADDR	2	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · AUSFÜHRUNG · HIER
OL+O+DY	1	1	1	ONE_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+O+DY	FORTSETZEN · AUSFÜHRUNG · SCHLUSS
OL+O+IIN	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · AUSFÜHRUNG · STUFE
OL+OK+Y	1	1	1	ONE_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OL+K+Y	FORTSETZEN · SETZEN · POSTEN
OL+OL	2	2	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+OL	FORTSETZEN · FORTSETZEN
OL+OR	6	5	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	4	REGENERATED_HIGH	OL+AIIN | OL+AIN | OL+Y | OT+OR	FORTSETZEN · EINHEIT
OL+P	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · EINSETZEN
OL+P+CHD+DY	2	1	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · EINSETZEN · BEARBEITEN · SCHLUSS
OL+S	2	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · WÄHLEN
OL+S+AIN	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · WÄHLEN · ANTEIL
OL+SH+E+DY	6	4	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · HALTEN · GRAD I · SCHLUSS
OL+SH+E+Y	2	2	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · HALTEN · GRAD I · POSTEN
OL+SH+EE+DY	3	3	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · HALTEN · GRAD II · SCHLUSS
OL+SH+EE+D_ADDR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · HALTEN · GRAD II · HIER
OL+T+E+DY	2	2	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · EINSTELLEN · GRAD I · SCHLUSS
OL+T+EE+DY	2	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · EINSTELLEN · GRAD II · SCHLUSS
OL+T+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	FORTSETZEN · EINSTELLEN · POSTEN
OL+Y	31	11	4	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	4	REGENERATED_HIGH	OL+AIIN | OL+AIN | OL+OR | OT+Y	FORTSETZEN · POSTEN
OR	46	18	5	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	3	REGENERATED_STRONG	AIIN | AIN | Y	EINHEIT
OR+AIIN	3	3	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	3	REGENERATED_STRONG	OR+AIN | OR+OR | OR+Y	EINHEIT · WERT
OR+AIN	3	3	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	4	REGENERATED_HIGH	OR+AIIN | OR+OR | OR+Y | Y+AIN	EINHEIT · ANTEIL
OR+AIN+S+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	EINHEIT · ANTEIL · WÄHLEN · POSTEN
OR+AL	1	1	1	ONE_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	Y+AL	EINHEIT · ZIELORT
OR+AL+Y	2	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	EINHEIT · ZIELORT · POSTEN
OR+CH+OR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	EINHEIT · NEHMEN · EINHEIT
OR+LOCAL_CHAR_I+AIIN	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	EINHEIT · VARIANTE · WERT
OR+O	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	EINHEIT · AUSFÜHRUNG
OR+OR	1	1	1	REGENERATED_STRONG	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	3	REGENERATED_STRONG	OR+AIIN | OR+AIN | OR+Y	EINHEIT · EINHEIT
OR+Y	3	3	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	5	REGENERATED_HIGH	AIIN+Y | OR+AIIN | OR+AIN | OR+OR | Y+Y	EINHEIT · POSTEN
OS	8	5	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	VORBEZUG
OT	2	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OL	DANACH
OT+AIIN	20	6	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	4	REGENERATED_HIGH	OL+AIIN | OT+AIN | OT+OR | OT+Y	DANACH · WERT
OT+AIN	17	7	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	4	REGENERATED_HIGH	OL+AIN | OT+AIIN | OT+OR | OT+Y	DANACH · ANTEIL
OT+AIR+IIN	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · BAHN · STUFE
OT+AL	16	8	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	2	REGENERATED_NARROW	OL+AL | OT+AR	DANACH · ZIELORT
OT+AL+AIN	1	1	1	ONE_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+AL+Y	DANACH · ZIELORT · ANTEIL
OT+AL+AM_ADDR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · ZIELORT · HIER
OT+AL+DY	1	1	1	ONE_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+AR+DY	DANACH · ZIELORT · SCHLUSS
OT+AL+D_ADDR+AR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · ZIELORT · HIER · AUSGANG
OT+AL+Y	3	3	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	3	REGENERATED_STRONG	OL+AL+Y | OT+AL+AIN | OT+AR+Y	DANACH · ZIELORT · POSTEN
OT+AM_ADDR	6	5	4	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OL+AM_ADDR	DANACH · HIER
OT+AN	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · KLASSE
OT+AR	22	10	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	2	REGENERATED_NARROW	OL+AR | OT+AL	DANACH · AUSGANG
OT+AR+DY	1	1	1	ONE_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+AL+DY	DANACH · AUSGANG · SCHLUSS
OT+AR+Y	1	1	1	ONE_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+AL+Y	DANACH · AUSGANG · POSTEN
OT+A_ADDR+K+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · HIER · GEBEN · POSTEN
OT+CH+E+O+D_ADDR+AL	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · NEHMEN · GRAD I · AUSFÜHRUNG · HIER · ZIELORT
OT+CH+E+S	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · NEHMEN · GRAD I · WÄHLEN
OT+CH+L	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · NEHMEN · VERBINDUNG
OT+CH+O+S	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · NEHMEN · AUSFÜHRUNG · WÄHLEN
OT+CH+O+SH+OR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · NEHMEN · AUSFÜHRUNG · HALTEN · EINHEIT
OT+CH+OL	9	7	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · NEHMEN · FORTSETZEN
OT+CH+OR	3	3	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+CH+Y	DANACH · NEHMEN · EINHEIT
OT+CH+R	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · NEHMEN · MARKIEREN
OT+CH+Y	4	4	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	2	REGENERATED_NARROW	OL+CH+Y | OT+CH+OR	DANACH · NEHMEN · POSTEN
OT+CHD+DY	5	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OL+CHD+DY	DANACH · BEARBEITEN · SCHLUSS
OT+CHD+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · BEARBEITEN · POSTEN
OT+D_ADDR+D_ADDR+Y+AR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · HIER · HIER · POSTEN · AUSGANG
OT+E+AIIN	2	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	2	REGENERATED_NARROW	OT+E+OR | OT+E+Y	DANACH · GRAD I · WERT
OT+E+AR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · AUSGANG
OT+E+DY	34	8	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · SCHLUSS
OT+E+DY+L	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · SCHLUSS · VERBINDUNG
OT+E+D_ADDR+AR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · HIER · AUSGANG
OT+E+D_ADDR+OR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · HIER · EINHEIT
OT+E+D_ADDR+SH+E+DY	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · HIER · HALTEN · GRAD I · SCHLUSS
OT+E+O	4	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · AUSFÜHRUNG
OT+E+O+DY	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · AUSFÜHRUNG · SCHLUSS
OT+E+O+D_ADDR+AR	3	2	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · AUSFÜHRUNG · HIER · AUSGANG
OT+E+O+K+EE+Y	2	2	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · AUSFÜHRUNG · GEBEN · GRAD II · POSTEN
OT+E+O+SH+AR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · AUSFÜHRUNG · HALTEN · AUSGANG
OT+E+O+S_ADDR	7	3	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · AUSFÜHRUNG · HIER
OT+E+O+Y	4	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · AUSFÜHRUNG · POSTEN
OT+E+OL	6	5	4	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · FORTSETZEN
OT+E+OR	2	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	3	REGENERATED_STRONG	OL+E+OR | OT+E+AIIN | OT+E+Y	DANACH · GRAD I · EINHEIT
OT+E+S	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD I · WÄHLEN
OT+E+Y	16	6	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	2	REGENERATED_NARROW	OT+E+AIIN | OT+E+OR	DANACH · GRAD I · POSTEN
OT+EE+DY	26	7	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD II · SCHLUSS
OT+EE+O	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD II · AUSFÜHRUNG
OT+EE+O+DY	2	2	2	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD II · AUSFÜHRUNG · SCHLUSS
OT+EE+O+D_ADDR+AIIN	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD II · AUSFÜHRUNG · HIER · WERT
OT+EE+O+S_ADDR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD II · AUSFÜHRUNG · HIER
OT+EE+OL	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD II · FORTSETZEN
OT+EE+OR	1	1	1	ONE_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+EE+Y	DANACH · GRAD II · EINHEIT
OT+EE+S	3	1	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD II · WÄHLEN
OT+EE+S+Y	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD II · WÄHLEN · POSTEN
OT+EE+Y	22	8	3	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	1	ONE_NEIGHBOR__STOP	OT+EE+OR	DANACH · GRAD II · POSTEN
OT+EEE+DY	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD III · SCHLUSS
OT+EEE+S_ADDR	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · GRAD III · HIER
OT+IIN+R	1	1	1	NO_NEIGHBOR__STOP	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · STUFE · MARKIEREN
OT+O	2	2	1	T0_EXACT_SURVIVES	T5_STOP__FIXED_PREDICTIVE_TIERS_ARE_DISJOINT	0	NO_NEIGHBOR__STOP	NONE	DANACH · AUSFÜHRUNG
