gdt513_local_id	source_event_id	physical_page	source_panel	register	locus	source_order	owner_de	surface	component_recipe	component_atom_count	portable_core_atoms	formal_or_local_atoms	legacy_structural_atoms	unresolved_atoms	component_trace_de	record_role	default_working_reading_de	running_support_tier	running_surface_event_count	running_surface_recipe_count	running_surface_recipes	running_recipe_event_count	running_recipe_surface_count	running_recipe_pages	local_leaveout_class	other_local_surface_pages	other_local_recipe_pages	gdt405_lock_contact	gdt405_locked_recipe	gdt405_lock_alignment	future_batch_recipe_policy	formula_hypothesis_signal	nomenclator_hypothesis_signal	record_hypothesis_signal	renderer_hypothesis_signal	mixed_model_assignment	meaning_status	portable_meaning_changed	structural_tag_promoted_to_word	guard
G513-L245	P912-E2150	f70v	f70v	CELESTIAL	f70v1.1	1005	Widderrad mit Stern tragenden Figuren	ochy	O+Y	2	Y	O	NONE	NONE	[O:STEUERUNG=AUSFÜHRUNG] · POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	B_RUNNING_RECIPE_NEW_SURFACE	0	0	NONE	2	2	f13r|f76r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	YES	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L246	P912-E2151	f70v	f70v	CELESTIAL	f70v1.1	1006	Widderrad mit Stern tragenden Figuren	s	S	1	S	NONE	NONE	NONE	WÄHLEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: WÄHLEN	A_EXACT_RUNNING_SURFACE_RECIPE	38	1	S	38	1	f11r|f13r|f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f76r	f67r2	YES	S	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L247	P912-E2152	f70v	f70v	CELESTIAL	f70v1.1	1007	Widderrad mit Stern tragenden Figuren	air	AIR	1	AIR	NONE	NONE	NONE	BAHN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: BAHN	A_EXACT_RUNNING_SURFACE_RECIPE	5	1	AIR	5	1	f67r2|f72r|f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f69v	f67r2|f69v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L248	P912-E2153	f70v	f70v	CELESTIAL	f70v1.1	1008	Widderrad mit Stern tragenden Figuren	cheody	CHEO+Y	2	Y	CHEO	CHEO	NONE	[CHEO:LOKALSTRUKTUR=LOKALER EINTRAG] · POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: [CHEO:LOKALSTRUKTUR=LOKALER EINTRAG] · POSTEN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	12	1	CH+E+O+Y	0	0	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v|f89r	f69v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L249	P912-E2154	f70v	f70v	CELESTIAL	f70v1.1	1009	Widderrad mit Stern tragenden Figuren	cheey	SH+EE+Y	3	SH+Y	EE	NONE	NONE	HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	25	1	SH+EE+Y	43	2	f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v	f69v	YES	SH+EE+Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L250	P912-E2155	f70v	f70v	CELESTIAL	f70v1.1	1010	Widderrad mit Stern tragenden Figuren	oteo	OT+E+O	3	OT	E+O	NONE	NONE	DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Widderrad mit Stern tragenden Figuren: DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	A_EXACT_RUNNING_SURFACE_RECIPE	3	1	OT+E+O	4	2	f72r|f88v	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L251	P912-E2156	f70v	f70v	CELESTIAL	f70v1.1	1011	Widderrad mit Stern tragenden Figuren	chy	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	21	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f69v	f67r2|f69v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L252	P912-E2157	f70v	f70v	CELESTIAL	f70v1.1	1012	Widderrad mit Stern tragenden Figuren	daiir	DA+IIN+R	3	R	DA+IIN	NONE	NONE	[DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · MARKIEREN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: [DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · MARKIEREN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L253	P912-E2158	f70v	f70v	CELESTIAL	f70v1.1	1013	Widderrad mit Stern tragenden Figuren	chcthy	CH+CTH+Y	3	CH+Y	CTH	CTH	NONE	NEHMEN · [CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: NEHMEN · [CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · POSTEN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	13	1	CH+CH+T+Y	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	YES	CH+CH+T+Y	LOCAL_ONLY_PARSE_DIFFERS_FROM_GDT405_LOCK	CURRENT_LOCAL_PARSE_STAYS_LOCAL__FUTURE_BATCH_REPLAYS_GDT405_LOCK	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L254	P912-E2159	f70v	f70v	CELESTIAL	f70v1.1	1014	Widderrad mit Stern tragenden Figuren	dlal	D_ADDR+L+AL	3	L+AL	D_ADDR	NONE	NONE	[D_ADDR:LOKALSTRUKTUR=HIER] · VERBINDUNG · ZIELORT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: [D_ADDR:LOKALSTRUKTUR=HIER] · VERBINDUNG · ZIELORT	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L255	P912-E2160	f70v	f70v	CELESTIAL	f70v1.1	1015	Widderrad mit Stern tragenden Figuren	oteodaiin	OT+E+O+AIIN	4	OT+AIIN	E+O	NONE	NONE	DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · WERT	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Widderrad mit Stern tragenden Figuren: DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · WERT	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L256	P912-E2161	f70v	f70v	CELESTIAL	f70v1.1	1016	Widderrad mit Stern tragenden Figuren	ykeody	Y+K+E+O+DY	5	Y+K	E+O+DY	NONE	NONE	POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	Y+K+E+O+DY	1	1	f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f69v	f67r2|f69v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L257	P912-E2162	f70v	f70v	CELESTIAL	f70v1.1	1017	Widderrad mit Stern tragenden Figuren	oteody	OT+E+O+Y	4	OT+Y	E+O	NONE	NONE	DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Widderrad mit Stern tragenden Figuren: DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	4	1	OT+E+O+Y	4	1	f72r|f88v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v	f69v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L258	P912-E2163	f70v	f70v	CELESTIAL	f70v1.1	1018	Widderrad mit Stern tragenden Figuren	sheo	SH+E+O	3	SH	E+O	NONE	NONE	HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	A_EXACT_RUNNING_SURFACE_RECIPE	5	1	SH+E+O	5	1	f1r|f71v|f88v|f89r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	YES	SH+E+O	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L259	P912-E2164	f70v	f70v	CELESTIAL	f70v1.1	1019	Widderrad mit Stern tragenden Figuren	daiin	AIIN	1	AIIN	NONE	NONE	NONE	WERT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: WERT	A_EXACT_RUNNING_SURFACE_RECIPE	100	1	AIIN	155	2	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f72r	f67r2|f69v	YES	AIIN	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L260	P912-E2165	f70v	f70v	CELESTIAL	f70v1.1	1020	Widderrad mit Stern tragenden Figuren	oteedy	OT+EE+DY	3	OT	EE+DY	NONE	NONE	DANACH · [EE:STEUERUNG=GRAD II] · [DY:STEUERUNG=SCHLUSS]	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Widderrad mit Stern tragenden Figuren: DANACH · [EE:STEUERUNG=GRAD II] · [DY:STEUERUNG=SCHLUSS]	A_EXACT_RUNNING_SURFACE_RECIPE	7	1	OT+EE+DY	26	2	f72r|f75r|f76r|f77r|f81r|f82r|f83r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L261	P912-E2166	f70v	f70v	CELESTIAL	f70v1.1	1021	Widderrad mit Stern tragenden Figuren	chetalchs	CH+E+T+AL+CH+S_ADDR	6	CH+T+AL+CH	E+S_ADDR	NONE	NONE	NEHMEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · ZIELORT · NEHMEN · [S_ADDR:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: NEHMEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · ZIELORT · NEHMEN · [S_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L262	P912-E2167	f70v	f70v	CELESTIAL	f70v1.1	1022	Widderrad mit Stern tragenden Figuren	zar	Z_ADDR+AR	2	AR	Z_ADDR	NONE	NONE	[Z_ADDR:LOKALSTRUKTUR=HIER] · AUSGANG	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: [Z_ADDR:LOKALSTRUKTUR=HIER] · AUSGANG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L263	P912-E2168	f70v	f70v	CELESTIAL	f70v1.1	1023	Widderrad mit Stern tragenden Figuren	shoteeody	SH+O+T+EE+O+DY	6	SH+T	O+EE+O+DY	NONE	NONE	HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · EINSTELLEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · EINSTELLEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L264	P912-E2169	f70v	f70v	CELESTIAL	f70v1.1	1024	Widderrad mit Stern tragenden Figuren	okeeo	OK+EE+O	3	OK	EE+O	NONE	NONE	SETZEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: SETZEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG]	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	OK+EE+O	2	2	f72r|f76r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L265	P912-E2170	f70v	f70v	CELESTIAL	f70v1.1	1025	Widderrad mit Stern tragenden Figuren	dal	AL	1	AL	NONE	NONE	NONE	ZIELORT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: ZIELORT	A_EXACT_RUNNING_SURFACE_RECIPE	44	1	AL	75	3	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f69v	f67r2|f69v	YES	AL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L266	P912-E2171	f70v	f70v	CELESTIAL	f70v1.1	1026	Widderrad mit Stern tragenden Figuren	cheody	CHEO+Y	2	Y	CHEO	CHEO	NONE	[CHEO:LOKALSTRUKTUR=LOKALER EINTRAG] · POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: [CHEO:LOKALSTRUKTUR=LOKALER EINTRAG] · POSTEN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	12	1	CH+E+O+Y	0	0	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v|f89r	f69v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L267	P912-E2172	f70v	f70v	CELESTIAL	f70v1.1	1027	Widderrad mit Stern tragenden Figuren	okchoteees	OK+CH+OT+EEE+S_ADDR	5	OK+CH+OT	EEE+S_ADDR	NONE	NONE	SETZEN · NEHMEN · DANACH · [EEE:STEUERUNG=GRAD III] · [S_ADDR:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: SETZEN · NEHMEN · DANACH · [EEE:STEUERUNG=GRAD III] · [S_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L268	P912-E2173	f70v	f70v	CELESTIAL	f70v1.1	1028	Widderrad mit Stern tragenden Figuren	oteeody	OT+EE+O+DY	4	OT	EE+O+DY	NONE	NONE	DANACH · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Widderrad mit Stern tragenden Figuren: DANACH · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	OT+EE+O+DY	2	2	f72r|f88v	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L269	P912-E2174	f70v	f70v	CELESTIAL	f70v1.1	1029	Widderrad mit Stern tragenden Figuren	cheokeo	CH+E+OK+E+O	5	CH+OK	E+E+O	NONE	NONE	NEHMEN · [E:STEUERUNG=GRAD I] · SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: NEHMEN · [E:STEUERUNG=GRAD I] · SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L270	P912-E2175	f70v	f70v	CELESTIAL	f70v1.1	1030	Widderrad mit Stern tragenden Figuren	otaiin	OT+AIIN	2	OT+AIIN	NONE	NONE	NONE	DANACH · WERT	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Widderrad mit Stern tragenden Figuren: DANACH · WERT	A_EXACT_RUNNING_SURFACE_RECIPE	9	1	OT+AIIN	20	3	f71v|f72r|f77r|f82r|f83r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f71v|f72r	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L271	P912-E2176	f70v	f70v	CELESTIAL	f70v1.1	1031	Widderrad mit Stern tragenden Figuren	shes	SH+E+S_ADDR	3	SH	E+S_ADDR	NONE	NONE	HALTEN · [E:STEUERUNG=GRAD I] · [S_ADDR:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: HALTEN · [E:STEUERUNG=GRAD I] · [S_ADDR:LOKALSTRUKTUR=HIER]	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	1	1	SH+E+S	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
