component_recipe	intake_tier	atom_count	support_count	reachable_state_count	register_count	transition_cell_count	order_repaired_cell_count	distinct_outgoing_state_count	distinct_clause_count	state_signature_sha256	clause_signature_sha256	full_transition_signature_sha256
OK+E+AR	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	00780e07a57a8ed673cb61c8f94440ef511a2d03da940ecbf1558f0f81c73e6e	105acea45dcd9b63395cdfad63a1c2560f3c9cfb6fc93c36b03706aa798b6470
OK+E+AR+CH+E+O+L	T0_EXACT_OBSERVED	7	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	263442f9f012650cf4aebd8de07944a47eb8e5be4e69f0b5bb45be87ac36d27e	05c3b343df5b7269800d37468b53e20482030490ab4f2c3e70653498356de577
OK+E+CHD+DY	T0_EXACT_OBSERVED	4	2	49	5	245	0	5	25	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	3a94217f15b09a5c681ec33ec693033744e7ee069428c5a85f7528e280ca555a	a5365b907fc61f83f5bbc799b1821c26b24bb13be327d7144d76e03e02158c7d
OK+E+DY	T0_EXACT_OBSERVED	3	67	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	0ae0da915296c77f532ee9fff8cc287e96acac12ede4310d64ba2d16cca06b9b	bfe3b5fbd8b222b6a98034e5903d44d32d1cd53211ca3ed7e4cb4a08e8440cb7
OK+E+D_ADDR	T0_EXACT_OBSERVED	3	3	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	c73698c835f041d8406f9d477b6c22c46068f87091ad5a104e89c1cb21b29b60	ee61c8cdd2ea461a8912390d1a3174d3975f61ad1b291e708c56419a97d0d7c6
OK+E+D_ADDR+AL+OR	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	874604795cd24ae68a4508b1b5bd47baad561d4a9f7e7ac077df68061c0d5f72	44d29b9e92d7efb561d96bce11c914191682da2e47b0f0b4f939843c4385706a
OK+E+D_ADDR+AR	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	e0e2aa00b64c8bad06853277ab5418caf31840f9ece67ed32e7f8992fa6ac1ad	65178aedfb92ad7bf93f76edc1a736087ba38de7168ef808e2efcdaad6542862
OK+E+D_ADDR+OL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	6c142af2eef60a32cb22dece52a41d6c4cfa2cf58db41c199bb032cb78cb64e5	f2ee16313e20106b0f64ae94918953b7950bb7f35a97a5e69ca9c26f211a4520
OK+E+D_ADDR+OR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	429ed34517f9ab1fb36b584b182c7c3029badaf41bc51bd04f5a16864b302486	596a78cba97a18aa28ffbbfc0582f2d5ee1680feeeec00bf77f985fdf76ee3b6
OK+E+L	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	3dea56686284978fa8d809377421cf4d10d722a486bbe3b2f19b62f04a5a7464	2e82b9cc84a75bb1f72e09fef05915a1d8b45bdaef2982c1d58d4a782b1db73a
OK+E+O	T0_EXACT_OBSERVED	3	8	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	126590a1cc586112dd2afa5e9b2f3cfa9f9bdc01c6c0235c90b98df5c16e459d	0262d57a1a4f23c63540dd15d97467ce171824d1d3e2a2482d0d301652652480
OK+E+O+AL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	56a5cb730e3880281659c6a31f140c6c02b6de061cc541f1a5814f3905ff579e	78e62a5609ff4566fc6958bbce5e14c86aa8abdc036e12f061fa4e56472f89c6
OK+E+O+AM_ADDR	T0_EXACT_OBSERVED	4	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	147b05480ce21e2718c340a2153c5d4e9c94f07af87191427ddefea96c92fcb4	f3ad354c1c6b644d54f6f3744822253477866b334d51de1ef009e905bf04bb73
OK+E+O+CH+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	9e2a090f51e9fe9dd3f8807568a2d2c5f75c006b9edb3067b7c4b613a0558b04	9333aaf7c51c0ad4544a54af1e84dae539b5d7d45d94d87ce08a4529c2171ba5
OK+E+O+D_ADDR+AL+Y	T0_EXACT_OBSERVED	6	2	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	5ed20a90e874b982032478b86b6350c384134685322a4a5885ada2b780a7bcf6	237681582d666b877f64dec4833adbee2402d27e8754e12d011d1fa23e2b45cd
OK+E+O+D_ADDR+Y	T0_EXACT_OBSERVED	5	12	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	cfebc1249cb3e53a14148c5c34c4478d3ebf1bbc10c894557e2ba9c6f27c09af	6d91da548f326ca3fe28be2b3f4a88e000026628825fd1634925ea4670b7cee9
OK+E+O+S	T0_EXACT_OBSERVED	4	2	49	5	245	0	5	25	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	f0de344f40cead80efcbb4f864ab4ec20aeaf78fd1e75967bb329b4972866c69	72cd431c9af25787d4e94bf82521b00254783c2b9f7bbcd0517fe2de866e1827
OK+E+O+S+AR	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	25	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	089057ad1a01127b5464bbece2b66be1c16dd945bbd8a8e8cd8953fb87ed1a06	0f908855d97a4d107883217524f500e0d36cfb3de5defceb00debf2fbd73ca12
OK+E+O+Y	T0_EXACT_OBSERVED	4	2	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	d0d3f3a0c76a33964fc9ee435e292f3f8a6bb3ba12bd4be588fe37b5576a245e	8f2d97a636f5d405780f2f34e194b6e9d14a336d9080e61a38bd1dbe1e593121
OK+E+OL	T0_EXACT_OBSERVED	3	15	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	d5584803f402e01bf6538add0c4cb5e91e6ec1717a2b91a1ac2ca774cc36158a	be45735cef2e79de0c8b2ab724d61225564b4467ebcbf2987d6c44eb860ebfe8
OK+E+OL+AIIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	d633afae6d68daf2ef31cdba22b700fd660c458662b4c15a0eb3557d48c8eb4d	c98ff1224a3fd26a171f6eda452e91ea04456dcf5b56e80dd8e7e0d5e9ebc4f3	76941912a862f8abbeac7c1eb3cd7721f3914f80083ab077f6f154ed2940ad88
OK+E+OR	T0_EXACT_OBSERVED	3	7	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	036f8ce90e79402ef58386f1852a3cfa925c2c6b6ce2c3070b193f6e724d2ba9	a934eb58dd617f5ed1fe12d7a8f4cd0e8b7539e6ab2f7f7d1b55c5daabb620cc
OK+E+S+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	5289d3493a04bf0cc77c79b91c6f13b923dafd983113ed1d7088fbc9627b872d	61af81c595a657a4b4baa6a0e411e91e17622d0ebd59088de92319c142b8953b
OK+E+Y	T0_EXACT_OBSERVED	3	27	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	ebefbbfa5b7090133f371733dbd08997b44cc4c7bae73722bbb4af4dffe271b6	2d57de0c7865adca794d5dc5ed8abef619e890843ec978d0f73a8a23ce2e7348
OK+EE	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	7912a86308121dc425a7b440e3c094611ba343ec554f617e5e4f18a5a3f906a8	16748dcd63aff5955def89a447db7367a6d694190be2d95e6ca1fd5cb41a80f8
OK+EE+AIIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	d633afae6d68daf2ef31cdba22b700fd660c458662b4c15a0eb3557d48c8eb4d	ed9d6c36e935dc424da152f52c35109805ae215c7498d81a1ca52e135daf6f5a	0116683cf7682db9f6530d7eb225299e6c0cf338072fc1da591d3b0a82d169b8
OK+EE+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	441f50fb9de3591842e2dac9062d6e43b7eeffc337c77e36ec8597c77af807e8	00b85395c250d96ab46d0cf755e7c0d818f2b8e3d388b9e7b5660e4c6321138c	9e433907b8aead638951dd54157497704baaaed980e73549f96803d666bcd9c8
OK+EE+AL	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	19893ec13d39a57f10b8024b0882a8fa6f4c031257b1f3cec9dc5622fa90bd68	d01ce99d8faebb7706d15969802f4ec528e44ad9a58bba323f09d6df581d74fe
OK+EE+DY	T0_EXACT_OBSERVED	3	79	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	5e708cfa34628fc81d3e2ceecd5d77d2e64846884603b2300c78ea1d894c861b	12360187d312c9cfcbe7316ab92ec6e59bf4e629726a8128ed7e5e48f7ad5250
OK+EE+DY+OL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	8389ee5c69424cdb29771fcec9f05c0534d2f9b869f65032c32fc8bfebece4aa	3bdd1696cd04f2c6b9fd64b034a995045e11078fcfc362e5c91f3e8a59574d97
OK+EE+D_ADDR	T0_EXACT_OBSERVED	3	4	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	c368fb230d82ed6647be80aa8d2a0173f93c07d85e9056fcb9a79ce23ff7f1f2	0e333c6570b8918b0fc41d9586eba2015e34b53746d2cd50a4e63154cf045df0
OK+EE+O	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	bf3c29ae8630cb4b7997ea8fff0b2381decfa1569e367c0de95a877f023dce40	061346c206643cd985fa6f2a83c2d0ca797bfc130a81de7ec1d396a9f1d311c4
OK+EE+O+D_ADDR	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	8386825082a49682f199fa59a75f815199d8f929ff3acb82a555ee3f92994792	281d96361747b50ff83d5a58e71a918500557f13405c9a82e2681caf48989f3d
OK+EE+O+D_ADDR+AIIN	T4_NARROW_APPENDIX	5	2	49	5	245	0	1	5	d633afae6d68daf2ef31cdba22b700fd660c458662b4c15a0eb3557d48c8eb4d	7e1d08cf7996123f2bf9dfb3d710e17519799d2330fc5daa361396026cb09a51	c275e0eb4ed41c449ac9ae3c9825a069e56f698a19e9395b71dd5fb668248ebc
OK+EE+O+D_ADDR+Y	T0_EXACT_OBSERVED	5	3	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	3a35998d598b9a9de47b68f7e757dc6ea94ec1029deda9f82653818e9cce9835	48c180ac2e03c9d380db61ff102812daad18e5e0889c3cb1ceaf132c59ca7cd7
OK+EE+OL	T0_EXACT_OBSERVED	3	5	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	2eeb63e02f158599ce74a6eb4d664f8f8a6e3e841211c9e01173099049116740	c362fd7e8540befde1da89fe9e789c449c589ad6ae326dd281d047a9a622b692
OK+EE+OL+S	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	8b5b1149af633f65122aee62bb8abf6ba23b0f0e6aa21521c6d4c62eae93ebd3	e7396f3b03db3ef4eee97e23b47e3c927051111ffecba6d78e7b223e452f5834
OK+EE+OR	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	ebb9affdb6cc196d29bead11336195ed8dc5f3811bf6320755154e32ddd3a5cb	9940c951f26b3b0e481e45ae7abcbb05fbdc824dc435b518525210df8e8b59b8
OK+EE+S	T0_EXACT_OBSERVED	3	4	49	5	245	0	5	25	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	e007464f6ee5f030d25520443d74e5dcafb08bcf3b3c2805b029bcbee2da3a44	c3f0f00a093012305e164a27d6d688ab79f6c82a078d9dddf41e342757b3f7dc
OK+EE+Y	T0_EXACT_OBSERVED	3	67	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	7b83eece38357e4c74e5d247f473d454a765ad70b2a97c13e88d80f36bc87c77	dc22c9aa35eb338f7c0391f6270ba8e51957698a3800372a66a18776588a90ba
OK+EE+Y+L	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	ef91a93c60c6d138bbebc8bd6484690fc0541e2ee30206c4e6aa94d92dca01fc	e8f0829cfcebaa3139bcc56251f376552809fac4dda935082ec0c370c3925b27
OK+EEE+DY	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	e8ea61ba2b5daf56754eaa3230135828d37345a53b67a38f90432b8c972f6c15	a31f1122089855201f01bd475e3b879116ce90fa57d643b5b3445dfdd7d213f7
OK+EEE+Y	T0_EXACT_OBSERVED	3	5	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	c452f19633a32bfe90d080fd755aea8d03612271639000c4799570959a700c7b	37919a20eda7ef05473d64b6b44868eee53d3b557a41781614222aa541abd55b
OK+IIN+R	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	25	88b439dc726edcd943c6e5b83796a48eb99f1b6574c789d7e9dbbe378d91c142	ca282a674dc94c1da810e746e6a9a52c55673f4021574f24789a78e84ac46250	dfe34ee280b633d9a1a0c4fba6d5aea50a82dbb8b755d2b44afee20ee3f7000a
OK+L	T2_FUTURE_STRONG	2	3	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	4723e20b2b0312121e2cfca34cc0576490b847c9eeeedf55bb2ab22902efbec4	c90711d061130dc031031817679ac25d38e6ec509934d8c2398dd3d85b9e3d22
OK+L+AR	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	ae15cd96c73e650485f1c73275d897050d0b7dab7acbe44f41adefbf3be6ac38	99d7aa760673b954f5311dfda920218f20ca357e4dec8fff28a7dec398977d14
OK+L+DY	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	8330efe2ce07871116d5e56899030c1968dba0984546298e8e1afe7b572bae3f	17964c01e2bb285c72dbab381ef40a1e872ab8e16f26b65c44603dd2cb493150
OK+O	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	62a7be437f50c49342f983a4aca372263a343c9d41f9e7d16e775805a0bb055c	400b26ceec664a37ee45cc1cf18bcb2b083d57d8d2f98c63964d96712b3c696b
OK+O+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	d633afae6d68daf2ef31cdba22b700fd660c458662b4c15a0eb3557d48c8eb4d	1952f34483d1a4bbe99bc2de0abee9131e2881c69ab82b74736fafb4ae31c005	63ceca1a4db5e71b565ef5532906fa019f18dd10ab2fd0b0a54937461cf4979a
OK+O+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	441f50fb9de3591842e2dac9062d6e43b7eeffc337c77e36ec8597c77af807e8	e25eb183bde6733819cf9c206fab3a3100eae295e31c60d3179ba5a64188220d	5ccf90e5e8929b4d269c72111eeff62e5c99207057aaa27c4946e9f820b6e786
OK+O+DY	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	4f0cbf0ec75d47a7d5347f86c401af3c7df25104a941f2ee8a136d87f258be2e	160f457dee2e55a5500a34cb6e2b402b71de332942db7d18721ee82f4c80e2b1
OK+O+D_ADDR	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	ea03d504c08bca5eec8db9d4d2e600229451000bbcf0041adf84a698f22b6fe9	d2f0966901b90f960b52f7940c7f81c7fc8841a915553179a54855e105c468ee
OK+O+D_ADDR+AIIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	d633afae6d68daf2ef31cdba22b700fd660c458662b4c15a0eb3557d48c8eb4d	8fc5d71c7f3d05604b2e313ede5378b5cf08470df150c44f022bc04ed607ec55	4d8b39b80cef54ae9db75b2e603f8d6d51ae365b61728242fa8e3b02a0dd0d1b
OK+O+E+OR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	7470a56399b6719d79c4c333d8a25da8848442480072b906157f1f947b5b455a	80c440068e2583ade7da12e7b6818d735cc7c99ebcb1e477aeaec2d01e699288
OK+O+E+S	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	5a8871d265aa7d42b857d0a0dadd964e2e9ed0a722677a2d8a496e902fc47dcc	4e5d0146e00401933345532c7befb3234af16570991a28ddd9cd8c734ff90b91
OK+O+E+Y	T4_NARROW_APPENDIX	4	2	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	ca2bbd8caf300527db4244a365eb0972b4196ada565279c345d12aa6902aeaa7	fe3fe059d44a51692a13b88962ea410cca32721a301bfc7a075e5f71ee736092
OK+O+IIN	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	171ae7563c44031091a34ad2833b1326d8e7be0179fb0e7a4a900ab305541c57	f2cb11f21c02cdd6879b87d2d0eccbc732e624b9e413d6602751c2c966734626
OK+O+OR	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	51579ccf8f07deb4074a16ef0d72bb1346991512ffe1b15e10da70032346d46b	2a74a41455320322b58443214068faad39251a7a267c196b9ec47ef6f3aa1afa
OK+O+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	6b2d65508a3641347442a48597073f73f00346ca50f79cb728d2cad3c92e8290	c319ccba37fa0afecccbd94a688347314bd0b01d2ed9ff235d4ac07224a9432c
OK+OK+CH+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	2276d97a3318e70302060b0a4741667bf4cec993575b753a9ce5283e879fe653	67b81c71cdcac88d5573237ddbc44388cbd38d2cf888bc6e4b7696c2d11b77f1
OK+OL	T0_EXACT_OBSERVED	2	27	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	15df548484eeb16bd0283eccfaddee09121cc7c83a34acac877f427bcdd857cb	edd8500e8ac1554cd8854eab8debdedb668f0ee65460740cdc8161806ae91148
OK+OL+DY	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	afa491475d07406732a1b597bccabc2ea5854fa110b4d58485232a5fdd2853fe	2aff5451ac21b56e3d505978eb9038d10426a2e6a0ba50403ea6d9806cc27aae
OK+OR	T0_EXACT_OBSERVED	2	9	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	f91bf10ffa5681fc208b7491470cd7125c70e0cd2f18a46fe374b17718fe8b6f	80cf0c833293475120ab3a1937e5912754c38826a08ed29d2d7b2e9649110a37
OK+OR+OR+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	8f051d155ec6658b316359afedc07d997fe4f545b6053842e434592856408fc9	8ad060b32579187fd6f871641da29e1882a7f67be5465f1a162ff73498d7fd6b
OK+S+OR	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	6999bd8578de229a76a212cb55f645194250f1586ae1377b36e97f4b7b424eab	e2b20a5c872b7351f687169f67815876d7cee20845c7cb8024641b58b23ee0d5	6efc304e9dd1bef879e564c58d1d3c45de29fc27ae09e80c4fa143a6b03c9e6d
OK+S+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	d0c2fc14c184c015c2b16aba322a969e1b5335fbf55d403b004e61f0806a269a	02597220604a09992d4299bc94547a88ceadfda62bbc9c16c64a97c831687c1e	478a1e9b943e88dfd7e3f6ecae806f783797e9eedf0d065043961f0c94fb3120
OK+SH	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	f5029fc405853db7f0fd5931676b04aff04c081a25a410bede97e00ce2c7f12f	76ba9bf321a23a2b14df4ab3741b6450819c258ac5fc8d7d270afb219dd44861
OK+SH+AL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	5acc2b828e027deee03bbd772c212a7329ace237769aa8923e17fe2150a47229	ca95ffc5ac63efef504f3cd71575ca147ca4de03ba4160cfd9e855adc47a9f7b
OK+SH+AR	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	a23361b9543f32111a16e5c5ff0fa90a154a125c70ec8a844c6225e88140412b	631d82e863de8a7326a4eb40cdb07d000bfddbde837c6e7296985c0c796ed4ac
OK+SH+DY	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	28a7031b8d9ae5f3fa8b7be1faafb8926f2796216db16e19fcebf187ce378aeb	859e671551f0aeee70d9705668889da74ba89f15815f0787bc2c6fc3837abe56
OK+SH+E+DY	T0_EXACT_OBSERVED	4	5	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	da49c25e588705e8ca6d8b1b7b6b2ef0b803d55f15e907aa942dfe8826e55e75	90cf29023ffe08f114da43e26a491b2817870cb5852568c6529c587a3aab5d9d
OK+SH+E+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	c435378089c7cda3aaf345ccbec48f3ead222f26b2c0b62c75ac78a936d76cad	db36b0598d8262233fa2e422fd2c8a118bc56ff49803a83a8c95b0211bc63dee
OK+SH+O	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	85848bedc06ca1e9a820ae7a8124e6dca6944d09f8077c4d6235755ad9e43fc2	14f8a3c8fc9610b7df46a7912fe9e37759a055def5a7a98ddeb674272515b1f8
OK+SH+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	1e935b1abeb148f23f12f20a5d179dc1a6620e07e1826d06c08052574c4953b5	817ce377ac17a6d011812cce33c9cbf22e7778c9505b6a028811a298c82542a2
OK+Y	T0_EXACT_OBSERVED	2	59	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	c5fed834bc2b28bc93581abbcca02a57652252a6d45f9101c1a05bbf394bc6ce	126528fe30abd57ac4065899dce823dbf6db112d74b3c1528b7e9e3d29215e5d
OK+Y+L+D_ADDR+DY	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	c16d9da7fbc905ec819b99497ccb3df77a3fe3bfa7c90474e9dc0b18324d33e4	43451bf07f4e8786b0d115c1104ca2d9c6bd8fd397bd687e2ea3bceac947998b
OL	T0_EXACT_OBSERVED	1	175	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	07668ffe640bcd9a072cc21d3a84bb5b089c934e92a05659f68fd291fec71990	4de59e836677fd2fb24d79675f151be1ae6febff3715c0ab59c68fd2de29f39d
OL+AIIN	T0_EXACT_OBSERVED	2	13	49	5	245	0	10	50	b7db7ebf91c5c330edc58279f60b6a1109934d9063f3e5012b1f4abe10019816	d70b56e46c86fc6bcfe38ffe64e0ad8d6a125c16b29b007244a1005adef65ce9	fa70747fc9c6bd5d265f1c1140d57e117a8a2eba4beb355ee91444ef11c0cd45
OL+AIIN+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	66bd31e63121e9f527effd307cbe196bab0356a9883a169f81ed23a4844de8fc	e0757364499e93cebd43316627e7d0df7b5fb6742c3d40dacb8b79ae4f021900
OL+AIN	T0_EXACT_OBSERVED	2	7	49	5	245	0	10	50	77d2e2599f1aa01b5c01284d78c1a5644657a684117cbd4616b5d86cdc64d6a0	d486de6a2fd9a59b4b7de6f4a83205b267831ef9c607a950a60c926b62106c06	1f7dfbf1b2f0634c9634f0bdf71ac3b9bb915210bf03446a53d666cde97c067c
OL+AIR	T4_NARROW_APPENDIX	2	2	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	d6013798f1eda5a6b2eecc107daeca4b4fddfa4b6138038540363369d538420c	3e36c834d02fa77f0d1ea4dfc019074c2deb93f24749fe55939dec827e6ca694
OL+AL	T0_EXACT_OBSERVED	2	3	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	eb6475d2a8d13959c1a1956c9b77cfed0d64683ed1120b1fb5f43b1668266b43	c838e367662d3aa65e58eedd863fda46f7e9e0d2fcd83acd06174b9ed0ab476c
OL+AL+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	245	10	50	77d2e2599f1aa01b5c01284d78c1a5644657a684117cbd4616b5d86cdc64d6a0	6c973f139ba3264de713c5b86cffbfab5b28e6a0d055e98de6bbc2084136f8ab	0b7682de371bcec901ac5bb7a7f7ed8b904f07a6e330b9699bcbfd74151c8b80
