local_witness_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	observed_matrix_cell_id	observed_action_root	observed_action_recipe	observed_event_count	observed_clause_form_count	observed_pages	observed_event_ids	observed_selected_phrase_de	all_observed_clause_forms_de	exact_same_frame_and_register
G499-L0563	G498-M417	@ACTION+Y	SH	SH+Y	HERBAL	G498-M432	CHD	CHD+Y	7	1	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	Bearbeite den Pflanzenposten.	Bearbeite den Pflanzenposten.	YES
G499-L0564	G498-M417	@ACTION+Y	SH	SH+Y	HERBAL	G498-M437	T	T+Y	2	1	f10r|f13r	G407-E0235|G407-E0402	Stelle den Pflanzenposten ein.	Stelle den Pflanzenposten ein.	YES
G499-L0565	G498-M419	@ACTION+Y	SH	SH+Y	CELESTIAL	G498-M434	CHD	CHD+Y	2	1	f72r	G407-E1408|G407-E1409	Bearbeite den Positionsposten.	Bearbeite den Positionsposten.	YES
G499-L0566	G498-M420	@ACTION+Y	SH	SH+Y	PHARMA	G498-M410	OK	OK+Y	7	1	f88r|f88v|f89r	G407-E3814|G407-E3980|G407-E4034|G407-E4058|G407-E4165|G407-E4217|G407-E4228	Setze den Drogenposten als Ansatz an.	Setze den Drogenposten als Ansatz an.	YES
G499-L0567	G498-M420	@ACTION+Y	SH	SH+Y	PHARMA	G498-M425	K	K+Y	1	1	f89r	G407-E4330	Gib den Drogenposten zu.	Gib den Drogenposten zu.	YES
G499-L0568	G498-M420	@ACTION+Y	SH	SH+Y	PHARMA	G498-M435	CHD	CHD+Y	1	1	f89r	G407-E4075	Bearbeite den Drogenposten.	Bearbeite den Drogenposten.	YES
G499-L0569	G498-M424	@ACTION+Y	K	K+Y	CELESTIAL	G498-M434	CHD	CHD+Y	2	1	f72r	G407-E1408|G407-E1409	Bearbeite den Positionsposten.	Bearbeite den Positionsposten.	YES
G499-L0570	G498-M426	@ACTION+Y	S	S+Y	SOURCE_SECTION_T	G498-M406	OK	OK+Y	2	1	f1r	G407-E0192|G407-E0194	Trage den laufenden Eintrag ein.	Trage den laufenden Eintrag ein.	YES
G499-L0571	G498-M426	@ACTION+Y	S	S+Y	SOURCE_SECTION_T	G498-M421	K	K+Y	1	1	f1r	G407-E0122	Ordne den laufenden Eintrag zu.	Ordne den laufenden Eintrag zu.	YES
G499-L0572	G498-M426	@ACTION+Y	S	S+Y	SOURCE_SECTION_T	G498-M431	CHD	CHD+Y	1	1	f1r	G407-E0102	Bearbeite den laufenden Eintrag.	Bearbeite den laufenden Eintrag.	YES
G499-L0573	G498-M427	@ACTION+Y	S	S+Y	HERBAL	G498-M407	OK	OK+Y	17	1	f10r|f13r|f17r|f18r|f55v|f56r|f95v	G407-E0230|G407-E0254|G407-E0412|G407-E0418|G407-E0427|G407-E0431|G407-E0454|G407-E0455|G407-E0493|G407-E0594|G407-E0757|G407-E0771|G407-E0842|G407-E0846|G407-E0872|G407-E4464|G407-E4468	Setze den Pflanzenposten im Arbeitsgang an.	Setze den Pflanzenposten im Arbeitsgang an.	YES
G499-L0574	G498-M427	@ACTION+Y	S	S+Y	HERBAL	G498-M422	K	K+Y	3	1	f11r|f13r	G407-E0336|G407-E0395|G407-E0441	Gib den Pflanzenposten zu.	Gib den Pflanzenposten zu.	YES
G499-L0575	G498-M427	@ACTION+Y	S	S+Y	HERBAL	G498-M432	CHD	CHD+Y	7	1	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	Bearbeite den Pflanzenposten.	Bearbeite den Pflanzenposten.	YES
G499-L0576	G498-M427	@ACTION+Y	S	S+Y	HERBAL	G498-M437	T	T+Y	2	1	f10r|f13r	G407-E0235|G407-E0402	Stelle den Pflanzenposten ein.	Stelle den Pflanzenposten ein.	YES
G499-L0577	G498-M428	@ACTION+Y	S	S+Y	BIOLOGICAL	G498-M408	OK	OK+Y	33	1	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1468|G407-E1476|G407-E1485|G407-E1533|G407-E1562|G407-E1593|G407-E1785|G407-E2148|G407-E2233|G407-E2304|G407-E2308|G407-E2317|G407-E2320|G407-E2519|G407-E2728|G407-E2971|G407-E3023|G407-E3025|G407-E3026|G407-E3094|G407-E3135|G407-E3160|G407-E3206|G407-E3230|G407-E3418|G407-E3510|G407-E3514|G407-E3524|G407-E3638|G407-E3682|G407-E3705|G407-E3724|G407-E3735	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	YES
G499-L0578	G498-M428	@ACTION+Y	S	S+Y	BIOLOGICAL	G498-M418	SH	SH+Y	1	1	f81v	G407-E3154	Halte den Stationsposten.	Halte den Stationsposten.	YES
G499-L0579	G498-M428	@ACTION+Y	S	S+Y	BIOLOGICAL	G498-M423	K	K+Y	2	1	f76r|f81v	G407-E2065|G407-E3029	Führe den Stationsposten zu.	Führe den Stationsposten zu.	YES
G499-L0580	G498-M428	@ACTION+Y	S	S+Y	BIOLOGICAL	G498-M433	CHD	CHD+Y	96	1	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1429|G407-E1480|G407-E1484|G407-E1505|G407-E1557|G407-E1571|G407-E1618|G407-E1622|G407-E1686|G407-E1696|G407-E1726|G407-E1831|G407-E1868|G407-E1879|G407-E1921|G407-E1927|G407-E1929|G407-E1961|G407-E1975|G407-E1977|G407-E1996|G407-E2003|G407-E2012|G407-E2036|G407-E2037|G407-E2045|G407-E2055|G407-E2097|G407-E2117|G407-E2136|G407-E2138|G407-E2176|G407-E2186|G407-E2235|G407-E2258|G407-E2290|G407-E2292|G407-E2323|G407-E2343|G407-E2368|G407-E2408|G407-E2425|G407-E2434|G407-E2438|G407-E2459|G407-E2507|G407-E2522|G407-E2526|G407-E2541|G407-E2588|G407-E2598|G407-E2606|G407-E2615|G407-E2727|G407-E2734|G407-E2795|G407-E2829|G407-E2834|G407-E2847|G407-E2874|G407-E2884|G407-E2890|G407-E2953|G407-E2978|G407-E3033|G407-E3058|G407-E3064|G407-E3074|G407-E3077|G407-E3107|G407-E3117|G407-E3128|G407-E3152|G407-E3158|G407-E3212|G407-E3241|G407-E3255|G407-E3290|G407-E3306|G407-E3345|G407-E3471|G407-E3484|G407-E3491|G407-E3503|G407-E3507|G407-E3525|G407-E3601|G407-E3644|G407-E3654|G407-E3667|G407-E3678|G407-E3687|G407-E3729|G407-E3760|G407-E3764|G407-E3779	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	YES
G499-L0581	G498-M428	@ACTION+Y	S	S+Y	BIOLOGICAL	G498-M438	T	T+Y	1	1	f83r	G407-E3670	Stelle den Stationsposten ein.	Stelle den Stationsposten ein.	YES
G499-L0582	G498-M428	@ACTION+Y	S	S+Y	BIOLOGICAL	G498-M443	R	R+Y	2	1	f75r|f82r	G407-E1598|G407-E3385	Markiere den Stationsposten.	Markiere den Stationsposten.	YES
G499-L0583	G498-M428	@ACTION+Y	S	S+Y	BIOLOGICAL	G498-M448	P	P+Y	1	1	f75r	G407-E1624	Setze den Stationsposten ein.	Setze den Stationsposten ein.	YES
G499-L0584	G498-M429	@ACTION+Y	S	S+Y	CELESTIAL	G498-M434	CHD	CHD+Y	2	1	f72r	G407-E1408|G407-E1409	Bearbeite den Positionsposten.	Bearbeite den Positionsposten.	YES
G499-L0585	G498-M430	@ACTION+Y	S	S+Y	PHARMA	G498-M410	OK	OK+Y	7	1	f88r|f88v|f89r	G407-E3814|G407-E3980|G407-E4034|G407-E4058|G407-E4165|G407-E4217|G407-E4228	Setze den Drogenposten als Ansatz an.	Setze den Drogenposten als Ansatz an.	YES
G499-L0586	G498-M430	@ACTION+Y	S	S+Y	PHARMA	G498-M425	K	K+Y	1	1	f89r	G407-E4330	Gib den Drogenposten zu.	Gib den Drogenposten zu.	YES
G499-L0587	G498-M430	@ACTION+Y	S	S+Y	PHARMA	G498-M435	CHD	CHD+Y	1	1	f89r	G407-E4075	Bearbeite den Drogenposten.	Bearbeite den Drogenposten.	YES
G499-L0588	G498-M436	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	G498-M406	OK	OK+Y	2	1	f1r	G407-E0192|G407-E0194	Trage den laufenden Eintrag ein.	Trage den laufenden Eintrag ein.	YES
G499-L0589	G498-M436	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	G498-M421	K	K+Y	1	1	f1r	G407-E0122	Ordne den laufenden Eintrag zu.	Ordne den laufenden Eintrag zu.	YES
G499-L0590	G498-M436	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	G498-M431	CHD	CHD+Y	1	1	f1r	G407-E0102	Bearbeite den laufenden Eintrag.	Bearbeite den laufenden Eintrag.	YES
G499-L0591	G498-M439	@ACTION+Y	T	T+Y	CELESTIAL	G498-M434	CHD	CHD+Y	2	1	f72r	G407-E1408|G407-E1409	Bearbeite den Positionsposten.	Bearbeite den Positionsposten.	YES
G499-L0592	G498-M440	@ACTION+Y	T	T+Y	PHARMA	G498-M410	OK	OK+Y	7	1	f88r|f88v|f89r	G407-E3814|G407-E3980|G407-E4034|G407-E4058|G407-E4165|G407-E4217|G407-E4228	Setze den Drogenposten als Ansatz an.	Setze den Drogenposten als Ansatz an.	YES
G499-L0593	G498-M440	@ACTION+Y	T	T+Y	PHARMA	G498-M425	K	K+Y	1	1	f89r	G407-E4330	Gib den Drogenposten zu.	Gib den Drogenposten zu.	YES
G499-L0594	G498-M440	@ACTION+Y	T	T+Y	PHARMA	G498-M435	CHD	CHD+Y	1	1	f89r	G407-E4075	Bearbeite den Drogenposten.	Bearbeite den Drogenposten.	YES
G499-L0595	G498-M441	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	G498-M406	OK	OK+Y	2	1	f1r	G407-E0192|G407-E0194	Trage den laufenden Eintrag ein.	Trage den laufenden Eintrag ein.	YES
G499-L0596	G498-M441	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	G498-M421	K	K+Y	1	1	f1r	G407-E0122	Ordne den laufenden Eintrag zu.	Ordne den laufenden Eintrag zu.	YES
G499-L0597	G498-M441	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	G498-M431	CHD	CHD+Y	1	1	f1r	G407-E0102	Bearbeite den laufenden Eintrag.	Bearbeite den laufenden Eintrag.	YES
G499-L0598	G498-M442	@ACTION+Y	R	R+Y	HERBAL	G498-M407	OK	OK+Y	17	1	f10r|f13r|f17r|f18r|f55v|f56r|f95v	G407-E0230|G407-E0254|G407-E0412|G407-E0418|G407-E0427|G407-E0431|G407-E0454|G407-E0455|G407-E0493|G407-E0594|G407-E0757|G407-E0771|G407-E0842|G407-E0846|G407-E0872|G407-E4464|G407-E4468	Setze den Pflanzenposten im Arbeitsgang an.	Setze den Pflanzenposten im Arbeitsgang an.	YES
G499-L0599	G498-M442	@ACTION+Y	R	R+Y	HERBAL	G498-M422	K	K+Y	3	1	f11r|f13r	G407-E0336|G407-E0395|G407-E0441	Gib den Pflanzenposten zu.	Gib den Pflanzenposten zu.	YES
G499-L0600	G498-M442	@ACTION+Y	R	R+Y	HERBAL	G498-M432	CHD	CHD+Y	7	1	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	Bearbeite den Pflanzenposten.	Bearbeite den Pflanzenposten.	YES
G499-L0601	G498-M442	@ACTION+Y	R	R+Y	HERBAL	G498-M437	T	T+Y	2	1	f10r|f13r	G407-E0235|G407-E0402	Stelle den Pflanzenposten ein.	Stelle den Pflanzenposten ein.	YES
G499-L0602	G498-M444	@ACTION+Y	R	R+Y	CELESTIAL	G498-M434	CHD	CHD+Y	2	1	f72r	G407-E1408|G407-E1409	Bearbeite den Positionsposten.	Bearbeite den Positionsposten.	YES
G499-L0603	G498-M445	@ACTION+Y	R	R+Y	PHARMA	G498-M410	OK	OK+Y	7	1	f88r|f88v|f89r	G407-E3814|G407-E3980|G407-E4034|G407-E4058|G407-E4165|G407-E4217|G407-E4228	Setze den Drogenposten als Ansatz an.	Setze den Drogenposten als Ansatz an.	YES
G499-L0604	G498-M445	@ACTION+Y	R	R+Y	PHARMA	G498-M425	K	K+Y	1	1	f89r	G407-E4330	Gib den Drogenposten zu.	Gib den Drogenposten zu.	YES
G499-L0605	G498-M445	@ACTION+Y	R	R+Y	PHARMA	G498-M435	CHD	CHD+Y	1	1	f89r	G407-E4075	Bearbeite den Drogenposten.	Bearbeite den Drogenposten.	YES
G499-L0606	G498-M446	@ACTION+Y	P	P+Y	SOURCE_SECTION_T	G498-M406	OK	OK+Y	2	1	f1r	G407-E0192|G407-E0194	Trage den laufenden Eintrag ein.	Trage den laufenden Eintrag ein.	YES
G499-L0607	G498-M446	@ACTION+Y	P	P+Y	SOURCE_SECTION_T	G498-M421	K	K+Y	1	1	f1r	G407-E0122	Ordne den laufenden Eintrag zu.	Ordne den laufenden Eintrag zu.	YES
G499-L0608	G498-M446	@ACTION+Y	P	P+Y	SOURCE_SECTION_T	G498-M431	CHD	CHD+Y	1	1	f1r	G407-E0102	Bearbeite den laufenden Eintrag.	Bearbeite den laufenden Eintrag.	YES
G499-L0609	G498-M447	@ACTION+Y	P	P+Y	HERBAL	G498-M407	OK	OK+Y	17	1	f10r|f13r|f17r|f18r|f55v|f56r|f95v	G407-E0230|G407-E0254|G407-E0412|G407-E0418|G407-E0427|G407-E0431|G407-E0454|G407-E0455|G407-E0493|G407-E0594|G407-E0757|G407-E0771|G407-E0842|G407-E0846|G407-E0872|G407-E4464|G407-E4468	Setze den Pflanzenposten im Arbeitsgang an.	Setze den Pflanzenposten im Arbeitsgang an.	YES
G499-L0610	G498-M447	@ACTION+Y	P	P+Y	HERBAL	G498-M422	K	K+Y	3	1	f11r|f13r	G407-E0336|G407-E0395|G407-E0441	Gib den Pflanzenposten zu.	Gib den Pflanzenposten zu.	YES
G499-L0611	G498-M447	@ACTION+Y	P	P+Y	HERBAL	G498-M432	CHD	CHD+Y	7	1	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	Bearbeite den Pflanzenposten.	Bearbeite den Pflanzenposten.	YES
G499-L0612	G498-M447	@ACTION+Y	P	P+Y	HERBAL	G498-M437	T	T+Y	2	1	f10r|f13r	G407-E0235|G407-E0402	Stelle den Pflanzenposten ein.	Stelle den Pflanzenposten ein.	YES
G499-L0613	G498-M449	@ACTION+Y	P	P+Y	CELESTIAL	G498-M434	CHD	CHD+Y	2	1	f72r	G407-E1408|G407-E1409	Bearbeite den Positionsposten.	Bearbeite den Positionsposten.	YES
G499-L0614	G498-M450	@ACTION+Y	P	P+Y	PHARMA	G498-M410	OK	OK+Y	7	1	f88r|f88v|f89r	G407-E3814|G407-E3980|G407-E4034|G407-E4058|G407-E4165|G407-E4217|G407-E4228	Setze den Drogenposten als Ansatz an.	Setze den Drogenposten als Ansatz an.	YES
G499-L0615	G498-M450	@ACTION+Y	P	P+Y	PHARMA	G498-M425	K	K+Y	1	1	f89r	G407-E4330	Gib den Drogenposten zu.	Gib den Drogenposten zu.	YES
G499-L0616	G498-M450	@ACTION+Y	P	P+Y	PHARMA	G498-M435	CHD	CHD+Y	1	1	f89r	G407-E4075	Bearbeite den Drogenposten.	Bearbeite den Drogenposten.	YES
G499-L0617	G498-M452	CH+@ACTION	OK	CH+OK	HERBAL	G498-M482	T	CH+T	1	1	f10r	G407-E0273	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	YES
G499-L0618	G498-M453	CH+@ACTION	OK	CH+OK	BIOLOGICAL	G498-M468	K	CH+K	1	1	f76r	G407-E1988	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	YES
G499-L0619	G498-M453	CH+@ACTION	OK	CH+OK	BIOLOGICAL	G498-M488	R	CH+R	1	1	f77r	G407-E2689	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	YES
G499-L0620	G498-M454	CH+@ACTION	OK	CH+OK	CELESTIAL	G498-M474	S	CH+S	1	1	f72r	G407-E1291	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	YES
G499-L0621	G498-M457	CH+@ACTION	CH	CH+CH	HERBAL	G498-M482	T	CH+T	1	1	f10r	G407-E0273	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	YES
G499-L0622	G498-M458	CH+@ACTION	CH	CH+CH	BIOLOGICAL	G498-M468	K	CH+K	1	1	f76r	G407-E1988	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	YES
G499-L0623	G498-M458	CH+@ACTION	CH	CH+CH	BIOLOGICAL	G498-M488	R	CH+R	1	1	f77r	G407-E2689	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	YES
G499-L0624	G498-M459	CH+@ACTION	CH	CH+CH	CELESTIAL	G498-M474	S	CH+S	1	1	f72r	G407-E1291	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	YES
G499-L0625	G498-M462	CH+@ACTION	SH	CH+SH	HERBAL	G498-M482	T	CH+T	1	1	f10r	G407-E0273	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	YES
G499-L0626	G498-M463	CH+@ACTION	SH	CH+SH	BIOLOGICAL	G498-M468	K	CH+K	1	1	f76r	G407-E1988	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	YES
G499-L0627	G498-M463	CH+@ACTION	SH	CH+SH	BIOLOGICAL	G498-M488	R	CH+R	1	1	f77r	G407-E2689	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	YES
G499-L0628	G498-M464	CH+@ACTION	SH	CH+SH	CELESTIAL	G498-M474	S	CH+S	1	1	f72r	G407-E1291	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	YES
G499-L0629	G498-M467	CH+@ACTION	K	CH+K	HERBAL	G498-M482	T	CH+T	1	1	f10r	G407-E0273	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	YES
G499-L0630	G498-M469	CH+@ACTION	K	CH+K	CELESTIAL	G498-M474	S	CH+S	1	1	f72r	G407-E1291	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	YES
G499-L0631	G498-M472	CH+@ACTION	S	CH+S	HERBAL	G498-M482	T	CH+T	1	1	f10r	G407-E0273	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	YES
G499-L0632	G498-M473	CH+@ACTION	S	CH+S	BIOLOGICAL	G498-M468	K	CH+K	1	1	f76r	G407-E1988	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	YES
G499-L0633	G498-M473	CH+@ACTION	S	CH+S	BIOLOGICAL	G498-M488	R	CH+R	1	1	f77r	G407-E2689	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	YES
G499-L0634	G498-M477	CH+@ACTION	CHD	CH+CHD	HERBAL	G498-M482	T	CH+T	1	1	f10r	G407-E0273	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	YES
G499-L0635	G498-M478	CH+@ACTION	CHD	CH+CHD	BIOLOGICAL	G498-M468	K	CH+K	1	1	f76r	G407-E1988	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	YES
G499-L0636	G498-M478	CH+@ACTION	CHD	CH+CHD	BIOLOGICAL	G498-M488	R	CH+R	1	1	f77r	G407-E2689	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	YES
G499-L0637	G498-M479	CH+@ACTION	CHD	CH+CHD	CELESTIAL	G498-M474	S	CH+S	1	1	f72r	G407-E1291	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	YES
G499-L0638	G498-M483	CH+@ACTION	T	CH+T	BIOLOGICAL	G498-M468	K	CH+K	1	1	f76r	G407-E1988	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	YES
G499-L0639	G498-M483	CH+@ACTION	T	CH+T	BIOLOGICAL	G498-M488	R	CH+R	1	1	f77r	G407-E2689	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	YES
G499-L0640	G498-M484	CH+@ACTION	T	CH+T	CELESTIAL	G498-M474	S	CH+S	1	1	f72r	G407-E1291	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	YES
G499-L0641	G498-M487	CH+@ACTION	R	CH+R	HERBAL	G498-M482	T	CH+T	1	1	f10r	G407-E0273	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	YES
G499-L0642	G498-M489	CH+@ACTION	R	CH+R	CELESTIAL	G498-M474	S	CH+S	1	1	f72r	G407-E1291	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	YES
G499-L0643	G498-M492	CH+@ACTION	P	CH+P	HERBAL	G498-M482	T	CH+T	1	1	f10r	G407-E0273	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	YES
G499-L0644	G498-M493	CH+@ACTION	P	CH+P	BIOLOGICAL	G498-M468	K	CH+K	1	1	f76r	G407-E1988	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	YES
G499-L0645	G498-M493	CH+@ACTION	P	CH+P	BIOLOGICAL	G498-M488	R	CH+R	1	1	f77r	G407-E2689	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	YES
G499-L0646	G498-M494	CH+@ACTION	P	CH+P	CELESTIAL	G498-M474	S	CH+S	1	1	f72r	G407-E1291	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	YES
