surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	new_meaning_de	decision
key	f48r	f48r.6	alshey lkeedy ytchedy qokedy lotal qotol otal ched o key ykeey daldy	alshey lkeedy ytchedy qokedy lotal qotol otal ched okey ykeey dalmy	alshey lkee y ytchedy qokedy lotal qotol otal ched o key ykeey al y	READER_VARIANT	heiß in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
key	f4v	f4v.14	ochody chy key chtody	ochody chykey chtody	ocho y chykey chtody	READER_VARIANT	heiß in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f103r	f103r.46	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan	chol keey qokeey cheol chorol shedy qokeey qokeey ol laiin chedan	cholkeey qokeey cheol chorol shedy qokeey qokeey ol l iin che an	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f111r	f111r.32	dsheeoteey qokeeo l keey tear qoteey qotain cho lkeeedy lchechdy qokechy	dsheeoteey qokeeo lkeey tear qoteey qotain cholkeeedy lchechdy qokechy	dsheeoteey qokeeo l kee tear qoteey qotain cholkeee y lchech y qokechy	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f111r	f111r.33	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s oin ar olkeey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s ain ar olkeey lkain cheda chkal keeodal eees eeo y qokee y l	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f111r	f111r.44	pchedar oteeol lkeedain okeam sheo teolkedain shal keey lteeal cheal oty	pchedar oteeol lkeedain okeam sheo teolkedain shal keey lteeal cheal oty	pche ar oteeol lkee ain okeam sheo teolke ain shal teey lteeal cheal oty	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f111v	f111v.42	cheeo l keey chear qokeain okeeor cheedy okain chedy chedy teedy lcheam	cheeo lkeeo chear qokeain okeeor cheedy okain chedy chedy teedy lcheam	cheeo lkeeo chear qokeain okeeor chee y okeiin che y che y teedy lcheam	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f111v	f111v.49	soiry cheey chkain chal lor sheey qokain okain chey qokain o keey	sory cheey chkain chal lor sheey qokain okain chey qokain okeey	sairy cheey chkain chal lor sheey qokain okeiin chey qokain okeey	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f111v	f111v.8	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am	sho otchey cheol kechy chcthey okain ol lkeey qokain checkhy chedar am	sho otchey cheol kechy chcthey okain al l keey qokain checkhy che ar am	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f113v	f113v.16	daiin chl l keey lkaiin chdain qokain eor okalchedy qokar olkam ar	daiin chl lkeey lkaiin chdain qokain sheor okalchedy qokar olkam ar	daiin chl lkeey lkaiin ch eiin qokain eor okalche y qokar olkam ar	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f116r	f116r.39	qokain chey olr ain shey qokain o l keey keeey lkeal or al lom	qokain chey olr ain shey qokain olkeey keeey lkeal or al lom	qokain chey olr ain ey qokain ol keey keeey lkeal or al lom	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f30r	f30r.13	chodaiin chtchey chear shy keey	chodaiin chtchey chear shy keey	chodaiin chtchey che r shykeey	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f44v	f44v.6	tol dair ytaiin dol y kchain oty keey otchol ytaiin dy	tol dair ytaiin dol y kchain otykeey otchol ytaiin dy	tol dair ytaiin doly kchain otykeey otchol ytaiin dy	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f4v	f4v.12	qokey sho okeol s keey shar char ody	qokoy sho okeol s keey shar char ody	qokey sho okeol skeey shar char ody	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f75v	f75v.44	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	olshees l sheckhy qokain ol chedy qol chedy qolkeey qolche y chealy	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f76r	f76r.12	solshedy qool qctheed shdy qa ol keey dain saiin s ar shedy qokeor okeedy	sol shedy qool qctheed shdy qo ol keey dain saiin sar shedy qokeor okeedy	solshedy qool qctheed shdy q ol teey ain saiin s ar shedy qokeor okee	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f79v	f79v.41	yshedy qokeey okain ol keey daldy chedy raiin orain	yshedy qokeey okain olkeey daldy chedy raiin orain	yshedy qokeey okain olkeey daldy chedy raiin orain	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keey	f99r	f99r.47	tol keey ctheey	tol keey ctheey	tolkeey ctheey	READER_VARIANT	heiß am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f103v	f103v.16	daiin sheekchy okeeshy qol shedy otain ol kedy	doiin sheekchy okeeshy qol shedy otain olkedy	d iin sheekchy okeeshy qol shedy otain olke y	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f107v	f107v.46	soain aiin chey qolaiin al chedy kedy qoteey oteey qokeeylkain	soain aiin chey qol aiin al chedy kedy qoteey oteey qokeey lkain	soain aiin chey qolaiin al chedy ke y qoteey oteey qokeeylkain	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f107v	f107v.9	saiin shey kedy qokain qokedy qokaiin y lkaiin qoky lkal tar aty	saiin shey kedy qokain qokedy qokaiin ylkaiin qoky lkal tar aty	saiin sheykedy qokain qoke y qokaiin ylkaiin qoky lkaltaraty	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f111r	f111r.37	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy	dain chol lcheeol keeol lkeeedy qokeey lkeedy lkedy okeal kain chckhy ltedy	dain chol l cheeolkeeol lkeee y qokeey l kee y lke y okeal kain chckhy ltedy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f111v	f111v.13	sheaiin okaiin shckhy cheol kedy chetar okaiin shal lchdal tedy tar amd	sheaiin okaiin chckhy cheol kedy chetar okaiin shal lchdal tedy tar amd	sheaiin okaiin shckhy cheol ke y chetar okaiin shal lch al te y tar amd	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f111v	f111v.9	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	lshey shedal okear lkedy cheolkeey lkey okeey qokeey qokey qokain am	lshey she al okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f113v	f113v.10	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	polaiin oteol otedy ar ar al kedy qokeedy olar aiin kchey dal otor ar opchey ro	polaiin oteol ote yar ar al ke y qokee y olaraiin kchey dal otor ar opchey ro	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f114r	f114r.2	deedar qoteeddy dair o kedy okoeey r aiin oor cheed ol keeed lkeeedam	deedar qoteeddy dair okedy okoeey raiin oor cheed ol keeed lkeeedam	deedar qoteeddy dair ke y okoeey raiin oor cheed ol keeed lkeeedam	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f34v	f34v.7	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	olchdaiin chedy chey keedy chy kedy dy qokedy okey sair chkain otain	olchdaiin che y cheykee y chy ke y dy qoke y okey s air chkain otain	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f40v	f40v.16	shol kedy lor ar okar qoky kedy r yteey qokam	shol kedy lor ar okar qoky kedy r yteey qokaim	shol kedy lar ar okar qoky ke y r yteey qokam	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f43r	f43r.7	pshesy otey kshdy opchdy kedar okedy chdy shoy dyty dy pchdy kedy dam	pshesy otey kshdy opchdy kedar okedy chdy shocphhy dytydy pchdy kedy dam	pshesy oteyksh y opch y ke ar okedy chdy shoy yty y pch y ke y am	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f46v	f46v.4	ydaiin chckhy chdal olar chckhdy chdody tar cham kedy daiin y kaiir shckhefy	ydaiin chckhy chdal olar chckhdy chdody tar cham kedy daiin ykaiir shckhefy	ydaiin chckhy ch al olar chckh y ch ody tar cham ke y aiin y kaiir shckhefy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f48v	f48v.4	dchedy tchddy otsh okeey ty otar alchdy yteedy oteed y kedy m	dchedy tchddy otsh okeey ty otar alchdy yteedy oteed y tedy m	dchedy teeddy otsh okeey ty otar alch y ytee y otee yke y m	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f55r	f55r.7	tchedar cheol kedy chody kshdy qotchdy qokchdy olkardam	tchedor cheolkedy chody kshdy qotchdy qokchdy olkardam	tched r cheolkedy chody ksh y qotchdy q kch y olkar am	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f66r	f66r.70	todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly	todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly	todeeey keody chd keody shedy shekeefy chdy sheol shol ke y aly	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f75v	f75v.12	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly	qokedy rshey qol chey ol chey keed sol key dykedy qokol dar oly	qokedy shey qol che ol chey keed sol key dykedy qok l dar oly	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f75v	f75v.38	tolsheor qokal dar olked orol kchey okain olchey okar sheky dedy kedy	tol sheor qokal dar olked orol kchey otain olchey okar sheky dedy kedy	tolsheor qokal dar olked orol kchey okain olchey okar sheky dedy ke y	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f76v	f76v.5	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg	s otain okain chcthedy qoteed ykedy okedy chedy otedy teyteg	s otain kain chcthedy qoteed y kedy okedy chedy ote teyteg	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f78r	f78r.13	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy	qokedy olke y qokain oke ke y tol y qotee y dy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f78r	f78r.13	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy	qokedy olke y qokain oke ke y tol y qotee y dy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f78r	f78r.17	soiin kar kedy pchey tchdoltdy	soiin kar kedy pchey tchdoltdy	soiin kar ke y pchey tch ol t y	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f78r	f78r.29	ssheky ol kedy chckhy dain oty qokor oky dain chy ol	s sheky ol kedy chckhy dain oty qokor oky dain chy ol	s sheky ol ked chckhy dain oty qokor oky dain ch ol	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f78v	f78v.2	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	oledy qoked re y cth y otedy edy al dal dol oty dal	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f79v	f79v.7	qokshey qokeedy qol kedy qokeedy qokain solchedy	qokshey qokeedy qol kedy qokeedy qokain solchedy	qokshey qokeedy qol ke y qokeedy qokain s olchedy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f80v	f80v.6	tcheol kedy pcheol kain shedy qokaiin otey qokedy chedy	tcheol kedy pcheol kain shedy qokaiin otey qokedy chedy	tcheol ke y pcheol kain shedy qokaiin otey qokedy chedy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kedy	f82r	f82r.15	kedy lchedy qokedy qokeedy lkeedy qokaiin dy daiin chdy dy	tedy lchedy qokedy qokchdy lkeedy qokaiin dy daiin chdy dy	tedy lchedy qokedy qokee y lkee y qokaiin dy daiin ch y dy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f103r	f103r.12	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain shey shckhy oteey qokeol kee y shar aiin ote y	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f103r	f103r.17	sar shey qokey keedy qokeey chckhy qokal oty or aiin	sar shey qokey keedy qokeey chckhy qokal oty or aiin	sar shey qokeykee y qokeey chckhy qokal oty r aiin	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f103r	f103r.52	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	pche al oteey qolkeedy qokeey qoty chepchy qopchey lkaiin otalsy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f104v	f104v.41	tchedy qotechy otcheeo l keedy qoty raiin cheedy qotaiin otchdy qotain	tchedy qotechy otcheeo lkeeda qoty raiin cheedy qotaiin oteedy qotain	tchedy qotechy otcheeolkee a qoty raiin chee y qotaiin oteedy qotain	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f106r	f106r.45	y sheedal okain okain otar kaiin chdalkair olkai al keedy okal	ysheedal okain okain otar kaiin chdalkair olkair alkeedy okal	ysheedal okain akain otar kaiin ch alkair olkair alkeedy okal	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f106v	f106v.42	py chal shedy qoteedy cheyky okedaiin otedy odaiin chdy chy keedy lkey	pychal shedy qoteedy cheyky okedaiin otedy odaiin chdy chy keedy lkey	py chal shedy qotee y cheyky okedaiin ote y odaiin chdy chy kee y lkey	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f107v	f107v.37	poraiin o kal chedy qolkeey lpcheedy qokol rol keedy okaiin otary	poraiin okal chedy qolkeey lpcheedy qokol rol keedy okaiin otary	poraiin okal chedy qolkeey lpcheedy qokol rolkeedy okaiin ot ry	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f108v	f108v.18	okeey l keedy okeal okey cheykedy qoeedy lo rair cheey ol l s aiin am	okeey lkeedy okeal okey cheykedy qeeedy lo rair cheey ol lsaiin am	okeey lkeedy okeal okey cheykedy qeeedy lo r air cheey ol ls aiin am	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f108v	f108v.36	daiin shechy qokedy qokain chor chal chal chedy dain alal keedy otalys	daiin shechy qokedy qokain chor chal chal chedy dain al al keedy otal ys	daiin shechy qokedy qokain chor chal chal chedy dain al al kee y otal ys	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f108v	f108v.4	dchedy shedy qokeed qoteedy qoteedy arain al keedy	dchedy shedy qokeed qotedy qoteedy arain al keedy	dchedy shedy qokeed qotee y qoteedy ar ain al kee y	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f108v	f108v.48	dair al checthy qol eeedy chckhey olchey sheey qokeeey qokeedar al keedy	dair al checthy qol eeedy chckhey olchey sheey qokeeey qokeedar alkeedy	air al checthy qol eeedy chckhey olchey sheey qokeeey qokeed ar al kee y	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f108v	f108v.5	polaiin okedain okal otchedy qokeedy raraiin o keedy qokar qokal dam	polaiin okedain okal otchedy qokeedy raraiin okeedy qokar qokal dam	polaiin oke ain okal otchedy qokeedy raraiin o keedy qokar qokal am	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f108v	f108v.9	qokeeo dar chedam chlal okaldain sheed lchedy l keedy ched kel cthdy	qokeeo dal chedam chlal okaldain sheed lchedy lkeedy chedkel cthdy	qokeeo dar chedam chlal okal dain sheed lchedy lkee y che kel cth y	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f111r	f111r.16	dchedshey qokeedy okeodain shet sheota oteal tey lkeey sheedy shtar keedy	dched shey qokeedy okeodain shet sheotam oteal tey lkeey sheedy shtar keedy	dchedshey qokeedy okeodain shet sheotam oteal tey lkeey eedy shtar kee y	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f111r	f111r.22	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey	ssheo lkeedy dal tched checkhey okey qoain qochedy qokeor okeey keocthedy qokey	ssheolkee y dal tche checkhey okey qo ain qo chedy qoke r okeey keo cthedy qokey	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f111r	f111r.37	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy	dain chol lcheeol keeol lkeeedy qokeey lkeedy lkedy okeal kain chckhy ltedy	dain chol l cheeolkeeol lkeee y qokeey l kee y lke y okeal kain chckhy ltedy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f111v	f111v.26	polar ar okshey qokain chey kal keedy qopchedy qopchey ltchs alpchdar	polanar okshey qokain chey kal keedy qopchedy qopchey ltchs alpchdar	polarar okshey qokain chey kal kee y qopchedy qopchey ltchs alpchdar	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f112r	f112r.21	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy	solkeedy raiin chcthey okeedy qoteedy qeey rair ol sy	solkeedy raiin chcthey okeedy qotee y qeey rair al sy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f112v	f112v.17	daiin chear chedy chy keedy chdaiin cheedy qokain otaldal	daiin cheeir cheedy chykeedy chdaiin cheedy qokain otaldal	daiin chear che y chykeedy chdaiin cheedy qokain otaldal	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f112v	f112v.21	saiin chekain cheol qoeedy chol keedy qokaiin shedy qokeol kain	saiin chekain cheol qoeedy chol keedy qokaiin shedy qokeol kain	saiin chekain che l qoee y chol kee y qokaiin she y qokeal kain	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f113v	f113v.49	yshey teeo oteedy qokeey otaiin olaiin cheokain lkeey ltal keedy	yshey teeo oteedy qokeey otaiin olaiin cheokain lkeey ltal keedy	yshey teeo otee y qokeey otaiin olaiin cheokain lkeey ltal kee y	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f33v	f33v.8	dar ar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	darar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	dar ar sheey kee y okchy ok r okedy chy aiin dy dy dar aiin okary	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f34v	f34v.7	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	olchdaiin chedy chey keedy chy kedy dy qokedy okey sair chkain otain	olchdaiin che y cheykee y chy ke y dy qoke y okey s air chkain otain	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f41r	f41r.5	qotchy sal yteedy kchdy dchedy keedy dchedy dalain	qotchy sal yteedy kchdy dchedy tchdy dchedy dalain	qotchy sal yteedy kch y che y tchdy dche y dalain	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f55r	f55r.11	lor chey keedy dy qokal okam dal shdy otal otaldiin	lchor chey keedy dy qokal okad dal shdy otal otaldiin	lchor chey kee y dy qokal okaj al sh y otal otal iin	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f66v	f66v.10	dshal keedy qok or okaiin dol kaldaiin otal dokal okag	dshol keedy qokyr okaiin dol kal daiin otal dakar okag	dsh l kee y qok y s okaiin dol kaldaiin otal dokal okag	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f75r	f75r.41	sokeedy qokeedy oteedy qoky dy keedy sy	sokeedy qokeedy oteedy qoky dykeedy sy	sokee y qokee y oteedy qoky dykeedy sy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f75v	f75v.16	odchedy qolshdy shokshdy qokain or shedy qolol keedy qokalom	odchedy qolshdy shokshdy qokain or shedy qolol keedy qokalom	odchedy qolshdy shokdy qokain or shedy qololkeedy qokalom	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
keedy	f76v	f76v.2	sshedy keedy cholkeeey otedor okor shedy chedy qokeedy oly shey qoyky	scsedy keedy cholkeeey otedor okor shedy chedy qokeedy oly shey qoyky	sedy keed cholteeey otedor okor shedy chedy qokeed oly shey qo ky	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
