group_serial	page	locus	opaque_local_id	local_namespace	condition_shelf	condition_family_de	copied_local_label	orientation_status	crosspage_key	word_translation
325	f69v	f69v.2	A3:G070	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 30/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
326	f69v	f69v.2	A3:G071	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 31/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
327	f69v	f69v.2	A3:G072	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 32/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
328	f69v	f69v.2	A3:G073	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 33/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
329	f69v	f69v.2	A3:G074	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 34/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
330	f69v	f69v.2	A3:G075	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 35/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
331	f69v	f69v.2	A3:G076	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 36/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
332	f69v	f69v.2	A3:G077	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 37/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
333	f69v	f69v.2	A3:G078	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 38/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
334	f69v	f69v.3	A3:G079	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 01/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
335	f69v	f69v.3	A3:G080	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 02/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
336	f69v	f69v.3	A3:G081	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 03/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
337	f69v	f69v.3	A3:G082	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 04/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
338	f69v	f69v.3	A3:G083	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 05/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
339	f69v	f69v.3	A3:G084	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 06/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
340	f69v	f69v.3	A3:G085	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 07/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
341	f69v	f69v.3	A3:G086	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 08/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
342	f69v	f69v.3	A3:G087	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 09/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
343	f69v	f69v.3	A3:G088	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 10/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
344	f69v	f69v.3	A3:G089	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 11/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
345	f69v	f69v.3	A3:G090	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 12/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
346	f69v	f69v.3	A3:G091	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 13/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
347	f69v	f69v.3	A3:G092	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 14/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
348	f69v	f69v.3	A3:G093	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 15/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
349	f69v	f69v.3	A3:G094	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 16/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
350	f69v	f69v.3	A3:G095	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 17/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
351	f69v	f69v.3	A3:G096	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 18/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
352	f69v	f69v.3	A3:G097	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 19/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
353	f69v	f69v.3	A3:G098	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 20/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
354	f69v	f69v.3	A3:G099	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 21/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
355	f69v	f69v.3	A3:G100	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 22/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
356	f69v	f69v.3	A3:G101	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 23/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
357	f69v	f69v.3	A3:G102	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 24/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
358	f69v	f69v.3	A3:G103	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 25/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
359	f69v	f69v.3	A3:G104	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 26/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
360	f69v	f69v.3	A3:G105	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 27/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
361	f69v	f69v.3	A3:G106	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 28/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
362	f69v	f69v.3	A3:G107	A3_RIGHT_WHEEL_ONLY	C6	Licht-, Körper- oder Qualitätsbedingung	Kopiersegment 29/29 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
363	f69v	f69v.4	A3:G108	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, linker Radialplatz L01: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L01 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
364	f69v	f69v.4	A3:G109	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, linker Radialplatz L01: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L01 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
365	f69v	f69v.5	A3:G110	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, linker Radialplatz L02: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L02 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
366	f69v	f69v.5	A3:G111	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, linker Radialplatz L02: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L02 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
367	f69v	f69v.6	A3:G112	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L03: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L03 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
368	f69v	f69v.7	A3:G113	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L04: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L04 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
369	f69v	f69v.8	A3:G114	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L05: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L05 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
370	f69v	f69v.9	A3:G115	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L06: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L06 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
371	f69v	f69v.10	A3:G116	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L07: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L07 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
372	f69v	f69v.11	A3:G117	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L08: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L08 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
373	f69v	f69v.12	A3:G118	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L09: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L09 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
374	f69v	f69v.13	A3:G119	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L10: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L10 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
375	f69v	f69v.14	A3:G120	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L11: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L11 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
376	f69v	f69v.15	A3:G121	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L12: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L12 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
377	f69v	f69v.16	A3:G122	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L13: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L13 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
378	f69v	f69v.17	A3:G123	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L14: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L14 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
379	f69v	f69v.18	A3:G124	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L15: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L15 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
380	f69v	f69v.19	A3:G125	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L16: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L16 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
381	f69v	f69v.20	A3:G126	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L17: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L17 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
