clause_id	physical_page	register	start_event	end_event	events	instructions	crosses_physical_line	end_reason	phase_run_sequence	phase_runs	verb_counts	source_quantity_inventory	target_path_inventory	grade_inventory	natural_process_summary_de
P915-C297	f83r	BIOLOGICAL	P912-E1597	P912-E1600	4	4	YES	LICENSED_DY_CLOSE	SELECTx2>TRANSFERx2	2	CHD:2;CH:1;S:1	Entnahmestelle oder bezeichnetes Teil	Durchlass	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× entnehmen, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Durchlass. Danach wird der Arbeitsschritt geschlossen.
P915-C298	f83r	BIOLOGICAL	P912-E1601	P912-E1601	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C299	f83r	BIOLOGICAL	P912-E1602	P912-E1606	5	3	NO	LICENSED_DY_CLOSE	TRANSFERx2>CONTEXTx1	2	CHD:2	Sollmaß;Portion	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen. Als Einsatzgrößen erscheinen Sollmaß, Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C300	f83r	BIOLOGICAL	P912-E1607	P912-E1607	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C301	f83r	BIOLOGICAL	P912-E1608	P912-E1609	2	2	NO	LICENSED_DY_CLOSE	EXECUTEx1>CONTEXTx1	2	T:1;CHD:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen, 1× umsetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C302	f83r	BIOLOGICAL	P912-E1610	P912-E1611	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;SHED:1	NONE	Ziel- oder Anschlussstelle	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× absetzen. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
P915-C303	f83r	BIOLOGICAL	P912-E1612	P912-E1612	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C304	f83r	BIOLOGICAL	P912-E1613	P912-E1622	10	7	YES	LICENSED_DY_CLOSE	CONDITIONx2>TRANSFERx1>SELECTx1>CONDITIONx1>EXECUTEx1>CONDITIONx1	6	CTH:3;SH:2;CHD:1;S:1;O:1;T:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× bereitstellen, 2× halten, 1× umsetzen, 1× auswählen, 1× ausführen, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C305	f83r	BIOLOGICAL	P912-E1623	P912-E1623	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C306	f83r	BIOLOGICAL	P912-E1624	P912-E1626	3	2	NO	LICENSED_DY_CLOSE	PREPAREx2	1	OK:2	NONE	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C307	f83r	BIOLOGICAL	P912-E1627	P912-E1633	7	5	YES	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx2>EXECUTEx1>CONDITIONx1	4	OK:2;CHD:1;T:1;SHED:1	NONE	Ziel- oder Anschlussstelle	länger	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× umsetzen, 1× einstellen, 1× absetzen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C308	f83r	BIOLOGICAL	P912-E1634	P912-E1634	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C309	f83r	BIOLOGICAL	P912-E1635	P912-E1637	3	2	NO	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx1	2	CHD:1;OK:1	Portion	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen, 1× ansetzen. Als Einsatzgrößen erscheinen Portion. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C310	f83r	BIOLOGICAL	P912-E1638	P912-E1638	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SH:1	NONE	Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C311	f83r	BIOLOGICAL	P912-E1639	P912-E1639	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SH:1	NONE	Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C312	f83r	BIOLOGICAL	P912-E1640	P912-E1643	4	4	NO	LICENSED_DY_CLOSE	SELECTx1>CONDITIONx2>PREPAREx1	3	S:1;CHK:1;SH:1;OK:1	Sollmaß	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× behandeln, 1× halten, 1× ansetzen. Als Einsatzgrößen erscheinen Sollmaß. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C313	f83r	BIOLOGICAL	P912-E1644	P912-E1644	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SHED:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C314	f83r	BIOLOGICAL	P912-E1645	P912-E1645	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Danach wird der Arbeitsschritt geschlossen.
P915-C315	f83r	BIOLOGICAL	P912-E1646	P912-E1648	3	3	NO	LICENSED_DY_CLOSE	SELECTx1>CONDITIONx1>EXECUTEx1	3	S:1;CHD:1;SH:1;O:1	NONE	Ziel- oder Anschlussstelle	länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× umsetzen, 1× halten, 1× ausführen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C316	f83r	BIOLOGICAL	P912-E1649	P912-E1650	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONTEXTx1	2	K:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C317	f83r	BIOLOGICAL	P912-E1651	P912-E1652	2	2	NO	LICENSED_DY_CLOSE	SELECTx1>PREPAREx1	2	S:1;OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C318	f83r	BIOLOGICAL	P912-E1653	P912-E1653	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C319	f83r	BIOLOGICAL	P912-E1654	P912-E1657	4	4	YES	LICENSED_DY_CLOSE	PREPAREx1>SELECTx1>EXECUTEx1>TRANSFERx1	4	CHD:2;OK:1;S:1;T:1	Sollmaß	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× ansetzen, 1× auswählen, 1× einstellen. Als Einsatzgrößen erscheinen Sollmaß. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C320	f83r	BIOLOGICAL	P912-E1658	P912-E1658	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C321	f83r	BIOLOGICAL	P912-E1659	P912-E1659	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C322	f83r	BIOLOGICAL	P912-E1660	P912-E1662	3	2	NO	LICENSED_DY_CLOSE	PREPAREx1>TRANSFERx1	2	CHD:2;OK:1	Auszug	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× ansetzen. Als Einsatzgrößen erscheinen Auszug. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C323	f83r	BIOLOGICAL	P912-E1663	P912-E1671	9	7	YES	LICENSED_DY_CLOSE	PREPAREx1>SELECTx1>CONDITIONx1>PREPAREx1>SELECTx1>CONDITIONx1>TRANSFERx1	7	OK:2;S:2;SH:2;K:2;CH:1;CHD:1	Sollmaß;Portion	weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 2× auswählen, 2× halten, 2× zugeben, 1× entnehmen, 1× umsetzen. Als Einsatzgrößen erscheinen Sollmaß, Portion. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C324	f83r	BIOLOGICAL	P912-E1672	P912-E1683	12	10	YES	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx1>SELECTx1>CONDITIONx1>PREPAREx2>TRANSFERx1>SELECTx1>CONDITIONx1>TRANSFERx1	9	OK:3;S:2;SHED:1;CHK:1;CHD:1;SH:1;LSH:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß;Portion	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 2× auswählen, 1× absetzen, 1× behandeln, 1× umsetzen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C325	f83r	BIOLOGICAL	P912-E1684	P912-E1686	3	2	YES	LICENSED_DY_CLOSE	PREPAREx2	1	OK:1;K:1	NONE	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× zugeben. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C326	f83r	BIOLOGICAL	P912-E1687	P912-E1687	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C327	f83r	BIOLOGICAL	P912-E1688	P912-E1689	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;SHED:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C328	f83r	BIOLOGICAL	P912-E1690	P912-E1693	4	2	NO	LICENSED_DY_CLOSE	EXECUTEx1>CONTEXTx1	2	O:1	Ansatz	Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen. Als Einsatzgrößen erscheinen Ansatz. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C329	f83r	BIOLOGICAL	P912-E1694	P912-E1699	6	6	YES	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>PREPAREx1>SELECTx2>TRANSFERx1	5	CHD:2;OK:1;SH:1;K:1;CH:1;S:1	Portion	Ziel- oder Anschlussstelle;Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× ansetzen, 1× halten, 1× zugeben, 1× entnehmen, 1× auswählen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über Ziel- oder Anschlussstelle, Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C330	f83r	BIOLOGICAL	P912-E1700	P912-E1702	3	3	YES	LICENSED_DY_CLOSE	TRANSFERx3	1	CHD:2;SOLK:1	Sollmaß	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× auffangen. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C331	f83r	BIOLOGICAL	P912-E1703	P912-E1717	15	9	YES	LICENSED_DY_CLOSE	TRANSFERx1>SELECTx1>TRANSFERx2>CONDITIONx1>TRANSFERx1>SELECTx1>PREPAREx1>CONDITIONx1	8	CHD:3;SOLK:1;CH:1;CTH:1;SH:1;S:1;K:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 9 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× umsetzen, 1× auffangen, 1× entnehmen, 1× bereitstellen, 1× halten, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C332	f83r	BIOLOGICAL	P912-E1720	P912-E1720	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C333	f83r	BIOLOGICAL	P912-E1721	P912-E1721	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1;CHD:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× umsetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C334	f83r	BIOLOGICAL	P912-E1722	P912-E1730	9	3	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	CONDITIONx1>TRANSFERx2	2	CHD:2;SHED:1	Auszug;Sollmaß	Ziel- oder Anschlussstelle;weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Auszug, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C335	f83r	BIOLOGICAL	P912-E1733	P912-E1748	16	6	YES	PAGE_END_OPEN	TRANSFERx1>PREPAREx1>CONDITIONx1>SELECTx1>CONDITIONx2	5	R:2;SOLK:1;K:1;S:1;CHK:1;T:1;CTH:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Auszug;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× kennzeichnen, 1× auffangen, 1× zugeben, 1× auswählen, 1× behandeln, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C336	f67r2	ZODIAC	P912-E1777	P912-E1783	7	5	YES	LICENSED_DY_CLOSE	EXECUTEx1>SELECTx2>EXECUTEx1>CONTEXTx1	4	O:4;S:2;P:1	Entnahmestelle oder bezeichnetes Teil;Portion	Ziel- oder Anschlussstelle	länger	Beim bezeichneten Ring- oder Tabellenposten stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× ausführen, 2× auswählen, 1× einsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C337	f67r2	ZODIAC	P912-E1785	P912-E1803	19	10	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	EXECUTEx1>PREPAREx1>EXECUTEx1>SELECTx1>EXECUTEx1>SELECTx4>CONTEXTx1	7	O:6;S:5;CH:2;OK:1;K:1;R:1;P:1;CFH:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß;Portion	Ziel- oder Anschlussstelle	kurz	Beim bezeichneten Ring- oder Tabellenposten stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 6× ausführen, 5× auswählen, 2× entnehmen, 1× ansetzen, 1× zugeben, 1× kennzeichnen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C338	f67r2	ZODIAC	P912-E1805	P912-E1817	13	10	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	EXECUTEx1>SELECTx2>EXECUTEx3>PREPAREx2>CONDITIONx1>CONTEXTx1	6	O:6;S:3;R:2;T:2;P:1;CH:1;K:1;OK:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß;Portion	Ziel- oder Anschlussstelle	kurz	Beim bezeichneten Ring- oder Tabellenposten stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 6× ausführen, 3× auswählen, 2× kennzeichnen, 2× einstellen, 1× einsetzen, 1× entnehmen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C339	f67r2	ZODIAC	P912-E1820	P912-E1820	1	1	NO	LICENSED_DY_CLOSE	EXECUTEx1	1	T:1;O:1	NONE	NONE	NONE	Beim bezeichneten Ring- oder Tabellenposten stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen, 1× ausführen. Danach wird der Arbeitsschritt geschlossen.
P915-C340	f67r2	ZODIAC	P912-E1821	P912-E1823	3	3	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	SELECTx1>EXECUTEx1>CONTEXTx1	3	S:1;O:1	Sollmaß	NONE	NONE	Beim bezeichneten Ring- oder Tabellenposten stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× ausführen. Als Einsatzgrößen erscheinen Sollmaß. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C341	f67r2	ZODIAC	P912-E1825	P912-E1831	7	5	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	EXECUTEx2>PREPAREx1>EXECUTEx2	3	O:4;S:2;OK:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	Ziel- oder Anschlussstelle;weiterer Lauf	kurz	Beim bezeichneten Ring- oder Tabellenposten stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× ausführen, 2× auswählen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C342	f67r2	ZODIAC	P912-E1834	P912-E1839	6	3	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	PREPAREx1>EXECUTEx1>CONTEXTx1	3	OK:1;T:1	Ansatz;Sollmaß	NONE	NONE	Beim bezeichneten Ring- oder Tabellenposten stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× einstellen. Als Einsatzgrößen erscheinen Ansatz, Sollmaß. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C343	f67r2	ZODIAC	P912-E1841	P912-E1858	18	14	YES	LICENSED_DY_CLOSE	EXECUTEx2>SELECTx1>TRANSFERx1>EXECUTEx4>CONDITIONx1>EXECUTEx1>SELECTx1>EXECUTEx1>SELECTx1>EXECUTEx1	10	O:13;S:5;T:2;CH:2;CTH:1;CHD:1;P:1;CHK:1;SH:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß	Durchlass	kurz	Beim bezeichneten Ring- oder Tabellenposten stehen 14 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 13× ausführen, 5× auswählen, 2× einstellen, 2× entnehmen, 1× bereitstellen, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C344	f67r2	ZODIAC	P912-E1859	P912-E1865	7	5	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	CONDITIONx1>SELECTx1>EXECUTEx1>PREPAREx1>CONTEXTx1	5	O:2;S:2;SH:1;K:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Auszug;Sollmaß	Ziel- oder Anschlussstelle	kurz;länger	Beim bezeichneten Ring- oder Tabellenposten stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ausführen, 2× auswählen, 1× halten, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C345	f67r2	ZODIAC	P912-E1867	P912-E1875	9	5	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	EXECUTEx1>SELECTx3>CONTEXTx1	3	O:3;CH:2;T:1;R:1;S:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	Ziel- oder Anschlussstelle	kurz;länger	Beim bezeichneten Ring- oder Tabellenposten stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ausführen, 2× entnehmen, 1× einstellen, 1× kennzeichnen, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
