target_recipe	neighbor_row_count	distinct_source_recipe_count	mutation_families	target_is_exact_catalog_key	target_identity_route	target_execution_decision	target_blocked_factor_rules	source_recipes	fuzzy_identity_matching_used
OK+AIN	18	18	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+AIN|CHD+AIN|K+AIN|O+OK+AIN|OK+AIIN|OK+CH+AIN|OK+E+AIN|OK+EE+AIN|OK+O+AIN|OK+OR|OK+Y|OL+OK+AIN|P+AIN|R+AIN|S+AIN|SH+AIN|SH+OK+AIN|T+AIN	NO
OK+AIN+CH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+CH+AIN	NO
OK+AIN+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+E+AIN	NO
OK+AIN+EE	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+EE+AIN	NO
OK+AIN+L+D_ADDR+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+Y+L+D_ADDR+DY	NO
OK+AIN+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+O+AIN	NO
OK+AIN+OR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+OR+OR+Y	NO
OK+AIR	15	15	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+AIR|CHD+AIR|K+AIR|OK+AIR+AR|OK+AIR+DY|OK+AL|OK+AL+AIR|OK+AR|OK+E+AIR|OK+L|P+AIR|S+AIR|SH+AIR|T+AIR|Y+OK+AIR	NO
OK+AIR+AIR	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AIR+AR|OK+AL+AIR	NO
OK+AIR+AL	5	5	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AIR+AR|OK+AL+AIR|OK+AL+AL|OK+AR+AL|S+AIR+AL	NO
OK+AIR+AR	3	3	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	NONE	OK+AL+AR|OK+AR+AR|OK+L+AR	NO
OK+AIR+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AIR+CHD+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AIR+DY	3	3	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	NONE	OK+AL+DY|OK+AR+DY|OK+L+DY	NO
OK+AIR+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+E+AIR	NO
OK+AIR+L	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AIR+AR|OK+AL+L	NO
OK+AIR+O+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+O+DY	NO
OK+AIR+OR+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+OR+O	NO
OK+AIR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+Y	NO
OK+AL	25	25	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+AL|CH+OK+AL|CHD+AL|K+AL|OK+AIR|OK+AL+AIR|OK+AL+AL|OK+AL+AR|OK+AL+DY|OK+AL+L|OK+AL+Y|OK+AR|OK+AR+AL|OK+CH+AL|OK+CHD+AL|OK+E+AL|OK+EE+AL|OK+L|OK+SH+AL|P+AL|R+AL|S+AL|SH+AL|SH+OK+AL|T+AL	NO
OK+AL+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+Y	NO
OK+AL+AIIN+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+OR+O	NO
OK+AL+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+Y	NO
OK+AL+AIN+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+OR+O	NO
OK+AL+AIR	3	3	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	NONE	OK+AL+AL|OK+AL+AR|OK+AL+L	NO
OK+AL+AL	5	5	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	OK+AL+AIR|OK+AL+AR|OK+AL+L|OK+AR+AL|S+AL+AL	NO
OK+AL+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	T+AL+AM_ADDR	NO
OK+AL+AR	8	8	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	OK+AIR+AR|OK+AL+AIR|OK+AL+AL|OK+AL+L|OK+AR+AL|OK+AR+AR|OK+L+AR|P+AL+AR	NO
OK+AL+CH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+CH+AL	NO
OK+AL+CH+E	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+CH+E+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+CH+E+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+CH+E+O+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+AL+CH+E+O+L	NO
OK+AL+CH+E+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	R+AL+CH+E+Y	NO
OK+AL+CH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+CH+EEE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+CH+T+E+D_ADDR+Y+T+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+AL+CH+T+E+D_ADDR+Y+T+AR	NO
OK+AL+CH+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+CH+Y+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+CHD	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+CHD+AL	NO
OK+AL+CHD+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+CHD+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y|S+AL+CHD+Y	NO
OK+AL+DY	5	5	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	OK+AIR+DY|OK+AL+O+DY|OK+AR+DY|OK+L+DY|S+AL+DY	NO
OK+AL+DY+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+O+DY	NO
OK+AL+D_ADDR+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+AL+D_ADDR+AIIN	NO
OK+AL+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+E+AL	NO
OK+AL+E+CH+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+E+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+EE	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+EE+AL	NO
OK+AL+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+L	3	3	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	NONE	OK+AL+AIR|OK+AL+AL|OK+AL+AR	NO
OK+AL+O	2	2	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+O+DY|OK+AL+OR+O	NO
OK+AL+O+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	T+AL+O+D_ADDR+Y	NO
OK+AL+O+OR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+OR+O	NO
OK+AL+OK+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	K+AL+OL	NO
OK+AL+OR	2	2	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+OR+O|OK+AL+Y	NO
OK+AL+P+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+R+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+S	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+AL+S	NO
OK+AL+S+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+AL+S+AIN	NO
OK+AL+S+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+AL+S+AL+Y	NO
OK+AL+S+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+SH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+SH+AL	NO
OK+AL+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+T+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AL+Y	3	3	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+AL+Y|R+AL+Y|T+AL+Y	NO
OK+AL+Y+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+OR+O	NO
OK+AM_ADDR	6	6	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+AM_ADDR|CHD+AM_ADDR|K+AM_ADDR|P+AM_ADDR|R+AM_ADDR|S+AM_ADDR	NO
OK+AN	1	1	ATOM_DELETION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	D_ADDR+OK+AN	NO
OK+AR	19	19	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+AR|CH+OK+AR|CHD+AR|K+AR|OK+AIR|OK+AIR+AR|OK+AL|OK+AL+AR|OK+AR+AL|OK+AR+AR|OK+AR+DY|OK+E+AR|OK+L|OK+L+AR|OK+SH+AR|P+AR|S+AR|SH+AR|T+AR	NO
OK+AR+AIR	4	4	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AIR+AR|OK+AL+AIR|OK+AR+AL|OK+AR+AR	NO
OK+AR+AL	4	4	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	NONE	OK+AL+AL|OK+AL+AR|OK+AR+AR|S+AR+AL	NO
OK+AR+AR	6	6	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	K+AR+AR|OK+AIR+AR|OK+AL+AR|OK+AR+AL|OK+L+AR|P+AR+AR	NO
OK+AR+CH+E+O+L	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+E+AR+CH+E+O+L	NO
OK+AR+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+CH+E+Y	NO
OK+AR+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+CHD	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+CHD+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+CHD+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+CHD+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+DY	3	3	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	OK+AIR+DY|OK+AL+DY|OK+L+DY	NO
OK+AR+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+E+AR	NO
OK+AR+E+CH+E+O+L	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+E+AR+CH+E+O+L	NO
OK+AR+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+L	4	4	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+L|OK+AR+AL|OK+AR+AR|OK+L+AR	NO
OK+AR+O+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+O+DY	NO
OK+AR+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+AR+OL	NO
OK+AR+OR+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+OR+O	NO
OK+AR+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+S+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+SH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+SH+AR	NO
OK+AR+SH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+T+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+AR+Y	2	2	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AL+Y|OK+AR+CHD+Y	NO
OK+AR+Y+CHD	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+AR+CHD+Y	NO
OK+A_ADDR	5	5	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+A_ADDR|OK+A_ADDR+S|OK+A_ADDR+Y|R+A_ADDR|S+A_ADDR	NO
OK+A_ADDR+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+Y	NO
OK+A_ADDR+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+Y	NO
OK+A_ADDR+CH	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+S	NO
OK+A_ADDR+CHD	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+S	NO
OK+A_ADDR+G_LABEL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	R+A_ADDR+G_LABEL	NO
OK+A_ADDR+IIN	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+IIN	NO
OK+A_ADDR+IIN+AL+K+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+AL+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+CH+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+CHD+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+K+AIR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+K+AL	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+K+AL+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+K+AL+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+K+AL+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+K+AR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+K+L+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+K+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+K+Y+AL	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+LOCAL_CHAR_I	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+IIN	NO
OK+A_ADDR+IIN+OK+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+P+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+R+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+S+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+S+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+A_ADDR+IIN+S+OL	NO
OK+A_ADDR+IIN+SH+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+IIN+T+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+K	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+S	NO
OK+A_ADDR+K+AL+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+K+IIN+AL+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+IIN+K+AL+Y	NO
OK+A_ADDR+L+SH+CH+T+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+A_ADDR+L+SH+CH+T+D_ADDR+Y	NO
OK+A_ADDR+L+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+A_ADDR+L+SH+E+Y	NO
OK+A_ADDR+LOCAL_CHAR_I	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+IIN	NO
OK+A_ADDR+LOCAL_CHAR_I+CH+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	NO
OK+A_ADDR+LOCAL_CHAR_I+CH+P+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	NO
OK+A_ADDR+LOCAL_CHAR_I+CH+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	NO
OK+A_ADDR+LOCAL_CHAR_I+CHD+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:CHD>CH	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	NO
OK+A_ADDR+LOCAL_CHAR_I+IIN	2	2	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	K+A_ADDR+LOCAL_CHAR_I+IIN|P+A_ADDR+LOCAL_CHAR_I+IIN	NO
OK+A_ADDR+LOCAL_CHAR_I+K+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	NO
OK+A_ADDR+LOCAL_CHAR_I+OK+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	NO
OK+A_ADDR+LOCAL_CHAR_I+P+CH	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	NO
OK+A_ADDR+LOCAL_CHAR_I+P+CH+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	NO
OK+A_ADDR+LOCAL_CHAR_I+P+CH+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	NO
OK+A_ADDR+LOCAL_CHAR_I+P+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	NO
