surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class	event_ids	visible_owner_examples
kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	ZUORDNUNG + ADRESSE + I + STUFE	Material zugeben; lokale Arbeitsstelle; lokales Schreibzeichen; Arbeitsstufe	Wert zuordnen; lokale Bildadresse; lokales Bildzeichen; Wertstufe	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0075	abgebildeter Pflanzenartikel f10r
kair	K+AIR	ZUORDNUNG + LAUFWEG	Material zugeben; Flüssigkeits- oder Stationslauf	Wert zuordnen; Ringlauf	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0871	gemeinsames Bad- und Beckenfeld
kalol	K+AL+OL	ZUORDNUNG + ZIEL + WEITER	Material zugeben; Ziel- oder Anschlussstelle; im selben Arbeitsgang fortfahren	Wert zuordnen; Zielplatz; dieselbe Reihe fortführen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0713	mehrstufige Becken-, Figuren- und Laufseite
kam	K+AM_ADDR	ZUORDNUNG + INNEN	Material zugeben; Innenstelle	Wert zuordnen; Innenplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1193	mehrere lokale Bad- und Leitungsstationen
kchaiin	K+CH+AIIN	ZUORDNUNG + AUSWAHL + SOLLWERT	Material zugeben; bezeichneten Anteil entnehmen; Sollmaß	Wert zuordnen; Klasse oder Figur kennzeichnen; verzeichneter Sollwert	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0056	abgebildeter Pflanzenartikel f10r
kchal	K+CH+AL	ZUORDNUNG + AUSWAHL + ZIEL	Material zugeben; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Wert zuordnen; Klasse oder Figur kennzeichnen; Zielplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0412	abgebildeter Pflanzenartikel f56r
kcharg	K+CH+AR+LOCAL_CHAR_G	ZUORDNUNG + AUSWAHL + QUELLE + GLOKAL	Material zugeben; bezeichneten Anteil entnehmen; Entnahmestelle; lokales Schreibzeichen	Wert zuordnen; Klasse oder Figur kennzeichnen; Quell- oder Bezugsstelle; lokales Bildzeichen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0426	abgebildeter Pflanzenartikel f56r
kchdy	K+CHD+Y	ZUORDNUNG + WECHSEL + DIES	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Wert zuordnen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0278	abgebildeter Pflanzenartikel f55v
kchedykary	K+CHD+Y+K+AR+Y	ZUORDNUNG + WECHSEL + DIES + ZUORDNUNG + QUELLE + DIES	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle; dieser Arbeitsgegenstand	Wert zuordnen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0440	mehrstufige Becken-, Figuren- und Laufseite
kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	ZUORDNUNG + AUSWAHL + LANG + UNTER + WECHSEL + DIES	Material zugeben; bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Wert zuordnen; Klasse oder Figur kennzeichnen; zweiter Grad; Unterplatz; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0229	abgebildeter Pflanzenartikel f55v
kcheey	K+CH+EE+Y	ZUORDNUNG + AUSWAHL + LANG + DIES	Material zugeben; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	Wert zuordnen; Klasse oder Figur kennzeichnen; zweiter Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0401	abgebildeter Pflanzenartikel f56r
kchoar	K+CH+O+AR	ZUORDNUNG + AUSWAHL + GANG + QUELLE	Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Entnahmestelle	Wert zuordnen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Quell- oder Bezugsstelle	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0435	abgebildeter Pflanzenartikel f56r
kchor	K+CH+OR	ZUORDNUNG + AUSWAHL + EINTRAG	Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Wert zuordnen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2496	drei Gefaesse mit Wurzel- und Blattreihen
kedy	K+E+DY	ZUORDNUNG + KURZ + ENDE	Material zugeben; kurz oder direkt; Arbeitsschritt schließen	Wert zuordnen; erster Grad; Bildeintrag schließen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1219	mehrere lokale Bad- und Leitungsstationen
keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	ZUORDNUNG + LANG + DIES + F + QUELLE	Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand; lokales Schreibzeichen; Entnahmestelle	Wert zuordnen; zweiter Grad; dieser Bildplatz; lokales Bildzeichen; Quell- oder Bezugsstelle	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0254	abgebildeter Pflanzenartikel f55v
keishy	K+E+SH+Y	ZUORDNUNG + KURZ + HALT + DIES	Material zugeben; kurz oder direkt; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Wert zuordnen; erster Grad; Bezug festhalten; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0559	mehrstufige Becken-, Figuren- und Laufseite
kesd	K+E+S_ADDR+D_ADDR	ZUORDNUNG + KURZ + STERNORT + UNTER	Material zugeben; kurz oder direkt; bezeichnete s-Stelle; bezeichneter Teil	Wert zuordnen; erster Grad; Stern- oder s-Stelle; Unterplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1649	lokale Becken-, Figuren- und Verbindungsstationen
koay	K+O+A_ADDR+Y	ZUORDNUNG + GANG + ADRESSE + DIES	Material zugeben; Arbeitsgang ausführen; lokale Arbeitsstelle; dieser Arbeitsgegenstand	Wert zuordnen; Reihe aufrufen; lokale Bildadresse; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2421	drei Gefaesse mit Wurzel- und Blattreihen
kol	K+OL	ZUORDNUNG + WEITER	Material zugeben; im selben Arbeitsgang fortfahren	Wert zuordnen; dieselbe Reihe fortführen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0593	mehrstufige Becken-, Figuren- und Laufseite
kolchdy	K+OL+CHD+Y	ZUORDNUNG + WEITER + WECHSEL + DIES	Material zugeben; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Wert zuordnen; dieselbe Reihe fortführen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1186	mehrere lokale Bad- und Leitungsstationen
koldy	K+OL+DY	ZUORDNUNG + WEITER + ENDE	Material zugeben; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Wert zuordnen; dieselbe Reihe fortführen; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0789	mehrstufige Becken-, Figuren- und Laufseite
kom	K+O+M_LOCAL	ZUORDNUNG + GANG + M	Material zugeben; Arbeitsgang ausführen; lokales Schreibzeichen	Wert zuordnen; Reihe aufrufen; lokales Bildzeichen	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0008	abgebildeter Pflanzenartikel f10r
kor	K+OR	ZUORDNUNG + EINTRAG	Material zugeben; Ansatz oder Zubereitung	Wert zuordnen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2490	drei Gefaesse mit Wurzel- und Blattreihen
korchy	K+OR+CH+Y	ZUORDNUNG + EINTRAG + AUSWAHL + DIES	Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Wert zuordnen; Eintragsklasse; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0348	abgebildeter Pflanzenartikel f56r
kshey	K+SH+E+Y	ZUORDNUNG + HALT + KURZ + DIES	Material zugeben; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Wert zuordnen; Bezug festhalten; erster Grad; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0640	mehrstufige Becken-, Figuren- und Laufseite
kshy	K+SH+Y	ZUORDNUNG + HALT + DIES	Material zugeben; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Wert zuordnen; Bezug festhalten; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0104	abgebildeter Pflanzenartikel f11r
ky	K+Y	ZUORDNUNG + DIES	Material zugeben; dieser Arbeitsgegenstand	Wert zuordnen; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0963	gemeinsames Bad- und Beckenfeld
lal	L+AL	VERBINDUNG + ZIEL	entlang des Arbeitswegs führen; Ziel- oder Anschlussstelle	Bildverbindung; Zielplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1496	lokale Becken-, Figuren- und Verbindungsstationen
lch	L+CH	VERBINDUNG + AUSWAHL	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen	Bildverbindung; Klasse oder Figur kennzeichnen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0581	mehrstufige Becken-, Figuren- und Laufseite
lchcphedy	L+CH+CPH+E+DY	VERBINDUNG + AUSWAHL + GEGENLAUF + KURZ + ENDE	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; umleiten; kurz oder direkt; Arbeitsschritt schließen	Bildverbindung; Klasse oder Figur kennzeichnen; Gegenplatz; erster Grad; Bildeintrag schließen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1525	lokale Becken-, Figuren- und Verbindungsstationen
lchdy	L+CHD+Y	VERBINDUNG + WECHSEL + DIES	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Bildverbindung; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1710	lokale Becken-, Figuren- und Verbindungsstationen
lcheckhedy	L+CKH+E+DY	VERBINDUNG + DURCHLASS + KURZ + ENDE	entlang des Arbeitswegs führen; durch einen Durchlass führen; kurz oder direkt; Arbeitsschritt schließen	Bildverbindung; Verbindung oder Durchlass; erster Grad; Bildeintrag schließen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1130	mehrere lokale Bad- und Leitungsstationen
lchedal	L+CHD+AL	VERBINDUNG + WECHSEL + ZIEL	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Ziel- oder Anschlussstelle	Bildverbindung; zu Gegen- oder Folgeplatz wechseln; Zielplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1053	gemeinsames Bad- und Beckenfeld
lchedar	L+CHD+AR	VERBINDUNG + WECHSEL + QUELLE	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Entnahmestelle	Bildverbindung; zu Gegen- oder Folgeplatz wechseln; Quell- oder Bezugsstelle	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1326	mehrere lokale Bad- und Leitungsstationen
lcheedy	L+CH+EE+D_ADDR+Y	VERBINDUNG + AUSWAHL + LANG + UNTER + DIES	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Bildverbindung; Klasse oder Figur kennzeichnen; zweiter Grad; Unterplatz; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1304	mehrere lokale Bad- und Leitungsstationen
lcheeor	L+CH+EE+OR	VERBINDUNG + AUSWAHL + LANG + EINTRAG	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; länger oder gehalten; Ansatz oder Zubereitung	Bildverbindung; Klasse oder Figur kennzeichnen; zweiter Grad; Eintragsklasse	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1373	mehrere lokale Bad- und Leitungsstationen
lcheey	L+EE+Y	VERBINDUNG + LANG + DIES	entlang des Arbeitswegs führen; länger oder gehalten; dieser Arbeitsgegenstand	Bildverbindung; zweiter Grad; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1297	mehrere lokale Bad- und Leitungsstationen
lcho	L+CH+O	VERBINDUNG + AUSWAHL + GANG	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	Bildverbindung; Klasse oder Figur kennzeichnen; Reihe aufrufen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1172	mehrere lokale Bad- und Leitungsstationen
lchpchdy	L+CH+P+CHD+Y	VERBINDUNG + AUSWAHL + EINSATZ + WECHSEL + DIES	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Bildverbindung; Klasse oder Figur kennzeichnen; Platz besetzen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0990	gemeinsames Bad- und Beckenfeld
lchs	L+CH+S	VERBINDUNG + AUSWAHL + WAHL	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen	Bildverbindung; Klasse oder Figur kennzeichnen; Bildklasse auswählen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1415	lokale Becken-, Figuren- und Verbindungsstationen
lchy	L+CH+Y	VERBINDUNG + AUSWAHL + DIES	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bildverbindung; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1265	mehrere lokale Bad- und Leitungsstationen
ldalor	L+AL+OR	VERBINDUNG + ZIEL + EINTRAG	entlang des Arbeitswegs führen; Ziel- oder Anschlussstelle; Ansatz oder Zubereitung	Bildverbindung; Zielplatz; Eintragsklasse	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1745	lokale Becken-, Figuren- und Verbindungsstationen
ldar	L+DA+R	VERBINDUNG + ZWEIT + MARKE	entlang des Arbeitswegs führen; zweite Arbeitsstufe; Zustand kennzeichnen	Bildverbindung; zweite Bildstufe; Zustandsmarke	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1526	lokale Becken-, Figuren- und Verbindungsstationen
lkamo	L+K+AM_ADDR+O	VERBINDUNG + ZUORDNUNG + INNEN + GANG	entlang des Arbeitswegs führen; Material zugeben; Innenstelle; Arbeitsgang ausführen	Bildverbindung; Wert zuordnen; Innenplatz; Reihe aufrufen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0465	mehrstufige Becken-, Figuren- und Laufseite
lkchedy	L+K+CHD+Y	VERBINDUNG + ZUORDNUNG + WECHSEL + DIES	entlang des Arbeitswegs führen; Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Bildverbindung; Wert zuordnen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1144	mehrere lokale Bad- und Leitungsstationen
lkedey	L+K+E+D_ADDR+E+Y	VERBINDUNG + ZUORDNUNG + KURZ + UNTER + KURZ + DIES	entlang des Arbeitswegs führen; Material zugeben; kurz oder direkt; bezeichneter Teil; kurz oder direkt; dieser Arbeitsgegenstand	Bildverbindung; Wert zuordnen; erster Grad; Unterplatz; erster Grad; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0972	gemeinsames Bad- und Beckenfeld
lkeed	L+K+EE+D_ADDR	VERBINDUNG + ZUORDNUNG + LANG + UNTER	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; bezeichneter Teil	Bildverbindung; Wert zuordnen; zweiter Grad; Unterplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1555	lokale Becken-, Figuren- und Verbindungsstationen
lkeedy	L+K+EE+D_ADDR+Y	VERBINDUNG + ZUORDNUNG + LANG + UNTER + DIES	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Bildverbindung; Wert zuordnen; zweiter Grad; Unterplatz; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1223	mehrere lokale Bad- und Leitungsstationen
lkeey	L+K+EE+Y	VERBINDUNG + ZUORDNUNG + LANG + DIES	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	Bildverbindung; Wert zuordnen; zweiter Grad; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1309	mehrere lokale Bad- und Leitungsstationen
lkshy	L+K+SH+Y	VERBINDUNG + ZUORDNUNG + HALT + DIES	entlang des Arbeitswegs führen; Material zugeben; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Bildverbindung; Wert zuordnen; Bezug festhalten; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1769	zwei lokale Himmelsraeder
lochedy	L+O+CHD+DY	VERBINDUNG + GANG + WECHSEL + ENDE	entlang des Arbeitswegs führen; Arbeitsgang ausführen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Bildverbindung; Reihe aufrufen; zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1339	mehrere lokale Bad- und Leitungsstationen
lolchedy	L+OL+CHD+DY	VERBINDUNG + WEITER + WECHSEL + ENDE	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; Arbeitsschritt schließen	Bildverbindung; dieselbe Reihe fortführen; zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0690	mehrstufige Becken-, Figuren- und Laufseite
lolol	L+OL+OL	VERBINDUNG + WEITER + WEITER	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren	Bildverbindung; dieselbe Reihe fortführen; dieselbe Reihe fortführen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1199	mehrere lokale Bad- und Leitungsstationen
lpchedy	L+P+CHD+Y	VERBINDUNG + EINSATZ + WECHSEL + DIES	entlang des Arbeitswegs führen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Bildverbindung; Platz besetzen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1405	lokale Becken-, Figuren- und Verbindungsstationen
lr	L+R	VERBINDUNG + MARKE	entlang des Arbeitswegs führen; Zustand kennzeichnen	Bildverbindung; Zustandsmarke	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1383	mehrere lokale Bad- und Leitungsstationen
ls	OL	WEITER	im selben Arbeitsgang fortfahren	dieselbe Reihe fortführen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1167	mehrere lokale Bad- und Leitungsstationen
lshed	L+SHED	VERBINDUNG + ABSETZEN	entlang des Arbeitswegs führen; absetzen lassen	Bildverbindung; Absetzklasse	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1317	mehrere lokale Bad- und Leitungsstationen
lshedary	L+SH+E+D_ADDR+AR+Y	VERBINDUNG + HALT + KURZ + UNTER + QUELLE + DIES	entlang des Arbeitswegs führen; Arbeitsgegenstand halten; kurz oder direkt; bezeichneter Teil; Entnahmestelle; dieser Arbeitsgegenstand	Bildverbindung; Bezug festhalten; erster Grad; Unterplatz; Quell- oder Bezugsstelle; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0589	mehrstufige Becken-, Figuren- und Laufseite
lshety	LSH+E+T+Y	SPUELEN + KURZ + EINSTELLUNG + DIES	spülen; kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Spülklasse; erster Grad; Platz oder Wert einstellen; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1043	gemeinsames Bad- und Beckenfeld
lshey	L+SH+E+Y	VERBINDUNG + HALT + KURZ + DIES	entlang des Arbeitswegs führen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Bildverbindung; Bezug festhalten; erster Grad; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0467	mehrstufige Becken-, Figuren- und Laufseite
lsho	LSH+O	SPUELEN + GANG	spülen; Arbeitsgang ausführen	Spülklasse; Reihe aufrufen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1047	gemeinsames Bad- und Beckenfeld
ltain	L+T+AIN	VERBINDUNG + EINSTELLUNG + EINHEIT	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Portion	Bildverbindung; Platz oder Wert einstellen; Einheit oder Index	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0461	mehrstufige Becken-, Figuren- und Laufseite
ltary	L+T+AR+Y	VERBINDUNG + EINSTELLUNG + QUELLE + DIES	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Entnahmestelle; dieser Arbeitsgegenstand	Bildverbindung; Platz oder Wert einstellen; Quell- oder Bezugsstelle; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0999	gemeinsames Bad- und Beckenfeld
lteedy	L+T+EE+D_ADDR+Y	VERBINDUNG + EINSTELLUNG + LANG + UNTER + DIES	entlang des Arbeitswegs führen; Arbeitsgang einstellen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Bildverbindung; Platz oder Wert einstellen; zweiter Grad; Unterplatz; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1246	mehrere lokale Bad- und Leitungsstationen
oain	O+AIN	GANG + EINHEIT	Arbeitsgang ausführen; Portion	Reihe aufrufen; Einheit oder Index	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2388	drei Gefaesse mit Wurzel- und Blattreihen
oalcheg	O+AL+CH+E+G_LABEL	GANG + ZIEL + AUSWAHL + KURZ + G	Arbeitsgang ausführen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; kurz oder direkt; lokales Schreibzeichen	Reihe aufrufen; Zielplatz; Klasse oder Figur kennzeichnen; erster Grad; lokales Bildzeichen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2191	Widderrad mit Stern tragenden Figuren
oar	O+AR	GANG + QUELLE	Arbeitsgang ausführen; Entnahmestelle	Reihe aufrufen; Quell- oder Bezugsstelle	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2142	drei getrennte heterogene Himmelsraeder
oaram	O+AR+AM_ADDR	GANG + QUELLE + INNEN	Arbeitsgang ausführen; Entnahmestelle; Innenstelle	Reihe aufrufen; Quell- oder Bezugsstelle; Innenplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2054	drei getrennte heterogene Himmelsraeder
ochedy	O+CHD+Y	GANG + WECHSEL + DIES	Arbeitsgang ausführen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Reihe aufrufen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0256	abgebildeter Pflanzenartikel f55v
ochol	O+OL	GANG + WEITER	Arbeitsgang ausführen; im selben Arbeitsgang fortfahren	Reihe aufrufen; dieselbe Reihe fortführen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1822	zwei lokale Himmelsraeder
ochoyk	O+CH+O+Y+K	GANG + AUSWAHL + GANG + DIES + ZUORDNUNG	Arbeitsgang ausführen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Material zugeben	Reihe aufrufen; Klasse oder Figur kennzeichnen; Reihe aufrufen; dieser Bildplatz; Wert zuordnen	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2115	drei getrennte heterogene Himmelsraeder
ochy	O+Y	GANG + DIES	Arbeitsgang ausführen; dieser Arbeitsgegenstand	Reihe aufrufen; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2150	Widderrad mit Stern tragenden Figuren
ockhey	O+CKH+E+Y	GANG + DURCHLASS + KURZ + DIES	Arbeitsgang ausführen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Reihe aufrufen; Verbindung oder Durchlass; erster Grad; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1571	lokale Becken-, Figuren- und Verbindungsstationen
ocphy	O+CPH+Y	GANG + GEGENLAUF + DIES	Arbeitsgang ausführen; umleiten; dieser Arbeitsgegenstand	Reihe aufrufen; Gegenplatz; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1993	mehrteiliger Sternatlas mit lokalen Zentren
octheol	O+CTH+E+OL	GANG + BEREIT + KURZ + WEITER	Arbeitsgang ausführen; bis bereit führen; kurz oder direkt; im selben Arbeitsgang fortfahren	Reihe aufrufen; Bereitschaftsklasse; erster Grad; dieselbe Reihe fortführen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1136	mehrere lokale Bad- und Leitungsstationen
