target_recipe	target_is_exact_catalog_key	target_identity_route	source_neighbor_edge_count	distinct_source_recipe_count	source_recipes	mutation_families	unique_sampled_context_count	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	observed_context_robustness	stop_factor_rules	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
O+EE+K+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+AIN	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+K+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+K+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+SH+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	ATOM_DELETION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+O+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+O+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+O+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+O+OK	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+O+P	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+O+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
O+EE+O+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+O+T	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+OR	YES	IDENTITY_EXACT_OBSERVED	2	2	O+E+OR|O+EE+Y	SAME_CLASS_SUBSTITUTION	4	4	f24v|f72r|f88v|f89r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+P+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+P+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	O+EE+O+S|O+EEE+S	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	2	2	f13r|f67r2	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+S+E+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+S+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	ADJACENT_SWAP	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+SH+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+SH+EE+DY	ADJACENT_SWAP	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+Y	YES	IDENTITY_EXACT_OBSERVED	3	3	O+EE+OR|O+EEE+Y|S+O+EE+Y	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	3	3	f24v|f67r2|f89r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE	NO	IDENTITY_NEW_VISIBLE_RECIPE	4	4	O+EEE+DY|O+EEE+D_ADDR|O+EEE+S|O+EEE+Y	ATOM_DELETION	4	4	f13r|f24v|f55v|f81r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+Y	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+Y	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+S	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+CH+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+CH+K+Y	SAME_CLASS_SUBSTITUTION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+S	SAME_CLASS_SUBSTITUTION	1	1	f13r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	FOCUS:CHD<-EEE	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+EEE+D_ADDR+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+D_ADDR+AIN	SAME_CLASS_SUBSTITUTION	1	1	f55v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	FOCUS:CHD<-EEE	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+EEE+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+S	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+K+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+AIN	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+K+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+K+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+SH+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+O+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EE+O+S	SAME_CLASS_SUBSTITUTION	1	1	f67r2	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
O+EEE+OK	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+S	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	O+E+OR|O+EE+OR|O+EEE+Y	SAME_CLASS_SUBSTITUTION	3	2	f24v|f89r	2	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
O+EEE+P	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+S	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+P+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+P+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+S	SAME_CLASS_SUBSTITUTION	1	1	f13r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	FOCUS:R<-EEE	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+EEE+S+E+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
O+EEE+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+S	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+T	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+S	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EEE+Y	YES	IDENTITY_EXACT_OBSERVED	1	1	O+EE+Y	SAME_CLASS_SUBSTITUTION	3	3	f72r|f88v|f89r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+IIN	YES	IDENTITY_EXACT_OBSERVED	5	5	D_ADDR+O+IIN|L+O+IIN|OK+O+IIN|OL+O+IIN|S+O+IIN	ATOM_DELETION	9	7	f13r|f1r|f67r2|f76r|f81r|f82r|f89r	9	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+IIN+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	D_ADDR+O+IIN+R	ATOM_DELETION	2	2	f10r|f24v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+IIN+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CARRIER_Q+O+IIN+S	ATOM_DELETION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	O+E+K+AIN|O+OK+AIN|O+S+AIN	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	3	3	f10r|f67r2|f75r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	O+CHD+AR|O+P+AR	SAME_CLASS_SUBSTITUTION	2	2	f76r|f81r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+AR+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+AR+CH+Y	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+A_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+O+A_ADDR+Y	ADJACENT_SWAP	1	1	f88r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CH+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+CH+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CH+E+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+CH+E+OR	SAME_CLASS_SUBSTITUTION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+CH+K+E+Y	ADJACENT_SWAP	8	5	f76r|f82r|f83r|f88r|f89r	8	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CH+EE+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+CH+EE+OL	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CH+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+O+CH+K+Y	ADJACENT_SWAP	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CH+OL+AL+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+CH+OL+AL+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f72r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CH+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	O+P+CH+OR|O+Y+K+CH+OR	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	2	2	f10r|f13r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CH+OR+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+CH+OR+DY	SAME_CLASS_SUBSTITUTION	1	1	f17r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+CH+K+Y	ADJACENT_SWAP	2	2	f67r2|f89r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CHD+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+CHD+DY	SAME_CLASS_SUBSTITUTION	2	2	f76r|f81r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+CHD+Y	SAME_CLASS_SUBSTITUTION	2	1	f76r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+O+D_ADDR	ADJACENT_SWAP	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+D_ADDR+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+O+D_ADDR+AIIN	ADJACENT_SWAP	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+D_ADDR+SH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+O+D_ADDR+SH+E+Y	ADJACENT_SWAP	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+E+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+AIN	ADJACENT_SWAP	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+E+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+O+E+AM_ADDR	ADJACENT_SWAP	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+E+DY	SAME_CLASS_SUBSTITUTION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+E+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	ADJACENT_SWAP	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+E+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+SH+E+O	SAME_CLASS_SUBSTITUTION	1	1	f71v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+E+O+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+CH+E+O+L	SAME_CLASS_SUBSTITUTION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	ATOM_DELETION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+E+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+SH+Y	ADJACENT_SWAP	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	5	5	K+O+E+Y|O+CH+E+Y|O+CH+K+E+Y|O+P+E+Y|O+SH+E+Y	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	12	8	f71v|f72r|f76r|f81v|f82r|f83r|f88r|f89r	12	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+EE+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+SH+EE+DY	SAME_CLASS_SUBSTITUTION	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+K+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+CH+K+E+Y	SAME_CLASS_SUBSTITUTION	8	5	f76r|f82r|f83r|f88r|f89r	0	0	8	OBSERVED_CONTEXT_ALL_STOP	PAIR:K>K	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+K+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+CH+K+Y	SAME_CLASS_SUBSTITUTION	2	2	f67r2|f89r	0	0	2	OBSERVED_CONTEXT_ALL_STOP	PAIR:K>K	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+K+M_LOCAL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+O+M_LOCAL	ADJACENT_SWAP	1	1	f10r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+O+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+O+AM_ADDR	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+O+D_ADDR+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+O+D_ADDR+OL	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+OL	SAME_CLASS_SUBSTITUTION	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f18r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+P+OR+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+CH+P+OR+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f24v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:K>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+K+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+O+S	ADJACENT_SWAP	1	1	f1r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:K>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+K+SH+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+SH+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	1	1	f76r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+SH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	K+O+SH+E+Y|O+P+SH+E+Y	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	3	3	f1r|f76r|f83r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+SH+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+SH+O+DY	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+K+SH+OL+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+O+SH+OL+DY	ADJACENT_SWAP	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
