dictionary_entry_id	surfaces	component_recipe	abstract_composition_de	workshop_prose_composition_de	owner_address_composition_de	observed_events	physical_pages	registers	observed_channel	observed_channel_reading_de	composition_status
P912-D0309	dal	AL	ZIEL	Ziel- oder Anschlussstelle	Zielplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0405	g	G_LABEL	G	lokales Schreibzeichen	lokales Bildzeichen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	lokales Bildzeichen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1359	ytchodly	Y+T+CH+O+D_ADDR+L+Y	REFERENT → EINSTELLUNG → AUSWAHL_ENTNAHME → LAUF → UNTERADRESSE → VERBINDUNG → REFERENT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; Bildverbindung; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; Bildverbindung; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0528	octhys	O+CTH+Y+S	LAUF → BEREITSTATUS → REFERENT → AUSWAHL	Arbeitsgang ausführen; bis bereit führen; dieser Arbeitsgegenstand; Arbeitsvariante auswählen	Reihe aufrufen; Bereitschaftsklasse; dieser Bildplatz; Bildklasse auswählen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Bereitschaftsklasse; dieser Bildplatz; Bildklasse auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1378	ytokar	Y+T+OK+AR	REFERENT → EINSTELLUNG → AKTIVIEREN → QUELLE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ansetzen; Entnahmestelle	dieser Bildplatz; Platz oder Wert einstellen; Bildplatz aktivieren; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; Bildplatz aktivieren; Quell- oder Bezugsstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0854	otolor	OT+OL+OR	NAECHSTER → FORTSETZUNG → EINTRAG	danach oder nächster Posten; im selben Arbeitsgang fortfahren; Ansatz oder Zubereitung	nächster Bildplatz; dieselbe Reihe fortführen; Eintragsklasse	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dieselbe Reihe fortführen; Eintragsklasse	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0646	okodar	OK+O+DA+R	AKTIVIEREN → LAUF → STUFE_2 → MARKE	Arbeitsgang ansetzen; Arbeitsgang ausführen; zweite Arbeitsstufe; Zustand kennzeichnen	Bildplatz aktivieren; Reihe aufrufen; zweite Bildstufe; Zustandsmarke	2	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Reihe aufrufen; zweite Bildstufe; Zustandsmarke	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0011	air	AIR	LAUFWEG	Flüssigkeits- oder Stationslauf	Ringlauf	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Ringlauf	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1195	soear	S+O+E+AR	AUSWAHL → LAUF → GRAD_1 → QUELLE	Arbeitsvariante auswählen; Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle	Bildklasse auswählen; Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0261	cpheey	CPH+EE+Y	GEGENLAUF → GRAD_2 → REFERENT	umleiten; länger oder gehalten; dieser Arbeitsgegenstand	Gegenplatz; zweiter Grad; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Gegenplatz; zweiter Grad; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0552	oepchod	O+E+P+CH+O+D_ADDR	LAUF → GRAD_1 → EINSETZUNG → AUSWAHL_ENTNAHME → LAUF → UNTERADRESSE	Arbeitsgang ausführen; kurz oder direkt; Material einsetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil	Reihe aufrufen; erster Grad; Platz besetzen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; erster Grad; Platz besetzen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0054	ay	A_ADDR+Y	ADRESSE → REFERENT	lokale Arbeitsstelle; dieser Arbeitsgegenstand	lokale Bildadresse; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	lokale Bildadresse; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0754	osar	O+S+AR	LAUF → AUSWAHL → QUELLE	Arbeitsgang ausführen; Arbeitsvariante auswählen; Entnahmestelle	Reihe aufrufen; Bildklasse auswählen; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Bildklasse auswählen; Quell- oder Bezugsstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0745	oran	OR+AN	EINTRAG → ZUSATZ	Ansatz oder Zubereitung; weiteren Posten zugeben	Eintragsklasse; zusätzlicher Eintrag	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Eintragsklasse; zusätzlicher Eintrag	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0324	dar	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Unterplatz; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	WORKSHOP_PROSE	bezeichneter Teil; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0023	aldaiin	AL+D_ADDR+AIIN	ZIEL → UNTERADRESSE → SOLLWERT	Ziel- oder Anschlussstelle; bezeichneter Teil; Sollmaß	Zielplatz; Unterplatz; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	Ziel- oder Anschlussstelle; bezeichneter Teil; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1284	ydaiin	Y+D_ADDR+AIIN	REFERENT → UNTERADRESSE → SOLLWERT	dieser Arbeitsgegenstand; bezeichneter Teil; Sollmaß	dieser Bildplatz; Unterplatz; verzeichneter Sollwert	2	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; bezeichneter Teil; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0910	qkoy	CARRIER_Q+K+O+Y	EINTRITT → ZUORDNUNG → LAUF → REFERENT	neuen Kartenblock beginnen; Material zugeben; Arbeitsgang ausführen; dieser Arbeitsgegenstand	Eintrittsform einer Bildkarte; Wert zuordnen; Reihe aufrufen; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	neuen Kartenblock beginnen; Material zugeben; Arbeitsgang ausführen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0929	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	EINTRITT → LAUF → F → LAUFWEG	neuen Kartenblock beginnen; Arbeitsgang ausführen; lokales Schreibzeichen; Flüssigkeits- oder Stationslauf	Eintrittsform einer Bildkarte; Reihe aufrufen; lokales Bildzeichen; Ringlauf	1	f67r2	ZODIAC	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; lokales Schreibzeichen; Flüssigkeits- oder Stationslauf	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1347	ypair	Y+P+AIR	REFERENT → EINSETZUNG → LAUFWEG	dieser Arbeitsgegenstand; Material einsetzen; Flüssigkeits- oder Stationslauf	dieser Bildplatz; Platz besetzen; Ringlauf	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material einsetzen; Flüssigkeits- oder Stationslauf	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1337	ykoaiin	Y+K+O+AIIN	REFERENT → ZUORDNUNG → LAUF → SOLLWERT	dieser Arbeitsgegenstand; Material zugeben; Arbeitsgang ausführen; Sollmaß	dieser Bildplatz; Wert zuordnen; Reihe aufrufen; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Arbeitsgang ausführen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1289	ydoly	Y+D_ADDR+OL+Y	REFERENT → UNTERADRESSE → FORTSETZUNG → REFERENT	dieser Arbeitsgegenstand; bezeichneter Teil; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	dieser Bildplatz; Unterplatz; dieselbe Reihe fortführen; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; bezeichneter Teil; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1358	ytalchos	Y+T+AL+CH+O+S	REFERENT → EINSTELLUNG → ZIEL → AUSWAHL_ENTNAHME → LAUF → AUSWAHL	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	dieser Bildplatz; Platz oder Wert einstellen; Zielplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0720	oly	OL+Y	FORTSETZUNG → REFERENT	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0642	okey	OK+E+Y	AKTIVIEREN → GRAD_1 → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Bildplatz aktivieren; erster Grad; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1227	sshey	S+SH+E+Y	AUSWAHL → HALTEN → GRAD_1 → REFERENT	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Bildklasse auswählen; Bezug festhalten; erster Grad; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1231	sy	Y	REFERENT	dieser Arbeitsgegenstand	dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1139	shees	SH+EE+S	HALTEN → GRAD_2 → AUSWAHL	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsvariante auswählen	Bezug festhalten; zweiter Grad; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0909	qeykeey	CARRIER_Q+E+Y+K+EE+Y	EINTRITT → GRAD_1 → REFERENT → ZUORDNUNG → GRAD_2 → REFERENT	neuen Kartenblock beginnen; kurz oder direkt; dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	Eintrittsform einer Bildkarte; erster Grad; dieser Bildplatz; Wert zuordnen; zweiter Grad; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	neuen Kartenblock beginnen; kurz oder direkt; dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1310	ykchey	Y+K+CH+E+Y	REFERENT → ZUORDNUNG → AUSWAHL_ENTNAHME → GRAD_1 → REFERENT	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	2	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0965	qokeochy	OK+E+O+CH+Y	AKTIVIEREN → GRAD_1 → LAUF → AUSWAHL_ENTNAHME → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bildplatz aktivieren; erster Grad; Reihe aufrufen; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0510	oaiin	O+AIIN	LAUF → SOLLWERT	Arbeitsgang ausführen; Sollmaß	Reihe aufrufen; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0680	olar	OL+AR	FORTSETZUNG → QUELLE	im selben Arbeitsgang fortfahren; Entnahmestelle	dieselbe Reihe fortführen; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1353	yshey	Y+SH+E+Y	REFERENT → HALTEN → GRAD_1 → REFERENT	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	dieser Bildplatz; Bezug festhalten; erster Grad; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0960	qokeeody	OK+EE+O+D_ADDR+Y	AKTIVIEREN → GRAD_2 → LAUF → UNTERADRESSE → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Bildplatz aktivieren; zweiter Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0156	cheos	CHEO+S	LOKALINHALT → AUSWAHL	Auszug; Arbeitsvariante auswählen	lokaler Eintrag; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	Auszug; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0547	oeeos	O+EE+O+S	LAUF → GRAD_2 → LAUF → AUSWAHL	Arbeitsgang ausführen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsvariante auswählen	Reihe aufrufen; zweiter Grad; Reihe aufrufen; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0918	qockhy	CARRIER_Q+O+CKH+Y	EINTRITT → LAUF → DURCHLASS → REFERENT	neuen Kartenblock beginnen; Arbeitsgang ausführen; durch einen Durchlass führen; dieser Arbeitsgegenstand	Eintrittsform einer Bildkarte; Reihe aufrufen; Verbindung oder Durchlass; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; durch einen Durchlass führen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0618	okeeody	OK+EE+O+D_ADDR+Y	AKTIVIEREN → GRAD_2 → LAUF → UNTERADRESSE → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Bildplatz aktivieren; zweiter Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0972	qokoaiin	OK+O+AIIN	AKTIVIEREN → LAUF → SOLLWERT	Arbeitsgang ansetzen; Arbeitsgang ausführen; Sollmaß	Bildplatz aktivieren; Reihe aufrufen; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsgang ausführen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0532	odain	O+D_ADDR+AIN	LAUF → UNTERADRESSE → EINHEIT	Arbeitsgang ausführen; bezeichneter Teil; Portion	Reihe aufrufen; Unterplatz; Einheit oder Index	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; bezeichneter Teil; Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0055	ay	A_ADDR+Y	ADRESSE → REFERENT	lokale Arbeitsstelle; dieser Arbeitsgegenstand	lokale Bildadresse; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	lokale Arbeitsstelle; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1173	shokchy	SH+OK+CH+Y	HALTEN → AKTIVIEREN → AUSWAHL_ENTNAHME → REFERENT	Arbeitsgegenstand halten; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bezug festhalten; Bildplatz aktivieren; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	Arbeitsgegenstand halten; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0244	chteey	CH+T+EE+Y	AUSWAHL_ENTNAHME → EINSTELLUNG → GRAD_2 → REFERENT	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0234	choteey	CH+OT+EE+Y	AUSWAHL_ENTNAHME → NAECHSTER → GRAD_2 → REFERENT	bezeichneten Anteil entnehmen; danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; nächster Bildplatz; zweiter Grad; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0264	cphol	CPH+OL	GEGENLAUF → FORTSETZUNG	umleiten; im selben Arbeitsgang fortfahren	Gegenplatz; dieselbe Reihe fortführen	1	f68r1	ZODIAC	WORKSHOP_PROSE	umleiten; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0153	cheor	CHEO+R	LOKALINHALT → MARKE	Auszug; Zustand kennzeichnen	lokaler Eintrag; Zustandsmarke	1	f68r1	ZODIAC	WORKSHOP_PROSE	Auszug; Zustand kennzeichnen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0724	opcheeol	O+P+CH+EE+OL	LAUF → EINSETZUNG → AUSWAHL_ENTNAHME → GRAD_2 → FORTSETZUNG	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; länger oder gehalten; im selben Arbeitsgang fortfahren	Reihe aufrufen; Platz besetzen; Klasse oder Figur kennzeichnen; zweiter Grad; dieselbe Reihe fortführen	1	f68r1	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; länger oder gehalten; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0860	otor	OT+OR	NAECHSTER → EINTRAG	danach oder nächster Posten; Ansatz oder Zubereitung	nächster Bildplatz; Eintragsklasse	1	f68r1	ZODIAC	WORKSHOP_PROSE	danach oder nächster Posten; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0190	choctheeey	CH+O+CTH+EEE+Y	AUSWAHL_ENTNAHME → LAUF → BEREITSTATUS → GRAD_3 → REFERENT	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bis bereit führen; vollständig; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Reihe aufrufen; Bereitschaftsklasse; dritter oder voller Grad; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bis bereit führen; vollständig; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0600	okchoal	OK+CH+O+AL	AKTIVIEREN → AUSWAHL_ENTNAHME → LAUF → ZIEL	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; Reihe aufrufen; Zielplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1261	tochso	T+O+CH+S+O	EINSTELLUNG → LAUF → AUSWAHL_ENTNAHME → AUSWAHL → LAUF	Arbeitsgang einstellen; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; Arbeitsgang ausführen	Platz oder Wert einstellen; Reihe aufrufen; Klasse oder Figur kennzeichnen; Bildklasse auswählen; Reihe aufrufen	1	f68r1	ZODIAC	WORKSHOP_PROSE	Arbeitsgang einstellen; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; Arbeitsgang ausführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0796	otchl	OT+CH+L	NAECHSTER → AUSWAHL_ENTNAHME → VERBINDUNG	danach oder nächster Posten; bezeichneten Anteil entnehmen; entlang des Arbeitswegs führen	nächster Bildplatz; Klasse oder Figur kennzeichnen; Bildverbindung	1	f68r1	ZODIAC	WORKSHOP_PROSE	danach oder nächster Posten; bezeichneten Anteil entnehmen; entlang des Arbeitswegs führen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0957	qokeeedy	OK+EEE+DY	AKTIVIEREN → GRAD_3 → ABSCHLUSS	Arbeitsgang ansetzen; vollständig; Arbeitsschritt schließen	Bildplatz aktivieren; dritter oder voller Grad; Bildeintrag schließen	1	f68r1	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ansetzen; vollständig; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0125	cheey	SH+EE+Y	HALTEN → GRAD_2 → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	Bezug festhalten; zweiter Grad; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0122	cheeteey	CH+EE+T+EE+Y	AUSWAHL_ENTNAHME → GRAD_2 → EINSTELLUNG → GRAD_2 → REFERENT	bezeichneten Anteil entnehmen; länger oder gehalten; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; zweiter Grad; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; länger oder gehalten; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1365	yteody	Y+T+E+O+DY	REFERENT → EINSTELLUNG → GRAD_1 → LAUF → ABSCHLUSS	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Arbeitsschritt schließen	dieser Bildplatz; Platz oder Wert einstellen; erster Grad; Reihe aufrufen; Bildeintrag schließen	1	f68r1	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0240	chpor	CH+P+OR	AUSWAHL_ENTNAHME → EINSETZUNG → EINTRAG	bezeichneten Anteil entnehmen; Material einsetzen; Ansatz oder Zubereitung	Klasse oder Figur kennzeichnen; Platz besetzen; Eintragsklasse	1	f68r1	ZODIAC	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Material einsetzen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0145	cheokorchey	CHEO+K+OR+CH+E+Y	LOKALINHALT → ZUORDNUNG → EINTRAG → AUSWAHL_ENTNAHME → GRAD_1 → REFERENT	Auszug; Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	lokaler Eintrag; Wert zuordnen; Eintragsklasse; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	Auszug; Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
