event_id	dictionary_entry_id	physical_page	locus	surface	channel	visible_owner_de	component_recipe	abstract_composition_de	register_composition_de	current_fluent_or_address_de
P912-E1335	P912-D0955	f82r	f82r.27	qokeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E1336	P912-D1054	f82r	f82r.27	rshedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+SHED+DY	MARKE → ABSETZUNG → ABSCHLUSS	Zustand kennzeichnen; absetzen lassen; Arbeitsschritt schließen	Kennzeichnen und absetzen; fertig.
P912-E1337	P912-D1020	f82r	f82r.27	qoteedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+EE+DY	NAECHSTER → GRAD_2 → ABSCHLUSS	danach oder nächster Posten; länger oder gehalten; Arbeitsschritt schließen	Danach länger weiterarbeiten; fertig.
P912-E1338	P912-D0955	f82r	f82r.27	qokeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E1339	P912-D0486	f82r	f82r.27	lochedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+O+CHD+DY	VERBINDUNG → LAUF → WECHSEL → ABSCHLUSS	entlang des Arbeitswegs führen; Arbeitsgang ausführen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Ausführen und umsetzen in den nächsten Lauf; fertig.
P912-E1340	P912-D0973	f82r	f82r.28	qokoiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+O+IIN	AKTIVIEREN → LAUF → STUFE	Arbeitsgang ansetzen; Arbeitsgang ausführen; Arbeitsstufe	Auf der angegebenen Stufe ansetzen und ausführen.
P912-E1341	P912-D1132	f82r	f82r.28	shedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen; fertig.
P912-E1342	P912-D0955	f82r	f82r.28	qokeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E1343	P912-D1006	f82r	f82r.28	qotaiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+AIIN	NAECHSTER → SOLLWERT	danach oder nächster Posten; Sollmaß	Danach nach Sollmaß diesen Posten kurz entnehmen und bereitstellen.
P912-E1344	P912-D0079	f82r	f82r.28	chcthey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CH+CTH+E+Y	AUSWAHL_ENTNAHME → BEREITSTATUS → GRAD_1 → REFERENT	bezeichneten Anteil entnehmen; bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	Danach nach Sollmaß diesen Posten kurz entnehmen und bereitstellen.
P912-E1345	P912-D1021	f82r	f82r.28	qoteeol	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+EE+OL	NAECHSTER → GRAD_2 → FORTSETZUNG	danach oder nächster Posten; länger oder gehalten; im selben Arbeitsgang fortfahren	Danach weiter nach Sollmaß diesen Posten länger ansetzen.
P912-E1346	P912-D0166	f82r	f82r.28	chey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	Y	REFERENT	dieser Arbeitsgegenstand	Danach weiter nach Sollmaß diesen Posten länger ansetzen.
P912-E1347	P912-D0931	f82r	f82r.28	qokaiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+AIIN	AKTIVIEREN → SOLLWERT	Arbeitsgang ansetzen; Sollmaß	Danach weiter nach Sollmaß diesen Posten länger ansetzen.
P912-E1348	P912-D0719	f82r	f82r.28	oly	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OL+Y	FORTSETZUNG → REFERENT	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	Weiter aus diesem Teil diesen Posten länger halten.
P912-E1349	P912-D0279	f82r	f82r.29	d	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	D_ADDR	UNTERADRESSE	bezeichneter Teil	Weiter aus diesem Teil diesen Posten länger halten.
P912-E1350	P912-D0123	f82r	f82r.29	cheey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SH+EE+Y	HALTEN → GRAD_2 → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	Weiter aus diesem Teil diesen Posten länger halten.
P912-E1351	P912-D0463	f82r	f82r.29	lchedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CHD+DY	VERBINDUNG → WECHSEL → ABSCHLUSS	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Umsetzen in den nächsten Lauf; fertig.
P912-E1352	P912-D0955	f82r	f82r.29	qokeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E1353	P912-D0463	f82r	f82r.29	lchedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CHD+DY	VERBINDUNG → WECHSEL → ABSCHLUSS	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Umsetzen in den nächsten Lauf; fertig.
P912-E1354	P912-D1045	f82r	f82r.29	rchedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+CHD+Y	MARKE → WECHSEL → REFERENT	Zustand kennzeichnen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Diesen Posten kennzeichnen und umsetzen.
P912-E1355	P912-D0667	f82r	f82r.29	oky	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+Y	AKTIVIEREN → REFERENT	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Diesen Posten ansetzen.
P912-E1356	P912-D1018	f82r	f82r.29	qotedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+E+DY	NAECHSTER → GRAD_1 → ABSCHLUSS	danach oder nächster Posten; kurz oder direkt; Arbeitsschritt schließen	Danach kurz weiterarbeiten; fertig.
P912-E1357	P912-D1027	f82r	f82r.29	qoty	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+Y	NAECHSTER → REFERENT	danach oder nächster Posten; dieser Arbeitsgegenstand	Danach nach Sollmaß diesen Posten länger kennzeichnen.
P912-E1358	P912-D1027	f82r	f82r.29	qoty	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+Y	NAECHSTER → REFERENT	danach oder nächster Posten; dieser Arbeitsgegenstand	Danach nach Sollmaß diesen Posten länger kennzeichnen.
P912-E1359	P912-D1022	f82r	f82r.30	qoteey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+EE+Y	NAECHSTER → GRAD_2 → REFERENT	danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	Danach nach Sollmaß diesen Posten länger kennzeichnen.
P912-E1360	P912-D1036	f82r	f82r.30	raiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+AIIN	MARKE → SOLLWERT	Zustand kennzeichnen; Sollmaß	Danach nach Sollmaß diesen Posten länger kennzeichnen.
P912-E1361	P912-D0147	f82r	f82r.30	cheol	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CHEO+L	LOKALINHALT → VERBINDUNG	Auszug; entlang des Arbeitswegs führen	Danach den Auszug und diesen Posten länger absetzen in den nächsten Lauf; fertig.
P912-E1362	P912-D1022	f82r	f82r.30	qoteey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+EE+Y	NAECHSTER → GRAD_2 → REFERENT	danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	Danach den Auszug und diesen Posten länger absetzen in den nächsten Lauf; fertig.
P912-E1363	P912-D1132	f82r	f82r.30	shedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Danach den Auszug und diesen Posten länger absetzen in den nächsten Lauf; fertig.
P912-E1364	P912-D0962	f82r	f82r.30	qokeey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger ansetzen.
P912-E1365	P912-D0496	f82r	f82r.30	lshedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	LSH+E+DY	SPUELUNG → GRAD_1 → ABSCHLUSS	spülen; kurz oder direkt; Arbeitsschritt schließen	Kurz spülen; fertig.
P912-E1366	P912-D0955	f82r	f82r.30	qokeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E1367	P912-D1035	f82r	f82r.30	rag	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+A_ADDR+G_LABEL	MARKE → ADRESSE → G	Zustand kennzeichnen; lokale Arbeitsstelle; lokales Schreibzeichen	Von der lokalen Stelle kennzeichnen.
P912-E1368	P912-D0147	f82r	f82r.31	cheol	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CHEO+L	LOKALINHALT → VERBINDUNG	Auszug; entlang des Arbeitswegs führen	Weiter aus diesem Teil den Auszug und diesen Posten länger kennzeichnen und halten in den nächsten Lauf.
P912-E1369	P912-D0673	f82r	f82r.31	ol	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter aus diesem Teil den Auszug und diesen Posten länger kennzeichnen und halten in den nächsten Lauf.
P912-E1370	P912-D1055	f82r	f82r.31	rsheedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+SH+EE+D_ADDR+Y	MARKE → HALTEN → GRAD_2 → UNTERADRESSE → REFERENT	Zustand kennzeichnen; Arbeitsgegenstand halten; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Weiter aus diesem Teil den Auszug und diesen Posten länger kennzeichnen und halten in den nächsten Lauf.
P912-E1371	P912-D0463	f82r	f82r.31	lchedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CHD+DY	VERBINDUNG → WECHSEL → ABSCHLUSS	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Umsetzen in den nächsten Lauf; fertig.
P912-E1372	P912-D1027	f82r	f82r.31	qoty	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+Y	NAECHSTER → REFERENT	danach oder nächster Posten; dieser Arbeitsgegenstand	Danach diesen Posten und den Ansatz länger entnehmen in den nächsten Lauf.
P912-E1373	P912-D0465	f82r	f82r.31	lcheeor	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CH+EE+OR	VERBINDUNG → AUSWAHL_ENTNAHME → GRAD_2 → EINTRAG	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; länger oder gehalten; Ansatz oder Zubereitung	Danach diesen Posten und den Ansatz länger entnehmen in den nächsten Lauf.
P912-E1374	P912-D0933	f82r	f82r.31	qokain	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Als eine Portion ansetzen.
P912-E1375	P912-D0116	f82r	f82r.31	cheedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CH+EE+D_ADDR+Y	AUSWAHL_ENTNAHME → GRAD_2 → UNTERADRESSE → REFERENT	bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten länger entnehmen.
P912-E1376	P912-D0460	f82r	f82r.31	lched	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CHD	VERBINDUNG → WECHSEL	entlang des Arbeitswegs führen; Arbeitsgut umsetzen	Umsetzen in den nächsten Lauf.
P912-E1377	P912-D1234	f82r	f82r.32	taiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	T+AIIN	EINSTELLUNG → SOLLWERT	Arbeitsgang einstellen; Sollmaß	Nach Sollmaß einstellen.
P912-E1378	P912-D1129	f82r	f82r.32	shedaiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SHED+AIIN	ABSETZUNG → SOLLWERT	absetzen lassen; Sollmaß	Nach Sollmaß absetzen.
P912-E1379	P912-D0074	f82r	f82r.32	chckhey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CH+CKH+E+Y	AUSWAHL_ENTNAHME → DURCHLASS → GRAD_1 → REFERENT	bezeichneten Anteil entnehmen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz entnehmen durch den Durchlass.
P912-E1380	P912-D0467	f82r	f82r.32	lchey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+Y	VERBINDUNG → REFERENT	entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	Diesen Posten länger halten in den nächsten Lauf durch den Durchlass.
P912-E1381	P912-D0459	f82r	f82r.32	lcheckhy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CKH+Y	VERBINDUNG → DURCHLASS → REFERENT	entlang des Arbeitswegs führen; durch einen Durchlass führen; dieser Arbeitsgegenstand	Diesen Posten länger halten in den nächsten Lauf durch den Durchlass.
P912-E1382	P912-D1142	f82r	f82r.32	sheey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SH+EE+Y	HALTEN → GRAD_2 → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger halten in den nächsten Lauf durch den Durchlass.
P912-E1383	P912-D0492	f82r	f82r.32	lr	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+R	VERBINDUNG → MARKE	entlang des Arbeitswegs führen; Zustand kennzeichnen	Kennzeichnen in den nächsten Lauf.
P912-E1384	P912-D0166	f82r	f82r.32	chey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	Y	REFERENT	dieser Arbeitsgegenstand	Als eine Portion diesen Posten kennzeichnen.
P912-E1385	P912-D1038	f82r	f82r.32	rain	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+AIN	MARKE → EINHEIT	Zustand kennzeichnen; Portion	Als eine Portion diesen Posten kennzeichnen.
P912-E1386	P912-D1070	f82r	f82r.33	sain	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	S+AIN	AUSWAHL → EINHEIT	Arbeitsvariante auswählen; Portion	Als eine Portion wählen.
P912-E1387	P912-D0673	f82r	f82r.33	ol	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter den Auszug und diesen Posten kurz kennzeichnen in den nächsten Lauf.
P912-E1388	P912-D0147	f82r	f82r.33	cheol	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CHEO+L	LOKALINHALT → VERBINDUNG	Auszug; entlang des Arbeitswegs führen	Weiter den Auszug und diesen Posten kurz kennzeichnen in den nächsten Lauf.
P912-E1389	P912-D0402	f82r	f82r.33	ey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	E+Y	GRAD_1 → REFERENT	kurz oder direkt; dieser Arbeitsgegenstand	Weiter den Auszug und diesen Posten kurz kennzeichnen in den nächsten Lauf.
P912-E1390	P912-D0151	f82r	f82r.33	cheor	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CHEO+R	LOKALINHALT → MARKE	Auszug; Zustand kennzeichnen	Weiter den Auszug und diesen Posten kurz kennzeichnen in den nächsten Lauf.
P912-E1391	P912-D0166	f82r	f82r.33	chey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten weiterarbeiten.
P912-E1392	P912-D0663	f82r	f82r.34	okor	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	OK+OR	AKTIVIEREN → EINTRAG	Bildplatz aktivieren; Eintragsklasse	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Eintragsklasse.
P912-E1393	P912-D0330	f82r	f82r.35	darol	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	DA+R+OL	STUFE_2 → MARKE → FORTSETZUNG	zweite Bildstufe; Zustandsmarke; dieselbe Reihe fortführen	mehrere lokale Bad- und Leitungsstationen: zweite Stufe, Zustandsmarke, gleiche Reihe weiter.
P912-E1394	P912-D0576	f82r	f82r.36	okal	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	OK+AL	AKTIVIEREN → ZIEL	Bildplatz aktivieren; Zielplatz	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Zielplatz.
P912-E1395	P912-D0583	f82r	f82r.37	okaldy	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	OK+AL+DY	AKTIVIEREN → ZIEL → ABSCHLUSS	Bildplatz aktivieren; Zielplatz; Bildeintrag schließen	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Zielplatz, Eintrag schließen.
P912-E1396	P912-D0328	f82r	f82r.38	darary	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	DA+R+AR+Y	STUFE_2 → MARKE → QUELLE → REFERENT	zweite Bildstufe; Zustandsmarke; Quell- oder Bezugsstelle; dieser Bildplatz	mehrere lokale Bad- und Leitungsstationen: zweite Stufe, Zustandsmarke, Quell- oder Bezugsstelle, dieser Platz.
P912-E1397	P912-D0575	f82r	f82r.39	okairady	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	OK+AIR+A_ADDR+D_ADDR+Y	AKTIVIEREN → LAUFWEG → ADRESSE → UNTERADRESSE → REFERENT	Bildplatz aktivieren; Ringlauf; lokale Bildadresse; Unterplatz; dieser Bildplatz	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Ringlauf, lokale Adresse, Unterplatz, dieser Platz.
P912-E1398	P912-D1216	f82r	f82r.40	sororl	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	S+OR+OR+L	AUSWAHL → EINTRAG → EINTRAG → VERBINDUNG	Bildklasse auswählen; Eintragsklasse; Eintragsklasse; Bildverbindung	mehrere lokale Bad- und Leitungsstationen: Klasse wählen, Eintragsklasse, Verbindung.
P912-E1399	P912-D0703	f82r	f82r.41	olkoky	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	OL+K+OK+Y	FORTSETZUNG → ZUORDNUNG → AKTIVIEREN → REFERENT	dieselbe Reihe fortführen; Wert zuordnen; Bildplatz aktivieren; dieser Bildplatz	mehrere lokale Bad- und Leitungsstationen: gleiche Reihe weiter, Wert zuordnen, Platz aktivieren, dieser Platz.
P912-E1400	P912-D1199	f82r	f82r.42	sokoly	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	S+OK+OL+Y	AUSWAHL → AKTIVIEREN → FORTSETZUNG → REFERENT	Bildklasse auswählen; Bildplatz aktivieren; dieselbe Reihe fortführen; dieser Bildplatz	mehrere lokale Bad- und Leitungsstationen: Klasse wählen, Platz aktivieren, gleiche Reihe weiter, dieser Platz.
P912-E1401	P912-D0375	f82r	f82r.43	dolol	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	D_ADDR+OL+OL	UNTERADRESSE → FORTSETZUNG → FORTSETZUNG	Unterplatz; dieselbe Reihe fortführen; dieselbe Reihe fortführen	mehrere lokale Bad- und Leitungsstationen: Unterplatz, gleiche Reihe weiter.
P912-E1402	P912-D0677	f82r	f82r.44	olaiin	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	OL+AIIN	FORTSETZUNG → SOLLWERT	dieselbe Reihe fortführen; verzeichneter Sollwert	mehrere lokale Bad- und Leitungsstationen: gleiche Reihe weiter, verzeichneter Sollwert.
P912-E1403	P912-D0611	f82r	f82r.45	okeear	OWNER_ADDRESS_OR_DIAGRAM	mehrere lokale Bad- und Leitungsstationen	OK+EE+AR	AKTIVIEREN → GRAD_2 → QUELLE	Bildplatz aktivieren; zweiter Grad; Quell- oder Bezugsstelle	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, zweiter Grad, Quell- oder Bezugsstelle.
P912-E1404	P912-D1243	f83r	f83r.1	tchedy	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	T+CHD+Y	EINSTELLUNG → WECHSEL → REFERENT	Arbeitsgang einstellen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Diesen Posten einstellen und umsetzen.
P912-E1405	P912-D0491	f83r	f83r.1	lpchedy	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	L+P+CHD+Y	VERBINDUNG → EINSETZUNG → WECHSEL → REFERENT	entlang des Arbeitswegs führen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Diesen Posten einsetzen und umsetzen in den nächsten Lauf.
P912-E1406	P912-D0730	f83r	f83r.1	opedy	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	O+P+E+DY	LAUF → EINSETZUNG → GRAD_1 → ABSCHLUSS	Arbeitsgang ausführen; Material einsetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ausführen und einsetzen; fertig.
P912-E1407	P912-D0158	f83r	f83r.1	chepol	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	CH+E+P+OL	AUSWAHL_ENTNAHME → GRAD_1 → EINSETZUNG → FORTSETZUNG	bezeichneten Anteil entnehmen; kurz oder direkt; Material einsetzen; im selben Arbeitsgang fortfahren	Weiter kurz entnehmen und einsetzen.
P912-E1408	P912-D0882	f83r	f83r.1	pchedar	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	P+CHD+AR	EINSETZUNG → WECHSEL → QUELLE	Material einsetzen; Arbeitsgut umsetzen; Entnahmestelle	Von der Entnahmestelle einsetzen und umsetzen.
P912-E1409	P912-D1132	f83r	f83r.1	shedy	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen; fertig.
P912-E1410	P912-D0997	f83r	f83r.1	qopchedy	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	CARRIER_Q+O+P+CHD+Y	EINTRITT → LAUF → EINSETZUNG → WECHSEL → REFERENT	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Diesen Posten ausführen, einsetzen und umsetzen unter q-Träger.
P912-E1411	P912-D1200	f83r	f83r.2	sol	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter diesen Posten länger halten.
P912-E1412	P912-D0123	f83r	f83r.2	cheey	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	SH+EE+Y	HALTEN → GRAD_2 → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	Weiter diesen Posten länger halten.
P912-E1413	P912-D0931	f83r	f83r.2	qokaiin	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	OK+AIIN	AKTIVIEREN → SOLLWERT	Arbeitsgang ansetzen; Sollmaß	Nach Sollmaß ansetzen.
P912-E1414	P912-D1175	f83r	f83r.2	shol	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	SH+OL	HALTEN → FORTSETZUNG	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	Weiter halten.
P912-E1415	P912-D0470	f83r	f83r.2	lchs	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	L+CH+S	VERBINDUNG → AUSWAHL_ENTNAHME → AUSWAHL	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen	Entnehmen und wählen in den nächsten Lauf.
P912-E1416	P912-D1161	f83r	f83r.2	shey	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	SH+E+Y	HALTEN → GRAD_1 → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz halten.
P912-E1417	P912-D1020	f83r	f83r.2	qoteedy	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	OT+EE+DY	NAECHSTER → GRAD_2 → ABSCHLUSS	danach oder nächster Posten; länger oder gehalten; Arbeitsschritt schließen	Danach länger weiterarbeiten; fertig.
P912-E1418	P912-D1046	f83r	f83r.2	rches	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	R+CH+E+S	MARKE → AUSWAHL_ENTNAHME → GRAD_1 → AUSWAHL	Zustand kennzeichnen; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsvariante auswählen	Kurz kennzeichnen, entnehmen und wählen.
P912-E1419	P912-D0040	f83r	f83r.2	ar	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	AR	QUELLE	Entnahmestelle	Von der Entnahmestelle diesen Posten umsetzen.
P912-E1420	P912-D0107	f83r	f83r.2	chedy	WORKSHOP_PROSE	lokale Becken-, Figuren- und Verbindungsstationen	CHD+Y	WECHSEL → REFERENT	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Von der Entnahmestelle diesen Posten umsetzen.
