occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	semantic_scope	claim_boundary
G660-T546	f95r1	f95r1.6	10	dy	EOS	0	0	0	tchdor or chekchdy qokar chcthy qotchdy lshedy qoky qofain dy	tchdor or chekchdy qokar chcthy qotchdy lshedy qoky qofain dy	tchdor or chekch y qokas chcthy qotchdy lshedy qo y qofain y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T547	f95v1	f95v1.12	2	s	MEDIAL	1	1	0	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal	sho tshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T548	f95v1	f95v1.13	2	qodain	MEDIAL	1	1	0	lshee qodain okaiin otody chcthy	lshee qodain okaiin otody chcthy	lee qodain okaiin oto y chcthy	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T549	f95v2	f95v2.4	9	s	EOS	1	1	0	daiin olkain qokan shar shekydy dain alkain okalaiin s	daiin olkain qokan shar shekydy dain alkain okal aiin s	daiin olkain qokan ar shekydy dain alkain okal aiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T550	f96r	f96r.11	5	s	MEDIAL	1	1	0	teol cheody shodol qokchod s aiin chokey	teol cheody shodol qokchod s aiin chokey	teol cheo y shodol qokchod s aiin chokey	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T551	f96r	f96r.12	5	dy	MEDIAL	1	1	0	dcheor cheol cheodaiin ol dy d chs archeody	dcheor cheol cheodain ol dy d chs archeody	dcheor cheol cheodaiin ol dy d chs archeody	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T552	f96r	f96r.4	5	s	MEDIAL	1	1	1	or chor chkchol chokchor s or sheockhy choly	or chor chkchol chokchor s or sheockhy choly	or chor chkchol chokchor s or sheockhy choly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T553	f99r	f99r.16	3	s	MEDIAL	0	0	0	saroshy shor s shor sheol kolsheol qoeol sholkol ckhol ckhory	raroshy shor sshor sheol kol sheol qoeol shol kol ckhol ckhory	saroshy shor s shor sheol kolsheol qoeol shol kol ckhol ckhory	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T554	f99r	f99r.43	9	s	MEDIAL	1	1	0	daiin cheeokeey checkhey dor oldy sheey keody okeeey s aiin ols	daiin cheeokeey checkhey dor oldy sheey keody okeeey s aiin ols	daiin cheeokeey checkhey dor oldy sheey keody okeeey s aiin ls	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T555	f99r	f99r.49	7	s	MEDIAL	0	0	0	okeeey keey keear okeey daiin okeol s aiin olaiir oolsal	okeeey keey keeor okeey daiin okeols aiin olaiir oolsal	okeeey keey keeo r okeey aiin okeol s aiin olaiir oolsal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T556	f99r	f99r.51	4	dy	MEDIAL	1	1	0	yshaiin ey octhey dy daiin okor okeey shsh	yshain ykhey octhey dy daiin okor okeey shcty sh	yshaiin ey cthey dy aiin okor okeey shsh	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T557	f99v	f99v.10	6	s	MEDIAL	1	1	0	sol cheols ockhey qoy qkoldy s ok oleees oteey dain	sol cheols ockhey qockhy qkoldy s ok oleees oteey dain	sol cheols ockhey qoy qkoldy s ok ol eees oteey ain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T558	f99v	f99v.22	5	s	MEDIAL	0	0	0	doiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	doiin otey okeeol saiin okeol qokeol ctheol qokeol dy qokaiin	daiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T559	f99v	f99v.22	11	dy	MEDIAL	1	1	0	doiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	doiin otey okeeol saiin okeol qokeol ctheol qokeol dy qokaiin	daiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T560	f99v	f99v.32	4	dy	MEDIAL	1	1	0	qokeeoy chokol qokeeo dy qokeeol olpchey daiir okeedy okolol	qoteeoy chokol qokeeo dy qokeeol olpchey doiir okeedy okolol	qoteeoy chokol qokeeo dy qokeeol olpchey daiir okee y okolol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T561	f9r	f9r.1	5	s	MEDIAL	1	1	1	tydlo choly cthor orchey s shy odaiin sary shor cthy	tydlo choly cthor orchey s shy odaiin sary shor cthy	tydlo choly cthor orchey s shy odaiin sary shor cthy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T562	f9r	f9r.2	7	dy	MEDIAL	1	1	1	oykeey chol ytaiin okchody toeoky okoiin dy or chaiin	oykeey chol ytaiin okchody toeoky okoiin dy or chaiin	oykeey chol ytaiin okchody toeoky okoiin dy or chaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T563	f9r	f9r.5	10	dy	EOS	1	1	1	daiin chor sor cthy chokoiin shol dsholdy otchol ot dy	daiin chor sor cthy chokoiin shol dsholdy otchol ot dy	daiin chor sor cthy chokoiin shol dsholdy otchol ot dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T564	f9r	f9r.8	8	s	MEDIAL	1	1	0	qotcho qokchy cthey koraiin okain d dal s olshocthy	qotcho qokchy cthey koraiin okain d dal s olsho cthy	qotcho qokchy cthey koraiin okain dal s olshocthy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T565	f9v	f9v.2	8	dy	MEDIAL	1	1	1	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T566	f9v	f9v.2	11	dy	EOS	1	1	1	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
