unified_serial	section	page	unit_id	local_statement_or_locus	local_event_id	surface_display_only	reader_layer	portable_or_local_value_de	silent_owner_or_namespace	complete_local_instruction_de	section_role	handoff_status	exact_source_binding
401	ASTRO	f67r2	A1	f67r2.9	A1:G020	ykaly	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
402	ASTRO	f67r2	A1	f67r2.10	A1:G021	lkshy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
403	ASTRO	f67r2	A1	f67r2.10	A1:G022	kchy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
404	ASTRO	f67r2	A1	f67r2.10	A1:G023	okar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
405	ASTRO	f67r2	A1	f67r2.11	A1:G024	chky	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
406	ASTRO	f67r2	A1	f67r2.11	A1:G025	chykchs	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
407	ASTRO	f67r2	A1	f67r2.11	A1:G026	chy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
408	ASTRO	f67r2	A1	f67r2.12	A1:G027	ykees	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
409	ASTRO	f67r2	A1	f67r2.12	A1:G028	ykchos	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
410	ASTRO	f67r2	A1	f67r2.13	A1:G029	opodchol	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
411	ASTRO	f67r2	A1	f67r2.13	A1:G030	s	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
412	ASTRO	f67r2	A1	f67r2.13	A1:G031	ain	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
413	ASTRO	f67r2	A1	f67r2.13	A1:G032	aldy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
414	ASTRO	f67r2	A1	f67r2.14	A1:G033	soeey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
415	ASTRO	f67r2	A1	f67r2.14	A1:G034	doiin	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
416	ASTRO	f67r2	A1	f67r2.14	A1:G035	oldy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
417	ASTRO	f67r2	A1	f67r2.15	A1:G036	dolchsody	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
418	ASTRO	f67r2	A1	f67r2.16	A1:G037	odaeiin	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
419	ASTRO	f67r2	A1	f67r2.16	A1:G038	okoes	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
420	ASTRO	f67r2	A1	f67r2.16	A1:G039	oekain	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
421	ASTRO	f67r2	A1	f67r2.16	A1:G040	y	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
422	ASTRO	f67r2	A1	f67r2.17	A1:G041	otchey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
423	ASTRO	f67r2	A1	f67r2.17	A1:G042	soraiir	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
424	ASTRO	f67r2	A1	f67r2.17	A1:G043	dy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
425	ASTRO	f67r2	A1	f67r2.18	A1:G044	qopchy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
426	ASTRO	f67r2	A1	f67r2.18	A1:G045	daiin	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
427	ASTRO	f67r2	A1	f67r2.18	A1:G046	dal	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
428	ASTRO	f67r2	A1	f67r2.19	A1:G047	ydchos	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
429	ASTRO	f67r2	A1	f67r2.19	A1:G048	ain	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
430	ASTRO	f67r2	A1	f67r2.19	A1:G049	ar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
431	ASTRO	f67r2	A1	f67r2.19	A1:G050	amy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
432	ASTRO	f67r2	A1	f67r2.20	A1:G051	chocfhy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
433	ASTRO	f67r2	A1	f67r2.20	A1:G052	saral	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
434	ASTRO	f67r2	A1	f67r2.21	A1:G053	sain	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
435	ASTRO	f67r2	A1	f67r2.21	A1:G054	am	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
436	ASTRO	f67r2	A1	f67r2.21	A1:G055	ar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
437	ASTRO	f67r2	A1	f67r2.22	A1:G056	okal	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
438	ASTRO	f67r2	A1	f67r2.23	A1:G057	oparchy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
439	ASTRO	f67r2	A1	f67r2.23	A1:G058	salsain	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
440	ASTRO	f67r2	A1	f67r2.24	A1:G059	sodar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
441	ASTRO	f67r2	A1	f67r2.24	A1:G060	ofar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
442	ASTRO	f67r2	A1	f67r2.24	A1:G061	ar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
443	ASTRO	f67r2	A1	f67r2.25	A1:G062	ydam	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
444	ASTRO	f67r2	A1	f67r2.26	A1:G063	yteoor	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
445	ASTRO	f67r2	A1	f67r2.26	A1:G064	yto	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
446	ASTRO	f67r2	A1	f67r2.26	A1:G065	ykor	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
447	ASTRO	f67r2	A1	f67r2.27	A1:G066	okeo	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
448	ASTRO	f67r2	A1	f67r2.27	A1:G067	r	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
449	ASTRO	f67r2	A1	f67r2.27	A1:G068	aiin	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
450	ASTRO	f67r2	A1	f67r2.27	A1:G069	am	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
451	ASTRO	f67r2	A1	f67r2.28	A1:G070	okain	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
452	ASTRO	f67r2	A1	f67r2.28	A1:G071	am	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
453	ASTRO	f67r2	A1	f67r2.29	A1:G072	ytody	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
454	ASTRO	f67r2	A1	f67r2.29	A1:G073	saiin	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
455	ASTRO	f67r2	A1	f67r2.30	A1:G074	ochol	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
456	ASTRO	f67r2	A1	f67r2.30	A1:G075	olol	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
457	ASTRO	f67r2	A1	f67r2.31	A1:G076	opcholdy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
458	ASTRO	f67r2	A1	f67r2.32	A1:G077	dosar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
459	ASTRO	f67r2	A1	f67r2.32	A1:G078	odas	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
460	ASTRO	f67r2	A1	f67r2.32	A1:G079	air	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
