paragraph_id	paragraph_ordinal	page	physical_folio	paragraph_ordinal_on_page	start_locus	end_locus	start_line_number	end_line_number	section	language	hand	source_line_count	source_token_count	common_masked_line_count	common_masked_loci	surviving_line_count	surviving_loci	basis_retained_token_count	basis_nonempty_retained_lines	post_mask_length_bin	basis_eligible_12_tokens_2_lines	exact_feature_token_count	exact_feature_type_count	exact_feature_counts	ed1_feature_token_count	ed1_feature_type_count	ed1_feature_counts	raw_target_memberships	stable_target_memberships	lcs_audit_target_memberships	raw_target_membership_count	stable_target_membership_count	lcs_audit_target_membership_count	semantic_credit
G807-P0344	344	f89v1	f89v	2	f89v1.13	f89v1.20	13	20	P	A	1	8	75	3	f89v1.16|f89v1.18|f89v1.20	5	f89v1.13|f89v1.14|f89v1.15|f89v1.17|f89v1.19	49	5	5	1	49	43	a=1|chdy=1|cheody=1|cheyty=1|chody=1|ckhy=1|cphey=1|cthody=1|cthol=1|daiin=3|dal=1|dalchy=1|daldaldy=1|daldy=2|dalshdy=1|daram=1|dcheo=1|dolchey=1|fcheody=1|keor=1|ochy=1|odal=1|oiir=1|okeol=1|okeor=1|okoaiin=1|okol=3|olkaycthy=1|or=1|qokeody=1|qotchy=1|sal=1|sar=1|shekey=1|shoky=1|shol=1|sholckhy=1|shos=1|tosheo=1|ycheo=1|ykeey=2|ykol=1|ytey=1	43	39	a=1|chdy=1|cheody=1|cheyty=1|chody=1|ckhy=1|cphey=1|cthody=1|cthol=1|daiin=3|dal=1|dalchy=1|daldaldy=1|daldy=2|dalshdy=1|daram=1|dcheo=1|dolchey=1|fcheody=1|keor=1|ochy=1|oiir=1|okeor=1|okoaiin=1|olkaycthy=1|qokeody=1|qotchy=1|sal=1|sar=1|shekey=1|shoky=1|shol=1|sholckhy=1|shos=1|tosheo=1|ycheo=1|ykeey=2|ykol=1|ytey=1	okal|qokol	qokol	qokol	2	1	1	0
G807-P0345	345	f90r1	f90r	1	f90r1.1	f90r1.9	1	9	H	A	1	9	69	3	f90r1.1|f90r1.5|f90r1.7	6	f90r1.2|f90r1.3|f90r1.4|f90r1.6|f90r1.8|f90r1.9	43	6	5	1	42	39	chocfhor=1|chockhy=1|chodaiin=1|choky=1|chol=1|dair=1|darala=1|dolshy=1|kor=1|lkaldy=1|okar=1|okchod=1|okeoschso=1|oko=1|otchol=1|qodar=2|qoekchy=1|qofchol=1|qokchor=1|qokeed=1|qokeey=1|qokeos=2|qoky=1|qotchor=1|s=2|sary=1|sheol=1|sheor=1|shkeea=1|shokol=1|shorydar=1|talchor=1|tol=1|tor=1|ykeey=1|ykodar=1|ykorshy=1|yshol=1|ytod=1	36	34	chocfhor=1|chockhy=1|chodaiin=1|choky=1|dair=1|darala=1|dolshy=1|kor=1|lkaldy=1|okchod=1|okeoschso=1|oko=1|otchol=1|qodar=2|qoekchy=1|qofchol=1|qokchor=1|qokeed=1|qokeey=1|qoky=1|qotchor=1|s=2|sary=1|sheor=1|shkeea=1|shokol=1|shorydar=1|talchor=1|tor=1|ykeey=1|ykodar=1|ykorshy=1|yshol=1|ytod=1	ol|qokeol|qokol	ol|qokeol|qokol	ol|qokeol|qokol	3	3	3	0
G807-P0346	346	f93r	f93r	1	f93r.1	f93r.32	1	32	H	A	1	32	152	4	f93r.3|f93r.5|f93r.10|f93r.31	28	f93r.1|f93r.2|f93r.4|f93r.6|f93r.7|f93r.8|f93r.9|f93r.11|f93r.12|f93r.13|f93r.14|f93r.15|f93r.16|f93r.17|f93r.18|f93r.19|f93r.20|f93r.21|f93r.22|f93r.23|f93r.24|f93r.25|f93r.26|f93r.27|f93r.28|f93r.29|f93r.30|f93r.32	126	28	6	1	126	97	al=1|chakal=1|chckhs=1|cheo=1|cheodaiin=1|cheodam=1|cho=2|chodaiin=2|chokal=1|chol=2|cholchecthody=1|choshy=1|chotar=1|chotey=1|chotol=1|chotom=1|chr=1|ckheody=1|ckhos=1|ctho=1|cthocthol=1|cthodar=1|cthol=2|cthosg=1|cthoshol=1|cthy=1|daiin=2|dain=1|dol=3|kchol=1|kchor=1|kodshol=1|l=1|lor=1|los=1|oain=1|oar=1|ocheodaiin=1|ochol=1|octhodaly=1|odam=1|odar=1|odol=1|ody=1|oepchksheey=1|ofchoshy=1|okcheod=1|okcheody=1|okcheor=1|okeol=1|okor=1|olkees=1|opalepam=1|osos=1|oteodal=1|oteol=1|otol=1|otolsheeos=1|otor=1|qokcho=1|qokchodal=1|qokor=3|qotchy=1|qotodain=1|r=2|s=12|sal=1|schos=1|shcthy=1|sheeody=1|sheo=2|sheodom=1|sheoees=1|sheoky=1|shey=1|shodaiin=3|shodal=1|shodam=1|shody=4|shol=3|shor=1|shotol=1|sol=1|sor=1|tar=1|tcheo=1|tchor=1|tchos=1|teey=1|teols=1|ycham=1|ychey=1|ychockhy=1|ychocthy=1|ychor=1|ysaiin=1|ytchdg=1	112	88	chakal=1|chckhs=1|cheodaiin=1|cheodam=1|cho=2|chodaiin=2|chokal=1|cholchecthody=1|choshy=1|chotar=1|chotey=1|chotol=1|chotom=1|chr=1|ckheody=1|ckhos=1|ctho=1|cthocthol=1|cthodar=1|cthol=2|cthosg=1|cthoshol=1|cthy=1|daiin=2|dain=1|kchol=1|kchor=1|kodshol=1|lor=1|los=1|oain=1|oar=1|ocheodaiin=1|ochol=1|octhodaly=1|odam=1|odar=1|odol=1|ody=1|oepchksheey=1|ofchoshy=1|okcheod=1|okcheody=1|okcheor=1|okor=1|olkees=1|opalepam=1|osos=1|oteodal=1|oteol=1|otolsheeos=1|otor=1|qokcho=1|qokchodal=1|qotchy=1|qotodain=1|r=2|s=12|sal=1|schos=1|shcthy=1|sheeody=1|sheo=2|sheodom=1|sheoees=1|sheoky=1|shey=1|shodaiin=3|shodal=1|shodam=1|shody=4|shol=3|shor=1|shotol=1|sor=1|tar=1|tcheo=1|tchor=1|tchos=1|teey=1|teols=1|ycham=1|ychey=1|ychockhy=1|ychocthy=1|ychor=1|ysaiin=1|ytchdg=1	cheol|ol|qokol	cheol|ol|qokol	cheol|ol|qokol	3	3	3	0
G807-P0347	347	f93v	f93v	1	f93v.1	f93v.10	1	10	H	A	1	10	88	1	f93v.3	9	f93v.1|f93v.2|f93v.4|f93v.5|f93v.6|f93v.7|f93v.8|f93v.9|f93v.10	78	9	6	1	78	67	cheeol=1|cheeoldair=1|cheodar=1|chkeey=1|chodaiindy=1|chody=2|chol=2|chs=1|ckheody=1|ckhol=2|ckhy=1|ctheos=1|cthey=1|ctho=1|cthody=2|cthog=1|cthol=1|daiin=1|dama=1|dar=4|dcho=1|dchog=1|dsheog=1|koldy=1|odeeeodl=1|oees=1|okchey=2|okeey=1|oksho=1|oky=1|olo=1|oly=1|opchody=1|opchy=1|opor=1|or=1|otchdal=1|oteo=1|possheody=1|qkcheey=1|qochocthy=1|qocthody=1|qokchody=1|qokchol=1|qokeeam=1|qoshocphy=1|qotchol=2|qoteeo=1|qotody=1|s=3|sar=1|shdchy=1|sheol=1|sheyokam=1|shodaiin=1|shodain=1|shol=1|sol=1|tchodaiin=1|teol=1|tshoky=1|ychol=1|ykchy=1|ytchl=1|ytchol=1|yteeody=1|ytey=1	70	60	cheeoldair=1|cheodar=1|chkeey=1|chodaiindy=1|chody=2|chs=1|ckheody=1|ckhol=2|ckhy=1|ctheos=1|cthey=1|ctho=1|cthody=2|cthog=1|cthol=1|daiin=1|dama=1|dar=4|dcho=1|dchog=1|dsheog=1|koldy=1|odeeeodl=1|oees=1|okchey=2|okeey=1|oksho=1|oky=1|opchody=1|opchy=1|opor=1|otchdal=1|oteo=1|possheody=1|qkcheey=1|qochocthy=1|qocthody=1|qokchody=1|qokchol=1|qokeeam=1|qoshocphy=1|qotchol=2|qoteeo=1|qotody=1|s=3|sar=1|shdchy=1|sheyokam=1|shodaiin=1|shodain=1|shol=1|tchodaiin=1|teol=1|tshoky=1|ychol=1|ykchy=1|ytchl=1|ytchol=1|yteeody=1|ytey=1	otal	otal	otal	1	1	1	0
G807-P0348	348	f94r	f94r	1	f94r.1	f94r.9	1	9	H	B	3	9	79	2	f94r.2|f94r.4	7	f94r.1|f94r.3|f94r.5|f94r.6|f94r.7|f94r.8|f94r.9	57	7	5	1	57	55	als=1|am=1|chckhaiin=1|chdy=2|chedaiin=1|chedy=1|chekar=1|cheor=1|chk=1|choky=1|cholky=1|chykaidy=1|daiin=1|dal=1|dam=1|dar=1|dsheedy=1|dy=1|dytchdy=1|kas=1|keodaiin=1|o=1|oar=1|okeedy=1|olkaiin=1|olkain=1|olkeody=1|opaiir=1|opary=1|or=1|oraiin=1|osain=1|otain=1|otalaiin=1|otaly=1|otar=1|otody=1|pchedar=1|qof=1|qokaiin=1|qokair=1|qokal=1|qokolchey=1|qoky=2|qopchedal=1|qotchdy=1|saiin=1|shdy=1|tchedy=1|todal=1|xoy=1|ykaiin=1|ykal=1|ykaro=1|yty=1	50	48	als=1|am=1|chckhaiin=1|chdy=2|chedaiin=1|chedy=1|chekar=1|chk=1|choky=1|cholky=1|chykaidy=1|daiin=1|dal=1|dam=1|dar=1|dsheedy=1|dy=1|dytchdy=1|kas=1|keodaiin=1|oar=1|okeedy=1|olkaiin=1|olkain=1|olkeody=1|opaiir=1|opary=1|oraiin=1|osain=1|otain=1|otalaiin=1|otody=1|pchedar=1|qof=1|qokaiin=1|qokair=1|qokolchey=1|qoky=2|qopchedal=1|qotchdy=1|saiin=1|shdy=1|tchedy=1|todal=1|xoy=1|ykaiin=1|ykaro=1|yty=1	okal|ol	okal	okal	2	1	1	0
G807-P0349	349	f94v	f94v	1	f94v.1	f94v.4	1	4	H	B	3	4	31	3	f94v.1|f94v.2|f94v.4	1	f94v.3	8	1	3	0	8	8	chdaiin=1|chdy=1|otedy=1|qokeey=1|sdal=1|tam=1|tamdy=1|yshedy=1	8	8	chdaiin=1|chdy=1|otedy=1|qokeey=1|sdal=1|tam=1|tamdy=1|yshedy=1	okal|ol	okal|ol	okal|ol	2	2	2	0
G807-P0350	350	f94v	f94v	2	f94v.5	f94v.7	5	7	H	B	3	3	21	0	NONE	3	f94v.5|f94v.6|f94v.7	21	3	4	1	21	20	am=1|aral=1|chedy=1|chorchor=1|lkeol=1|okchdy=1|opchdy=1|otchy=1|otor=2|oty=1|qokaiin=1|qokeal=1|qokshd=1|qotar=1|shey=1|tchor=1|tedain=1|tody=1|toky=1|ycheeo=1	19	18	am=1|aral=1|chedy=1|chorchor=1|lkeol=1|okchdy=1|opchdy=1|otchy=1|otor=2|oty=1|qokaiin=1|qokshd=1|shey=1|tchor=1|tedain=1|tody=1|toky=1|ycheeo=1	NONE	NONE	NONE	0	0	0	0
G807-P0351	351	f94v	f94v	3	f94v.8	f94v.12	8	12	H	B	3	5	45	2	f94v.9|f94v.10	3	f94v.8|f94v.11|f94v.12	24	3	4	1	24	22	ar=1|chckhy=1|chcthy=1|chdy=2|chetaiin=1|cphedy=1|daiin=2|eedy=1|fchd=1|okaiin=1|oky=1|or=1|otchy=1|par=1|pchedaiin=1|qokar=1|qoky=1|qotchy=1|sheocthy=1|shy=1|todaiin=1|ykol=1	23	21	ar=1|chckhy=1|chcthy=1|chdy=2|chetaiin=1|cphedy=1|daiin=2|eedy=1|fchd=1|okaiin=1|oky=1|otchy=1|par=1|pchedaiin=1|qokar=1|qoky=1|qotchy=1|sheocthy=1|shy=1|todaiin=1|ykol=1	ol	ol	ol	1	1	1	0
G807-P0352	352	f95r1	f95r	1	f95r1.1	f95r1.5	1	5	H	B	3	5	45	2	f95r1.1|f95r1.2	3	f95r1.3|f95r1.4|f95r1.5	24	3	4	1	24	22	atar=1|chaiin=1|chedy=2|chekaiin=2|chey=1|chky=1|cholky=1|chy=1|kaiin=1|kain=1|ky=1|ly=1|ody=1|oekeey=1|olkain=1|qokaiin=1|qokees=1|qoky=1|shdaly=1|teodaiin=1|todaiin=1|ycheey=1	24	22	atar=1|chaiin=1|chedy=2|chekaiin=2|chey=1|chky=1|cholky=1|chy=1|kaiin=1|kain=1|ky=1|ly=1|ody=1|oekeey=1|olkain=1|qokaiin=1|qokees=1|qoky=1|shdaly=1|teodaiin=1|todaiin=1|ycheey=1	ol	ol	ol	1	1	1	0
G807-P0353	353	f95r1	f95r	2	f95r1.6	f95r1.11	6	11	H	B	3	6	57	1	f95r1.11	5	f95r1.6|f95r1.7|f95r1.8|f95r1.9|f95r1.10	47	5	5	1	47	41	alod=1|chckhy=2|chcthy=1|chdaiin=2|chdain=1|chdy=2|chedy=1|chekar=1|chekchdy=1|chetchdy=1|chey=1|chkam=1|chol=1|cholkaiin=1|daiin=2|dy=1|epiin=1|lchedy=1|ls=1|lshedy=1|okaiin=1|okar=1|okaraiin=1|okol=1|olkeedy=1|olkor=1|or=2|qofain=1|qokar=1|qokeedy=1|qoky=2|qotaiin=1|qotchdy=1|sheky=1|tar=1|tchdor=1|tchdy=1|tchor=1|ykchedy=1|ykedy=1|ykoldy=1	42	37	alod=1|chckhy=2|chcthy=1|chdaiin=2|chdain=1|chdy=2|chedy=1|chekar=1|chekchdy=1|chetchdy=1|chey=1|chkam=1|cholkaiin=1|daiin=2|dy=1|epiin=1|lchedy=1|ls=1|lshedy=1|okaiin=1|okaraiin=1|olkeedy=1|olkor=1|qofain=1|qokar=1|qokeedy=1|qoky=2|qotaiin=1|qotchdy=1|sheky=1|tar=1|tchdor=1|tchdy=1|tchor=1|ykchedy=1|ykedy=1|ykoldy=1	ol	ol	ol	1	1	1	0
G807-P0354	354	f95r2	f95r	1	f95r2.1	f95r2.4	1	4	H	B	3	4	34	1	f95r2.3	3	f95r2.1|f95r2.2|f95r2.4	24	3	4	1	23	20	chckhey=1|chckhy=1|chckhyfchy=1|chdy=1|chkain=1|chol=1|daiin=2|dalal=1|dalfchy=1|daraiin=1|kar=1|kshedy=1|okain=1|or=2|otain=1|oteedy=1|oty=1|qodaiin=1|shody=2|tor=1	20	18	chckhey=1|chckhy=1|chckhyfchy=1|chdy=1|chkain=1|daiin=2|dalal=1|dalfchy=1|daraiin=1|kar=1|kshedy=1|okain=1|otain=1|oteedy=1|oty=1|qodaiin=1|shody=2|tor=1	ol|qokol	ol|qokol	ol|qokol	2	2	2	0
G807-P0355	355	f95r2	f95r	2	f95r2.5	f95r2.9	5	9	H	B	3	5	45	5	f95r2.5|f95r2.6|f95r2.7|f95r2.8|f95r2.9	0	NONE	0	0	NA	0	0	0	NONE	0	0	NONE	cheol|okal|ol|otal|qokol	okal|ol	okal|ol	5	2	2	0
G807-P0356	356	f95v1	f95v	1	f95v1.1	f95v1.5	1	5	H	B	3	5	45	2	f95v1.2|f95v1.5	3	f95v1.1|f95v1.3|f95v1.4	30	3	4	1	30	29	al=1|alfshed=1|ar=1|char=1|chcthykedy=1|chdy=1|chedy=1|dain=1|ety=1|oekshy=1|oepaiin=1|okain=2|okarar=1|okshey=1|okshy=1|olteedy=1|otaldy=1|oty=1|qofchdaiin=1|qokaiin=1|qokal=1|shekshey=1|sheody=1|shoyfar=1|tchedy=1|tchody=1|y=1|ytshedy=1|yty=1	28	27	alfshed=1|ar=1|char=1|chcthykedy=1|chdy=1|chedy=1|dain=1|ety=1|oekshy=1|oepaiin=1|okain=2|okarar=1|okshey=1|okshy=1|olteedy=1|otaldy=1|oty=1|qofchdaiin=1|qokaiin=1|shekshey=1|sheody=1|shoyfar=1|tchedy=1|tchody=1|y=1|ytshedy=1|yty=1	otal	otal	otal	1	1	1	0
G807-P0357	357	f95v1	f95v	2	f95v1.6	f95v1.8	6	8	H	B	3	3	29	1	f95v1.6	2	f95v1.7|f95v1.8	19	2	4	1	19	19	chdy=1|chtal=1|chy=1|dar=1|dchody=1|dolkain=1|dshey=1|fchodaiin=1|kain=1|kchdy=1|okchedy=1|okedy=1|olkar=1|otar=1|otardy=1|qodaiin=1|qokar=1|sheos=1|tar=1	18	18	chdy=1|chtal=1|chy=1|dar=1|dchody=1|dolkain=1|dshey=1|fchodaiin=1|kain=1|kchdy=1|okchedy=1|okedy=1|olkar=1|otardy=1|qodaiin=1|qokar=1|sheos=1|tar=1	ol	ol	ol	1	1	1	0
G807-P0358	358	f95v1	f95v	3	f95v1.9	f95v1.10	9	10	H	B	3	2	19	1	f95v1.9	1	f95v1.10	8	1	3	0	8	8	chedaiin=1|chedain=1|chody=1|daiin=1|k=1|otain=1|sain=1|sheyk=1	8	8	chedaiin=1|chedain=1|chody=1|daiin=1|k=1|otain=1|sain=1|sheyk=1	ol	ol	ol	1	1	1	0
G807-P0359	359	f95v1	f95v	4	f95v1.11	f95v1.13	11	13	H	B	3	3	25	0	NONE	3	f95v1.11|f95v1.12|f95v1.13	25	3	4	1	25	24	aiin=2|chcthy=1|dal=1|dolkchy=1|kshedy=1|lshee=1|ody=1|okaiin=1|olkchdy=1|or=1|otain=1|otody=1|pshedar=1|qodain=1|qokain=1|qotaiin=1|qotches=1|s=1|shcthy=1|shedy=1|shekaiin=1|shotshey=1|tchdaiin=1|tshes=1	24	23	aiin=2|chcthy=1|dal=1|dolkchy=1|kshedy=1|lshee=1|ody=1|okaiin=1|olkchdy=1|otain=1|otody=1|pshedar=1|qodain=1|qokain=1|qotaiin=1|qotches=1|s=1|shcthy=1|shedy=1|shekaiin=1|shotshey=1|tchdaiin=1|tshes=1	NONE	NONE	NONE	0	0	0	0
G807-P0360	360	f95v2	f95v	1	f95v2.1	f95v2.7	1	7	H	B	3	7	60	1	f95v2.3	6	f95v2.1|f95v2.2|f95v2.4|f95v2.5|f95v2.6|f95v2.7	51	6	5	1	51	49	aiin=1|alkain=1|alor=1|ar=1|chals=1|chdykain=1|chdyty=1|chody=1|daiin=1|dain=2|dar=1|fcheey=1|kaipy=1|ldy=1|ofchdy=1|okady=1|okaiin=1|okain=1|okalaiin=1|okar=1|olaiin=1|olkaiin=1|olkain=1|olor=1|olsain=1|otain=1|otalain=1|otedy=1|podar=1|qofaiin=1|qokan=1|qokeey=1|qotaiin=1|qotchey=1|qotedaiin=1|s=1|shar=1|shedain=1|shedy=1|shekydy=1|shody=1|shor=1|shos=1|sol=1|tar=1|tchody=1|y=2|ykaly=1|ytasal=1	49	47	aiin=1|alkain=1|alor=1|ar=1|chals=1|chdykain=1|chdyty=1|chody=1|daiin=1|dain=2|dar=1|fcheey=1|kaipy=1|ldy=1|ofchdy=1|okady=1|okaiin=1|okain=1|okalaiin=1|olaiin=1|olkaiin=1|olkain=1|olor=1|olsain=1|otain=1|otalain=1|otedy=1|podar=1|qofaiin=1|qokan=1|qokeey=1|qotaiin=1|qotchey=1|qotedaiin=1|s=1|shar=1|shedain=1|shedy=1|shekydy=1|shody=1|shor=1|shos=1|tar=1|tchody=1|y=2|ykaly=1|ytasal=1	okal	okal	okal	1	1	1	0
G807-P0361	361	f96r	f96r	1	f96r.1	f96r.13	1	13	H	A	1	13	84	3	f96r.5|f96r.6|f96r.12	10	f96r.1|f96r.2|f96r.3|f96r.4|f96r.7|f96r.8|f96r.9|f96r.10|f96r.11|f96r.13	62	10	5	1	62	57	aiin=1|cheeor=1|cheody=1|chkchol=1|chkey=1|cho=1|chockhy=1|chodar=1|chodol=1|chokchor=1|chokey=1|chol=1|choly=1|chopcho=1|chor=1|chos=1|ckheody=1|ckheos=1|ckhocthy=1|ckhor=1|cpheol=1|cpheor=1|cthey=1|cthody=1|daiin=1|dory=1|keody=1|odal=1|oiir=1|olsheeosol=1|or=4|otchodol=1|otchodor=1|oteeor=1|oteey=1|oteodsho=1|oty=1|qokchod=1|qokeeey=1|qokeeody=1|qokeody=1|qotchos=1|s=2|secheeol=1|sheo=1|sheockhy=1|sheol=2|shockhy=1|shocthody=1|shodol=1|shokocfhy=1|teol=1|toaiin=1|todar=1|tor=1|ykeor=1|ytol=1	53	52	aiin=1|cheeor=1|cheody=1|chkchol=1|chkey=1|cho=1|chockhy=1|chodar=1|chodol=1|chokchor=1|chokey=1|choly=1|chopcho=1|chor=1|chos=1|ckheody=1|ckheos=1|ckhocthy=1|ckhor=1|cpheor=1|cthey=1|cthody=1|daiin=1|dory=1|keody=1|oiir=1|olsheeosol=1|otchodol=1|otchodor=1|oteeor=1|oteey=1|oteodsho=1|oty=1|qokchod=1|qokeeey=1|qokeeody=1|qokeody=1|qotchos=1|s=2|secheeol=1|sheo=1|sheockhy=1|shockhy=1|shocthody=1|shodol=1|shokocfhy=1|teol=1|toaiin=1|todar=1|tor=1|ykeor=1|ytol=1	cheol|ol|qokeol	cheol|ol|qokeol	cheol|ol|qokeol	3	3	3	0
G807-P0362	362	f96v	f96v	1	f96v.1	f96v.13	1	13	H	A	1	13	56	0	NONE	13	f96v.1|f96v.2|f96v.3|f96v.4|f96v.5|f96v.6|f96v.7|f96v.8|f96v.9|f96v.10|f96v.11|f96v.12|f96v.13	56	13	5	1	55	55	alchey=1|ar=1|char=1|chcthory=1|checkhey=1|cheekeo=1|cheor=1|cheoraiin=1|choraryl=1|ckheal=1|ckheeody=1|ckheor=1|ckhey=1|cpheos=1|cth=1|ctheor=1|cthey=1|daiin=1|daiins=1|dain=1|dcheoteos=1|dsheos=1|dteodoiin=1|eeeykey=1|eeodody=1|ocpheeo=1|odar=1|oeol=1|olcheey=1|opar=1|oral=1|os=1|osoj=1|psheessheeor=1|qoches=1|qoepsheody=1|sar=1|saro=1|sheey=1|sheodal=1|so=1|sor=1|sosar=1|soysar=1|sy=1|teocthey=1|teodar=1|tockhy=1|y=1|ycheey=1|ysar=1|ytchey=1|ytear=1|yteeody=1|yteor=1	52	52	alchey=1|ar=1|char=1|chcthory=1|checkhey=1|cheekeo=1|cheoraiin=1|choraryl=1|ckheal=1|ckheeody=1|ckheor=1|ckhey=1|cpheos=1|cth=1|ctheor=1|cthey=1|daiin=1|daiins=1|dain=1|dcheoteos=1|dsheos=1|dteodoiin=1|eeeykey=1|eeodody=1|ocpheeo=1|odar=1|oeol=1|olcheey=1|opar=1|osoj=1|psheessheeor=1|qoches=1|qoepsheody=1|sar=1|saro=1|sheey=1|sheodal=1|so=1|sor=1|sosar=1|soysar=1|sy=1|teocthey=1|teodar=1|tockhy=1|y=1|ycheey=1|ysar=1|ytchey=1|ytear=1|yteeody=1|yteor=1	NONE	NONE	NONE	0	0	0	0
G807-P0363	363	f99r	f99r	1	f99r.15	f99r.18	15	18	P	A	1	4	39	0	NONE	4	f99r.15|f99r.16|f99r.17|f99r.18	39	4	5	1	39	35	al=1|cfheol=1|cheey=1|chody=1|chol=1|chor=1|chory=1|chr=1|ckhol=2|ckhor=1|ckhory=1|ckhy=1|cpheey=1|daiin=3|dal=1|dcheor=1|kolsheol=1|okeol=1|okeoly=1|olaiin=1|oraiin=1|oteody=1|pcheody=1|qoeol=1|qokeeor=1|qokeor=1|s=1|sar=1|saroshy=1|sheol=1|sholkol=1|shor=2|tshol=1|yckhy=1|ykol=1	32	28	cheey=1|chody=1|chor=1|chory=1|chr=1|ckhol=2|ckhor=1|ckhory=1|ckhy=1|cpheey=1|daiin=3|dal=1|dcheor=1|kolsheol=1|okeoly=1|olaiin=1|oraiin=1|oteody=1|pcheody=1|qokeeor=1|s=1|sar=1|saroshy=1|sholkol=1|shor=2|tshol=1|yckhy=1|ykol=1	NONE	NONE	NONE	0	0	0	0
G807-P0364	364	f99r	f99r	2	f99r.28	f99r.31	28	31	P	A	1	4	35	1	f99r.30	3	f99r.28|f99r.29|f99r.31	26	3	4	1	26	20	chees=1|ckheol=1|ckhey=1|ckhol=1|ctheol=1|daiin=1|dald=1|dar=1|dsheol=1|kodaiin=1|okeey=2|okeol=4|opchey=1|opsho=1|otchor=1|oteoefol=1|qokey=1|qoky=1|qotol=2|sheol=2	16	15	chees=1|ckhey=1|ckhol=1|daiin=1|dald=1|dar=1|dsheol=1|kodaiin=1|okeey=2|opchey=1|opsho=1|otchor=1|oteoefol=1|qokey=1|qoky=1	qokol	qokol	qokol	1	1	1	0
G807-P0365	365	f99r	f99r	3	f99r.41	f99r.44	41	44	P	A	1	4	41	0	NONE	4	f99r.41|f99r.42|f99r.43|f99r.44	41	4	5	1	40	36	aiin=1|air=1|checkhey=1|cheeokeey=1|chey=2|chkeey=1|chody=1|choly=1|chor=1|chs=1|ckhey=3|cpheol=1|ctheey=1|daiin=2|dalchey=1|dor=1|ey=1|keody=1|keshey=1|oeksa=1|oiin=1|okeeey=1|oldy=1|ols=1|pchol=1|qkory=1|qokeeey=1|qokey=1|qotocthey=1|s=1|sheey=1|sheol=1|sol=1|tsheeor=1|ykeey=1|ypchol=1	36	32	aiin=1|air=1|checkhey=1|cheeokeey=1|chey=2|chkeey=1|chody=1|choly=1|chor=1|chs=1|ckhey=3|ctheey=1|daiin=2|dalchey=1|dor=1|ey=1|keody=1|keshey=1|oeksa=1|oiin=1|okeeey=1|oldy=1|pchol=1|qkory=1|qokeeey=1|qokey=1|qotocthey=1|s=1|sheey=1|tsheeor=1|ykeey=1|ypchol=1	NONE	NONE	NONE	0	0	0	0
G807-P0366	366	f99r	f99r	4	f99r.47	f99r.52	47	52	P	A	1	6	43	0	NONE	6	f99r.47|f99r.48|f99r.49|f99r.50|f99r.51|f99r.52	43	6	5	1	43	36	agairom=1|aiin=1|al=1|alcheeg=1|cheodal=1|chol=1|ctheey=1|daiin=2|dy=1|ey=1|keear=1|keey=2|ockhey=1|octhey=1|okeeey=1|okeey=3|okeo=1|okeol=2|okesy=1|okor=1|olaiir=1|ols=1|oolsal=1|or=2|orar=1|qokeeo=2|qokeey=1|r=1|s=1|sar=1|sheseky=1|shsh=1|tol=1|ychor=1|ykeol=1|yshaiin=1	35	30	agairom=1|aiin=1|alcheeg=1|cheodal=1|ctheey=1|daiin=2|dy=1|ey=1|keear=1|keey=2|ockhey=1|octhey=1|okeeey=1|okeey=3|okeo=1|okesy=1|okor=1|olaiir=1|oolsal=1|orar=1|qokeeo=2|qokeey=1|r=1|s=1|sar=1|sheseky=1|shsh=1|ychor=1|ykeol=1|yshaiin=1	NONE	NONE	NONE	0	0	0	0
G807-P0367	367	f99v	f99v	1	f99v.10	f99v.13	10	13	P	A	1	4	33	2	f99v.11|f99v.12	2	f99v.10|f99v.13	15	2	3	1	15	15	cheols=1|dain=1|ockhey=1|ok=1|okol=1|okoraiin=1|oleees=1|oloiram=1|oteey=1|qkoldy=1|qokor=1|qoy=1|s=1|shocthy=1|sol=1	10	10	dain=1|ockhey=1|okoraiin=1|oleees=1|oloiram=1|oteey=1|qkoldy=1|qoy=1|s=1|shocthy=1	qokeol	qokeol	qokeol	1	1	1	0
G807-P0368	368	f99v	f99v	2	f99v.21	f99v.24	21	24	P	A	1	4	37	2	f99v.22|f99v.23	2	f99v.21|f99v.24	16	2	4	1	16	16	aiiin=1|cholshey=1|doror=1|eosaiin=1|okeeody=1|okeodal=1|okol=1|okor=1|oldy=1|ols=1|opar=1|otoraiin=1|qoetal=1|qokey=1|shey=1|shokeeey=1	13	13	aiiin=1|cholshey=1|doror=1|eosaiin=1|okeeody=1|okeodal=1|okor=1|oldy=1|opar=1|otoraiin=1|qokey=1|shey=1|shokeeey=1	qokeol|qokol	qokeol|qokol	qokeol|qokol	2	2	2	0
G807-P0369	369	f99v	f99v	3	f99v.32	f99v.35	32	35	P	A	1	4	35	3	f99v.33|f99v.34|f99v.35	1	f99v.32	9	1	3	0	9	9	chokol=1|daiir=1|dy=1|okeedy=1|okolol=1|olpchey=1|qokeeo=1|qokeeol=1|qokeeoy=1	8	8	chokol=1|daiir=1|dy=1|okeedy=1|okolol=1|olpchey=1|qokeeo=1|qokeeoy=1	cheol|okal|ol|qokol	cheol|ol|qokol	cheol|ol|qokol	4	3	3	0
