group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution	previous_atomic_value_de	common_action_revision
345	A3	f69v	f69v.3	12	A3:G090	oteeal	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+EE+AL	danach + laenger + Stelle	NONE	YES	NONE	danach + laenger + Stelle	danach + laenger + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + laenger + Stelle	NO
346	A3	f69v	f69v.3	13	A3:G091	cheor	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO+R	Auszug + abkuehlen	NONE	YES	NONE	Auszug + abkuehlen	Entnahme + senken	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Auszug + abkuehlen	YES
347	A3	f69v	f69v.3	14	A3:G092	ar	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO
348	A3	f69v	f69v.3	15	A3:G093	air	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Lauf	NO
349	A3	f69v	f69v.3	16	A3:G094	oteody	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+E+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+E+O+DY || OT+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + kurz + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + kurz + Arbeitsgang + dies	NO
350	A3	f69v	f69v.3	17	A3:G095	ytyd	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+Y+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + eintragen + dies + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + dies + Teiladresse	NO
351	A3	f69v	f69v.3	18	A3:G096	a	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	A_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Nebenadresse	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Nebenadresse	NO
352	A3	f69v	f69v.3	19	A3:G097	dchy	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Teiladresse + dies	NO
353	A3	f69v	f69v.3	20	A3:G098	otoly	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+OL+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+OL+Y || OT+OL+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + fortsetzen + dies	NO	KNOWN_OT_SEQUENCE_MARKER_BEATS_O_SPLIT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + fortsetzen + dies	NO
354	A3	f69v	f69v.3	21	A3:G099	okeodal	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+O+AL	ansetzen + kurz + Arbeitsgang + Stelle	NONE	YES	NONE	ansetzen + kurz + Arbeitsgang + Stelle	ansetzen + kurz + Arbeitsgang + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Arbeitsgang + Stelle	NO
355	A3	f69v	f69v.3	22	A3:G100	oteoarar	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+E+O+AR+AR	danach + kurz + Arbeitsgang + von dort + von dort	NONE	YES	NONE	danach + kurz + Arbeitsgang + von dort + von dort	danach + kurz + Arbeitsgang + von dort + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + kurz + Arbeitsgang + von dort + von dort	NO
356	A3	f69v	f69v.3	23	A3:G101	cheteeser	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CH+E+T+EE+S_ADDR+E+R	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	entnehmen + kurz + eintragen + laenger + Sternbezug + kurz + senken	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	abziehen + kurz + eintragen + laenger + Sternbezug + kurz + abkuehlen	YES
357	A3	f69v	f69v.3	24	A3:G102	dair	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+AIR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Lauf	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Teiladresse + Lauf	NO
358	A3	f69v	f69v.3	25	A3:G103	chey	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
359	A3	f69v	f69v.3	26	A3:G104	okody	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+O+DY || OK+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + dies	NO
360	A3	f69v	f69v.3	27	A3:G105	dal	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Stelle	NO
361	A3	f69v	f69v.3	28	A3:G106	oteey	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	5d5e0b288cf36864ed9d	OT+EE+Y	nächsten Posten länger halten	NONE	YES	NONE	nächsten Posten länger halten	nächsten Posten länger halten	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	nächsten Posten länger halten	NO
362	A3	f69v	f69v.3	29	A3:G107	oteey	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	5d5e0b288cf36864ed9d	OT+EE+Y	nächsten Posten länger halten	NONE	YES	NONE	nächsten Posten länger halten	nächsten Posten länger halten	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	nächsten Posten länger halten	NO
363	A3	f69v	f69v.4	1	A3:G108	okeey	A3_LEFT_RADIAL_SLOT_01	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	länger ansetzen	NO
364	A3	f69v	f69v.4	2	A3:G109	sar	A3_LEFT_RADIAL_SLOT_01	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO
365	A3	f69v	f69v.5	1	A3:G110	okeo	A3_LEFT_RADIAL_SLOT_02	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+O	ansetzen + kurz + Arbeitsgang	NONE	YES	NONE	ansetzen + kurz + Arbeitsgang	ansetzen + kurz + Arbeitsgang	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Arbeitsgang	NO
366	A3	f69v	f69v.5	2	A3:G111	dy	A3_LEFT_RADIAL_SLOT_02	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
367	A3	f69v	f69v.6	1	A3:G112	ochoyk	A3_LEFT_RADIAL_SLOT_03	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+HO+Y+K	Arbeitsgang + Zutat + dies + zufuehren	NONE	YES	NONE	Arbeitsgang + Zutat + dies + zufuehren	Arbeitsgang + Gabe + dies + zufuehren	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Gabe + dies + zufuehren	NO
368	A3	f69v	f69v.7	1	A3:G113	ykeey	A3_LEFT_RADIAL_SLOT_04	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+EE+Y	dies + zufuehren + laenger + dies	NONE	YES	NONE	dies + zufuehren + laenger + dies	dies + zufuehren + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + laenger + dies	NO
369	A3	f69v	f69v.8	1	A3:G114	ytory	A3_LEFT_RADIAL_SLOT_05	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+OR+Y	dies + fuellen + Ansatz + dies	NONE	YES	NONE	dies + fuellen + Ansatz + dies	dies + eintragen + Ansatz + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Ansatz + dies	NO
370	A3	f69v	f69v.9	1	A3:G115	oeesy	A3_LEFT_RADIAL_SLOT_06	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+EE+Y	Arbeitsgang + laenger + dies	NONE	YES	NONE	Arbeitsgang + laenger + dies	Arbeitsgang + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + laenger + dies	NO
371	A3	f69v	f69v.10	1	A3:G116	ytody	A3_LEFT_RADIAL_SLOT_07	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+O+DY || Y+T+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + eintragen + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Arbeitsgang + Schluss	NO
372	A3	f69v	f69v.11	1	A3:G117	okody	A3_LEFT_RADIAL_SLOT_08	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+O+DY || OK+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + Schluss	NO
373	A3	f69v	f69v.12	1	A3:G118	otody	A3_LEFT_RADIAL_SLOT_09	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+O+DY || OT+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + Arbeitsgang + Schluss	NO
374	A3	f69v	f69v.13	1	A3:G119	okeal	A3_LEFT_RADIAL_SLOT_10	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+AL	ansetzen + kurz + Stelle	NONE	YES	NONE	ansetzen + kurz + Stelle	ansetzen + kurz + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Stelle	NO
375	A3	f69v	f69v.14	1	A3:G120	okeod	A3_LEFT_RADIAL_SLOT_11	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+O+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + kurz + Arbeitsgang + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Arbeitsgang + Teiladresse	NO
376	A3	f69v	f69v.15	1	A3:G121	oteeys	A3_LEFT_RADIAL_SLOT_12	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+EE+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	danach + laenger + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	danach + laenger + dies + Sternbezug	NO
377	A3	f69v	f69v.16	1	A3:G122	oteol	A3_LEFT_RADIAL_SLOT_13	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+E+OL	danach + kurz + fortsetzen	NONE	YES	NONE	danach + kurz + fortsetzen	danach + kurz + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + kurz + fortsetzen	NO
378	A3	f69v	f69v.17	1	A3:G123	ykeydy	A3_LEFT_RADIAL_SLOT_14	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+K+E+Y+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+K+E+Y+DY || Y+K+E+Y+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + zufuehren + kurz + dies + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + kurz + dies + Schluss	NO
379	A3	f69v	f69v.18	1	A3:G124	okeod	A3_LEFT_RADIAL_SLOT_15	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+O+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + kurz + Arbeitsgang + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Arbeitsgang + Teiladresse	NO
380	A3	f69v	f69v.19	1	A3:G125	saral	A3_LEFT_RADIAL_SLOT_16	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR+AL	von dort + Stelle	NONE	YES	NONE	von dort + Stelle	von dort + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort + Stelle	NO
381	A3	f69v	f69v.20	1	A3:G126	saiir	A3_LEFT_RADIAL_SLOT_17	A69_LEFT_28_PLACE_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	S_ADDR+A_ADDR+I_COUNT+I_COUNT+R	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + Nebenadresse + Zaehlstrich + Zaehlstrich + senken	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	Sternbezug + Nebenadresse + Zaehlstrich + Zaehlstrich + abkuehlen	YES
382	A3	f69v	f69v.21	1	A3:G127	okolar	A3_LEFT_RADIAL_SLOT_18	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OL+AR	ansetzen + fortsetzen + von dort	NONE	YES	NONE	ansetzen + fortsetzen + von dort	ansetzen + fortsetzen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + fortsetzen + von dort	NO
383	A3	f69v	f69v.22	1	A3:G128	ykeody	A3_LEFT_RADIAL_SLOT_19	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+K+E+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+K+E+O+DY || Y+K+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + zufuehren + kurz + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + kurz + Arbeitsgang + Schluss	NO
384	A3	f69v	f69v.23	1	A3:G129	sarydy	A3_LEFT_RADIAL_SLOT_20	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	AR+Y+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	AR+Y+DY || AR+Y+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	von dort + dies + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort + dies + Schluss	NO
385	A3	f69v	f69v.24	1	A3:G130	otchy	A3_LEFT_RADIAL_SLOT_21	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+Y	danach + dies	NONE	YES	NONE	danach + dies	danach + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + dies	NO
386	A3	f69v	f69v.25	1	A3:G131	okeey	A3_LEFT_RADIAL_SLOT_22	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	länger ansetzen	NO
387	A3	f69v	f69v.25	2	A3:G132	dy	A3_LEFT_RADIAL_SLOT_22	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
388	A3	f69v	f69v.26	1	A3:G133	okey	A3_LEFT_RADIAL_SLOT_23	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	08bd5ca0c2ad137a056d	OK+E+Y	kurz ansetzen	NONE	YES	NONE	kurz ansetzen	kurz ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	kurz ansetzen	NO
389	A3	f69v	f69v.26	2	A3:G134	d	A3_LEFT_RADIAL_SLOT_23	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Teiladresse	NO
390	A3	f69v	f69v.27	1	A3:G135	okeod	A3_LEFT_RADIAL_SLOT_24	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+O+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + kurz + Arbeitsgang + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Arbeitsgang + Teiladresse	NO
391	A3	f69v	f69v.28	1	A3:G136	okodchy	A3_LEFT_RADIAL_SLOT_25	A69_LEFT_28_PLACE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	OK+O+D_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + Arbeitsgang + Teiladresse + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	ansetzen + Arbeitsgang + Teiladresse + dies	NO
392	A3	f69v	f69v.29	1	A3:G137	okeody	A3_LEFT_RADIAL_SLOT_26	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+E+O+DY || OK+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + kurz + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Arbeitsgang + Schluss	NO
393	A3	f69v	f69v.30	1	A3:G138	okcheys	A3_LEFT_RADIAL_SLOT_27	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	ansetzen + dies + Sternbezug	NO
394	A3	f69v	f69v.31	1	A3:G139	oar	A3_LEFT_RADIAL_SLOT_28	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AR	Arbeitsgang + von dort	NONE	YES	NONE	Arbeitsgang + von dort	Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + von dort	NO
395	A3	f69v	f69v.31	2	A3:G140	alys	A3_LEFT_RADIAL_SLOT_28	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	AL+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Stelle + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Stelle + dies + Sternbezug	NO
