template_replay_ordinal	event_id	statement_id	physical_page	register	surface	recipe	state_marker_sequence	state_frame_role	sentence_prefix_de	sentence_suffix_de	base_mode	effective_action_roots	action_topology	generated_action_chain_de	effective_argument_roots	argument_topology	generated_argument_phrase_de	modifier_atoms	modifier_type_sequence	generated_modifier_phrase_de	outer_template_signature	structural_template_signature	generated_microphrase_de	source_microphrase_de	exact_replay	replay_status	written_atom_alignment	guard	outer_template_id	structural_template_id
975	G407-E2999	G407-S452	f81v	BIOLOGICAL	qolkeedy	OL+K+EE+D_ADDR+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	EE+D_ADDR	GRADE+LOCAL_OR_CLASS_SIGN	auf Grad II; hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN	Weiter: gib den Posten; auf Grad II; hier.	Weiter: gib den Posten; auf Grad II; hier.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:D_ADDR=hier | 5:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T065
976	G407-E3002	G407-S452	f81v	BIOLOGICAL	cphedy	CH+P+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CH|P	A+A	nimm den Anteil und setze den Anteil ein	AIN	SINGLE	den Anteil	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || GRADE	Nimm den Anteil und setze den Anteil ein; auf Grad I; abschließen.	Nimm den Anteil und setze den Anteil ein; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:CH=nehmen | 2:P=einsetzen | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T034
977	G407-E3003	G407-S453	f81v	BIOLOGICAL	oldy	OL+DY	OL+DY	CONTINUE_THEN_CLOSE	Weiter	abschließen	ACTION_CHAIN	P	A	setze den Anteil ein	AIN	SINGLE	den Anteil	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OL+DY || ACTION_CHAIN || A || SINGLE || NONE	Weiter: setze den Anteil ein; abschließen.	Weiter: setze den Anteil ein; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T110
978	G407-E3005	G407-S454	f81v	BIOLOGICAL	olchey	OL+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	P	A	setze den Posten ein	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: setze den Posten ein.	Weiter: setze den Posten ein.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
979	G407-E3009	G407-S454	f81v	BIOLOGICAL	olor	OL+OR	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	OK	A	setze die Einheit	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: setze die Einheit.	Weiter: setze die Einheit.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
980	G407-E3011	G407-S454	f81v	BIOLOGICAL	daiidy	DA+IIN+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	DA+IIN	FORMAL_CONTROL+FORMAL_CONTROL	auf der zweiten Stufe; auf der Stufe	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+FORMAL_CONTROL	Gib den Posten; auf der zweiten Stufe; auf der Stufe; abschließen.	Gib den Posten; auf der zweiten Stufe; auf der Stufe; abschließen.	YES	EXACT_SOURCE_REPLAY	1:DA=auf der zweiten Stufe | 2:IIN=auf der Stufe | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T007
981	G407-E3012	G407-S455	f81v	BIOLOGICAL	polshy	P+OL+SH+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	P|SH	A+A	setze den Posten ein und halte den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A+A || SINGLE || NONE	Weiter: setze den Posten ein und halte den Posten.	Weiter: setze den Posten ein und halte den Posten.	YES	EXACT_SOURCE_REPLAY	1:P=einsetzen | 2:OL=weiter | 3:SH=halten | 4:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T094
982	G407-E3015	G407-S455	f81v	BIOLOGICAL	okeedy	OK+EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad II; abschließen.	Setze den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
983	G407-E3016	G407-S456	f81v	BIOLOGICAL	otedy	OT+E+DY	OT+DY	ADVANCE_THEN_CLOSE	Danach	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T157
984	G407-E3017	G407-S457	f81v	BIOLOGICAL	okshedy	OK+SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK|SH	A+A	setze den Posten und halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || GRADE	Setze den Posten und halte den Posten; auf Grad I; abschließen.	Setze den Posten und halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T034
985	G407-E3018	G407-S458	f81v	BIOLOGICAL	qoty	OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: halte den Posten.	Danach: halte den Posten.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
986	G407-E3028	G407-S458	f81v	BIOLOGICAL	olchy	OL+CH+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:CH=nehmen | 3:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
987	G407-E3030	G407-S458	f81v	BIOLOGICAL	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	D_ADDR+D_ADDR	LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	hier; hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	Weiter: halte den Posten; hier; hier.	Weiter: halte den Posten; hier; hier.	YES	EXACT_SOURCE_REPLAY	1:D_ADDR=hier | 2:SH=halten | 3:OL=weiter | 4:Y=den Posten | 5:D_ADDR=hier	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T070
988	G407-E3031	G407-S458	f81v	BIOLOGICAL	qol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
989	G407-E3032	G407-S458	f81v	BIOLOGICAL	ol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
990	G407-E3034	G407-S458	f81v	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
991	G407-E3035	G407-S459	f81v	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
992	G407-E3036	G407-S460	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	T	A	stelle den Posten ein	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Stelle den Posten ein; auf Grad I; abschließen.	Stelle den Posten ein; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:Y=den Posten | 2:T=einstellen | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
993	G407-E3039	G407-S461	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	T	A	stelle den Posten ein	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Stelle den Posten ein; auf Grad I; abschließen.	Stelle den Posten ein; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:Y=den Posten | 2:T=einstellen | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
994	G407-E3042	G407-S462	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	T	A	stelle den Posten ein	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Stelle den Posten ein; auf Grad I; abschließen.	Stelle den Posten ein; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:Y=den Posten | 2:T=einstellen | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
995	G407-E3043	G407-S463	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	T	A	stelle den Posten ein	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Stelle den Posten ein; auf Grad I; abschließen.	Stelle den Posten ein; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:Y=den Posten | 2:T=einstellen | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
996	G407-E3046	G407-S464	f81v	BIOLOGICAL	qoty	OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: gib den Posten.	Danach: gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
997	G407-E3047	G407-S464	f81v	BIOLOGICAL	ykedy	Y+K+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Gib den Posten; auf Grad I; abschließen.	Gib den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:Y=den Posten | 2:K=geben | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
998	G407-E3049	G407-S465	f81v	BIOLOGICAL	dshedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
999	G407-E3053	G407-S466	f81v	BIOLOGICAL	okedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Wert	AIIN	SINGLE	den Wert	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Wert; auf Grad I; abschließen.	Setze den Wert; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1000	G407-E3055	G407-S467	f81v	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Wert	AIIN	SINGLE	den Wert	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Wert; auf Grad I; abschließen.	Setze den Wert; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1001	G407-E3059	G407-S468	f81v	BIOLOGICAL	ol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1002	G407-E3067	G407-S468	f81v	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte die Einheit	OR	SINGLE	die Einheit	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte die Einheit; auf Grad I; abschließen.	Halte die Einheit; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1003	G407-E3069	G407-S469	f81v	BIOLOGICAL	ol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1004	G407-E3072	G407-S469	f81v	BIOLOGICAL	lshedy	L+SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	L+E	RELATION+GRADE	über die Verbindung; auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION+GRADE	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T026
1005	G407-E3076	G407-S470	f81v	BIOLOGICAL	sshkchdy	SH+K+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH|K|CHD	A+A+A	halte den Posten und gib den Posten und bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	NO_PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A+A || SINGLE || NONE	Halte den Posten und gib den Posten und bearbeite den Posten; abschließen.	Halte den Posten und gib den Posten und bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:K=geben | 3:CHD=bearbeiten | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O02	GDT565-T044
1006	G407-E3078	G407-S471	f81v	BIOLOGICAL	ol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1007	G407-E3079	G407-S471	f81v	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1008	G407-E3080	G407-S472	f81v	BIOLOGICAL	qolchedy	OL+CHD+DY	OL+DY	CONTINUE_THEN_CLOSE	Weiter	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OL+DY || ACTION_CHAIN || A || SINGLE || NONE	Weiter: bearbeite den Posten; abschließen.	Weiter: bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T110
1009	G407-E3085	G407-S473	f81v	BIOLOGICAL	qokchdy	OK+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK|CHD	A+A	setze den Posten und bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	NO_PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || NONE	Setze den Posten und bearbeite den Posten; abschließen.	Setze den Posten und bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O02	GDT565-T037
1010	G407-E3087	G407-S474	f81v	BIOLOGICAL	ol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1011	G407-E3089	G407-S474	f81v	BIOLOGICAL	ol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1012	G407-E3090	G407-S474	f81v	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1013	G407-E3091	G407-S475	f81v	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1014	G407-E3092	G407-S476	f81v	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
