recipe_context_cell_ordinal	recipe_context_cell_id	gdt564_source_cell_id	recipe	portable_route	event_count	effective_action_signatures	effective_argument_signatures	state_marker_sequence	base_mode	action_topology	argument_topology	modifier_atoms	modifier_type_sequence	outer_template_id	structural_template_id	generated_owner_free_microphrase_de	source_microphrases_de	event_ids	physical_page_count	physical_pages	register_count	registers	exact_replay_event_count	normalized_event_count	all_events_accounted	guard
443	GDT565-C0443	FIXED_RECIPE	OT+CH+O+SH+OR	FIXED_RECIPE	1	CH|SH	OR	OT	ACTION_CHAIN	A+A	SINGLE	O	FORMAL_CONTROL	GDT565-O03	GDT565-T144	Danach: nimm die Einheit und halte die Einheit; zur Ausführung.	Danach: nimm die Einheit und halte die Einheit; zur Ausführung.	G407-E0298	1	f10r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
444	GDT565-C0444	GDT564-C0270	OT+CH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	1	CH	AIN	OT+OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O06	GDT565-T167	Danach: nimm den Anteil; weiterführen.	Danach: nimm den Anteil; weiterführen.	G515-E0026	1	f4r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
445	GDT565-C0445	GDT564-C0272	OT+CH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	6	CH	Y	OT+OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O06	GDT565-T167	Danach: nimm den Posten; weiterführen.	Danach: nimm den Posten; weiterführen.	G407-E0058 || G407-E0255 || G407-E0406 || G407-E0513 || G407-E0689 || G407-E3847	6	f10r || f13r || f17r || f1r || f24v || f88r	3	HERBAL || PHARMA || SOURCE_SECTION_T	6	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
446	GDT565-C0446	GDT564-C0269	OT+CH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	3	CH	AIIN	OT+OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O06	GDT565-T167	Danach: nimm den Wert; weiterführen.	Danach: nimm den Wert; weiterführen.	G407-E0411 || G407-E4239 || G515-E0019	3	f13r || f4r || f89r	2	HERBAL || PHARMA	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
447	GDT565-C0447	GDT564-C0271	OT+CH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	1	CH	OR	OT+OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O06	GDT565-T167	Danach: nimm die Einheit; weiterführen.	Danach: nimm die Einheit; weiterführen.	G407-E0459	1	f17r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
448	GDT565-C0448	FIXED_RECIPE	OT+CH+OR	FIXED_RECIPE	3	CH	OR	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: nimm die Einheit.	Danach: nimm die Einheit.	G407-E0277 || G407-E0399 || G407-E0841	3	f10r || f13r || f56r	1	HERBAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
449	GDT565-C0449	FIXED_RECIPE	OT+CH+R	FIXED_RECIPE	1	CH|R	Y	OT	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T146	Danach: nimm den Posten und markiere den Posten.	Danach: nimm den Posten und markiere den Posten.	G407-E1109	1	f71v	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
450	GDT565-C0450	FIXED_RECIPE	OT+CH+Y	FIXED_RECIPE	5	CH	Y	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: nimm den Posten.	Danach: nimm den Posten.	G407-E0450 || G407-E0855 || G407-E1071 || G407-E1919 || G515-E0105	5	f17r || f20v || f56r || f71v || f76r	3	BIOLOGICAL || CELESTIAL || HERBAL	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
451	GDT565-C0451	GDT564-C0274	OT+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	6	CHD	Y	OT+DY	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O06	GDT565-T160	Danach: bearbeite den Posten; abschließen.	Danach: bearbeite den Posten; abschließen.	G407-E3595 || G407-E3651 || G407-E3708 || G407-E3769 || G407-E4510 || G515-E0551	3	f66r || f83r || f95v	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	6	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
452	GDT565-C0452	GDT564-C0273	OT+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	2	CHD	NONE	OT+DY	ACTION_CHAIN	A	NONE	NONE	NONE	GDT565-O06	GDT565-T155	Danach: bearbeite; abschließen.	Danach: bearbeite; abschließen.	G515-E0524 || G515-E0577	1	f66r	1	SOURCE_SECTION_T	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
453	GDT565-C0453	FIXED_RECIPE	OT+CHD+Y	FIXED_RECIPE	1	CHD	Y	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: bearbeite den Posten.	Danach: bearbeite den Posten.	G407-E4410	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
454	GDT565-C0454	FIXED_RECIPE	OT+D_ADDR+D_ADDR+Y+AR	FIXED_RECIPE	1	SH	Y	OT	ACTION_CHAIN	A	SINGLE	D_ADDR+D_ADDR+AR	LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O03	GDT565-T138	Danach: halte den Posten; hier; hier; vom Ausgang.	Danach: halte den Posten; hier; hier; vom Ausgang.	G407-E1846	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
455	GDT565-C0455	FIXED_RECIPE	OT+E+AIIN	FIXED_RECIPE	2	CHD	AIIN	OT	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O03	GDT565-T127	Danach: bearbeite den Wert; auf Grad I.	Danach: bearbeite den Wert; auf Grad I.	G407-E3655 || G407-E4405	2	f83r || f95v	2	BIOLOGICAL || HERBAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
456	GDT565-C0456	FIXED_RECIPE	OT+E+AL	FIXED_RECIPE	1	CHD	Y	OT	ACTION_CHAIN	A	SINGLE	E+AL	GRADE+RELATION	GDT565-O03	GDT565-T135	Danach: bearbeite den Posten; auf Grad I; zum Zielort.	Danach: bearbeite den Posten; auf Grad I; zum Zielort.	G515-E0332	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
457	GDT565-C0457	FIXED_RECIPE	OT+E+AR	FIXED_RECIPE	1	CH	Y	OT	ACTION_CHAIN	A	SINGLE	E+AR	GRADE+RELATION	GDT565-O03	GDT565-T135	Danach: nimm den Posten; auf Grad I; vom Ausgang.	Danach: nimm den Posten; auf Grad I; vom Ausgang.	G407-E1198	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
458	GDT565-C0458	GDT564-C0280	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	NONE	NONE	OT+DY	EMPTY_BASE	NO_ACTION	NONE	E	GRADE	GDT565-O10	GDT565-T162	Danach: auf Grad I; abschließen.	Danach: auf Grad I; abschließen.	G515-E0190 || G515-E0240	1	f31r	1	HERBAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
459	GDT565-C0459	GDT564-C0278	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	CHD	Y	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: bearbeite den Posten; auf Grad I; abschließen.	Danach: bearbeite den Posten; auf Grad I; abschließen.	G407-E3522 || G407-E3660 || G407-E4404	2	f83r || f95v	2	BIOLOGICAL || HERBAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
460	GDT565-C0460	GDT564-C0277	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	CHD	AIIN	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: bearbeite den Wert; auf Grad I; abschließen.	Danach: bearbeite den Wert; auf Grad I; abschließen.	G407-E3657	1	f83r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
461	GDT565-C0461	GDT564-C0279	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	4	K	Y	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: gib den Posten; auf Grad I; abschließen.	Danach: gib den Posten; auf Grad I; abschließen.	G407-E1863 || G407-E1864 || G407-E2230 || G407-E3257	2	f76r || f82r	1	BIOLOGICAL	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
462	GDT565-C0462	GDT564-C0287	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	6	SH	Y	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: halte den Posten; auf Grad I; abschließen.	Danach: halte den Posten; auf Grad I; abschließen.	G407-E2302 || G407-E2500 || G407-E2654 || G407-E2793 || G407-E3150 || G515-E0329	5	f66r || f76r || f77r || f81r || f81v	2	BIOLOGICAL || SOURCE_SECTION_T	6	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
463	GDT565-C0463	GDT564-C0286	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	SH	AIIN	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: halte den Wert; auf Grad I; abschließen.	Danach: halte den Wert; auf Grad I; abschließen.	G407-E2406	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
464	GDT565-C0464	GDT564-C0276	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	CH	Y	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: nimm den Posten; auf Grad I; abschließen.	Danach: nimm den Posten; auf Grad I; abschließen.	G407-E2535 || G407-E2866	2	f77r || f81r	1	BIOLOGICAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
465	GDT565-C0465	GDT564-C0275	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	CH	AIIN	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: nimm den Wert; auf Grad I; abschließen.	Danach: nimm den Wert; auf Grad I; abschließen.	G407-E2675	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
466	GDT565-C0466	GDT564-C0284	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	P	AIN	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: setze den Anteil ein; auf Grad I; abschließen.	Danach: setze den Anteil ein; auf Grad I; abschließen.	G407-E2777	1	f81r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
467	GDT565-C0467	GDT564-C0282	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	OK	AIN	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: setze den Anteil; auf Grad I; abschließen.	Danach: setze den Anteil; auf Grad I; abschließen.	G407-E1806 || G407-E2287 || G407-E2662	3	f75r || f76r || f77r	1	BIOLOGICAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
468	GDT565-C0468	GDT564-C0283	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	7	OK	Y	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Posten; auf Grad I; abschließen.	G407-E2576 || G407-E2577 || G407-E2807 || G407-E3016 || G407-E3268 || G407-E3419 || G407-E3642	5	f77r || f81r || f81v || f82r || f83r	1	BIOLOGICAL	7	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
469	GDT565-C0469	GDT564-C0281	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	OK	AIIN	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: setze den Wert; auf Grad I; abschließen.	Danach: setze den Wert; auf Grad I; abschließen.	G407-E2446 || G407-E2554	1	f77r	1	BIOLOGICAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
470	GDT565-C0470	GDT564-C0285	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	4	S	Y	OT+DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T157	Danach: wähle den Posten; auf Grad I; abschließen.	Danach: wähle den Posten; auf Grad I; abschließen.	G407-E1820 || G407-E1821 || G407-E1822 || G407-E2772	2	f75r || f81r	1	BIOLOGICAL	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
471	GDT565-C0471	FIXED_RECIPE	OT+E+DY+L	FIXED_RECIPE	1	CHD	Y	OT+DY	ACTION_CHAIN	A	SINGLE	E+L	GRADE+RELATION	GDT565-O04	GDT565-T159	Danach: bearbeite den Posten; auf Grad I; über die Verbindung; abschließen.	Danach: bearbeite den Posten; auf Grad I; über die Verbindung; abschließen.	G407-E2009	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
472	GDT565-C0472	FIXED_RECIPE	OT+E+D_ADDR+AR	FIXED_RECIPE	1	CH	AIIN	OT	ACTION_CHAIN	A	SINGLE	E+D_ADDR+AR	GRADE+LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O03	GDT565-T134	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.	G407-E1403	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
473	GDT565-C0473	FIXED_RECIPE	OT+E+D_ADDR+OR	FIXED_RECIPE	1	P	OR	OT	ACTION_CHAIN	A	SINGLE	E+D_ADDR	GRADE+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T133	Danach: setze die Einheit ein; auf Grad I; hier.	Danach: setze die Einheit ein; auf Grad I; hier.	G407-E3252	1	f82r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
474	GDT565-C0474	FIXED_RECIPE	OT+E+D_ADDR+SH+E+DY	FIXED_RECIPE	1	SH	NONE	OT+DY	ACTION_CHAIN	A	NONE	E+D_ADDR+E	GRADE+LOCAL_OR_CLASS_SIGN+GRADE	GDT565-O04	GDT565-T154	Danach: halte; auf Grad I; hier; auf Grad I; abschließen.	Danach: halte; auf Grad I; hier; auf Grad I; abschließen.	G407-E1924	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
475	GDT565-C0475	GDT564-C0289	OT+E+O	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	K	Y	OT	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O03	GDT565-T128	Danach: gib den Posten; auf Grad I; zur Ausführung.	Danach: gib den Posten; auf Grad I; zur Ausführung.	G407-E1303	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
476	GDT565-C0476	GDT564-C0290	OT+E+O	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	SH	AIN	OT	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O03	GDT565-T128	Danach: halte den Anteil; auf Grad I; zur Ausführung.	Danach: halte den Anteil; auf Grad I; zur Ausführung.	G407-E4027	1	f88v	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
477	GDT565-C0477	GDT564-C0288	OT+E+O	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	CH	AIIN	OT	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O03	GDT565-T128	Danach: nimm den Wert; auf Grad I; zur Ausführung.	Danach: nimm den Wert; auf Grad I; zur Ausführung.	G407-E1268	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
478	GDT565-C0478	GDT564-C0291	OT+E+O	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	T	OR	OT	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O03	GDT565-T128	Danach: stelle die Einheit ein; auf Grad I; zur Ausführung.	Danach: stelle die Einheit ein; auf Grad I; zur Ausführung.	G407-E1190	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
479	GDT565-C0479	FIXED_RECIPE	OT+E+O+CH+E+Y	FIXED_RECIPE	1	CH	Y	OT	ACTION_CHAIN	A	SINGLE	E+O+E	GRADE+FORMAL_CONTROL+GRADE	GDT565-O03	GDT565-T129	Danach: nimm den Posten; auf Grad I; zur Ausführung; auf Grad I.	Danach: nimm den Posten; auf Grad I; zur Ausführung; auf Grad I.	G515-E0525	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
480	GDT565-C0480	FIXED_RECIPE	OT+E+O+DY	FIXED_RECIPE	1	K	AIIN	OT+DY	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O04	GDT565-T158	Danach: gib den Wert; auf Grad I; zur Ausführung; abschließen.	Danach: gib den Wert; auf Grad I; zur Ausführung; abschließen.	G407-E3973	1	f88v	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
481	GDT565-C0481	GDT564-C0292	OT+E+O+D_ADDR+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	NONE	NONE	OT	EMPTY_BASE	NO_ACTION	NONE	E+O+D_ADDR+AR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O09	GDT565-T152	Danach: auf Grad I; zur Ausführung; hier; vom Ausgang.	Danach: auf Grad I; zur Ausführung; hier; vom Ausgang.	G407-E1179	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
482	GDT565-C0482	GDT564-C0294	OT+E+O+D_ADDR+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	SH	Y	OT	ACTION_CHAIN	A	SINGLE	E+O+D_ADDR+AR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O03	GDT565-T131	Danach: halte den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	Danach: halte den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	G407-E1353	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
483	GDT565-C0483	GDT564-C0293	OT+E+O+D_ADDR+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	OK	Y	OT	ACTION_CHAIN	A	SINGLE	E+O+D_ADDR+AR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O03	GDT565-T131	Danach: setze den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	Danach: setze den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	G407-E1081	1	f71v	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
484	GDT565-C0484	FIXED_RECIPE	OT+E+O+K+EE+Y	FIXED_RECIPE	2	K	Y	OT	ACTION_CHAIN	A	SINGLE	E+O+EE	GRADE+FORMAL_CONTROL+GRADE	GDT565-O03	GDT565-T129	Danach: gib den Posten; auf Grad I; zur Ausführung; auf Grad II.	Danach: gib den Posten; auf Grad I; zur Ausführung; auf Grad II.	G407-E1065 || G407-E1229	2	f71v || f72r	1	CELESTIAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
485	GDT565-C0485	FIXED_RECIPE	OT+E+O+SH+AR	FIXED_RECIPE	1	SH	AIIN	OT	ACTION_CHAIN	A	SINGLE	E+O+AR	GRADE+FORMAL_CONTROL+RELATION	GDT565-O03	GDT565-T132	Danach: halte den Wert; auf Grad I; zur Ausführung; vom Ausgang.	Danach: halte den Wert; auf Grad I; zur Ausführung; vom Ausgang.	G407-E1086	1	f71v	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
486	GDT565-C0486	GDT564-C0297	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	NONE	NONE	OT	EMPTY_BASE	NO_ACTION	NONE	E+O+S_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O09	GDT565-T151	Danach: auf Grad I; zur Ausführung; hier.	Danach: auf Grad I; zur Ausführung; hier.	G407-E1219	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
487	GDT565-C0487	GDT564-C0296	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	K	Y	OT	ACTION_CHAIN	A	SINGLE	E+O+S_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T130	Danach: gib den Posten; auf Grad I; zur Ausführung; hier.	Danach: gib den Posten; auf Grad I; zur Ausführung; hier.	G407-E1357	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
488	GDT565-C0488	GDT564-C0295	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	CH	AIN	OT	ACTION_CHAIN	A	SINGLE	E+O+S_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T130	Danach: nimm den Anteil; auf Grad I; zur Ausführung; hier.	Danach: nimm den Anteil; auf Grad I; zur Ausführung; hier.	G407-E4182	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
489	GDT565-C0489	GDT564-C0299	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	OK	Y	OT	ACTION_CHAIN	A	SINGLE	E+O+S_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T130	Danach: setze den Posten; auf Grad I; zur Ausführung; hier.	Danach: setze den Posten; auf Grad I; zur Ausführung; hier.	G407-E1422	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
490	GDT565-C0490	GDT564-C0298	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	OK	OR	OT	ACTION_CHAIN	A	SINGLE	E+O+S_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T130	Danach: setze die Einheit; auf Grad I; zur Ausführung; hier.	Danach: setze die Einheit; auf Grad I; zur Ausführung; hier.	G407-E1213	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
491	GDT565-C0491	GDT564-C0301	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	S	Y	OT	ACTION_CHAIN	A	SINGLE	E+O+S_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T130	Danach: wähle den Posten; auf Grad I; zur Ausführung; hier.	Danach: wähle den Posten; auf Grad I; zur Ausführung; hier.	G407-E0033	1	f1r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
492	GDT565-C0492	GDT564-C0300	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	S	AIIN	OT	ACTION_CHAIN	A	SINGLE	E+O+S_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T130	Danach: wähle den Wert; auf Grad I; zur Ausführung; hier.	Danach: wähle den Wert; auf Grad I; zur Ausführung; hier.	G407-E4336	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
493	GDT565-C0493	GDT564-C0304	OT+E+O+Y	WRITTEN_ARGUMENT__SELECT_ACTION	1	SH	Y	OT	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O03	GDT565-T128	Danach: halte den Posten; auf Grad I; zur Ausführung.	Danach: halte den Posten; auf Grad I; zur Ausführung.	G515-E0533	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
494	GDT565-C0494	GDT564-C0302	OT+E+O+Y	WRITTEN_ARGUMENT__SELECT_ACTION	1	CH	Y	OT	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O03	GDT565-T128	Danach: nimm den Posten; auf Grad I; zur Ausführung.	Danach: nimm den Posten; auf Grad I; zur Ausführung.	G407-E3988	1	f88v	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
495	GDT565-C0495	GDT564-C0303	OT+E+O+Y	WRITTEN_ARGUMENT__SELECT_ACTION	1	OK	Y	OT	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O03	GDT565-T128	Danach: setze den Posten; auf Grad I; zur Ausführung.	Danach: setze den Posten; auf Grad I; zur Ausführung.	G407-E1369	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
