clause_id	physical_page	register	start_event	end_event	events	learned_card_events	composed_events	spoken_units	end_reason	hybrid_card_translation_de	event_ids
P915-C343	f67r2	ZODIAC	P912-E1841	P912-E1858	18	3	15	17	LICENSED_DY_CLOSE	gebildete Karte: danach oder nächster Posten, im selben Arbeitsgang fortfahren, bezeichneter Teil, Arbeitsgang ausführen, Arbeitsvariante auswählen; dann gebildete Karte: Arbeitsgang ausführen, bis bereit führen, im selben Arbeitsgang fortfahren, kurz oder direkt; dann gebildete Karte: Arbeitsvariante auswählen, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsgut umsetzen, Sollmaß; dann Merkformel: dieser posten; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, kurz oder direkt, Arbeitsgang ausführen, bezeichnete s-Stelle; dann gebildete Karte: Arbeitsgang ausführen, Arbeitsstufe; dann gebildete Karte: Arbeitsgang ausführen, Prüfmarke setzen; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, Arbeitsgang ausführen, kurz oder direkt, Arbeitsgang ausführen, Material einsetzen, bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgegenstand behandeln, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsvariante auswählen, Arbeitsgang ausführen, Arbeitsgegenstand halten, Arbeitsgang ausführen; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, Arbeitsvariante auswählen; dann gebildete Karte: Arbeitsgang ausführen, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß (2×); dann gebildete Karte: dazu oder außerdem; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsvariante auswählen, Prüfmarke setzen; dann gebildete Karte: Arbeitsgang ausführen, über einen Nebenpfad, dieser Arbeitsgegenstand, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1841|P912-E1842|P912-E1843|P912-E1844|P912-E1845|P912-E1846|P912-E1847|P912-E1848|P912-E1849|P912-E1850|P912-E1851|P912-E1852|P912-E1853|P912-E1854|P912-E1855|P912-E1856|P912-E1857|P912-E1858
P915-C344	f67r2	ZODIAC	P912-E1859	P912-E1865	7	1	6	7	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann gebildete Karte: dieser Arbeitsgegenstand, Auszug, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: kurz oder direkt, Arbeitsvariante auswählen; dann gebildete Karte: Arbeitsgang ausführen, zweite Arbeitsstufe, auf der Unterstufe, Arbeitsstufe; dann gebildete Karte: dieser Arbeitsgegenstand, kurz oder direkt, Material zugeben, länger oder gehalten, Arbeitsvariante auswählen; dann gebildete Karte: Ansatz oder Zubereitung, Ziel- oder Anschlussstelle, dieser Arbeitsgegenstand. Zur Fortsetzung offen.	P912-E1859|P912-E1860|P912-E1861|P912-E1862|P912-E1863|P912-E1864|P912-E1865
P915-C345	f67r2	ZODIAC	P912-E1867	P912-E1875	9	4	5	9	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: Arbeitsgang einstellen, Arbeitsgang ausführen, Sollmaß; dann Merkformel: eine portion; dann Merkformel: dieser posten; dann gebildete Karte: dazu oder außerdem; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, kurz oder direkt, Zustand kennzeichnen; dann Merkformel: nach sollmaß; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, länger oder gehalten, lokale Arbeitsstelle; dann Merkformel: zielstelle wählen; dann gebildete Karte: zweite Arbeitsstufe, bezeichneter Teil, Sollmaß. Zur Fortsetzung offen.	P912-E1867|P912-E1868|P912-E1869|P912-E1870|P912-E1871|P912-E1872|P912-E1873|P912-E1874|P912-E1875
P915-C346	f67r2	ZODIAC	P912-E1903	P912-E1938	36	6	30	35	PAGE_END_OPEN	Merkformel: aus dem bezeichneten teil; dann gebildete Karte: Ziel- oder Anschlussstelle, bezeichneter Teil, Sollmaß; dann gebildete Karte: dieser Arbeitsgegenstand, bezeichneter Teil, Sollmaß; dann gebildete Karte: neuen Kartenblock beginnen, Material zugeben, Arbeitsgang ausführen, dieser Arbeitsgegenstand; dann gebildete Karte: dieser Arbeitsgegenstand, bezeichneter Teil, Sollmaß; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, über einen Nebenpfad, Flüssigkeits- oder Stationslauf; dann gebildete Karte: dieser Arbeitsgegenstand, Material einsetzen, Flüssigkeits- oder Stationslauf; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Arbeitsgang ausführen, Sollmaß; dann gebildete Karte: dieser Arbeitsgegenstand, bezeichneter Teil, im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, Ziel- oder Anschlussstelle, bezeichneten Anteil entnehmen, Arbeitsgang ausführen, Arbeitsvariante auswählen; dann gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; dann gebildete Karte: Arbeitsvariante auswählen, Arbeitsgegenstand halten, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgegenstand halten, länger oder gehalten, Arbeitsvariante auswählen; dann gebildete Karte: neuen Kartenblock beginnen, kurz oder direkt, dieser Arbeitsgegenstand, Material zugeben, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand (2×); dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, Arbeitsgang ausführen, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ausführen, Sollmaß; dann gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren; dann Merkformel: aus der quelle; dann gebildete Karte: im selben Arbeitsgang fortfahren, Entnahmestelle; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgegenstand halten, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, länger oder gehalten, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Auszug, Arbeitsvariante auswählen; dann gebildete Karte: Arbeitsgang ausführen, länger oder gehalten, Arbeitsgang ausführen, Arbeitsvariante auswählen; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, Arbeitsvariante auswählen; dann Merkformel: nach sollmaß; dann gebildete Karte: Arbeitsgang ansetzen, länger oder gehalten, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgang ausführen, Sollmaß; dann gebildete Karte: Arbeitsgang ausführen, bezeichneter Teil, Portion; dann Merkformel: aus der quelle; dann gebildete Karte: Flüssigkeits- oder Stationslauf; dann gebildete Karte: lokale Arbeitsstelle, dieser Arbeitsgegenstand. Zur Fortsetzung offen.	P912-E1903|P912-E1904|P912-E1905|P912-E1906|P912-E1907|P912-E1908|P912-E1909|P912-E1910|P912-E1911|P912-E1912|P912-E1913|P912-E1914|P912-E1915|P912-E1916|P912-E1917|P912-E1918|P912-E1919|P912-E1920|P912-E1921|P912-E1922|P912-E1923|P912-E1924|P912-E1925|P912-E1926|P912-E1927|P912-E1928|P912-E1929|P912-E1930|P912-E1931|P912-E1932|P912-E1933|P912-E1934|P912-E1935|P912-E1936|P912-E1937|P912-E1938
P915-C347	f68r1	ZODIAC	P912-E1939	P912-E1950	12	2	10	12	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, Arbeitsgang ansetzen, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang einstellen, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneten Anteil entnehmen, danach oder nächster Posten, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: umleiten, im selben Arbeitsgang fortfahren; dann Merkformel: auszug markieren; dann gebildete Karte: Arbeitsgang ausführen, Material einsetzen, bezeichneten Anteil entnehmen, länger oder gehalten, im selben Arbeitsgang fortfahren; dann Merkformel: der naechste ansatz; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, bis bereit führen, vollständig, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, bezeichneten Anteil entnehmen, Arbeitsgang ausführen, Ziel- oder Anschlussstelle; dann gebildete Karte: Arbeitsgang einstellen, Arbeitsgang ausführen, bezeichneten Anteil entnehmen, Arbeitsvariante auswählen, Arbeitsgang ausführen; dann gebildete Karte: danach oder nächster Posten, bezeichneten Anteil entnehmen, entlang des Arbeitswegs führen; dann gebildete Karte: Arbeitsgang ansetzen, vollständig, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1939|P912-E1940|P912-E1941|P912-E1942|P912-E1943|P912-E1944|P912-E1945|P912-E1946|P912-E1947|P912-E1948|P912-E1949|P912-E1950
P915-C348	f68r1	ZODIAC	P912-E1951	P912-E1953	3	1	2	3	LICENSED_DY_CLOSE	Merkformel: länger halten; dann gebildete Karte: bezeichneten Anteil entnehmen, länger oder gehalten, Arbeitsgang einstellen, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, kurz oder direkt, Arbeitsgang ausführen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1951|P912-E1952|P912-E1953
P915-C349	f68r1	ZODIAC	P912-E1954	P912-E1969	16	3	13	16	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: bezeichneten Anteil entnehmen, Material einsetzen, Ansatz oder Zubereitung; dann gebildete Karte: Auszug, Material zugeben, Ansatz oder Zubereitung, bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, bezeichneter Teil; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Ansatz oder Zubereitung; dann Merkformel: kurz halten; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, bezeichneten Anteil entnehmen, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: an der zielstelle ansetzen; dann Merkformel: länger ansetzen; dann gebildete Karte: Zustand kennzeichnen, Ansatz oder Zubereitung; dann gebildete Karte: kurz oder direkt, durch einen Durchlass führen, kurz oder direkt, Entnahmestelle; dann gebildete Karte: zweite Arbeitsstufe, Zustand kennzeichnen, lokale Arbeitsstelle, Innenstelle; dann gebildete Karte: bezeichneter Teil, bezeichneten Anteil entnehmen, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsgang ansetzen, lokale Arbeitsstelle, auf der Unterstufe, Arbeitsstufe; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, dieser Arbeitsgegenstand; dann gebildete Karte: zweite Arbeitsstufe, Zustand kennzeichnen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgegenstand behandeln, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand, Material zugeben, im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand. Zur Fortsetzung offen.	P912-E1954|P912-E1955|P912-E1956|P912-E1957|P912-E1958|P912-E1959|P912-E1960|P912-E1961|P912-E1962|P912-E1963|P912-E1964|P912-E1965|P912-E1966|P912-E1967|P912-E1968|P912-E1969
P915-C350	f88r	PHARMA	P912-E2368	P912-E2414	47	14	33	47	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: bezeichneter Teil, Ansatz oder Zubereitung, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsgang ausführen, dieser Arbeitsgegenstand; dann gebildete Karte: bis bereit führen, kurz oder direkt, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgang ausführen, durch einen Durchlass führen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneter Teil, Ansatz oder Zubereitung, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsgegenstand halten, im selben Arbeitsgang fortfahren, über einen Nebenpfad, bezeichneten Anteil entnehmen, Ansatz oder Zubereitung; dann Merkformel: zur zielstelle; dann gebildete Karte: bezeichneten Anteil entnehmen, bis bereit führen, im selben Arbeitsgang fortfahren; dann gebildete Karte: Zustand kennzeichnen, Ziel- oder Anschlussstelle; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsgang ausführen, Innenstelle; dann gebildete Karte: Material zugeben, kurz oder direkt, im selben Arbeitsgang fortfahren; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, Entnahmestelle; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Material zugeben, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsgang ansetzen, Ansatz oder Zubereitung; dann Merkformel: nach sollmaß; dann Merkformel: quelle wählen; dann Merkformel: variante wählen; dann Merkformel: nach sollmaß; dann Merkformel: diesen posten ansetzen; dann gebildete Karte: Arbeitsvariante auswählen, Innenstelle; dann gebildete Karte: Arbeitsgang ausführen, Portion; dann Merkformel: der ansatz; dann gebildete Karte: Arbeitsgang ausführen, Innenstelle; dann gebildete Karte: danach oder nächster Posten, Innenstelle; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, Arbeitsgang ausführen, Innenstelle; dann gebildete Karte: bezeichneten Anteil entnehmen, länger oder gehalten, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: aus dem bezeichneten teil; dann Merkformel: der ansatz; dann gebildete Karte: Arbeitsgang ausführen, Innenstelle; dann gebildete Karte: Auszug, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, im selben Arbeitsgang fortfahren; dann Merkformel: den auszug weiterführen; dann Merkformel: sollwert wählen; dann gebildete Karte: Auszug, Arbeitsvariante auswählen; dann Merkformel: den auszug weiterführen; dann gebildete Karte: bezeichneter Teil, im selben Arbeitsgang fortfahren, vollständig, dieser Arbeitsgegenstand; dann Merkformel: der ansatz; dann gebildete Karte: Auszug, Innenstelle; dann gebildete Karte: Auszug, im verbundenen Gang, lokale Arbeitsstelle, Innenstelle; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang ansetzen, kurz oder direkt, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Auszug, Innenstelle; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, Ansatz oder Zubereitung; dann gebildete Karte: bezeichneten Anteil entnehmen, länger oder gehalten, paarweise entnehmen; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, kurz oder direkt, Ansatz oder Zubereitung; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsvariante auswählen, Innenstelle. Zur Fortsetzung offen.	P912-E2368|P912-E2369|P912-E2370|P912-E2371|P912-E2372|P912-E2373|P912-E2374|P912-E2375|P912-E2376|P912-E2377|P912-E2378|P912-E2379|P912-E2380|P912-E2381|P912-E2382|P912-E2383|P912-E2384|P912-E2385|P912-E2386|P912-E2387|P912-E2388|P912-E2389|P912-E2390|P912-E2391|P912-E2392|P912-E2393|P912-E2394|P912-E2395|P912-E2396|P912-E2397|P912-E2398|P912-E2399|P912-E2400|P912-E2401|P912-E2402|P912-E2403|P912-E2404|P912-E2405|P912-E2406|P912-E2407|P912-E2408|P912-E2409|P912-E2410|P912-E2411|P912-E2412|P912-E2413|P912-E2414
P915-C351	f88r	PHARMA	P912-E2421	P912-E2426	6	1	5	6	LICENSED_DY_CLOSE	gebildete Karte: Material zugeben, Arbeitsgang ausführen, lokale Arbeitsstelle, dieser Arbeitsgegenstand; dann gebildete Karte: umleiten, im selben Arbeitsgang fortfahren; dann gebildete Karte: Ansatz oder Zubereitung, bezeichneten Anteil entnehmen, Ansatz oder Zubereitung; dann gebildete Karte: Material einsetzen, Auszug, entlang des Arbeitswegs führen, dieser Arbeitsgegenstand; dann gebildete Karte: danach oder nächster Posten, bezeichneten Anteil entnehmen, im selben Arbeitsgang fortfahren; dann Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E2421|P912-E2422|P912-E2423|P912-E2424|P912-E2425|P912-E2426
P915-C352	f88r	PHARMA	P912-E2427	P912-E2459	33	15	18	32	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: Arbeitsvariante auswählen, Ziel- oder Anschlussstelle, Arbeitsvariante auswählen, Ziel- oder Anschlussstelle, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren; dann Merkformel: nach sollmaß; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, kurz oder direkt, Material zugeben, im selben Arbeitsgang fortfahren (2×); dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, durch einen Durchlass führen, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren; dann Merkformel: den auszug weiterführen; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, im selben Arbeitsgang fortfahren; dann Merkformel: länger ansetzen; dann Merkformel: variante wählen; dann Merkformel: dieser posten; dann Merkformel: variante wählen; dann Merkformel: nach sollmaß; dann Merkformel: vom ansatz entnehmen; dann gebildete Karte: danach oder nächster Posten, kurz oder direkt, Ansatz oder Zubereitung; dann Merkformel: nach sollmaß; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, Arbeitsvariante auswählen, Ziel- oder Anschlussstelle, Arbeitsvariante auswählen; dann gebildete Karte: kurz oder direkt, im selben Arbeitsgang fortfahren; dann Merkformel: vom ansatz entnehmen; dann gebildete Karte: Arbeitsgang ausführen, spülen, kurz oder direkt, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgegenstand halten, Arbeitsgang ausführen, dieser Arbeitsgegenstand; dann Merkformel: damit weiter; dann gebildete Karte: Arbeitsgegenstand halten, länger oder gehalten, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, im selben Arbeitsgang fortfahren, bezeichneter Teil, einmal ausführen; dann gebildete Karte: dieser Arbeitsgegenstand, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß ansetzen; dann Merkformel: damit weiter; dann Merkformel: auszug markieren; dann Merkformel: damit weiter; dann gebildete Karte: bezeichneten Anteil entnehmen, Ansatz oder Zubereitung, im selben Arbeitsgang fortfahren, Arbeitsvariante auswählen, Ziel- oder Anschlussstelle. Zur Fortsetzung offen.	P912-E2427|P912-E2428|P912-E2429|P912-E2430|P912-E2431|P912-E2432|P912-E2433|P912-E2434|P912-E2435|P912-E2436|P912-E2437|P912-E2438|P912-E2439|P912-E2440|P912-E2441|P912-E2442|P912-E2443|P912-E2444|P912-E2445|P912-E2446|P912-E2447|P912-E2448|P912-E2449|P912-E2450|P912-E2451|P912-E2452|P912-E2453|P912-E2454|P912-E2455|P912-E2456|P912-E2457|P912-E2458|P912-E2459
P915-C353	f88r	PHARMA	P912-E2464	P912-E2470	7	1	6	7	LICENSED_DY_CLOSE	gebildete Karte: Material einsetzen, Arbeitsgang ausführen, länger oder gehalten, Entnahmestelle; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsgang ansetzen, dieser Arbeitsgegenstand; dann gebildete Karte: auffangen, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: bis bereit führen, im selben Arbeitsgang fortfahren; dann gebildete Karte: Material einsetzen, im selben Arbeitsgang fortfahren, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: variante wählen; dann gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E2464|P912-E2465|P912-E2466|P912-E2467|P912-E2468|P912-E2469|P912-E2470
P915-C354	f88r	PHARMA	P912-E2471	P912-E2511	41	19	22	40	PAGE_END_OPEN	gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren; dann Merkformel: damit weiter; dann gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren (2×); dann Merkformel: damit weiter; dann Merkformel: länger halten; dann Merkformel: der ansatz; dann Merkformel: nach sollmaß; dann gebildete Karte: im selben Arbeitsgang fortfahren, zweite Arbeitsstufe, entlang des Arbeitswegs führen; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Entnahmestelle; dann Merkformel: den auszug weiterführen; dann Merkformel: damit weiter; dann Merkformel: dieser posten; dann gebildete Karte: durch einen Durchlass führen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: variante wählen; dann Merkformel: der ansatz; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Entnahmestelle; dann Merkformel: aus der quelle; dann gebildete Karte: Ziel- oder Anschlussstelle, Arbeitsvariante auswählen, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, Ansatz oder Zubereitung; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren; dann Merkformel: den auszug weiterführen; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren; dann gebildete Karte: Material zugeben, bezeichneten Anteil entnehmen, Ansatz oder Zubereitung; dann Merkformel: damit weiter; dann Merkformel: zur zielstelle; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, vollständig, dieser Arbeitsgegenstand; dann Merkformel: auszug markieren; dann gebildete Karte: Auszug, Arbeitsgang einstellen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: den auszug weiterführen; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, Ansatz oder Zubereitung; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, Arbeitsgang einstellen, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ausführen, über einen Nebenpfad, Ziel- oder Anschlussstelle; dann Merkformel: aus dem bezeichneten teil; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, Entnahmestelle; dann Merkformel: damit weiter; dann gebildete Karte: bezeichneter Teil, im selben Arbeitsgang fortfahren; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, kurz oder direkt, Material zugeben, kurz oder direkt, Ansatz oder Zubereitung; dann gebildete Karte: Auszug, Innenstelle. Zur Fortsetzung offen.	P912-E2471|P912-E2472|P912-E2473|P912-E2474|P912-E2475|P912-E2476|P912-E2477|P912-E2478|P912-E2479|P912-E2480|P912-E2481|P912-E2482|P912-E2483|P912-E2484|P912-E2485|P912-E2486|P912-E2487|P912-E2488|P912-E2489|P912-E2490|P912-E2491|P912-E2492|P912-E2493|P912-E2494|P912-E2495|P912-E2496|P912-E2497|P912-E2498|P912-E2499|P912-E2500|P912-E2501|P912-E2502|P912-E2503|P912-E2504|P912-E2505|P912-E2506|P912-E2507|P912-E2508|P912-E2509|P912-E2510|P912-E2511
