record_id	plaintext	units	unit_names
3528	partes	85,2,49,9,61,89	P C a ok i I
3529	partes	85,2,49,9,61,89	P C a ok i I
3530	partes	85,2,49,9,61,89	P C a ok i I
3531	partes	85,2,49,9,61,89	P C a ok i I
3532	partes	85,2,49,9,61,89	P C a ok i I
3533	partes	85,2,49,9,61,89	P C a ok i I
3534	partes	85,2,49,9,61,89	P C a ok i I
3535	partes	85,2,49,9,61,89	P C a ok i I
3536	partes	85,2,49,9,61,89	P C a ok i I
3537	partes	85,2,49,9,61,89	P C a ok i I
3538	partes	85,2,49,9,61,89	P C a ok i I
3539	partes	85,2,49,9,61,89	P C a ok i I
3540	partes	85,2,49,9,61,89	P C a ok i I
3541	partes	85,2,49,9,61,89	P C a ok i I
3542	partes	85,2,49,9,61,89	P C a ok i I
3543	partes	85,2,49,9,61,89	P C a ok i I
3544	partes	85,2,49,9,61,89	P C a ok i I
3545	partes	85,2,49,9,61,89	P C a ok i I
3546	partes	85,2,49,9,61,89	P C a ok i I
3547	partes	85,2,49,9,61,89	P C a ok i I
3548	partes	85,2,49,9,61,89	P C a ok i I
3549	partes	85,2,49,9,61,89	P C a ok i I
3550	partes	85,2,49,9,61,89	P C a ok i I
3551	partes	85,2,49,9,61,89	P C a ok i I
3552	partes	85,2,49,9,61,89	P C a ok i I
3553	partes	85,2,49,9,61,89	P C a ok i I
3554	partes	85,2,49,9,61,89	P C a ok i I
3555	partes	85,2,49,9,61,89	P C a ok i I
3556	partes	85,2,49,9,61,89	P C a ok i I
3557	partes	85,2,49,9,61,89	P C a ok i I
3558	partes	85,2,49,9,61,89	P C a ok i I
3559	partes	85,2,49,9,61,89	P C a ok i I
3560	partes	85,2,49,9,61,89	P C a ok i I
3561	partes	85,2,49,9,61,89	P C a ok i I
3562	partes	85,2,49,9,61,89	P C a ok i I
3563	partes	85,2,49,9,61,89	P C a ok i I
3564	partes	85,2,49,9,61,89	P C a ok i I
3565	partes	85,2,49,9,61,89	P C a ok i I
3566	partes	85,2,49,9,61,89	P C a ok i I
3567	partes	85,2,49,9,61,89	P C a ok i I
3568	partes	85,2,49,9,61,89	P C a ok i I
3569	partes	85,2,49,9,61,89	P C a ok i I
3570	partes	85,2,49,9,61,89	P C a ok i I
3571	partes	85,2,49,9,61,89	P C a ok i I
3572	partes	85,2,49,9,61,89	P C a ok i I
3573	partes	85,2,49,9,61,89	P C a ok i I
3574	partes	85,2,49,9,61,89	P C a ok i I
3575	partes	85,2,49,9,61,89	P C a ok i I
3576	partes	85,2,49,9,61,89	P C a ok i I
3577	partes	85,2,49,9,61,89	P C a ok i I
3578	partes	85,2,49,9,61,89	P C a ok i I
3579	tertiam	9,54,9,56,2,96	ok K ok N C z
3580	tertiam	9,54,9,56,2,96	ok K ok N C z
3581	tertiam	9,54,9,56,2,96	ok K ok N C z
3582	tertiam	9,54,9,56,2,96	ok K ok N C z
3583	tertiam	9,54,9,56,2,96	ok K ok N C z
3584	tertiam	9,54,9,56,2,96	ok K ok N C z
3585	tertiam	9,54,9,56,2,96	ok K ok N C z
3586	tertiam	9,54,9,56,2,96	ok K ok N C z
3587	tertiam	9,54,9,56,2,96	ok K ok N C z
3588	tertiam	9,54,9,56,2,96	ok K ok N C z
3589	tertiam	9,54,9,56,2,96	ok K ok N C z
3590	tertiam	9,54,9,56,2,96	ok K ok N C z
3591	tertiam	9,54,9,56,2,96	ok K ok N C z
3592	tertiam	9,54,9,56,2,96	ok K ok N C z
3593	tertiam	9,54,9,56,2,96	ok K ok N C z
3594	tertiam	9,54,9,56,2,96	ok K ok N C z
3595	tertiam	9,54,9,56,2,96	ok K ok N C z
3596	tertiam	9,54,9,56,2,96	ok K ok N C z
3597	tertiam	9,54,9,56,2,96	ok K ok N C z
3598	tertiam	9,54,9,56,2,96	ok K ok N C z
3599	tertiam	9,54,9,56,2,96	ok K ok N C z
3600	tertiam	9,54,9,56,2,96	ok K ok N C z
3601	tertiam	9,54,9,56,2,96	ok K ok N C z
3602	tertiam	9,54,9,56,2,96	ok K ok N C z
3603	tertiam	9,54,9,56,2,96	ok K ok N C z
3604	tertiam	9,54,9,56,2,96	ok K ok N C z
3605	tertiam	9,54,9,56,2,96	ok K ok N C z
3606	tertiam	9,54,9,56,2,96	ok K ok N C z
3607	tertiam	9,54,9,56,2,96	ok K ok N C z
3608	tertiam	9,54,9,56,2,96	ok K ok N C z
3609	tertiam	9,54,9,56,2,96	ok K ok N C z
3610	tertiam	9,54,9,56,2,96	ok K ok N C z
3611	tertiam	9,54,9,56,2,96	ok K ok N C z
3612	tertiam	9,54,9,56,2,96	ok K ok N C z
3613	tertiam	9,54,9,56,2,96	ok K ok N C z
3614	tertiam	9,54,9,56,2,96	ok K ok N C z
3615	tertiam	9,54,9,56,2,96	ok K ok N C z
3616	tertiam	9,54,9,56,2,96	ok K ok N C z
3617	tertiam	9,54,9,56,2,96	ok K ok N C z
3618	tertiam	9,54,9,56,2,96	ok K ok N C z
3619	tertiam	9,54,9,56,2,96	ok K ok N C z
3620	tertiam	9,54,9,56,2,96	ok K ok N C z
3621	tertiam	9,54,9,56,2,96	ok K ok N C z
3622	tertiam	9,54,9,56,2,96	ok K ok N C z
3623	tertiam	9,54,9,56,2,96	ok K ok N C z
3624	tertiam	9,54,9,56,2,96	ok K ok N C z
3625	tertiam	9,54,9,56,2,96	ok K ok N C z
3626	tertiam	9,54,9,56,2,96	ok K ok N C z
3627	tertiam	9,54,9,56,2,96	ok K ok N C z
3628	tertiam	9,54,9,56,2,96	ok K ok N C z
3629	tertiam	9,54,9,56,2,96	ok K ok N C z
3630	tertiam	9,54,9,56,2,96	ok K ok N C z
3631	tertiam	9,54,9,56,2,96	ok K ok N C z
3632	tertiam	9,54,9,56,2,96	ok K ok N C z
3633	tertiam	9,54,9,56,2,96	ok K ok N C z
3634	tertiam	9,54,9,56,2,96	ok K ok N C z
3635	tertiam	9,54,9,56,2,96	ok K ok N C z
3636	tertiam	9,54,9,56,2,96	ok K ok N C z
3637	tertiam	9,54,9,56,2,96	ok K ok N C z
3638	tertiam	9,54,9,56,2,96	ok K ok N C z
