assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_ordinal_in_clause	bracket_marker	host_class	argument_root	explicit_argument_phrase_de	replacement_card_id	source_fragment_de	target_fragment_de	context_source_layer	inherited_argument_source_event_id	guard
936	G407-E3020	G407-S458	f81v	BIOLOGICAL	yshey	Y+SH+E+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
937	G407-E3020	G407-S458	f81v	BIOLOGICAL	yshey	Y+SH+E+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
938	G407-E3024	G407-S458	f81v	BIOLOGICAL	ykeey	Y+K+EE+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
939	G407-E3024	G407-S458	f81v	BIOLOGICAL	ykeey	Y+K+EE+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
940	G407-E3040	G407-S462	f81v	BIOLOGICAL	ykeshey	Y+K+E+SH+E+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
941	G407-E3040	G407-S462	f81v	BIOLOGICAL	ykeshey	Y+K+E+SH+E+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
942	G407-E3040	G407-S462	f81v	BIOLOGICAL	ykeshey	Y+K+E+SH+E+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
943	G407-E3040	G407-S462	f81v	BIOLOGICAL	ykeshey	Y+K+E+SH+E+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
944	G407-E3041	G407-S462	f81v	BIOLOGICAL	dchsed	D_ADDR+CH+S+E+D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
945	G407-E3041	G407-S462	f81v	BIOLOGICAL	dchsed	D_ADDR+CH+S+E+D_ADDR	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
946	G407-E3044	G407-S464	f81v	BIOLOGICAL	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
947	G407-E3045	G407-S464	f81v	BIOLOGICAL	ykeday	Y+K+E+DA+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
948	G407-E3045	G407-S464	f81v	BIOLOGICAL	ykeday	Y+K+E+DA+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
949	G407-E3048	G407-S465	f81v	BIOLOGICAL	okal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
950	G407-E3050	G407-S466	f81v	BIOLOGICAL	ykeedy	Y+K+EE+D_ADDR+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
951	G407-E3050	G407-S466	f81v	BIOLOGICAL	ykeedy	Y+K+EE+D_ADDR+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
952	G407-E3054	G407-S467	f81v	BIOLOGICAL	qokeed	OK+EE+D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Stationswert	GDT572-A14	den Stationswert [wie zuvor]	denselben Stationswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
953	G407-E3057	G407-S468	f81v	BIOLOGICAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
954	G407-E3063	G407-S468	f81v	BIOLOGICAL	r	R	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
955	G407-E3073	G407-S470	f81v	BIOLOGICAL	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
956	G407-E3083	G407-S473	f81v	BIOLOGICAL	dl	L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
957	G407-E3084	G407-S473	f81v	BIOLOGICAL	ral	R+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
958	G407-E3098	G407-S478	f81v	BIOLOGICAL	qokar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
959	G407-E3101	G407-S479	f81v	BIOLOGICAL	qokar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
960	G407-E3102	G407-S479	f81v	BIOLOGICAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
961	G407-E3106	G407-S479	f81v	BIOLOGICAL	chekal	CH+K+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
962	G407-E3106	G407-S479	f81v	BIOLOGICAL	chekal	CH+K+AL	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
963	G407-E3113	G407-S482	f81v	BIOLOGICAL	lsho	L+SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
964	G407-E3119	G407-S484	f81v	BIOLOGICAL	lchedal	L+CHD+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
965	G407-E3122	G407-S484	f81v	BIOLOGICAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
966	G407-E3124	G407-S484	f81v	BIOLOGICAL	oiin	O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
967	G407-E3126	G407-S484	f81v	BIOLOGICAL	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
968	G407-E3141	G407-S487	f81v	BIOLOGICAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
969	G407-E3145	G407-S487	f81v	BIOLOGICAL	sal	S+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
970	G407-E3159	G407-S489	f81v	BIOLOGICAL	tchd	T+CHD	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
971	G407-E3159	G407-S489	f81v	BIOLOGICAL	tchd	T+CHD	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
972	G407-E3163	G407-S489	f81v	BIOLOGICAL	oiin	O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
973	G407-E3165	G407-S490	f81v	BIOLOGICAL	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
974	G407-E3171	G407-S491	f81v	BIOLOGICAL	oiiin	O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
975	G407-E3176	G407-S494	f81v	BIOLOGICAL	chal	CH+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
976	G407-E3190	G407-S497	f82r	BIOLOGICAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
977	G407-E3192	G407-S497	f82r	BIOLOGICAL	lched	L+CHD	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
978	G407-E3204	G407-S499	f82r	BIOLOGICAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
979	G407-E3210	G407-S500	f82r	BIOLOGICAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
980	G407-E3214	G407-S501	f82r	BIOLOGICAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
981	G407-E3215	G407-S501	f82r	BIOLOGICAL	sar	S+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
982	G407-E3220	G407-S502	f82r	BIOLOGICAL	okal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
983	G407-E3226	G407-S503	f82r	BIOLOGICAL	qokar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Stationswert	GDT572-A14	den Stationswert [wie zuvor]	denselben Stationswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
984	G407-E3236	G407-S507	f82r	BIOLOGICAL	lcho	L+CH+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
985	G407-E3237	G407-S507	f82r	BIOLOGICAL	r	R	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
986	G407-E3256	G407-S509	f82r	BIOLOGICAL	kam	K+AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
987	G407-E3258	G407-S510	f82r	BIOLOGICAL	qodched	CARRIER_Q+O+D_ADDR+CHD	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
988	G407-E3260	G407-S510	f82r	BIOLOGICAL	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
989	G407-E3261	G407-S510	f82r	BIOLOGICAL	checkho	CH+E+CH+K+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
990	G407-E3261	G407-S510	f82r	BIOLOGICAL	checkho	CH+E+CH+K+O	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
991	G407-E3261	G407-S510	f82r	BIOLOGICAL	checkho	CH+E+CH+K+O	3	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
992	G407-E3263	G407-S510	f82r	BIOLOGICAL	okal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
993	G407-E3265	G407-S510	f82r	BIOLOGICAL	tcheol	T+CH+E+O+L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
994	G407-E3265	G407-S510	f82r	BIOLOGICAL	tcheol	T+CH+E+O+L	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
995	G407-E3269	G407-S513	f82r	BIOLOGICAL	chedar	CHD+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
996	G407-E3273	G407-S513	f82r	BIOLOGICAL	r	R	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
997	G407-E3275	G407-S513	f82r	BIOLOGICAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
998	G407-E3296	G407-S521	f82r	BIOLOGICAL	r	R	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
999	G407-E3299	G407-S521	f82r	BIOLOGICAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Stationseinheit	GDT572-A16	die Stationseinheit [wie zuvor]	dieselbe Stationseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1000	G407-E3302	G407-S521	f82r	BIOLOGICAL	ra	R+A_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1001	G407-E3303	G407-S521	f82r	BIOLOGICAL	dam	DA+AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1002	G407-E3316	G407-S526	f82r	BIOLOGICAL	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1003	G407-E3317	G407-S526	f82r	BIOLOGICAL	chedar	CHD+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1004	G407-E3319	G407-S526	f82r	BIOLOGICAL	ykeey	Y+K+EE+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1005	G407-E3319	G407-S526	f82r	BIOLOGICAL	ykeey	Y+K+EE+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1006	G407-E3320	G407-S526	f82r	BIOLOGICAL	l	L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1007	G407-E3321	G407-S526	f82r	BIOLOGICAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1008	G407-E3325	G407-S526	f82r	BIOLOGICAL	char	AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1009	G407-E3331	G407-S528	f82r	BIOLOGICAL	cphal	CH+P+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1010	G407-E3331	G407-S528	f82r	BIOLOGICAL	cphal	CH+P+AL	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
