change_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_signature	bracket_occurrence_count	before_clause_de	after_clause_de	guard
609	G407-E2495	G407-S345	f77r	BIOLOGICAL	sheal	SH+E+AL	[wie zuvor]	1	Halte den Stationsanteil [wie zuvor]; zur Zielstation; auf Grad I.	Halte denselben Stationsanteil; zur Zielstation; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
610	G407-E2508	G407-S351	f77r	BIOLOGICAL	shear	SH+E+AR	[wie zuvor]	1	Halte den Stationsposten [wie zuvor]; von der Ausgangsstation; auf Grad I.	Halte denselben Stationsposten; von der Ausgangsstation; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
611	G407-E2511	G407-S352	f77r	BIOLOGICAL	al	AL	[wie zuvor]	1	Im laufenden Gang halte den Stationsposten [wie zuvor]; zur Zielstation.	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
612	G407-E2513	G407-S353	f77r	BIOLOGICAL	r	R	[wie zuvor]	1	Markiere den Stationsposten [wie zuvor].	Markiere denselben Stationsposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
613	G407-E2514	G407-S353	f77r	BIOLOGICAL	oin	O+IIN	[wie zuvor]	1	Im laufenden Gang markiere den Stationsposten [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang markiere denselben Stationsposten; als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
614	G407-E2527	G407-S357	f77r	BIOLOGICAL	qokal	OK+AL	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
615	G407-E2532	G407-S357	f77r	BIOLOGICAL	lfcheal	L+LOCAL_CHAR_F+CH+E+AL	[wie zuvor]	1	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung und zur Zielstation; auf Grad I; an der bezeichneten Stelle.	Entnimm denselben Stationsposten; über die sichtbare Verbindung und zur Zielstation; auf Grad I; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
616	G407-E2533	G407-S357	f77r	BIOLOGICAL	shear	SH+E+AR	[wie zuvor]	1	Halte den Stationsposten [wie zuvor]; von der Ausgangsstation; auf Grad I.	Halte denselben Stationsposten; von der Ausgangsstation; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
617	G407-E2536	G407-S358	f77r	BIOLOGICAL	qokar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
618	G407-E2538	G407-S359	f77r	BIOLOGICAL	qokal	OK+AL	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
619	G407-E2539	G407-S359	f77r	BIOLOGICAL	shedar	SH+E+D_ADDR+AR	[wie zuvor]	1	Halte den Stationsposten [wie zuvor]; von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.	Halte denselben Stationsposten; von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
620	G407-E2540	G407-S359	f77r	BIOLOGICAL	dal	AL	[wie zuvor]	1	Im laufenden Gang halte den Stationsposten [wie zuvor]; zur Zielstation.	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
621	G407-E2559	G407-S366	f77r	BIOLOGICAL	sar	S+AR	[wie zuvor]	1	Wähle den Stationsanteil [wie zuvor]; von der Ausgangsstation.	Wähle denselben Stationsanteil; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
622	G407-E2560	G407-S366	f77r	BIOLOGICAL	lom	L+O+M_LOCAL	[wie zuvor]	1	Im laufenden Gang wähle den Stationsanteil [wie zuvor]; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Stationsanteil; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
623	G407-E2568	G407-S368	f77r	BIOLOGICAL	sa	S+A_ADDR	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	Wähle denselben Stationsposten; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
624	G407-E2569	G407-S368	f77r	BIOLOGICAL	iin	IIN	[wie zuvor]	1	Im laufenden Gang wähle den Stationsposten [wie zuvor]; auf der bezeichneten Stufe.	Im laufenden Gang wähle denselben Stationsposten; auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
625	G407-E2581	G407-S370	f77r	BIOLOGICAL	cheol	CH+E+O+L	[wie zuvor]	1	Entnimm den Stationsanteil [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationsanteil; über die sichtbare Verbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
626	G407-E2585	G407-S370	f77r	BIOLOGICAL	qeteiiin	CARRIER_Q+E+T+IIN	[wie zuvor]	1	Stelle den Stationsposten [wie zuvor] ein; als neuen Einsatz, auf Grad I und auf der bezeichneten Stufe.	Stelle denselben Stationsposten ein; als neuen Einsatz, auf Grad I und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
627	G407-E2592	G407-S372	f77r	BIOLOGICAL	sar	S+AR	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	Wähle denselben Stationsposten; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
628	G407-E2593	G407-S372	f77r	BIOLOGICAL	oiiiin	O+IIN	[wie zuvor]	1	Im laufenden Gang wähle den Stationsposten [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang wähle denselben Stationsposten; als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
629	G407-E2643	G407-S383	f77r	BIOLOGICAL	daiiin	DA+IIN	[wie zuvor]	1	Im laufenden Gang halte den Stationswert [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe.	Im laufenden Gang halte denselben Stationswert; auf der zweiten Stufe und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
630	G407-E2652	G407-S385	f77r	BIOLOGICAL	sh	SH	[wie zuvor]	1	Halte den Stationswert [wie zuvor].	Halte denselben Stationswert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
631	G407-E2656	G407-S386	f77r	BIOLOGICAL	r	R	[wie zuvor]	1	Markiere den Stationsposten [wie zuvor].	Markiere denselben Stationsposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
632	G407-E2658	G407-S386	f77r	BIOLOGICAL	chl	CH+L	[wie zuvor]	1	Entnimm den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.	Entnimm denselben Stationsanteil; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
633	G407-E2659	G407-S386	f77r	BIOLOGICAL	s	S	[wie zuvor]	1	Wähle den Stationsanteil [wie zuvor].	Wähle denselben Stationsanteil.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
634	G407-E2666	G407-S390	f77r	BIOLOGICAL	s	S	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor].	Wähle denselben Stationsposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
635	G407-E2668	G407-S390	f77r	BIOLOGICAL	al	AL	[wie zuvor]	1	Im laufenden Gang wähle den Stationswert [wie zuvor]; zur Zielstation.	Im laufenden Gang wähle denselben Stationswert; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
636	G407-E2669	G407-S390	f77r	BIOLOGICAL	d	D_ADDR	[wie zuvor]	1	Im laufenden Gang wähle den Stationswert [wie zuvor]; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Stationswert; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
637	G407-E2670	G407-S390	f77r	BIOLOGICAL	chee	SH+EE	[wie zuvor]	1	Halte den Stationswert [wie zuvor]; auf Grad II.	Halte denselben Stationswert; auf Grad II.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
638	G407-E2681	G407-S392	f77r	BIOLOGICAL	qokear	OK+E+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; auf Grad I.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
639	G407-E2686	G407-S392	f77r	BIOLOGICAL	ches	CH+E+S	[wie zuvor]|[wie zuvor]	2	Entnimm den Stationswert [wie zuvor] und wähle den Stationswert [wie zuvor]; auf Grad I.	Entnimm denselben Stationswert und wähle denselben Stationswert; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
640	G407-E2687	G407-S392	f77r	BIOLOGICAL	lchear	L+CH+E+AR	[wie zuvor]	1	Entnimm den Stationswert [wie zuvor]; über die sichtbare Verbindung und von der Ausgangsstation; auf Grad I.	Entnimm denselben Stationswert; über die sichtbare Verbindung und von der Ausgangsstation; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
641	G407-E2688	G407-S392	f77r	BIOLOGICAL	dal	AL	[wie zuvor]	1	Im laufenden Gang entnimm den Stationswert [wie zuvor]; zur Zielstation.	Im laufenden Gang entnimm denselben Stationswert; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
642	G407-E2689	G407-S392	f77r	BIOLOGICAL	chr	CH+R	[wie zuvor]|[wie zuvor]	2	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	Entnimm denselben Stationswert und markiere denselben Stationswert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
643	G407-E2690	G407-S392	f77r	BIOLOGICAL	sl	S+L	[wie zuvor]	1	Wähle den Stationswert [wie zuvor]; über die sichtbare Verbindung.	Wähle denselben Stationswert; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
644	G407-E2691	G407-S392	f77r	BIOLOGICAL	s	S	[wie zuvor]	1	Wähle den Stationswert [wie zuvor].	Wähle denselben Stationswert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
645	G407-E2695	G407-S392	f77r	BIOLOGICAL	lod	L+O+D_ADDR	[wie zuvor]	1	Im laufenden Gang markiere den Stationswert [wie zuvor]; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang markiere denselben Stationswert; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
646	G407-E2698	G407-S392	f77r	BIOLOGICAL	tal	T+AL	[wie zuvor]	1	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	Stelle denselben Stationsposten ein; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
647	G407-E2699	G407-S392	f77r	BIOLOGICAL	cheol	CH+E+O+L	[wie zuvor]	1	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
648	G407-E2700	G407-S392	f77r	BIOLOGICAL	dag	DA+LOCAL_CHAR_G	[wie zuvor]	1	Im laufenden Gang entnimm den Stationsposten [wie zuvor]; auf der zweiten Stufe; mit der lokalen Variante.	Im laufenden Gang entnimm denselben Stationsposten; auf der zweiten Stufe; mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
649	G407-E2701	G407-S392	f77r	BIOLOGICAL	as	A_ADDR+S	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	Wähle denselben Stationsposten; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
650	G407-E2704	G407-S392	f77r	BIOLOGICAL	ysheey	Y+SH+EE+Y	[außen]|[innen]	2	Halte den Stationsposten [außen] und den Stationsposten [innen]; auf Grad II.	Halte den äußeren Stationsposten und den inneren Stationsposten; auf Grad II.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
651	G407-E2705	G407-S392	f77r	BIOLOGICAL	dal	AL	[wie zuvor]	1	Im laufenden Gang halte den Stationsposten [wie zuvor]; zur Zielstation.	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
652	G407-E2707	G407-S392	f77r	BIOLOGICAL	sal	S+AL	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	Wähle denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
653	G407-E2708	G407-S392	f77r	BIOLOGICAL	dalo	D_ADDR+AL+O	[wie zuvor]	1	Im laufenden Gang wähle den Stationsposten [wie zuvor]; zur Zielstation; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Stationsposten; zur Zielstation; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
654	G407-E2711	G407-S392	f77r	BIOLOGICAL	dalo	D_ADDR+AL+O	[wie zuvor]	1	Im laufenden Gang markiere den Stationsposten [wie zuvor]; zur Zielstation; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang markiere denselben Stationsposten; zur Zielstation; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
655	G407-E2712	G407-S392	f77r	BIOLOGICAL	sodar	S+O+DA+R	[wie zuvor]|[wie zuvor]	2	Wähle den Stationsposten [wie zuvor] und markiere den Stationsposten [wie zuvor]; als Ausführung und auf der zweiten Stufe.	Wähle denselben Stationsposten und markiere denselben Stationsposten; als Ausführung und auf der zweiten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
656	G407-E2722	G407-S396	f81r	BIOLOGICAL	lshl	L+SH+L	[wie zuvor]|[außen]|[innen]	3	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Halte denselben Stationsposten; über die sichtbare Verbindung im äußeren Zweig und über die sichtbare Verbindung im inneren Zweig.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
657	G407-E2723	G407-S396	f81r	BIOLOGICAL	alched	AL+CHD	[wie zuvor]	1	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	Bearbeite denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
658	G407-E2730	G407-S396	f81r	BIOLOGICAL	l	L	[wie zuvor]	1	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; über die sichtbare Verbindung.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
659	G407-E2731	G407-S396	f81r	BIOLOGICAL	chees	SH+EE+S_ADDR	[wie zuvor]	1	Halte den Stationsposten [wie zuvor]; auf Grad II; an der bezeichneten Stelle.	Halte denselben Stationsposten; auf Grad II; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
660	G407-E2735	G407-S396	f81r	BIOLOGICAL	okar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
661	G407-E2742	G407-S397	f81r	BIOLOGICAL	ykeedy	Y+K+EE+D_ADDR+Y	[außen]|[innen]	2	Führe den Stationsposten [außen] und den Stationsposten [innen] zu; auf Grad II; an der bezeichneten Stelle.	Führe den äußeren Stationsposten und den inneren Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
662	G407-E2743	G407-S397	f81r	BIOLOGICAL	al	AL	[wie zuvor]	1	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Im laufenden Gang führe denselben Stationsposten zu; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
663	G407-E2745	G407-S397	f81r	BIOLOGICAL	cheol	CH+E+O+L	[wie zuvor]	1	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
664	G407-E2753	G407-S397	f81r	BIOLOGICAL	sar	S+AR	[wie zuvor]	1	Wähle den Stationsanteil [wie zuvor]; von der Ausgangsstation.	Wähle denselben Stationsanteil; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
665	G407-E2755	G407-S397	f81r	BIOLOGICAL	eses	E+S+E+S	[wie zuvor]|[wie zuvor]	2	Wähle den Stationsanteil [wie zuvor] und wähle den Stationsanteil [wie zuvor]; auf Grad I und auf Grad I.	Wähle denselben Stationsanteil und wähle denselben Stationsanteil; auf Grad I und auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
666	G407-E2760	G407-S397	f81r	BIOLOGICAL	dshees	D_ADDR+SH+EE+S	[wie zuvor]|[wie zuvor]	2	Halte den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf Grad II; an der bezeichneten Stelle.	Halte denselben Stationsposten und wähle denselben Stationsposten; auf Grad II; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
667	G407-E2785	G407-S404	f81r	BIOLOGICAL	ychedy	Y+CHD+Y	[außen]|[innen]	2	Bearbeite den Stationsposten [außen] und den Stationsposten [innen].	Bearbeite den äußeren Stationsposten und den inneren Stationsposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
668	G407-E2796	G407-S408	f81r	BIOLOGICAL	chetyry	CH+E+T+Y+R+Y	[außen]|[innen]|[außen]|[innen]|[außen]|[innen]	6	Entnimm den Stationsposten [außen] und den Stationsposten [innen], stelle den Stationsposten [außen] und den Stationsposten [innen] ein und markiere den Stationsposten [außen] und den Stationsposten [innen]; auf Grad I.	Entnimm den äußeren Stationsposten und den inneren Stationsposten, stelle den äußeren Stationsposten und den inneren Stationsposten ein und markiere den äußeren Stationsposten und den inneren Stationsposten; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
669	G407-E2820	G407-S417	f81r	BIOLOGICAL	ochedar	O+CHD+AR	[wie zuvor]	1	Bearbeite den Stationsposten [wie zuvor]; von der Ausgangsstation; als Ausführung.	Bearbeite denselben Stationsposten; von der Ausgangsstation; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
670	G407-E2826	G407-S421	f81r	BIOLOGICAL	oror	OR+OR	[außen]|[innen]	2	Im laufenden Gang setze die Stationseinheit [außen] und die Stationseinheit [innen] im Stationsgang an.	Im laufenden Gang setze die äußere Stationseinheit und die innere Stationseinheit im Stationsgang an.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
671	G407-E2840	G407-S425	f81r	BIOLOGICAL	qokal	OK+AL	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
672	G407-E2852	G407-S425	f81r	BIOLOGICAL	chedar	CHD+AR	[wie zuvor]	1	Bearbeite den Stationswert [wie zuvor]; von der Ausgangsstation.	Bearbeite denselben Stationswert; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
673	G407-E2858	G407-S425	f81r	BIOLOGICAL	soiin	S+O+IIN	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	Wähle denselben Stationsposten; als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
674	G407-E2861	G407-S425	f81r	BIOLOGICAL	par	P+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] ein; von der Ausgangsstation.	Setze denselben Stationsposten ein; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
675	G407-E2864	G407-S426	f81r	BIOLOGICAL	cheol	CH+E+O+L	[wie zuvor]	1	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
676	G407-E2868	G407-S427	f81r	BIOLOGICAL	sar	S+AR	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	Wähle denselben Stationsposten; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
677	G407-E2872	G407-S428	f81r	BIOLOGICAL	okair	OK+AIR	[wie zuvor]	1	Setze den Stationsanteil [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	Setze denselben Stationsanteil im Stationsgang an; entlang der Stationsbahn.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
678	G407-E2873	G407-S428	f81r	BIOLOGICAL	okal	OK+AL	[wie zuvor]	1	Setze den Stationsanteil [wie zuvor] im Stationsgang an; zur Zielstation.	Setze denselben Stationsanteil im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
679	G407-E2891	G407-S433	f81r	BIOLOGICAL	qokar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
680	G407-E2895	G407-S433	f81r	BIOLOGICAL	lchl	L+CH+L	[wie zuvor]|[außen]|[innen]	3	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Entnimm denselben Stationsposten; über die sichtbare Verbindung im äußeren Zweig und über die sichtbare Verbindung im inneren Zweig.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
681	G407-E2900	G407-S434	f81r	BIOLOGICAL	l	L	[wie zuvor]	1	Im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang halte denselben Stationsposten; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
682	G407-E2905	G407-S434	f81r	BIOLOGICAL	l	L	[wie zuvor]	1	Im laufenden Gang führe den Stationswert [wie zuvor] zu; über die sichtbare Verbindung.	Im laufenden Gang führe denselben Stationswert zu; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
683	G407-E2920	G407-S440	f81r	BIOLOGICAL	ches	CH+E+S	[wie zuvor]|[wie zuvor]	2	Entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf Grad I.	Entnimm denselben Stationsposten und wähle denselben Stationsposten; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
684	G407-E2921	G407-S440	f81r	BIOLOGICAL	ar	AR	[wie zuvor]	1	Im laufenden Gang wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	Im laufenden Gang wähle denselben Stationsposten; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
