group_serial	diagram_id	page	locus	opaque_local_id	visible_owner	visible_surface	namespace_id	local_content_class	detected_literal_atoms	detected_cues	covered_characters	residual_pattern	transfer_class	exact_prose_master_card_id	exact_prose_short_default_de	forward_prediction	forward_predicted_reading_de	existing_astro_component_parse	existing_astro_reading_de	cross_register_reading_de	orientation_rule	crosspage_rule
238	A2	f68r1	f68r1.24	A2:G048	A2_STAR_STATION_16	otykchs	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OT+KCH	OT=ot@0-2|KCH=kch@3-6	5/7	··y···s	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten	Sternplatz A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/s.	Sternplatz A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
239	A2	f68r1	f68r1.25	A2:G049	A2_STAR_STATION_17	otol	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OT+OL	OT=ot@0-2|OL=ol@2-4	4/4	····	EXACT_PROSE_SURFACE	MC053	danach fortsetzen	NONE	NONE	danach im selben Ring oder Band fortsetzen	Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.	Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
240	A2	f68r1	f68r1.26	A2:G050	A2_STAR_STATION_18	otor	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OT+OR	OT=ot@0-2|OR=or@2-4	4/4	····	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz	Sternplatz A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	Sternplatz A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
241	A2	f68r1	f68r1.27	A2:G051	A2_STAR_STATION_19	oiinar	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	AR	AR=ar@4-6	2/6	oiin··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert	Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
242	A2	f68r1	f68r1.28	A2:G052	A2_STAR_STATION_20	okoldy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OK+OL	OK=ok@0-2|OL=ol@2-4	4/6	····dy	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen	Sternplatz A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	Sternplatz A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
243	A2	f68r1	f68r1.29	A2:G053	A2_STAR_STATION_21	ykchdy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	KCH	KCH=kch@1-4	3/6	y···dy	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Wert oder Platzbezug uebertragen	Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
244	A2	f68r1	f68r1.30	A2:G054	A2_STAR_STATION_22	oeeody	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	NONE	NONE	0/6	oeeody	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	lange oder volle Diagrammstufe	Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
245	A2	f68r1	f68r1.31	A2:G055	A2_STAR_STATION_23	ocphy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	NONE	NONE	0/5	ocphy	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A2_STAR_STATION_23: Grundauswahl.	A2_STAR_STATION_23: Grundauswahl.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
246	A2	f68r1	f68r1.32	A2:G056	A2_STAR_STATION_24	okeeodal	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OK+AL	OK=ok@0-2|AL=al@6-8	4/8	··eeod··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld	Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
247	A2	f68r1	f68r1.33	A2:G057	A2_STAR_STATION_25	okshor	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OK+HO	OK=ok@0-2|HO=sho@2-5	5/6	·····r	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz	Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
248	A2	f68r1	f68r1.34	A2:G058	A2_STAR_STATION_26	osdaiin	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	AIIN	AIIN=aiin@3-7	4/7	osd····	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Sollwert oder Grad eines Diagrammplatzes	Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
249	A2	f68r1	f68r1.35	A2:G059	A2_STAR_STATION_27	otochedy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OT+CHD	OT=ot@0-2|CHD=ched@3-7	6/8	··o····y	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen	Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
250	A2	f68r1	f68r1.36	A2:G060	A2_STAR_STATION_28	dolchedy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OL+CHD	OL=ol@1-3|CHD=ched@3-7	6/8	d······y	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen	Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
251	A2	f68r1	f68r1.37	A2:G061	A2_CENTRAL_LEGEND_UNRESOLVED	oky	F68_CENTRAL_LEGEND_QUARANTINE_NS	CENTRAL_PANEL_LEGEND_UNRESOLVED	OK	OK=ok@0-2	2/3	··y	EXACT_PROSE_SURFACE	MC026	aktuellen Posten ansetzen	NONE	NONE	diesen Diagrammposten setzen	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
252	A2	f68r1	f68r1.37	A2:G062	A2_CENTRAL_LEGEND_UNRESOLVED	okchdy	F68_CENTRAL_LEGEND_QUARANTINE_NS	CENTRAL_PANEL_LEGEND_UNRESOLVED	KCH	KCH=kch@1-4	3/6	o···dy	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
253	A2	f68r1	f68r1.37	A2:G063	A2_CENTRAL_LEGEND_UNRESOLVED	okardy	F68_CENTRAL_LEGEND_QUARANTINE_NS	CENTRAL_PANEL_LEGEND_UNRESOLVED	OK+AR	OK=ok@0-2|AR=ar@2-4	4/6	····dy	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
254	A2	f68r1	f68r1.37	A2:G064	A2_CENTRAL_LEGEND_UNRESOLVED	qear	F68_CENTRAL_LEGEND_QUARANTINE_NS	CENTRAL_PANEL_LEGEND_UNRESOLVED	AR	AR=ar@2-4	2/4	qe··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
255	A2	f68r1	f68r1.37	A2:G065	A2_CENTRAL_LEGEND_UNRESOLVED	oygy	F68_CENTRAL_LEGEND_QUARANTINE_NS	CENTRAL_PANEL_LEGEND_UNRESOLVED	NONE	NONE	0/4	oygy	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.	A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
256	A3	f69v	f69v.1	A3:G001	A3_LEFT_WHEEL_RING_TEXT	dair	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	AIR	AIR=air@1-4	3/4	d···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmels-, Ring- oder Zeigerlauf	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
257	A3	f69v	f69v.1	A3:G002	A3_LEFT_WHEEL_RING_TEXT	cheyky	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	NONE	NONE	0/6	cheyky	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_LEFT_WHEEL_RING_TEXT: Ablesung dieses Hauses.	A3_LEFT_WHEEL_RING_TEXT: Ablesung dieses Hauses.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
258	A3	f69v	f69v.1	A3:G003	A3_LEFT_WHEEL_RING_TEXT	otaza	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	OT	OT=ot@0-2	2/5	··aza	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
259	A3	f69v	f69v.1	A3:G004	A3_LEFT_WHEEL_RING_TEXT	sar	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	AR	AR=ar@1-3	2/3	s··	EXACT_PROSE_SURFACE	MC055	aus dem Ansatz	NONE	NONE	vom bezeichneten Ausgangsplatz	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
260	A3	f69v	f69v.1	A3:G005	A3_LEFT_WHEEL_RING_TEXT	ar	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	AR	AR=ar@0-2	2/2	··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
261	A3	f69v	f69v.1	A3:G006	A3_LEFT_WHEEL_RING_TEXT	chykar	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	AR	AR=ar@4-6	2/6	chyk··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
262	A3	f69v	f69v.1	A3:G007	A3_LEFT_WHEEL_RING_TEXT	okoirsh	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	OK	OK=ok@0-2	2/7	··oirsh	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Position oder Bedingung halten	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; lokaler Namensrest oir.	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; lokaler Namensrest oir.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
263	A3	f69v	f69v.1	A3:G008	A3_LEFT_WHEEL_RING_TEXT	ar	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	AR	AR=ar@0-2	2/2	··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
264	A3	f69v	f69v.1	A3:G009	A3_LEFT_WHEEL_RING_TEXT	chetody	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	NONE	NONE	0/7	chetody	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_LEFT_WHEEL_RING_TEXT: abgeleiteter Platzwert.	A3_LEFT_WHEEL_RING_TEXT: abgeleiteter Platzwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
265	A3	f69v	f69v.1	A3:G010	A3_LEFT_WHEEL_RING_TEXT	okeeos	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	OK	OK=ok@0-2	2/6	··eeos	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest os.	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest os.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
266	A3	f69v	f69v.1	A3:G011	A3_LEFT_WHEEL_RING_TEXT	o	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	NONE	NONE	0/1	o	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_LEFT_WHEEL_RING_TEXT: Grundwert.	A3_LEFT_WHEEL_RING_TEXT: Grundwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
267	A3	f69v	f69v.1	A3:G012	A3_LEFT_WHEEL_RING_TEXT	tey	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	NONE	NONE	0/3	tey	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_LEFT_WHEEL_RING_TEXT: aktueller Phasenwert.	A3_LEFT_WHEEL_RING_TEXT: aktueller Phasenwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
268	A3	f69v	f69v.1	A3:G013	A3_LEFT_WHEEL_RING_TEXT	otokeeey	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	OT+OK	OT=ot@0-2|OK=ok@2-4	4/8	····eeey	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
269	A3	f69v	f69v.1	A3:G014	A3_LEFT_WHEEL_RING_TEXT	okeeody	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	OK	OK=ok@0-2	2/7	··eeody	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
270	A3	f69v	f69v.1	A3:G015	A3_LEFT_WHEEL_RING_TEXT	okeey	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	OK	OK=ok@0-2	2/5	··eey	EXACT_PROSE_SURFACE	MC002	länger ansetzen	NONE	NONE	in langer Stufe setzen	Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
271	A3	f69v	f69v.1	A3:G016	A3_LEFT_WHEEL_RING_TEXT	doiir	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	NONE	NONE	0/5	doiir	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_LEFT_WHEEL_RING_TEXT: fester Grundindex.	A3_LEFT_WHEEL_RING_TEXT: fester Grundindex.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
272	A3	f69v	f69v.1	A3:G017	A3_LEFT_WHEEL_RING_TEXT	teeo	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	NONE	NONE	0/4	teeo	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	lange oder volle Diagrammstufe	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest t/o.	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest t/o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
273	A3	f69v	f69v.1	A3:G018	A3_LEFT_WHEEL_RING_TEXT	y	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	NONE	NONE	0/1	y	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
274	A3	f69v	f69v.1	A3:G019	A3_LEFT_WHEEL_RING_TEXT	chey	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	NONE	NONE	0/4	chey	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
275	A3	f69v	f69v.1	A3:G020	A3_LEFT_WHEEL_RING_TEXT	ot	F69_LEFT_WHEEL_NS	LEFT_28_PLACE_WHEEL_RUBRIC	OT	OT=ot@0-2	2/2	··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
