running_event_ordinal	event_id	statement_id	physical_page	register	owner_de	locus	card_ordinal_in_statement	surface	component_recipe	action_heads_de	active_head_before_de	arguments_de	relations_de	grades_de	sequence_de	local_channels_de	binding_trace_de	active_head_after_de	closes_gang	duplicate_rule	scope_status
2209	P1003-E0205	P1009-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	4	olaiiny	OL+AIIN+Y	NONE	HALTEN	WERT+AKTIVER POSTEN	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→HALTEN | WERT→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
2210	P1003-E0206	P1009-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	5	qoteedy	OT+EE+DY	NONE	HALTEN	NONE	NONE	GRAD II	DANACH	NONE	DANACH→HALTEN | GRAD II→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2211	P1003-E0207	P1009-S342	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	1	al	AL	NONE	NONE	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→UMSETZEN	NONE	NO	NONE	CARRIED_SCOPE
2212	P1003-E0208	P1009-S342	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	2	lchedy	L+CHD+DY	UMSETZEN	NONE	NONE	VERBINDUNG	NONE	NONE	NONE	VERBINDUNG→UMSETZEN | UMSETZEN=KOPF | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2213	P1003-E0209	P1009-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	1	r	R	MARKIEREN	NONE	NONE	NONE	NONE	NONE	NONE	MARKIEREN=KOPF	MARKIEREN	NO	NONE	SELF_CONTAINED
2214	P1003-E0210	P1009-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	2	oin	O+IIN	NONE	MARKIEREN	NONE	NONE	AUSFÜHRUNG+STUFE	NONE	NONE	AUSFÜHRUNG→MARKIEREN | STUFE→MARKIEREN	MARKIEREN	NO	NONE	CARRIED_SCOPE
2215	P1003-E0211	P1009-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	3	chy	Y	NONE	MARKIEREN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→MARKIEREN	MARKIEREN	NO	NONE	CARRIED_SCOPE
2216	P1003-E0212	P1009-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	4	chedaiin	CHD+AIIN	UMSETZEN	MARKIEREN	WERT	NONE	NONE	NONE	NONE	UMSETZEN=KOPF | WERT→UMSETZEN	UMSETZEN	NO	NONE	SELF_CONTAINED
2217	P1003-E0213	P1009-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	5	cheey	SH+EE+Y	HALTEN	UMSETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	HALTEN=KOPF | GRAD II→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
2218	P1003-E0214	P1009-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	6	okedy	OK+E+DY	SETZEN	HALTEN	NONE	NONE	GRAD I	NONE	NONE	SETZEN=KOPF | GRAD I→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2219	P1003-E0215	P1009-S344	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.22	1	qoky	OK+Y	SETZEN	NONE	AKTIVER POSTEN	NONE	NONE	NONE	NONE	SETZEN=KOPF | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2220	P1003-E0216	P1009-S344	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	2	sheoky	SH+E+OK+Y	HALTEN+SETZEN	SETZEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | SETZEN=KOPF | AKTIVER POSTEN→SETZEN	HALTEN	NO	NONE	SELF_CONTAINED
2221	P1003-E0217	P1009-S344	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	3	qokaiin	OK+AIIN	SETZEN	HALTEN	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2222	P1003-E0218	P1009-S344	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	4	chedy	CHD+Y	UMSETZEN	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	UMSETZEN=KOPF | AKTIVER POSTEN→UMSETZEN	UMSETZEN	NO	NONE	SELF_CONTAINED
2223	P1003-E0219	P1009-S344	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	5	lchedy	L+CHD+DY	UMSETZEN	UMSETZEN	NONE	VERBINDUNG	NONE	NONE	NONE	VERBINDUNG→UMSETZEN | UMSETZEN=KOPF | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2224	P1003-E0220	P1009-S345	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	1	olshedy	OL+SH+E+DY	HALTEN	NONE	NONE	NONE	GRAD I	FORTSETZEN	NONE	FORTSETZEN→HALTEN | HALTEN=KOPF | GRAD I→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2225	P1003-E0221	P1009-S346	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2226	P1003-E0222	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	1	chedy	CHD+Y	UMSETZEN	NONE	AKTIVER POSTEN	NONE	NONE	NONE	NONE	UMSETZEN=KOPF | AKTIVER POSTEN→UMSETZEN	UMSETZEN	NO	NONE	SELF_CONTAINED
2227	P1003-E0223	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.23	2	qokal	OK+AL	SETZEN	UMSETZEN	NONE	ZIELORT	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2228	P1003-E0224	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.24	3	daiin	AIIN	NONE	SETZEN	WERT	NONE	NONE	NONE	NONE	WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
2229	P1003-E0225	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.24	4	dol	D_ADDR+OL	NONE	SETZEN	NONE	NONE	NONE	FORTSETZEN	HIER	HIER→BESITZER | FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
2230	P1003-E0226	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.24	5	shor	SH+OR	HALTEN	SETZEN	EINHEIT	NONE	NONE	NONE	NONE	HALTEN=KOPF | EINHEIT→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
2231	P1003-E0227	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.24	6	cphey	CH+P+E+Y	NEHMEN+EINSETZEN	HALTEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	NEHMEN=KOPF | EINSETZEN=KOPF | GRAD I→EINSETZEN | AKTIVER POSTEN→EINSETZEN	NEHMEN	NO	NONE	SELF_CONTAINED
2232	P1003-E0228	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.24	7	lfcheal	L+LOCAL_CHAR_F+CH+E+AL	NEHMEN	NEHMEN	NONE	VERBINDUNG+ZIELORT	GRAD I	NONE	HIER	VERBINDUNG→NEHMEN | HIER→BESITZER | NEHMEN=KOPF | GRAD I→NEHMEN | ZIELORT→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
2233	P1003-E0229	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.24	8	shear	SH+E+AR	HALTEN	NEHMEN	NONE	AUSGANG	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | AUSGANG→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
2234	P1003-E0230	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.24	9	qolchy	OL+CH+Y	NEHMEN	HALTEN	AKTIVER POSTEN	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→NEHMEN | NEHMEN=KOPF | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
2235	P1003-E0231	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.25	10	otedy	OT+E+DY	NONE	NEHMEN	NONE	NONE	GRAD I	DANACH	NONE	DANACH→NEHMEN | GRAD I→NEHMEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2236	P1003-E0232	P1009-S348	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.25	1	qokar	OK+AR	SETZEN	NONE	NONE	AUSGANG	NONE	NONE	NONE	SETZEN=KOPF | AUSGANG→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2237	P1003-E0233	P1009-S348	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.25	2	shedy	SH+E+DY	HALTEN	SETZEN	NONE	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2238	P1003-E0234	P1009-S349	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.25	1	qokal	OK+AL	SETZEN	NONE	NONE	ZIELORT	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2239	P1003-E0235	P1009-S349	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.25	2	shedar	SH+E+D_ADDR+AR	HALTEN	SETZEN	NONE	AUSGANG	GRAD I	NONE	HIER	HALTEN=KOPF | GRAD I→HALTEN | HIER→BESITZER | AUSGANG→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
2240	P1003-E0236	P1009-S349	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.25	3	dal	AL	NONE	HALTEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
2241	P1003-E0237	P1009-S349	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.25	4	chedy	CHD+Y	UMSETZEN	HALTEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	UMSETZEN=KOPF | AKTIVER POSTEN→UMSETZEN	UMSETZEN	NO	NONE	SELF_CONTAINED
2242	P1003-E0238	P1009-S349	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.25	5	daror	D_ADDR+AR+OR	NONE	UMSETZEN	EINHEIT	AUSGANG	NONE	NONE	HIER	HIER→BESITZER | AUSGANG→UMSETZEN | EINHEIT→UMSETZEN	UMSETZEN	NO	NONE	CARRIED_SCOPE
2243	P1003-E0239	P1009-S349	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.26	6	qoteedy	OT+EE+DY	NONE	UMSETZEN	NONE	NONE	GRAD II	DANACH	NONE	DANACH→UMSETZEN | GRAD II→UMSETZEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2244	P1003-E0240	P1009-S350	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.26	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2245	P1003-E0241	P1009-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.26	1	qokaiin	OK+AIIN	SETZEN	NONE	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2246	P1003-E0242	P1009-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.26	2	chcthy	CH+CH+T+Y	NEHMEN+NEHMEN+EINSTELLEN	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	NEHMEN=KOPF | NEHMEN=KOPF | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	NEHMEN	NO	PACKAGE_SCOPE_DESCENT	SELF_CONTAINED
2247	P1003-E0243	P1009-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.26	3	lchedy	L+CHD+DY	UMSETZEN	NEHMEN	NONE	VERBINDUNG	NONE	NONE	NONE	VERBINDUNG→UMSETZEN | UMSETZEN=KOPF | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2248	P1003-E0244	P1009-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.26	1	qokaly	OK+AL+Y	SETZEN	NONE	AKTIVER POSTEN	ZIELORT	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2249	P1003-E0245	P1009-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.27	2	solchedy	S+OL+CHD+Y	WÄHLEN+UMSETZEN	SETZEN	AKTIVER POSTEN	NONE	NONE	FORTSETZEN	NONE	WÄHLEN=KOPF | FORTSETZEN→UMSETZEN | UMSETZEN=KOPF | AKTIVER POSTEN→UMSETZEN	WÄHLEN	NO	NONE	SELF_CONTAINED
2250	P1003-E0246	P1009-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.27	3	qokain	OK+AIN	SETZEN	WÄHLEN	ANTEIL	NONE	NONE	NONE	NONE	SETZEN=KOPF | ANTEIL→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2251	P1003-E0247	P1009-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.27	4	okaiin	OK+AIIN	SETZEN	SETZEN	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2252	P1003-E0248	P1009-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.27	5	shedy	SH+E+DY	HALTEN	SETZEN	NONE	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2253	P1003-E0249	P1009-S353	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.27	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2254	P1003-E0250	P1009-S354	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.27	1	qotedy	OT+E+DY	NONE	SETZEN	NONE	NONE	GRAD I	DANACH	NONE	DANACH→SETZEN | GRAD I→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2255	P1003-E0251	P1009-S355	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.28	1	olchey	OL+Y	NONE	NONE	AKTIVER POSTEN	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→SETZEN | AKTIVER POSTEN→SETZEN	NONE	NO	NONE	CARRIED_SCOPE
2256	P1003-E0252	P1009-S355	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.28	2	qotey	OT+E+Y	NONE	NONE	AKTIVER POSTEN	NONE	GRAD I	DANACH	NONE	DANACH→SETZEN | GRAD I→SETZEN | AKTIVER POSTEN→SETZEN	NONE	NO	NONE	CARRIED_SCOPE
2257	P1003-E0253	P1009-S355	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.28	3	qokain	OK+AIN	SETZEN	NONE	ANTEIL	NONE	NONE	NONE	NONE	SETZEN=KOPF | ANTEIL→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2258	P1003-E0254	P1009-S355	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.28	4	olcheedy	OL+CH+EE+DY	NEHMEN	SETZEN	NONE	NONE	GRAD II	FORTSETZEN	NONE	FORTSETZEN→NEHMEN | NEHMEN=KOPF | GRAD II→NEHMEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2259	P1003-E0255	P1009-S356	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.28	1	sar	S+AR	WÄHLEN	NONE	NONE	AUSGANG	NONE	NONE	NONE	WÄHLEN=KOPF | AUSGANG→WÄHLEN	WÄHLEN	NO	NONE	SELF_CONTAINED
2260	P1003-E0256	P1009-S356	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.28	2	lom	L+O+M_LOCAL	NONE	WÄHLEN	NONE	VERBINDUNG	AUSFÜHRUNG	NONE	HIER	VERBINDUNG→WÄHLEN | AUSFÜHRUNG→WÄHLEN | HIER→BESITZER	WÄHLEN	NO	NONE	CARRIED_SCOPE
2261	P1003-E0257	P1009-S356	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.29	3	saiin	S+AIIN	WÄHLEN	WÄHLEN	WERT	NONE	NONE	NONE	NONE	WÄHLEN=KOPF | WERT→WÄHLEN	WÄHLEN	NO	NONE	SELF_CONTAINED
2262	P1003-E0258	P1009-S356	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.29	4	cheeol	SH+EE+OL	HALTEN	WÄHLEN	NONE	NONE	GRAD II	FORTSETZEN	NONE	HALTEN=KOPF | GRAD II→HALTEN | FORTSETZEN→WÄHLEN	HALTEN	NO	NONE	CARRIED_SCOPE
2263	P1003-E0259	P1009-S356	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.29	5	qokeedy	OK+EE+DY	SETZEN	HALTEN	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2264	P1003-E0260	P1009-S357	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.29	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2265	P1003-E0261	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.29	1	qotal	OT+AL	NONE	NONE	NONE	ZIELORT	NONE	DANACH	NONE	DANACH→SETZEN | ZIELORT→SETZEN	NONE	NO	NONE	CARRIED_SCOPE
2266	P1003-E0262	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.30	2	qokaiin	OK+AIIN	SETZEN	NONE	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2267	P1003-E0263	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.30	3	chckhey	CH+CH+K+E+Y	NEHMEN+NEHMEN+GEBEN	SETZEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	NEHMEN=KOPF | NEHMEN=KOPF | GEBEN=KOPF | GRAD I→GEBEN | AKTIVER POSTEN→GEBEN	NEHMEN	NO	PACKAGE_SCOPE_DESCENT	SELF_CONTAINED
2268	P1003-E0264	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.30	4	sa	S+A_ADDR	WÄHLEN	NEHMEN	NONE	NONE	NONE	NONE	HIER	WÄHLEN=KOPF | HIER→BESITZER	WÄHLEN	NO	NONE	SELF_CONTAINED
2269	P1003-E0265	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.30	5	iin	IIN	NONE	WÄHLEN	NONE	NONE	STUFE	NONE	NONE	STUFE→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
2270	P1003-E0266	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.30	6	qolkain	OL+K+AIN	GEBEN	WÄHLEN	ANTEIL	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→GEBEN | GEBEN=KOPF | ANTEIL→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
2271	P1003-E0267	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.30	7	cheeky	CH+K+EE+Y	NEHMEN+GEBEN	GEBEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	NEHMEN=KOPF | GEBEN=KOPF | GRAD II→GEBEN | AKTIVER POSTEN→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
2272	P1003-E0268	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.30	8	lol	L+OL	NONE	NEHMEN	NONE	VERBINDUNG	NONE	FORTSETZEN	NONE	VERBINDUNG→NEHMEN | FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
2273	P1003-E0269	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.31	9	qokain	OK+AIN	SETZEN	NEHMEN	ANTEIL	NONE	NONE	NONE	NONE	SETZEN=KOPF | ANTEIL→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2274	P1003-E0270	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.31	10	chckhy	CH+K+Y	NEHMEN+GEBEN	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	NEHMEN=KOPF | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
2275	P1003-E0271	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.31	11	qokeey	OK+EE+Y	SETZEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2276	P1003-E0272	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.31	12	qotedy	OT+E+DY	NONE	SETZEN	NONE	NONE	GRAD I	DANACH	NONE	DANACH→SETZEN | GRAD I→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2277	P1003-E0273	P1009-S359	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.31	1	qotedy	OT+E+DY	NONE	SETZEN	NONE	NONE	GRAD I	DANACH	NONE	DANACH→SETZEN | GRAD I→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2278	P1003-E0274	P1009-S360	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.31	1	qotary	OT+AR+Y	NONE	NONE	AKTIVER POSTEN	AUSGANG	NONE	DANACH	NONE	DANACH→NEHMEN | AUSGANG→NEHMEN | AKTIVER POSTEN→NEHMEN	NONE	NO	NONE	CARRIED_SCOPE
2279	P1003-E0275	P1009-S360	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.32	2	qor	OR	NONE	NONE	EINHEIT	NONE	NONE	NONE	NONE	EINHEIT→NEHMEN	NONE	NO	NONE	CARRIED_SCOPE
2280	P1003-E0276	P1009-S360	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.32	3	ain	AIN	NONE	NONE	ANTEIL	NONE	NONE	NONE	NONE	ANTEIL→NEHMEN	NONE	NO	NONE	CARRIED_SCOPE
2281	P1003-E0277	P1009-S360	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.32	4	cheol	CH+E+O+L	NEHMEN	NONE	NONE	VERBINDUNG	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | VERBINDUNG→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
2282	P1003-E0278	P1009-S360	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.32	5	ol	OL	NONE	NEHMEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
