book_statement_ordinal	statement_id	physical_page	register	owner_de	event_count	predicate_realization	seed_action_de	inheritance_source_statement_id	action_chain_de	arguments_de	relations_de	grades_de	end_mode	binding_origins	scope_skeleton_de	unbound_modifier_count	scope_result
372	P1009-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > NEHMEN > GEBEN > HALTEN > GEBEN > HALTEN	WERT×2+AKTIVER POSTEN×4	VERBINDUNG×1	GRAD II×3+GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×7+FORWARD_TO_NEXT_ACTION×3+GANG_CLOSE×1+SAME_CARD_NEAREST×10+SAME_CARD_RIGHT_FRAME×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN > NEHMEN > GEBEN > HALTEN > GEBEN > HALTEN] > ARG[WERT×2+AKTIVER POSTEN×4] > REL[VERBINDUNG×1] > GRAD[GRAD II×3+GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
373	P1009-S373	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	FUSED_PATH_OPERATION	NONE	NONE	FORTSETZEN	WERT×1	VERBINDUNG×1	ZWEITE STUFE×1+STUFE×1+GRAD III×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+MASTER_HEAD_AT_CLOSE×6	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[FORTSETZEN] > ARG[WERT×1] > REL[VERBINDUNG×1] > GRAD[ZWEITE STUFE×1+STUFE×1+GRAD III×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
374	P1009-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	WERT×2	NONE	GRAD II×1+AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_NEAREST×3	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > HALTEN] > ARG[WERT×2] > REL[NONE] > GRAD[GRAD II×1+AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
375	P1009-S375	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN	AKTIVER POSTEN×2+WERT×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×3+GANG_CLOSE×1+RUNNING_ACTION×4	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN] > ARG[AKTIVER POSTEN×2+WERT×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
376	P1009-S376	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > NEHMEN > WÄHLEN > SETZEN	ANTEIL×1	ZIELORT×1+VERBINDUNG×1+AUSGANG×1	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×4+FORWARD_TO_NEXT_ACTION×2+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[MARKIEREN > NEHMEN > WÄHLEN > SETZEN] > ARG[ANTEIL×1] > REL[ZIELORT×1+VERBINDUNG×1+AUSGANG×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
377	P1009-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	ANAPHORIC_ACTION_INHERITANCE	SETZEN	P1009-S376	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
378	P1009-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
379	P1009-S379	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
380	P1009-S380	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	10	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > WÄHLEN > HALTEN > NEHMEN	AKTIVER POSTEN×2+WERT×2	ZIELORT×1	GRAD II×4	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+RUNNING_ACTION×7+SAME_CARD_NEAREST×5+VISIBLE_OWNER×2	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > WÄHLEN > HALTEN > NEHMEN] > ARG[AKTIVER POSTEN×2+WERT×2] > REL[ZIELORT×1] > GRAD[GRAD II×4] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
381	P1009-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	ANAPHORIC_ACTION_INHERITANCE	NEHMEN	P1009-S380	NEHMEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[NEHMEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
382	P1009-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	38	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > HALTEN > EINSETZEN > UMSETZEN > NEHMEN > SETZEN > HALTEN > SETZEN > NEHMEN > WÄHLEN > NEHMEN > MARKIEREN > WÄHLEN > MARKIEREN > NEHMEN > EINSETZEN > HALTEN > EINSTELLEN > NEHMEN > WÄHLEN > HALTEN > WÄHLEN > EINSTELLEN > MARKIEREN > WÄHLEN > MARKIEREN > SETZEN	WERT×5+AKTIVER POSTEN×12+ANTEIL×2	AUSGANG×2+VERBINDUNG×6+ZIELORT×6	GRAD II×5+GRAD I×6+AUSFÜHRUNG×5+ZWEITE STUFE×3+STUFE×1	OWNER_RESET_TO_LOWER_STATION_LABELS	ACTION_HEAD×32+GANG_BOUNDARY×1+RUNNING_ACTION×22+SAME_CARD_LEFT×4+SAME_CARD_LEFT_FALLBACK×2+SAME_CARD_NEAREST×28+SAME_CARD_NEXT_STEP×1+SAME_CARD_RIGHT_FRAME×2+VISIBLE_OWNER×7	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[MARKIEREN > HALTEN > EINSETZEN > UMSETZEN > NEHMEN > SETZEN > HALTEN > SETZEN > NEHMEN > WÄHLEN > NEHMEN > MARKIEREN > WÄHLEN > MARKIEREN > NEHMEN > EINSETZEN > HALTEN > EINSTELLEN > NEHMEN > WÄHLEN > HALTEN > WÄHLEN > EINSTELLEN > MARKIEREN > WÄHLEN > MARKIEREN > SETZEN] > ARG[WERT×5+AKTIVER POSTEN×12+ANTEIL×2] > REL[AUSGANG×2+VERBINDUNG×6+ZIELORT×6] > GRAD[GRAD II×5+GRAD I×6+AUSFÜHRUNG×5+ZWEITE STUFE×3+STUFE×1] > OWNER_RESET_TO_LOWER_STATION_LABELS	0	COMPLETE_SCOPE_READING
383	P1009-S383	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN > HALTEN > GEBEN	AKTIVER POSTEN×1	AUSGANG×1	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×3	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[EINSETZEN > HALTEN > GEBEN] > ARG[AKTIVER POSTEN×1] > REL[AUSGANG×1] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
384	P1009-S384	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > GEBEN > EINSETZEN > UMSETZEN	NONE	ZIELORT×2+AUSGANG×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×1+VISIBLE_OWNER×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[HALTEN > GEBEN > EINSETZEN > UMSETZEN] > ARG[NONE] > REL[ZIELORT×2+AUSGANG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
385	P1009-S385	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > GEBEN > HALTEN > GEBEN > SETZEN	ANTEIL×1+AKTIVER POSTEN×1	VERBINDUNG×1	GRAD I×3+AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×5+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_NEAREST×5+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×2	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[HALTEN > GEBEN > HALTEN > GEBEN > SETZEN] > ARG[ANTEIL×1+AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD I×3+AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
386	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	14	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > GEBEN > SETZEN > WÄHLEN > GEBEN > MARKIEREN > WÄHLEN > GEBEN	WERT×3+ANTEIL×2	LAUF×1+ZIELORT×2+AUSGANG×1+VERBINDUNG×1	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×9+GANG_CLOSE×1+RUNNING_ACTION×6+SAME_CARD_LEFT×2+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×5+SAME_CARD_NEXT_STEP×2	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[SETZEN > GEBEN > SETZEN > WÄHLEN > GEBEN > MARKIEREN > WÄHLEN > GEBEN] > ARG[WERT×3+ANTEIL×2] > REL[LAUF×1+ZIELORT×2+AUSGANG×1+VERBINDUNG×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
387	P1009-S387	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
388	P1009-S388	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN > HALTEN > GEBEN > UMSETZEN	AKTIVER POSTEN×2+ANTEIL×1	ZIELORT×2	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_NEAREST×4+VISIBLE_OWNER×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[GEBEN > HALTEN > GEBEN > UMSETZEN] > ARG[AKTIVER POSTEN×2+ANTEIL×1] > REL[ZIELORT×2] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
389	P1009-S389	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	15	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN > GEBEN > NEHMEN > EINSTELLEN > SETZEN > NEHMEN > GEBEN > SETZEN	WERT×5+ANTEIL×3+AKTIVER POSTEN×5	NONE	GRAD II×2	LICENSED_DY_CLOSE	ACTION_HEAD×12+GANG_CLOSE×1+RUNNING_ACTION×8+SAME_CARD_NEAREST×9	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[SETZEN > NEHMEN > GEBEN > NEHMEN > EINSTELLEN > SETZEN > NEHMEN > GEBEN > SETZEN] > ARG[WERT×5+ANTEIL×3+AKTIVER POSTEN×5] > REL[NONE] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
390	P1009-S390	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	15	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > GEBEN > SETZEN > UMSETZEN > NEHMEN > GEBEN > WÄHLEN > SETZEN	AKTIVER POSTEN×3+WERT×3+ANTEIL×2	AUSGANG×2+VERBINDUNG×3+ZIELORT×1	GRAD I×1+AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×10+GANG_CLOSE×1+RUNNING_ACTION×5+SAME_CARD_LEFT×2+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×8+SAME_CARD_RIGHT_FRAME×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[SETZEN > GEBEN > SETZEN > UMSETZEN > NEHMEN > GEBEN > WÄHLEN > SETZEN] > ARG[AKTIVER POSTEN×3+WERT×3+ANTEIL×2] > REL[AUSGANG×2+VERBINDUNG×3+ZIELORT×1] > GRAD[GRAD I×1+AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
391	P1009-S391	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	8	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > NEHMEN > GEBEN > SETZEN > NEHMEN > GEBEN > UMSETZEN	EINHEIT×1+WERT×2+AKTIVER POSTEN×1	ZIELORT×2	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×7+FORWARD_TO_NEXT_ACTION×3+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_LEFT×2+SAME_CARD_NEAREST×3	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[HALTEN > NEHMEN > GEBEN > SETZEN > NEHMEN > GEBEN > UMSETZEN] > ARG[EINHEIT×1+WERT×2+AKTIVER POSTEN×1] > REL[ZIELORT×2] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
392	P1009-S392	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN > HALTEN	AKTIVER POSTEN×1+EINHEIT×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×2+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_NEAREST×2	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[GEBEN > HALTEN] > ARG[AKTIVER POSTEN×1+EINHEIT×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
393	P1009-S393	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[HALTEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
394	P1009-S394	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN > NEHMEN > EINSETZEN	AKTIVER POSTEN×1+WERT×1+ANTEIL×1	NONE	GRAD II×1+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_NEAREST×4+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×2	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[GEBEN > NEHMEN > EINSETZEN] > ARG[AKTIVER POSTEN×1+WERT×1+ANTEIL×1] > REL[NONE] > GRAD[GRAD II×1+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
395	P1009-S395	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	1	SELF_PREDICATING_CONTINUATION	NONE	NONE	FORTSETZEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	GANG_CLOSE×1+MASTER_HEAD_AT_CLOSE×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[FORTSETZEN] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
396	P1009-S396	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	8	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN > SETZEN > NEHMEN > GEBEN	AKTIVER POSTEN×4+WERT×2+EINHEIT×1	AUSGANG×1	GRAD II×1+GRAD I×1+ZWEITE STUFE×1+STUFE×1	LICENSED_DY_CLOSE	ACTION_HEAD×5+FORWARD_TO_NEXT_ACTION×4+GANG_CLOSE×1+RUNNING_ACTION×5+SAME_CARD_NEAREST×5	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[GEBEN > SETZEN > NEHMEN > GEBEN] > ARG[AKTIVER POSTEN×4+WERT×2+EINHEIT×1] > REL[AUSGANG×1] > GRAD[GRAD II×1+GRAD I×1+ZWEITE STUFE×1+STUFE×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
397	P1009-S397	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN > HALTEN > EINSTELLEN > EINSETZEN > SETZEN	AKTIVER POSTEN×2	NONE	GRAD II×2+AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×6+GANG_BOUNDARY×1+GANG_CLOSE×1+SAME_CARD_NEAREST×5+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×2	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[EINSETZEN > HALTEN > EINSTELLEN > EINSETZEN > SETZEN] > ARG[AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD II×2+AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
398	P1009-S398	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	1	ANAPHORIC_ACTION_INHERITANCE	SETZEN	P1009-S397	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
399	P1009-S399	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[SETZEN > HALTEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
400	P1009-S400	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	17	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > SETZEN > GEBEN > SETZEN > GEBEN > NEHMEN > GEBEN > HALTEN > UMSETZEN > HALTEN	AKTIVER POSTEN×15	LAUF×1+VERBINDUNG×1	GRAD I×2+GRAD II×3	LICENSED_DY_CLOSE	ACTION_HEAD×13+FORWARD_TO_NEXT_ACTION×3+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_NEAREST×19+SAME_CARD_NEXT_STEP×1+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×5	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[HALTEN > SETZEN > GEBEN > SETZEN > GEBEN > NEHMEN > GEBEN > HALTEN > UMSETZEN > HALTEN] > ARG[AKTIVER POSTEN×15] > REL[LAUF×1+VERBINDUNG×1] > GRAD[GRAD I×2+GRAD II×3] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
401	P1009-S401	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
402	P1009-S402	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSTELLEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×2	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[EINSTELLEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
403	P1009-S403	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > EINSTELLEN > GEBEN > EINSTELLEN	AKTIVER POSTEN×3	VERBINDUNG×1	GRAD I×5	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+SAME_CARD_NEAREST×8+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×2	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[NEHMEN > EINSTELLEN > GEBEN > EINSTELLEN] > ARG[AKTIVER POSTEN×3] > REL[VERBINDUNG×1] > GRAD[GRAD I×5] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
404	P1009-S404	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN > HALTEN > NEHMEN > WÄHLEN > EINSTELLEN	AKTIVER POSTEN×3	NONE	GRAD I×4	LICENSED_DY_CLOSE	ACTION_HEAD×5+GANG_CLOSE×1+SAME_CARD_NEAREST×7+VISIBLE_OWNER×2	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[GEBEN > HALTEN > NEHMEN > WÄHLEN > EINSTELLEN] > ARG[AKTIVER POSTEN×3] > REL[NONE] > GRAD[GRAD I×4] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
405	P1009-S405	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSTELLEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×2	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[EINSTELLEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
406	P1009-S406	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN	AKTIVER POSTEN×4	AUSGANG×1	GRAD I×2+ZWEITE STUFE×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×6+VISIBLE_OWNER×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[GEBEN] > ARG[AKTIVER POSTEN×4] > REL[AUSGANG×1] > GRAD[GRAD I×2+ZWEITE STUFE×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
407	P1009-S407	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	NONE	ZIELORT×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[SETZEN > HALTEN] > ARG[NONE] > REL[ZIELORT×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
408	P1009-S408	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN > HALTEN > GEBEN > SETZEN	AKTIVER POSTEN×3+WERT×1	NONE	GRAD II×2+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_NEAREST×6+VISIBLE_OWNER×1	BESITZER[gemeinsames zweireihiges Badfeld] > HANDLUNG[GEBEN > HALTEN > GEBEN > SETZEN] > ARG[AKTIVER POSTEN×3+WERT×1] > REL[NONE] > GRAD[GRAD II×2+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
