factorization_group_id	recipe_id	flattened_recipe_trace	shell_factorization_count	shell_shapes	surface_templates	exact_channel_signatures	support_rank	support_tier	running_surface_type_count	running_event_count	running_page_count	running_surfaces	address_full_formula_count	address_full_formula_surfaces	address_hybrid_shell_count	address_hybrid_shell_surfaces	disposition
G468-F0343	G468-R1782	OT+OL+OK+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ok{NAME_CORE_2}daiin|otol{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C02+G466-C41+G466-C14|G466-C02+G466-C41+G466-C15	408	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0344	G468-R1785	OT+OL+OK+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ok{NAME_CORE_2}dal|otol{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C02+G466-C41+G466-C24|G466-C02+G466-C41+G466-C31	409	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0345	G468-R1794	OT+OL+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ok{NAME_CORE_2}oiin|otol{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C02+G466-C41+G466-C21|G466-C02+G466-C41+G466-C26	410	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0346	G468-R1802	OT+OL+OL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}ol|ot{NAME_CORE_1}ol{NAME_CORE_2}ol	G466-C02+G466-C34|G466-C11+G466-C42+G466-C34	411	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0347	G468-R1806	OT+OL+OL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ol{NAME_CORE_2}dal|otol{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C02+G466-C42+G466-C24|G466-C02+G466-C42+G466-C31	412	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0348	G468-R1815	OT+OL+OL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ol{NAME_CORE_2}oiin|otol{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C02+G466-C42+G466-C21|G466-C02+G466-C42+G466-C26	413	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0349	G468-R1823	OT+OL+OR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}or|ot{NAME_CORE_1}ol{NAME_CORE_2}or	G466-C02+G466-C35|G466-C11+G466-C42+G466-C35	414	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0350	G468-R1824	OT+OL+OR+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}ory|ot{NAME_CORE_1}ol{NAME_CORE_2}ory	G466-C02+G466-C28|G466-C11+G466-C42+G466-C28	415	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0351	G468-R1825	OT+OL+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ot{NAME_CORE_2}daiin|otol{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C02+G466-C43+G466-C14|G466-C02+G466-C43+G466-C15	416	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0352	G468-R1828	OT+OL+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ot{NAME_CORE_2}dal|otol{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C02+G466-C43+G466-C24|G466-C02+G466-C43+G466-C31	417	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0353	G468-R1837	OT+OL+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ot{NAME_CORE_2}oiin|otol{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C02+G466-C43+G466-C21|G466-C02+G466-C43+G466-C26	418	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0354	G468-R1845	OT+OL+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}sh{NAME_CORE_2}daiin|otol{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C02+G466-C44+G466-C14|G466-C02+G466-C44+G466-C15	419	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0355	G468-R1848	OT+OL+SH+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}sh{NAME_CORE_2}dal|otol{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C02+G466-C44+G466-C24|G466-C02+G466-C44+G466-C31	420	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0356	G468-R1857	OT+OL+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}sh{NAME_CORE_2}oiin|otol{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C02+G466-C44+G466-C21|G466-C02+G466-C44+G466-C26	421	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0357	G468-R1866	OT+OL+Y+DY	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}ydy|ot{NAME_CORE_1}ol{NAME_CORE_2}ydy	G466-C02+G466-C30|G466-C11+G466-C42+G466-C30	422	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0358	G468-R1869	OT+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}ot{NAME_CORE_2}daiin|ot{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C11+G466-C43+G466-C14|G466-C11+G466-C43+G466-C15	423	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0359	G468-R1872	OT+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}ot{NAME_CORE_2}dal|ot{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C11+G466-C43+G466-C24|G466-C11+G466-C43+G466-C31	424	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0360	G468-R1881	OT+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}ot{NAME_CORE_2}oiin|ot{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C11+G466-C43+G466-C21|G466-C11+G466-C43+G466-C26	425	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0361	G468-R1889	OT+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}sh{NAME_CORE_2}daiin|ot{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C11+G466-C44+G466-C14|G466-C11+G466-C44+G466-C15	426	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0362	G468-R1892	OT+SH+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}sh{NAME_CORE_2}dal|ot{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C11+G466-C44+G466-C24|G466-C11+G466-C44+G466-C31	427	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0363	G468-R1901	OT+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}sh{NAME_CORE_2}oiin|ot{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C11+G466-C44+G466-C21|G466-C11+G466-C44+G466-C26	428	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0364	G468-R1914	SH+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}air{NAME_CORE_2}daiin|sh{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C12+G466-C36+G466-C14|G466-C12+G466-C36+G466-C15	429	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0365	G468-R1917	SH+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}air{NAME_CORE_2}dal|sh{NAME_CORE_1}air{NAME_CORE_2}al	G466-C12+G466-C36+G466-C24|G466-C12+G466-C36+G466-C31	430	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0366	G468-R1926	SH+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}air{NAME_CORE_2}oiin|sh{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C12+G466-C36+G466-C21|G466-C12+G466-C36+G466-C26	431	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0367	G468-R1935	SH+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}al{NAME_CORE_2}daiin|sh{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C12+G466-C39+G466-C14|G466-C12+G466-C39+G466-C15	432	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0368	G468-R1938	SH+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}al{NAME_CORE_2}dal|sh{NAME_CORE_1}al{NAME_CORE_2}al	G466-C12+G466-C39+G466-C24|G466-C12+G466-C39+G466-C31	433	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0369	G468-R1947	SH+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}al{NAME_CORE_2}oiin|sh{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C12+G466-C39+G466-C21|G466-C12+G466-C39+G466-C26	434	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0370	G468-R1951	SH+AL+OR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	sh{NAME_CORE}alor|sh{NAME_CORE_1}al{NAME_CORE_2}or	G466-C12+G466-C17|G466-C12+G466-C39+G466-C35	435	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0371	G468-R1953	SH+AL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	sh{NAME_CORE}aly|sh{NAME_CORE_1}al{NAME_CORE_2}shy	G466-C12+G466-C23|G466-C12+G466-C39+G466-C29	436	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0372	G468-R1957	SH+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}ar{NAME_CORE_2}daiin|sh{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C12+G466-C40+G466-C14|G466-C12+G466-C40+G466-C15	437	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0373	G468-R1960	SH+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}ar{NAME_CORE_2}dal|sh{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C12+G466-C40+G466-C24|G466-C12+G466-C40+G466-C31	438	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0374	G468-R1969	SH+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}ar{NAME_CORE_2}oiin|sh{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C12+G466-C40+G466-C21|G466-C12+G466-C40+G466-C26	439	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0375	G468-R1982	SH+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}cth{NAME_CORE_2}dal|sh{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C12+G466-C37+G466-C24|G466-C12+G466-C37+G466-C31	440	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0376	G468-R1991	SH+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}cth{NAME_CORE_2}oiin|sh{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C12+G466-C37+G466-C21|G466-C12+G466-C37+G466-C26	441	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0377	G468-R1999	SH+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}dar{NAME_CORE_2}daiin|sh{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C12+G466-C38+G466-C14|G466-C12+G466-C38+G466-C15	442	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0378	G468-R2002	SH+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}dar{NAME_CORE_2}dal|sh{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C12+G466-C38+G466-C24|G466-C12+G466-C38+G466-C31	443	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0379	G468-R2011	SH+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}dar{NAME_CORE_2}oiin|sh{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C12+G466-C38+G466-C21|G466-C12+G466-C38+G466-C26	444	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0380	G468-R2020	SH+O+IIN	2	PREFIX_CORE_SUFFIX	sh{NAME_CORE}oiin|sh{NAME_CORE}oin	G466-C12+G466-C21|G466-C12+G466-C26	445	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0381	G468-R2033	SH+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}ok{NAME_CORE_2}oiin|sh{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C12+G466-C41+G466-C21|G466-C12+G466-C41+G466-C26	446	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0382	G468-R2045	SH+OL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}ol{NAME_CORE_2}dal|sh{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C12+G466-C42+G466-C24|G466-C12+G466-C42+G466-C31	447	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0383	G468-R2054	SH+OL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}ol{NAME_CORE_2}oiin|sh{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C12+G466-C42+G466-C21|G466-C12+G466-C42+G466-C26	448	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0384	G468-R2060	SH+OL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	sh{NAME_CORE}oly|sh{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C12+G466-C27|G466-C12+G466-C42+G466-C29	449	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0385	G468-R2064	SH+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}ot{NAME_CORE_2}daiin|sh{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C12+G466-C43+G466-C14|G466-C12+G466-C43+G466-C15	450	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0386	G468-R2067	SH+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}ot{NAME_CORE_2}dal|sh{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C12+G466-C43+G466-C24|G466-C12+G466-C43+G466-C31	451	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0387	G468-R2076	SH+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}ot{NAME_CORE_2}oiin|sh{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C12+G466-C43+G466-C21|G466-C12+G466-C43+G466-C26	452	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0388	G468-R2084	SH+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}sh{NAME_CORE_2}daiin|sh{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C12+G466-C44+G466-C14|G466-C12+G466-C44+G466-C15	453	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0389	G468-R2087	SH+SH+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}sh{NAME_CORE_2}dal|sh{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C12+G466-C44+G466-C24|G466-C12+G466-C44+G466-C31	454	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0390	G468-R2096	SH+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	sh{NAME_CORE_1}sh{NAME_CORE_2}oiin|sh{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C12+G466-C44+G466-C21|G466-C12+G466-C44+G466-C26	455	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0391	G468-R2106	Y+K+Y+AIIN	2	PREFIX_CORE_SUFFIX	yky{NAME_CORE}daiin|yky{NAME_CORE}aiin	G466-C04+G466-C14|G466-C04+G466-C15	456	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0392	G468-R2109	Y+K+Y+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	yky{NAME_CORE_1}air{NAME_CORE_2}daiin|yky{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C04+G466-C36+G466-C14|G466-C04+G466-C36+G466-C15	457	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0393	G468-R2112	Y+K+Y+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	yky{NAME_CORE_1}air{NAME_CORE_2}dal|yky{NAME_CORE_1}air{NAME_CORE_2}al	G466-C04+G466-C36+G466-C24|G466-C04+G466-C36+G466-C31	458	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0394	G468-R2121	Y+K+Y+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	yky{NAME_CORE_1}air{NAME_CORE_2}oiin|yky{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C04+G466-C36+G466-C21|G466-C04+G466-C36+G466-C26	459	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0395	G468-R2129	Y+K+Y+AL	2	PREFIX_CORE_SUFFIX	yky{NAME_CORE}dal|yky{NAME_CORE}al	G466-C04+G466-C24|G466-C04+G466-C31	460	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0396	G468-R2130	Y+K+Y+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	yky{NAME_CORE_1}al{NAME_CORE_2}daiin|yky{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C04+G466-C39+G466-C14|G466-C04+G466-C39+G466-C15	461	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0397	G468-R2133	Y+K+Y+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	yky{NAME_CORE_1}al{NAME_CORE_2}dal|yky{NAME_CORE_1}al{NAME_CORE_2}al	G466-C04+G466-C39+G466-C24|G466-C04+G466-C39+G466-C31	462	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0398	G468-R2142	Y+K+Y+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	yky{NAME_CORE_1}al{NAME_CORE_2}oiin|yky{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C04+G466-C39+G466-C21|G466-C04+G466-C39+G466-C26	463	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0399	G468-R2146	Y+K+Y+AL+OR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	yky{NAME_CORE}alor|yky{NAME_CORE_1}al{NAME_CORE_2}or	G466-C04+G466-C17|G466-C04+G466-C39+G466-C35	464	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0400	G468-R2148	Y+K+Y+AL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	yky{NAME_CORE}aly|yky{NAME_CORE_1}al{NAME_CORE_2}shy	G466-C04+G466-C23|G466-C04+G466-C39+G466-C29	465	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
