root	selected_value_de	global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	atom_position	previous_atom	next_atom	other_action_roots	argument_roots	other_relation_roots	has_order	has_grade	has_close	template	imperative_clause_de	cross_register_tier	cross_register_count	semantic_decision
P	EINSETZEN	G407-E4146	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	cheocphy	CH+E+O+CH+P+Y	MIDDLE	CH	Y	CH|CH	Y	NONE	NO	YES	NO	MULTI_ACTION	Nimm den Drogenposten, nimm den Drogenposten und setze den Drogenposten ein; auf Grad I und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4157	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	ldain	L+AIN	FIRST	BOUNDARY	AIN	NONE	AIN	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang nimm den Drogenanteil; über die Gefäßverbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4197	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	cpheeedol	CH+P+EEE+D_ADDR+OL	MIDDLE	CH	EEE	CH	NONE	NONE	YES	YES	NO	MULTI_ACTION	Weiter nimm den Drogenposten [wie zuvor] und setze den Drogenposten [wie zuvor] ein; auf Grad III; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4223	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	cheoldy	CH+E+O+L+Y	MIDDLE	O	Y	CH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Nimm den Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4231	G407-S677	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	porachol	P+O+R+A_ADDR+CH+OL	FIRST	BOUNDARY	O	R|CH	NONE	NONE	YES	NO	NO	MULTI_ACTION	Weiter setze ein, markiere und nimm; als Ausführung; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4240	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4241	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	otolpchy	OT+OL+P+CH+Y	MIDDLE	OL	CH	CH	Y	NONE	YES	NO	NO	MULTI_ACTION	Danach und weiter setze den Drogenposten ein und nimm den Drogenposten.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4244	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	lkeopol	L+K+E+O+P+OL	FIRST	BOUNDARY	K	K|P	NONE	NONE	YES	YES	NO	MULTI_ACTION	Weiter gib den Drogenposten [wie zuvor] zu und setze den Drogenposten [wie zuvor] ein; über die Gefäßverbindung; auf Grad I und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4244	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	lkeopol	L+K+E+O+P+OL	MIDDLE	O	OL	K	NONE	L	YES	YES	NO	MULTI_ACTION	Weiter gib den Drogenposten [wie zuvor] zu und setze den Drogenposten [wie zuvor] ein; über die Gefäßverbindung; auf Grad I und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4259	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4263	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4297	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	opcheor	O+P+CH+E+OR	MIDDLE	O	CH	CH	OR	NONE	NO	YES	NO	MULTI_ACTION	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit; als Ausführung und auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4298	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	opcheol	O+P+CH+E+OL	MIDDLE	O	CH	CH	NONE	NONE	YES	YES	NO	MULTI_ACTION	Weiter setze die Ansatzeinheit [wie zuvor] ein und nimm die Ansatzeinheit [wie zuvor]; als Ausführung und auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4324	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4344	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeeyl	OK+EE+Y+L	LAST	Y	BOUNDARY	OK	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Setze den Drogenposten als Ansatz an; über die Gefäßverbindung; auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4347	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4352	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	loiiin	L+O+IIN	FIRST	BOUNDARY	O	NONE	NONE	NONE	NO	YES	NO	INHERITED_RELATION	Im laufenden Gang nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; als Ausführung und auf der bezeichneten Stufe.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4380	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ocheol	O+CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4400	G407-S687	f95v	HERBAL	F95V_WHOLE_PLANT	podar	P+O+D_ADDR+AR	FIRST	BOUNDARY	O	NONE	NONE	AR	NO	NO	NO	ACTION_RELATION	Setze ein; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4418	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	kaipy	K+A_ADDR+LOCAL_CHAR_I+P+Y	MIDDLE	LOCAL_CHAR_I	Y	K	Y	NONE	NO	NO	NO	MULTI_ACTION	Gib den Pflanzenposten zu und setze den Pflanzenposten ein; an der bezeichneten Stelle und mit der lokalen Variante.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4453	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	ldy	L+DY	FIRST	BOUNDARY	DY	NONE	NONE	NONE	NO	NO	YES	INHERITED_RELATION	Im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; über die Verbindung im Pflanzenartikel; schließe den Schritt.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4460	G407-S695	f95v	HERBAL	F95V_WHOLE_PLANT	oepaiin	O+E+P+AIIN	MIDDLE	E	AIIN	NONE	AIIN	NONE	NO	YES	NO	GRADED_ACTION	Setze den Arbeitswert ein; als Ausführung und auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4552	G407-S711	f95v	HERBAL	F95V_WHOLE_PLANT	pshedar	P+SH+E+D_ADDR+AR	FIRST	BOUNDARY	SH	SH	NONE	AR	NO	YES	NO	MULTI_ACTION	Setze den Arbeitswert [wie zuvor] ein und halte den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4572	G407-S714	f95v	HERBAL	F95V_WHOLE_PLANT	lshee	L+SH+EE	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Halte den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
