unified_serial	page	reading_unit_id	source_group_id	visible_owner	visible_surface	atom_sequence	card_reading_de	teaching_layer	lookup_mode	concrete_noun_source
710	f69v	f69v.2	A3:G074	A3_MIDDLE_WHEEL_RING_TEXT	ody	OD+Y	diesen Posten eintragen	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
711	f69v	f69v.2	A3:G075	A3_MIDDLE_WHEEL_RING_TEXT	airchy	AIR	Himmels-, Ring- oder Zeigerlauf	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
712	f69v	f69v.2	A3:G076	A3_MIDDLE_WHEEL_RING_TEXT	choky	HO	diesen Diagrammposten setzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
713	f69v	f69v.2	A3:G077	A3_MIDDLE_WHEEL_RING_TEXT	ychey	Y+CHEEY	aktueller Ablesewert	ASTRO_LOCAL_MODULE	CROSS_REGISTER_CHEEY_READOUT	LOCAL_ASTRO_EXEMPLAR
714	f69v	f69v.2	A3:G078	A3_MIDDLE_WHEEL_RING_TEXT	chey	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
715	f69v	f69v.3	A3:G079	A3_RIGHT_WHEEL_RING_TEXT	doair	AIR	Himmels-, Ring- oder Zeigerlauf	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
716	f69v	f69v.3	A3:G080	A3_RIGHT_WHEEL_RING_TEXT	otaldal	OT+AL+AL	nächsten Doppelziel-Eintrag setzen	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
717	f69v	f69v.3	A3:G081	A3_RIGHT_WHEEL_RING_TEXT	dair	AIR	Lauf/Bahn	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
718	f69v	f69v.3	A3:G082	A3_RIGHT_WHEEL_RING_TEXT	chdy	CHD	auf den bezeichneten Diagrammplatz uebertragen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
719	f69v	f69v.3	A3:G083	A3_RIGHT_WHEEL_RING_TEXT	otoar	OT+AR	nächste Quelle	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
720	f69v	f69v.3	A3:G084	A3_RIGHT_WHEEL_RING_TEXT	ar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
721	f69v	f69v.3	A3:G085	A3_RIGHT_WHEEL_RING_TEXT	chy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
722	f69v	f69v.3	A3:G086	A3_RIGHT_WHEEL_RING_TEXT	qoteor	OT+E+OR	nächsten Satz kurz nehmen	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
723	f69v	f69v.3	A3:G087	A3_RIGHT_WHEEL_RING_TEXT	cho	HO	Eingangsposten oder Zutat	ASTRO_LOCAL_MODULE	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	LOCAL_ASTRO_EXEMPLAR
724	f69v	f69v.3	A3:G088	A3_RIGHT_WHEEL_RING_TEXT	qotair	OT+AIR	nächster Lauf	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
725	f69v	f69v.3	A3:G089	A3_RIGHT_WHEEL_RING_TEXT	chda	CHD	Wert oder Platzbezug uebertragen	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
726	f69v	f69v.3	A3:G090	A3_RIGHT_WHEEL_RING_TEXT	oteeal	OT+EE+AL	am nächsten Ziel länger halten	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
727	f69v	f69v.3	A3:G091	A3_RIGHT_WHEEL_RING_TEXT	cheor	CHEO	Bedingungs-, Tabellen- oder Wahlansatz	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
728	f69v	f69v.3	A3:G092	A3_RIGHT_WHEEL_RING_TEXT	ar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
729	f69v	f69v.3	A3:G093	A3_RIGHT_WHEEL_RING_TEXT	air	AIR	Himmels-, Ring- oder Zeigerlauf	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
730	f69v	f69v.3	A3:G094	A3_RIGHT_WHEEL_RING_TEXT	oteody	OT+E+OD+Y	den nächsten Posten kurz markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
731	f69v	f69v.3	A3:G095	A3_RIGHT_WHEEL_RING_TEXT	ytyd	YT+TY	bezeichneter Platz oder Phase + TY	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
732	f69v	f69v.3	A3:G096	A3_RIGHT_WHEEL_RING_TEXT	a	A	Hauptwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
733	f69v	f69v.3	A3:G097	A3_RIGHT_WHEEL_RING_TEXT	dchy	D+CH+Y	fester aktueller Zustand	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
734	f69v	f69v.3	A3:G098	A3_RIGHT_WHEEL_RING_TEXT	otoly	OT+OL+Y	diese Fortsetzung als nächste nehmen	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
735	f69v	f69v.3	A3:G099	A3_RIGHT_WHEEL_RING_TEXT	okeodal	OK+E+OD+AL	markiertes Ziel kurz aktivieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
736	f69v	f69v.3	A3:G100	A3_RIGHT_WHEEL_RING_TEXT	oteoarar	OT+AR+AR	Folge + Quelle + Quelle	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
737	f69v	f69v.3	A3:G101	A3_RIGHT_WHEEL_RING_TEXT	cheteeser	EE	lange Tabellenstufe	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
738	f69v	f69v.3	A3:G102	A3_RIGHT_WHEEL_RING_TEXT	dair	AIR	Lauf/Bahn	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
739	f69v	f69v.3	A3:G103	A3_RIGHT_WHEEL_RING_TEXT	chey	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
740	f69v	f69v.3	A3:G104	A3_RIGHT_WHEEL_RING_TEXT	okody	OK+OD+Y	diesen markierten Posten aktivieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
741	f69v	f69v.3	A3:G105	A3_RIGHT_WHEEL_RING_TEXT	dal	AL	Ziel	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
742	f69v	f69v.3	A3:G106	A3_RIGHT_WHEEL_RING_TEXT	oteey	OT	naechster Diagrammposten in langer Stufe	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
743	f69v	f69v.3	A3:G107	A3_RIGHT_WHEEL_RING_TEXT	oteey	OT	naechster Diagrammposten in langer Stufe	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
744	f69v	f69v.4	A3:G108	A3_LEFT_RADIAL_SLOT_01	okeey	OK	in langer Stufe setzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
745	f69v	f69v.4	A3:G109	A3_LEFT_RADIAL_SLOT_01	sar	AR	Quelle	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
746	f69v	f69v.5	A3:G110	A3_LEFT_RADIAL_SLOT_02	okeo	OK	Diagrammposten setzen oder aktivieren	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
747	f69v	f69v.5	A3:G111	A3_LEFT_RADIAL_SLOT_02	dy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
748	f69v	f69v.6	A3:G112	A3_LEFT_RADIAL_SLOT_03	ochoyk	HO	Himmelsobjekt oder Eingangsbedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
749	f69v	f69v.7	A3:G113	A3_LEFT_RADIAL_SLOT_04	ykeey	YK	bezeichnete Klasse oder Haus	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
750	f69v	f69v.8	A3:G114	A3_LEFT_RADIAL_SLOT_05	ytory	YT+OR	bezeichneter Platz oder Phase + OR	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
751	f69v	f69v.9	A3:G115	A3_LEFT_RADIAL_SLOT_06	oeesy	EE+Y	diesen Posten länger halten	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
752	f69v	f69v.10	A3:G116	A3_LEFT_RADIAL_SLOT_07	ytody	YT+OD+Y	diesen Platz eintragen	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
753	f69v	f69v.11	A3:G117	A3_LEFT_RADIAL_SLOT_08	okody	OK+OD+Y	diesen markierten Posten aktivieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
754	f69v	f69v.12	A3:G118	A3_LEFT_RADIAL_SLOT_09	otody	OT+OD+Y	den nächsten Posten markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
755	f69v	f69v.13	A3:G119	A3_LEFT_RADIAL_SLOT_10	okeal	OK+E+AL	Ziel kurz aktivieren	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
756	f69v	f69v.14	A3:G120	A3_LEFT_RADIAL_SLOT_11	okeod	OK+E+OD	kurz aktivieren und markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
757	f69v	f69v.15	A3:G121	A3_LEFT_RADIAL_SLOT_12	oteeys	OT+EE	nächste lange Stufe	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
758	f69v	f69v.16	A3:G122	A3_LEFT_RADIAL_SLOT_13	oteol	OT+E+OL	als nächstes kurz fortsetzen	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
759	f69v	f69v.17	A3:G123	A3_LEFT_RADIAL_SLOT_14	ykeydy	YK	bezeichnete Klasse oder Haus	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
760	f69v	f69v.18	A3:G124	A3_LEFT_RADIAL_SLOT_15	okeod	OK+E+OD	kurz aktivieren und markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
761	f69v	f69v.19	A3:G125	A3_LEFT_RADIAL_SLOT_16	saral	AR+AL	von Quelle zum Ziel	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
762	f69v	f69v.20	A3:G126	A3_LEFT_RADIAL_SLOT_17	saiir	S+A+IIR	Hauptindex des Nebenfelds	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
763	f69v	f69v.21	A3:G127	A3_LEFT_RADIAL_SLOT_18	okolar	OK+OL+AR	Aktivieren + Fortsetzen + Quelle	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
764	f69v	f69v.22	A3:G128	A3_LEFT_RADIAL_SLOT_19	ykeody	YK+E+OD+Y	diesen Klassenposten kurz markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
765	f69v	f69v.23	A3:G129	A3_LEFT_RADIAL_SLOT_20	sarydy	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
766	f69v	f69v.24	A3:G130	A3_LEFT_RADIAL_SLOT_21	otchy	OT	naechster Platz oder folgende Bedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
767	f69v	f69v.25	A3:G131	A3_LEFT_RADIAL_SLOT_22	okeey	OK	in langer Stufe setzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
768	f69v	f69v.25	A3:G132	A3_LEFT_RADIAL_SLOT_22	dy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
769	f69v	f69v.26	A3:G133	A3_LEFT_RADIAL_SLOT_23	okey	OK	in kurzer Stufe setzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
770	f69v	f69v.26	A3:G134	A3_LEFT_RADIAL_SLOT_23	d	D	Festwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
771	f69v	f69v.27	A3:G135	A3_LEFT_RADIAL_SLOT_24	okeod	OK+E+OD	kurz aktivieren und markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
772	f69v	f69v.28	A3:G136	A3_LEFT_RADIAL_SLOT_25	okodchy	OK+OD+Y	diesen markierten Posten aktivieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
773	f69v	f69v.29	A3:G137	A3_LEFT_RADIAL_SLOT_26	okeody	OK+E+OD+Y	diesen Posten kurz aktivieren und eintragen	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
774	f69v	f69v.30	A3:G138	A3_LEFT_RADIAL_SLOT_27	okcheys	KCH	Diagrammplatz berechnen oder bearbeiten	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
775	f69v	f69v.31	A3:G139	A3_LEFT_RADIAL_SLOT_28	oar	AR	Quelle	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
776	f69v	f69v.31	A3:G140	A3_LEFT_RADIAL_SLOT_28	alys	AL	Zielsektor, Zielstern oder Zielfeld	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
