astro_serial	page	locus	diagram_id	group_index_in_locus	surface	astro_token_id	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_class	confidence	source_lineage
296	f69v	f69v.2	A3	1	yka	ASTRO_f69v_002_01	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
297	f69v	f69v.2	A3	2	chol	ASTRO_f69v_002_02	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
298	f69v	f69v.2	A3	3	ykar	ASTRO_f69v_002_03	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
299	f69v	f69v.2	A3	4	dal	ASTRO_f69v_002_04	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
300	f69v	f69v.2	A3	5	ykady	ASTRO_f69v_002_05	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
301	f69v	f69v.2	A3	6	iokeeor	ASTRO_f69v_002_06	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
302	f69v	f69v.2	A3	7	cheey	ASTRO_f69v_002_07	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
303	f69v	f69v.2	A3	8	choly	ASTRO_f69v_002_08	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
304	f69v	f69v.2	A3	9	ykeeal	ASTRO_f69v_002_09	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
305	f69v	f69v.2	A3	10	cheo	ASTRO_f69v_002_10	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
306	f69v	f69v.2	A3	11	oaram	ASTRO_f69v_002_11	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
307	f69v	f69v.2	A3	12	ockhy	ASTRO_f69v_002_12	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
308	f69v	f69v.2	A3	13	sheey	ASTRO_f69v_002_13	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
309	f69v	f69v.2	A3	14	aiin	ASTRO_f69v_002_14	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
310	f69v	f69v.2	A3	15	y	ASTRO_f69v_002_15	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
311	f69v	f69v.2	A3	16	daiial	ASTRO_f69v_002_16	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
312	f69v	f69v.2	A3	17	cheody	ASTRO_f69v_002_17	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
313	f69v	f69v.2	A3	18	cheal	ASTRO_f69v_002_18	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
314	f69v	f69v.2	A3	19	yetey	ASTRO_f69v_002_19	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
315	f69v	f69v.2	A3	20	chear	ASTRO_f69v_002_20	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
316	f69v	f69v.2	A3	21	y	ASTRO_f69v_002_21	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
317	f69v	f69v.2	A3	22	dy	ASTRO_f69v_002_22	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
318	f69v	f69v.2	A3	23	ykey	ASTRO_f69v_002_23	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
319	f69v	f69v.2	A3	24	ch	ASTRO_f69v_002_24	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
320	f69v	f69v.2	A3	25	y	ASTRO_f69v_002_25	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
321	f69v	f69v.2	A3	26	dy	ASTRO_f69v_002_26	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
322	f69v	f69v.2	A3	27	chol	ASTRO_f69v_002_27	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
323	f69v	f69v.2	A3	28	ykar	ASTRO_f69v_002_28	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
324	f69v	f69v.2	A3	29	ol	ASTRO_f69v_002_29	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
325	f69v	f69v.2	A3	30	y	ASTRO_f69v_002_30	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
326	f69v	f69v.2	A3	31	ykeeody	ASTRO_f69v_002_31	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
327	f69v	f69v.2	A3	32	chey	ASTRO_f69v_002_32	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
328	f69v	f69v.2	A3	33	dal	ASTRO_f69v_002_33	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
329	f69v	f69v.2	A3	34	ody	ASTRO_f69v_002_34	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
330	f69v	f69v.2	A3	35	airchy	ASTRO_f69v_002_35	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
331	f69v	f69v.2	A3	36	choky	ASTRO_f69v_002_36	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
332	f69v	f69v.2	A3	37	ychey	ASTRO_f69v_002_37	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
333	f69v	f69v.2	A3	38	chey	ASTRO_f69v_002_38	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
334	f69v	f69v.3	A3	1	doair	ASTRO_f69v_003_01	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
335	f69v	f69v.3	A3	2	otaldal	ASTRO_f69v_003_02	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
336	f69v	f69v.3	A3	3	dair	ASTRO_f69v_003_03	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
337	f69v	f69v.3	A3	4	chdy	ASTRO_f69v_003_04	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
338	f69v	f69v.3	A3	5	otoar	ASTRO_f69v_003_05	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
339	f69v	f69v.3	A3	6	ar	ASTRO_f69v_003_06	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
340	f69v	f69v.3	A3	7	chy	ASTRO_f69v_003_07	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
341	f69v	f69v.3	A3	8	qoteor	ASTRO_f69v_003_08	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
342	f69v	f69v.3	A3	9	cho	ASTRO_f69v_003_09	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
343	f69v	f69v.3	A3	10	qotair	ASTRO_f69v_003_10	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
