event_serial	event_id	section	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display_only	image_owner_id	owner_break_before	owner_reset	literal_visible_layer	autonomous_primary_token	optional_questioned_master_gloss	occurrence_bound_exemplar	source_token_count	read_action	line_crossing	terminal_status	source_class	source_expansion_confidence	strongest_rival	strongest_contradiction	semantic_ceiling	source_lineage
230	E230	BIOLOGICAL	B3	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	qotal	B3_UPPER_MARGIN_OPEN_FAN_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION; EXEMPLAR] > [OPAQUE_CARD:90bcf0a9ec0ef56399e6; SURFACE:qotal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Zum unteren Ablauf hin]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.3	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
231	E231	BIOLOGICAL	B3	f83r	f83r.3	F072	B3-S002	a84fbe3ad380df345b97	chkeedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION; EXEMPLAR] > [OPAQUE_CARD:a84fbe3ad380df345b97; SURFACE:chkeedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Benetze den bezeichneten Bereich vollständig und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.3	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: klaren Oberlauf abnehmen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
232	E232	BIOLOGICAL	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	B3_UPPER_MARGIN_OPEN_FAN_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION; EXEMPLAR] > [OPAQUE_CARD:b921a237be883a820352; SURFACE:chey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Diese aktive Portion]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.3	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
233	E233	BIOLOGICAL	B3	f83r	f83r.3	F073	B3-S003	2f1c5e56e8f0ff459065	daiin	B3_UPPER_MARGIN_OPEN_FAN_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION; EXEMPLAR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065; SURFACE:daiin]	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	1	READ_FORMAL_CHANNEL	NO:f83r.3	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
234	E234	BIOLOGICAL	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	B3_UPPER_MARGIN_OPEN_FAN_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION; EXEMPLAR] > [OPAQUE_CARD:b921a237be883a820352; SURFACE:chey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Diese aktive Portion]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.3	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Restlauf am Auslass beobachten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
235	E235	BIOLOGICAL	B3	f83r	f83r.3	F073	B3-S003	de7321bface5628e35d6	lchedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION; EXEMPLAR] > [OPAQUE_CARD:de7321bface5628e35d6; SURFACE:lchedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.3	TERMINAL	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
236	E236	BIOLOGICAL	B3	f83r	f83r.3	F074	B3-S004	b5fcea1eaed06b2f2291	qokaiin	B3_UPPER_MARGIN_OPEN_FAN_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION; EXEMPLAR] > [OPAQUE_CARD:b5fcea1eaed06b2f2291; SURFACE:qokaiin]	[FORMAL_RELATION_OR_ENTRY]	PER?=DURCH/GEMÄSS?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	NO:f83r.3	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
237	E237	BIOLOGICAL	B3	f83r	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	B3_UPPER_MARGIN_OPEN_FAN_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION; EXEMPLAR] > [OPAQUE_CARD:90bcf0a9ec0ef56399e6; SURFACE:qotal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:den unteren Ablauf]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.3	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
238	E238	BIOLOGICAL	B3	f83r	f83r.3	F074	B3-S004	4d4559019a961b834aa1	dar	B3_UPPER_MARGIN_OPEN_FAN_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION; EXEMPLAR] > [OPAQUE_CARD:4d4559019a961b834aa1; SURFACE:dar]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Daraus, aus demselben Ansatz]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.3	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
239	E239	BIOLOGICAL	B3	f83r	f83r.6	F075	B3-S005	259b2b3b0bf859882e2c	schedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	YES__CLEAR_SUBSTANCE_TARGET_DIRECTION	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:259b2b3b0bf859882e2c; SURFACE:schedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.6	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
240	E240	BIOLOGICAL	B3	f83r	f83r.6	F076	B3-S006	5e8441397e7c0faf042b	chedchy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:5e8441397e7c0faf042b; SURFACE:chedchy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gieße das erwärmte Wasser ein]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.6	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
241	E241	BIOLOGICAL	B3	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	qokal	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:308e8ea2d5d190c498e8; SURFACE:qokal]	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	1	READ_FORMAL_CHANNEL	NO:f83r.6	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
242	E242	BIOLOGICAL	B3	f83r	f83r.6	F076	B3-S006	28ffbc88b97772a75f1e	olchedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:28ffbc88b97772a75f1e; SURFACE:olchedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.6	TERMINAL	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Fluss zur Zielstation führen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
243	E243	BIOLOGICAL	B3	f83r	f83r.6	F077	B3-S007	b5fcea1eaed06b2f2291	qokaiin	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:b5fcea1eaed06b2f2291; SURFACE:qokaiin]	[FORMAL_RELATION_OR_ENTRY]	PER?=DURCH/GEMÄSS?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	NO:f83r.6	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
244	E244	BIOLOGICAL	B3	f83r	f83r.6	F077	B3-S007	6f7ff8287eddf4da9fdb	chedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb; SURFACE:chedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühren bis zur Gleichmäßigkeit]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.6	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
245	E245	BIOLOGICAL	B3	f83r	f83r.6	F077	B3-S007	7d25241b0e56c836372a	qokeedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:7d25241b0e56c836372a; SURFACE:qokeedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.6	TERMINAL	LOCAL_PARAMETER_BOOKING_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
246	E246	BIOLOGICAL	B3	f83r	f83r.6	F078	B3-S008	de7321bface5628e35d6	lchedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:de7321bface5628e35d6; SURFACE:lchedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.6	TERMINAL	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
247	E247	BIOLOGICAL	B3	f83r	f83r.6	F079	B3-S009	276a7c2d74d1143446f4	qoky	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:276a7c2d74d1143446f4; SURFACE:qoky]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.6	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F079; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
248	E248	BIOLOGICAL	B3	f83r	f83r.8	F080	B3-S010	ba540da978ea132f6da5	pchedal	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	YES__CLEAR_SUBSTANCE_TARGET_DIRECTION	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:ba540da978ea132f6da5; SURFACE:pchedal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Fülle danach das Gefäß]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.8	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
249	E249	BIOLOGICAL	B3	f83r	f83r.8	F080	B3-S010	c45ebac60774620561e2	otedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:c45ebac60774620561e2; SURFACE:otedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es bis zur Klarheit ziehen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.8	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
250	E250	BIOLOGICAL	B3	f83r	f83r.8	F081	B3-S011	348e81ba084c5acdb32b	shecthedchy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:348e81ba084c5acdb32b; SURFACE:shecthedchy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wende es an der markierten Stelle an]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.8	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
251	E251	BIOLOGICAL	B3	f83r	f83r.8	F081	B3-S011	276a7c2d74d1143446f4	qoky	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:276a7c2d74d1143446f4; SURFACE:qoky]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.8	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F081; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
252	E252	BIOLOGICAL	B3	f83r	f83r.8	F081	B3-S011	6f7ff8287eddf4da9fdb	chedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb; SURFACE:chedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.8	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Durchgang beobachten; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
253	E253	BIOLOGICAL	B3	f83r	f83r.8	F081	B3-S011	0bdc8b6db811b4e67a63	chary	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION; EXEMPLAR] > [OPAQUE_CARD:0bdc8b6db811b4e67a63; SURFACE:chary]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Und lasse es abkühlen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.8	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Restcharge im Auffanggefäß sammeln; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
