seam_ordinal	statement_id	physical_page	register	left_event_id	right_event_id	direction	mixed_state_nonstate	state_endpoint_event_id	state_endpoint_changed	shared_action_contacts	shared_action_contact_count	full_action_frame_exact_before	full_action_frame_exact_after	action_head_exact_before	action_head_exact_after	left_gdt567_clause_de	right_gdt567_clause_de	left_action_voice_clause_de	right_action_voice_clause_de	guard
1912	G407-S263	f76r	BIOLOGICAL	G407-E2174	G407-E2175	NONSTATE_TO_STATE	YES	G407-E2175	YES	CH:entnimm	1	0	1	0	1	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Danach: nimm den Stationsposten; von der Ausgangsstation.	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Danach: entnimm den Stationsposten; von der Ausgangsstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1913	G407-S263	f76r	BIOLOGICAL	G407-E2175	G407-E2176	STATE_TO_NONSTATE	YES	G407-E2175	YES	NONE	0	0	0	0	0	Danach: nimm den Stationsposten; von der Ausgangsstation.	Bearbeite den Stationsposten.	Danach: entnimm den Stationsposten; von der Ausgangsstation.	Bearbeite den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1914	G407-S263	f76r	BIOLOGICAL	G407-E2176	G407-E2177	NONSTATE_TO_STATE	YES	G407-E2177	NO	CHD:bearbeite	1	1	1	1	1	Bearbeite den Stationsposten.	Weiter: bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Weiter: bearbeite den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1915	G407-S263	f76r	BIOLOGICAL	G407-E2177	G407-E2178	STATE_TO_NONSTATE	YES	G407-E2177	NO	NONE	0	0	0	0	0	Weiter: bearbeite den Stationsposten.	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Weiter: bearbeite den Stationsposten.	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1916	G407-S263	f76r	BIOLOGICAL	G407-E2178	G407-E2179	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Entnimm den Stationsposten und führe den Stationsposten zu.	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Entnimm den Stationsposten und führe den Stationsposten zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1917	G407-S263	f76r	BIOLOGICAL	G407-E2179	G407-E2180	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Stationsposten und führe den Stationsposten zu.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Entnimm den Stationsposten und führe den Stationsposten zu.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1918	G407-S263	f76r	BIOLOGICAL	G407-E2180	G407-E2181	NONSTATE_TO_STATE	YES	G407-E2181	NO	NONE	0	0	0	0	0	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1919	G407-S264	f76r	BIOLOGICAL	G407-E2182	G407-E2183	STATE_TO_NONSTATE	YES	G407-E2182	NO	NONE	0	0	0	0	0	Weiter: halte den Stationsposten; auf Grad I.	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Weiter: halte den Stationsposten; auf Grad I.	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1920	G407-S264	f76r	BIOLOGICAL	G407-E2183	G407-E2184	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Halte den Stationsposten; zur Zielstation.	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Halte den Stationsposten; zur Zielstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1921	G407-S264	f76r	BIOLOGICAL	G407-E2184	G407-E2185	NONSTATE_TO_STATE	YES	G407-E2185	NO	SH:halte	1	1	1	1	1	Halte den Stationsposten; zur Zielstation.	Weiter: halte den Stationsposten.	Halte den Stationsposten; zur Zielstation.	Weiter: halte den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1922	G407-S264	f76r	BIOLOGICAL	G407-E2185	G407-E2186	STATE_TO_NONSTATE	YES	G407-E2185	NO	NONE	0	0	0	0	0	Weiter: halte den Stationsposten.	Bearbeite den Stationsposten.	Weiter: halte den Stationsposten.	Bearbeite den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1923	G407-S264	f76r	BIOLOGICAL	G407-E2186	G407-E2187	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Bearbeite den Stationsposten.	Im laufenden Gang bearbeite die Stationseinheit; über die sichtbare Verbindung und zur Zielstation.	Bearbeite den Stationsposten.	Im laufenden Gang bearbeite die Stationseinheit; über die sichtbare Verbindung und zur Zielstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1924	G407-S264	f76r	BIOLOGICAL	G407-E2187	G407-E2188	NONSTATE_TO_STATE	YES	G407-E2188	NO	CHD:bearbeite	1	1	1	1	1	Im laufenden Gang bearbeite die Stationseinheit; über die sichtbare Verbindung und zur Zielstation.	Weiter: bearbeite die Stationseinheit.	Im laufenden Gang bearbeite die Stationseinheit; über die sichtbare Verbindung und zur Zielstation.	Weiter: bearbeite die Stationseinheit.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1925	G407-S264	f76r	BIOLOGICAL	G407-E2188	G407-E2189	STATE_TO_NONSTATE	YES	G407-E2188	NO	CHD:bearbeite	1	1	1	1	1	Weiter: bearbeite die Stationseinheit.	Im laufenden Gang bearbeite die Stationseinheit; zur Zielstation.	Weiter: bearbeite die Stationseinheit.	Im laufenden Gang bearbeite die Stationseinheit; zur Zielstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1926	G407-S264	f76r	BIOLOGICAL	G407-E2189	G407-E2190	NONSTATE_TO_STATE	YES	G407-E2190	NO	CHD:bearbeite	1	1	1	1	1	Im laufenden Gang bearbeite die Stationseinheit; zur Zielstation.	Weiter: bearbeite die Stationseinheit.	Im laufenden Gang bearbeite die Stationseinheit; zur Zielstation.	Weiter: bearbeite die Stationseinheit.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1927	G407-S264	f76r	BIOLOGICAL	G407-E2190	G407-E2191	STATE_TO_NONSTATE	YES	G407-E2190	NO	NONE	0	0	0	0	0	Weiter: bearbeite die Stationseinheit.	Setze die Stationseinheit im Stationsgang an; auf Grad I.	Weiter: bearbeite die Stationseinheit.	Setze die Stationseinheit im Stationsgang an; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1928	G407-S264	f76r	BIOLOGICAL	G407-E2191	G407-E2192	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze die Stationseinheit im Stationsgang an; auf Grad I.	Im laufenden Gang setze die Stationseinheit [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze die Stationseinheit im Stationsgang an; auf Grad I.	Im laufenden Gang setze die Stationseinheit [wie zuvor] im Stationsgang an; von der Ausgangsstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1929	G407-S264	f76r	BIOLOGICAL	G407-E2192	G407-E2193	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze die Stationseinheit [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Im laufenden Gang setze die Stationseinheit [wie zuvor] im Stationsgang an; als Ausführung.	Im laufenden Gang setze die Stationseinheit [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Im laufenden Gang setze die Stationseinheit [wie zuvor] im Stationsgang an; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1930	G407-S264	f76r	BIOLOGICAL	G407-E2193	G407-E2194	NONSTATE_TO_STATE	YES	G407-E2194	YES	OK:setze	1	0	1	1	1	Im laufenden Gang setze die Stationseinheit [wie zuvor] im Stationsgang an; als Ausführung.	Weiter: setze den Stationsposten.	Im laufenden Gang setze die Stationseinheit [wie zuvor] im Stationsgang an; als Ausführung.	Weiter: setze den Stationsposten im Stationsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1931	G407-S265	f76r	BIOLOGICAL	G407-E2195	G407-E2196	STATE_TO_NONSTATE	YES	G407-E2195	NO	NONE	0	0	0	0	0	Danach: Bezug auf den Stationsposten; auf Grad II.	Bezug: den Stationsposten; über die sichtbare Verbindung.	Danach: Bezug auf den Stationsposten; auf Grad II.	Bezug: den Stationsposten; über die sichtbare Verbindung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1932	G407-S265	f76r	BIOLOGICAL	G407-E2196	G407-E2197	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Bezug: den Stationsposten; über die sichtbare Verbindung.	Bezug: den Stationsposten.	Bezug: den Stationsposten; über die sichtbare Verbindung.	Bezug: den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1933	G407-S265	f76r	BIOLOGICAL	G407-E2197	G407-E2198	NONSTATE_TO_STATE	YES	G407-E2198	YES	NONE	0	0	0	0	0	Bezug: den Stationsposten.	Weiter: gib den Stationsposten; auf Grad I; nochmals weiterführen.	Bezug: den Stationsposten.	Weiter: führe den Stationsposten zu; auf Grad I; nochmals weiterführen.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1934	G407-S265	f76r	BIOLOGICAL	G407-E2198	G407-E2199	STATE_TO_NONSTATE	YES	G407-E2198	YES	NONE	0	0	0	0	0	Weiter: gib den Stationsposten; auf Grad I; nochmals weiterführen.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Weiter: führe den Stationsposten zu; auf Grad I; nochmals weiterführen.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1935	G407-S265	f76r	BIOLOGICAL	G407-E2199	G407-E2200	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Entnimm den Stationsposten [wie zuvor]; zur Zielstation.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Entnimm den Stationsposten [wie zuvor]; zur Zielstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1936	G407-S269	f76r	BIOLOGICAL	G407-E2204	G407-E2205	NONSTATE_TO_STATE	YES	G407-E2205	NO	NONE	0	0	0	0	0	Setze im Stationsgang an und wähle; an der bezeichneten Stelle.	Weiter: halte; auf Grad I.	Setze im Stationsgang an und wähle; an der bezeichneten Stelle.	Weiter: halte; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1937	G407-S269	f76r	BIOLOGICAL	G407-E2205	G407-E2206	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Weiter: halte; auf Grad I.	Setze; auf Grad II; schließe den Schritt.	Weiter: halte; auf Grad I.	Setze im Stationsgang an; auf Grad II; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1938	G407-S270	f76r	BIOLOGICAL	G407-E2207	G407-E2208	STATE_TO_NONSTATE	YES	G407-E2207	YES	NONE	0	0	0	0	0	Danach: setze den Stationsposten.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I.	Danach: setze den Stationsposten im Stationsgang an.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1939	G407-S270	f76r	BIOLOGICAL	G407-E2208	G407-E2209	NONSTATE_TO_STATE	YES	G407-E2209	YES	SH:halte	1	1	1	1	1	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I.	Nimm den Stationsposten und setze den Stationsposten ein und halte den Stationsposten; auf Grad II; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I.	Entnimm den Stationsposten und setze den Stationsposten ein und halte den Stationsposten; auf Grad II; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1940	G407-S271	f76r	BIOLOGICAL	G407-E2210	G407-E2211	NONSTATE_TO_STATE	YES	G407-E2211	NO	T:stelle	1	1	1	1	1	Stelle den Stationsposten ein; zur Zielstation.	Weiter: stelle den Stationsposten ein.	Stelle den Stationsposten ein; zur Zielstation.	Weiter: stelle den Stationsposten ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1941	G407-S271	f76r	BIOLOGICAL	G407-E2211	G407-E2212	STATE_TO_NONSTATE	YES	G407-E2211	NO	NONE	0	0	0	0	0	Weiter: stelle den Stationsposten ein.	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.	Weiter: stelle den Stationsposten ein.	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1942	G407-S271	f76r	BIOLOGICAL	G407-E2212	G407-E2213	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.	Setze den Stationsposten im Stationsgang an; auf Grad I.	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.	Setze den Stationsposten im Stationsgang an; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1943	G407-S271	f76r	BIOLOGICAL	G407-E2213	G407-E2214	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten im Stationsgang an; auf Grad I.	Entnimm den Stationsposten; über die sichtbare Verbindung.	Setze den Stationsposten im Stationsgang an; auf Grad I.	Entnimm den Stationsposten; über die sichtbare Verbindung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1944	G407-S271	f76r	BIOLOGICAL	G407-E2214	G407-E2215	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Stationsposten; über die sichtbare Verbindung.	Setze den Stationsposten ein; als Ausführung.	Entnimm den Stationsposten; über die sichtbare Verbindung.	Setze den Stationsposten ein; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1945	G407-S271	f76r	BIOLOGICAL	G407-E2215	G407-E2216	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten ein; als Ausführung.	Im laufenden Gang setze den Stationsanteil ein.	Setze den Stationsposten ein; als Ausführung.	Im laufenden Gang setze den Stationsanteil ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1946	G407-S271	f76r	BIOLOGICAL	G407-E2216	G407-E2217	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Stationsanteil ein.	Halte den Stationsposten; an der bezeichneten Stelle.	Im laufenden Gang setze den Stationsanteil ein.	Halte den Stationsposten; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1947	G407-S271	f76r	BIOLOGICAL	G407-E2217	G407-E2218	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Stationsposten; an der bezeichneten Stelle.	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.	Halte den Stationsposten; an der bezeichneten Stelle.	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1948	G407-S271	f76r	BIOLOGICAL	G407-E2218	G407-E2219	NONSTATE_TO_STATE	YES	G407-E2219	NO	NONE	0	0	0	0	0	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.	Weiter: bearbeite den Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.	Weiter: bearbeite den Stationsposten; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1949	G407-S272	f76r	BIOLOGICAL	G407-E2220	G407-E2221	NONSTATE_TO_STATE	YES	G407-E2221	NO	S:wähle	1	1	1	1	1	Wähle die Stationseinheit.	Danach: wähle den Stationsposten.	Wähle die Stationseinheit.	Danach: wähle den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1950	G407-S272	f76r	BIOLOGICAL	G407-E2221	G407-E2222	STATE_TO_NONSTATE	YES	G407-E2221	NO	S:wähle	1	1	1	1	1	Danach: wähle den Stationsposten.	Im laufenden Gang wähle den Stationsposten.	Danach: wähle den Stationsposten.	Im laufenden Gang wähle den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1951	G407-S272	f76r	BIOLOGICAL	G407-E2222	G407-E2223	NONSTATE_TO_STATE	YES	G407-E2223	NO	NONE	0	0	0	0	0	Im laufenden Gang wähle den Stationsposten.	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Im laufenden Gang wähle den Stationsposten.	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1952	G407-S273	f76r	BIOLOGICAL	G407-E2224	G407-E2225	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Wähle den Stationsanteil.	Im laufenden Gang wähle den Stationsanteil [wie zuvor]; von der Ausgangsstation.	Wähle den Stationsanteil.	Im laufenden Gang wähle den Stationsanteil [wie zuvor]; von der Ausgangsstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1953	G407-S273	f76r	BIOLOGICAL	G407-E2225	G407-E2226	NONSTATE_TO_STATE	YES	G407-E2226	YES	NONE	0	0	0	0	0	Im laufenden Gang wähle den Stationsanteil [wie zuvor]; von der Ausgangsstation.	Setze den Stationsanteil; auf Grad I; schließe den Schritt.	Im laufenden Gang wähle den Stationsanteil [wie zuvor]; von der Ausgangsstation.	Setze den Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1954	G407-S274	f76r	BIOLOGICAL	G407-E2227	G407-E2228	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad I.	Im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1955	G407-S274	f76r	BIOLOGICAL	G407-E2228	G407-E2229	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten im Stationsgang an; auf Grad I.	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.	Setze den Stationsposten im Stationsgang an; auf Grad I.	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1956	G407-S274	f76r	BIOLOGICAL	G407-E2229	G407-E2230	NONSTATE_TO_STATE	YES	G407-E2230	YES	K:führe	1	0	1	0	1	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.	Danach: gib den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.	Danach: führe den Stationsposten zu; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1957	G407-S275	f76r	BIOLOGICAL	G407-E2231	G407-E2232	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Halte den Stationsposten; auf Grad I.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Halte den Stationsposten; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1958	G407-S275	f76r	BIOLOGICAL	G407-E2232	G407-E2233	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Stationsposten; auf Grad I.	Setze den Stationsposten im Stationsgang an.	Halte den Stationsposten; auf Grad I.	Setze den Stationsposten im Stationsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1959	G407-S275	f76r	BIOLOGICAL	G407-E2233	G407-E2234	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten im Stationsgang an.	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1960	G407-S275	f76r	BIOLOGICAL	G407-E2234	G407-E2235	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Bearbeite den Stationsposten.	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Bearbeite den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1961	G407-S275	f76r	BIOLOGICAL	G407-E2235	G407-E2236	NONSTATE_TO_STATE	YES	G407-E2236	YES	CHD:bearbeite	1	1	1	1	1	Bearbeite den Stationsposten.	Setze den Stationsposten und bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1962	G407-S276	f76r	BIOLOGICAL	G407-E2237	G407-E2238	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang bearbeite den Stationsanteil.	Im laufenden Gang bearbeite den Stationsposten.	Im laufenden Gang bearbeite den Stationsanteil.	Im laufenden Gang bearbeite den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1963	G407-S276	f76r	BIOLOGICAL	G407-E2238	G407-E2239	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang bearbeite den Stationsposten.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang bearbeite den Stationsposten.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1964	G407-S276	f76r	BIOLOGICAL	G407-E2239	G407-E2240	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang halte den Stationswert.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang halte den Stationswert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1965	G407-S276	f76r	BIOLOGICAL	G407-E2240	G407-E2241	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang halte den Stationswert.	Im laufenden Gang halte den Stationsposten.	Im laufenden Gang halte den Stationswert.	Im laufenden Gang halte den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1966	G407-S276	f76r	BIOLOGICAL	G407-E2241	G407-E2242	NONSTATE_TO_STATE	YES	G407-E2242	NO	NONE	0	0	0	0	0	Im laufenden Gang halte den Stationsposten.	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Im laufenden Gang halte den Stationsposten.	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
