state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	final_context_recipe	gdt567_owner_voice_clause_de	action_voice_working_clause_de	owner_bound_control_clause_de	generic_action_chain_de	owner_action_chain_de	action_voice_changed	action_voice_equals_owner_bound	action_voice_card_count	action_voice_card_ids	state_atom_alignment	guard	effective_action_roots	action_topology	effective_argument_roots
1061	G407-E3203	G407-S499	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	oteey	OT+EE+Y	Danach: gib den Stationsposten; auf Grad II.	Danach: führe den Stationsposten zu; auf Grad II.	Danach im laufenden Gang führe den Stationsposten zu; auf Grad II.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:OT=danach | 2:EE=auf Grad II | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1062	G407-E3207	G407-S499	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sol	OL	Weiter: setze den Stationsposten.	Weiter: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1063	G407-E3209	G407-S499	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1064	G407-E3211	G407-S500	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	cthol	CH+T+OL	Weiter: nimm den Stationsposten und stelle den Stationsposten ein.	Weiter: entnimm den Stationsposten und stelle den Stationsposten ein.	Weiter entnimm den Stationsposten [wie zuvor] und stelle den Stationsposten [wie zuvor] ein.	nimm den Stationsposten und stelle den Stationsposten ein	entnimm den Stationsposten und stelle den Stationsposten ein	YES	NO	2	GDT568-A06|GDT568-A17	1:CH=nehmen | 2:T=einstellen | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|T	A+A	Y
1065	G407-E3213	G407-S500	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteedy	OT+EE+DY	Danach: bearbeite den Stationsposten; auf Grad II; schließe den Schritt.	Danach: bearbeite den Stationsposten; auf Grad II; schließe den Schritt.	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	bearbeite den Stationsposten	bearbeite den Stationsposten	NO	NO	1	GDT568-A15	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1066	G407-E3216	G407-S501	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shedy	SH+E+DY	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1067	G407-E3217	G407-S502	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qol	OL	Weiter: halte den Stationsposten.	Weiter: halte den Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1068	G407-E3222	G407-S502	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotaiin	OT+AIIN	Danach: gib den Stationswert.	Danach: führe den Stationswert zu.	Danach im laufenden Gang führe den Stationswert zu.	gib den Stationswert	führe den Stationswert zu	YES	NO	1	GDT568-A13	1:OT=danach | 2:AIIN=den Wert	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	AIIN
1069	G407-E3223	G407-S502	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	chedol	CHD+OL	Weiter: bearbeite den Stationswert.	Weiter: bearbeite den Stationswert.	Weiter bearbeite den Stationswert [wie zuvor].	bearbeite den Stationswert	bearbeite den Stationswert	NO	NO	1	GDT568-A15	1:CHD=bearbeiten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	AIIN
1070	G407-E3224	G407-S502	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	dshedy	SH+E+DY	Halte den Stationswert; auf Grad I; schließe den Schritt.	Halte den Stationswert; auf Grad I; schließe den Schritt.	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationswert	halte den Stationswert	NO	NO	1	GDT568-A10	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	AIIN
1071	G407-E3225	G407-S503	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sotaiin	S+OT+AIIN	Danach: wähle den Stationswert.	Danach: wähle den Stationswert.	Danach wähle den Stationswert.	wähle den Stationswert	wähle den Stationswert	NO	NO	1	GDT568-A14	1:S=wählen | 2:OT=danach | 3:AIIN=den Wert	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	S	A	AIIN
1072	G407-E3227	G407-S503	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shedy	SH+E+DY	Halte den Stationswert; auf Grad I; schließe den Schritt.	Halte den Stationswert; auf Grad I; schließe den Schritt.	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationswert	halte den Stationswert	NO	NO	1	GDT568-A10	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	AIIN
1073	G407-E3228	G407-S504	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	solshedy	OL+SH+E+DY	Weiter: halte den Stationswert; auf Grad I; schließe den Schritt.	Weiter: halte den Stationswert; auf Grad I; schließe den Schritt.	Weiter halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationswert	halte den Stationswert	NO	NO	1	GDT568-A10	1:OL=weiter | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	AIIN
1074	G407-E3231	G407-S505	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ls	OL	Weiter: setze den Stationsposten.	Weiter: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1075	G407-E3234	G407-S505	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sheedy	SH+EE+DY	Halte den Stationsposten; auf Grad II; schließe den Schritt.	Halte den Stationsposten; auf Grad II; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1076	G407-E3235	G407-S506	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	OK+E+DY	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1077	G407-E3240	G407-S507	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotal	OT+AL	Danach: setze den Stationsposten; zur Zielstation.	Danach: setze den Stationsposten im Stationsgang an; zur Zielstation.	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OT=danach | 2:AL=zum Zielort	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1078	G407-E3242	G407-S507	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteor	OT+E+OR	Danach: bearbeite die Stationseinheit; auf Grad I.	Danach: bearbeite die Stationseinheit; auf Grad I.	Danach im laufenden Gang bearbeite die Stationseinheit; auf Grad I.	bearbeite die Stationseinheit	bearbeite die Stationseinheit	NO	NO	1	GDT568-A15	1:OT=danach | 2:E=auf Grad I | 3:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	OR
1079	G407-E3249	G407-S508	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	kolchdy	K+OL+CHD+Y	Weiter: gib den Stationsposten und bearbeite den Stationsposten.	Weiter: führe den Stationsposten zu und bearbeite den Stationsposten.	Weiter führe den Stationsposten zu und bearbeite den Stationsposten.	gib den Stationsposten und bearbeite den Stationsposten	führe den Stationsposten zu und bearbeite den Stationsposten	YES	NO	2	GDT568-A13|GDT568-A15	1:K=geben | 2:OL=weiter | 3:CHD=bearbeiten | 4:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K|CHD	A+A	Y
1080	G407-E3250	G407-S508	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	OK+E+DY	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1081	G407-E3251	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qopol	CARRIER_Q+O+P+OL	Weiter: setze den Stationsposten ein; am Beginn; zur Ausführung.	Weiter: setze den Stationsposten ein; am Beginn; zur Ausführung.	Weiter setze den Stationsposten [wie zuvor] ein; als neuen Einsatz und als Ausführung.	setze den Stationsposten ein	setze den Stationsposten ein	NO	NO	1	GDT568-A20	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:P=einsetzen | 4:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P	A	Y
1082	G407-E3252	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotedor	OT+E+D_ADDR+OR	Danach: setze die Stationseinheit ein; auf Grad I; an der bezeichneten Stelle.	Danach: setze die Stationseinheit ein; auf Grad I; an der bezeichneten Stelle.	Danach im laufenden Gang setze die Stationseinheit ein; auf Grad I; an der bezeichneten Stelle.	setze die Stationseinheit ein	setze die Stationseinheit ein	NO	NO	1	GDT568-A20	1:OT=danach | 2:E=auf Grad I | 3:D_ADDR=hier | 4:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P	A	OR
1083	G407-E3254	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotal	OT+AL	Danach: bearbeite den Stationsposten; zur Zielstation.	Danach: bearbeite den Stationsposten; zur Zielstation.	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	bearbeite den Stationsposten	bearbeite den Stationsposten	NO	NO	1	GDT568-A15	1:OT=danach | 2:AL=zum Zielort	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1084	G407-E3257	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	otedy	OT+E+DY	Danach: gib den Stationsposten; auf Grad I; schließe den Schritt.	Danach: führe den Stationsposten zu; auf Grad I; schließe den Schritt.	Danach im laufenden Gang führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1085	G407-E3259	G407-S510	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	olqo	OL+CARRIER_Q+O	Weiter: bearbeite den Stationsposten; am Beginn; zur Ausführung.	Weiter: bearbeite den Stationsposten; am Beginn; zur Ausführung.	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor]; als neuen Einsatz und als Ausführung.	bearbeite den Stationsposten	bearbeite den Stationsposten	NO	NO	1	GDT568-A15	1:OL=weiter | 2:CARRIER_Q=am Beginn | 3:O=zur Ausführung	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1086	G407-E3262	G407-S510	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lolol	L+OL+OL	Weiter: gib den Stationsposten; über die sichtbare Verbindung; nochmals weiterführen.	Weiter: führe den Stationsposten zu; über die sichtbare Verbindung; nochmals weiterführen.	Weiter und weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:L=über die Verbindung | 2:OL=weiter | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1087	G407-E3266	G407-S510	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	olchedy	OL+CHD+DY	Weiter: bearbeite den Stationsposten; schließe den Schritt.	Weiter: bearbeite den Stationsposten; schließe den Schritt.	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	bearbeite den Stationsposten	bearbeite den Stationsposten	NO	NO	1	GDT568-A15	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1088	G407-E3267	G407-S511	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1089	G407-E3268	G407-S512	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotedy	OT+E+DY	Danach: setze den Stationsposten; auf Grad I; schließe den Schritt.	Danach: setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1090	G407-E3272	G407-S513	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	solarol	S+OL+AR+OL	Weiter: wähle den Stationsposten; von der Ausgangsstation; nochmals weiterführen.	Weiter: wähle den Stationsposten; von der Ausgangsstation; nochmals weiterführen.	Weiter und weiter wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	wähle den Stationsposten	wähle den Stationsposten	NO	NO	1	GDT568-A14	1:S=wählen | 2:OL=weiter | 3:AR=vom Ausgang | 4:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	S	A	Y
1091	G407-E3274	G407-S513	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	olchy	OL+CH+Y	Weiter: nimm den Stationsposten.	Weiter: entnimm den Stationsposten.	Weiter entnimm den Stationsposten.	nimm den Stationsposten	entnimm den Stationsposten	YES	NO	1	GDT568-A06	1:OL=weiter | 2:CH=nehmen | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
1092	G407-E3281	G407-S513	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	olchedy	OL+CHD+DY	Weiter: bearbeite den Stationswert; schließe den Schritt.	Weiter: bearbeite den Stationswert; schließe den Schritt.	Weiter bearbeite den Stationswert [wie zuvor]; schließe den Schritt.	bearbeite den Stationswert	bearbeite den Stationswert	NO	NO	1	GDT568-A15	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	AIIN
1093	G407-E3282	G407-S514	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	kedy	K+E+DY	Gib den Stationswert; auf Grad I; schließe den Schritt.	Führe den Stationswert zu; auf Grad I; schließe den Schritt.	Führe den Stationswert [wie zuvor] zu; auf Grad I; schließe den Schritt.	gib den Stationswert	führe den Stationswert zu	YES	NO	1	GDT568-A13	1:K=geben | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	AIIN
1094	G407-E3283	G407-S515	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	Bearbeite den Stationswert; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationswert; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationswert [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	bearbeite den Stationswert	bearbeite den Stationswert	NO	NO	1	GDT568-A15	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	AIIN
1095	G407-E3284	G407-S516	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	OK+E+DY	Setze den Stationswert; auf Grad I; schließe den Schritt.	Setze den Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationswert	setze den Stationswert im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	AIIN
1096	G407-E3285	G407-S517	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Stationswert; auf Grad II; schließe den Schritt.	Setze den Stationswert im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationswert	setze den Stationswert im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	AIIN
1097	G407-E3292	G407-S518	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1098	G407-E3293	G407-S519	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	bearbeite den Stationsposten	bearbeite den Stationsposten	NO	NO	1	GDT568-A15	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1099	G407-E3294	G407-S520	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1100	G407-E3298	G407-S521	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ol	OL	Weiter: markiere die Stationseinheit.	Weiter: markiere die Stationseinheit.	Weiter im laufenden Gang markiere die Stationseinheit [wie zuvor].	markiere die Stationseinheit	markiere die Stationseinheit	NO	NO	1	GDT568-A19	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	R	A	OR
1101	G407-E3304	G407-S521	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	dshedy	SH+E+DY	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1102	G407-E3305	G407-S522	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteey	OT+EE+Y	Danach: halte den Stationsposten; auf Grad II.	Danach: halte den Stationsposten; auf Grad II.	Danach im laufenden Gang halte den Stationsposten; auf Grad II.	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:OT=danach | 2:EE=auf Grad II | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1103	G407-E3308	G407-S522	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	OK+E+DY	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
