group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	locus_primitive_sequence	copy_instruction_de	semantic_reading
356	A3	f69v	f69v.3	23	A3:G101	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 23 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
357	A3	f69v	f69v.3	24	A3:G102	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 24 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
358	A3	f69v	f69v.3	25	A3:G103	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 25 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
359	A3	f69v	f69v.3	26	A3:G104	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 26 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
360	A3	f69v	f69v.3	27	A3:G105	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 27 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
361	A3	f69v	f69v.3	28	A3:G106	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 28 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
362	A3	f69v	f69v.3	29	A3:G107	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 29 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
363	A3	f69v	f69v.4	1	A3:G108	A3_LEFT_RADIAL_SLOT_01	A3_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_01.	LOCAL_MASTER_KEY_ONLY
364	A3	f69v	f69v.4	2	A3:G109	A3_LEFT_RADIAL_SLOT_01	A3_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_01.	LOCAL_MASTER_KEY_ONLY
365	A3	f69v	f69v.5	1	A3:G110	A3_LEFT_RADIAL_SLOT_02	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_02.	LOCAL_MASTER_KEY_ONLY
366	A3	f69v	f69v.5	2	A3:G111	A3_LEFT_RADIAL_SLOT_02	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_02.	LOCAL_MASTER_KEY_ONLY
367	A3	f69v	f69v.6	1	A3:G112	A3_LEFT_RADIAL_SLOT_03	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_03.	LOCAL_MASTER_KEY_ONLY
368	A3	f69v	f69v.7	1	A3:G113	A3_LEFT_RADIAL_SLOT_04	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_04.	LOCAL_MASTER_KEY_ONLY
369	A3	f69v	f69v.8	1	A3:G114	A3_LEFT_RADIAL_SLOT_05	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_05.	LOCAL_MASTER_KEY_ONLY
370	A3	f69v	f69v.9	1	A3:G115	A3_LEFT_RADIAL_SLOT_06	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_06.	LOCAL_MASTER_KEY_ONLY
371	A3	f69v	f69v.10	1	A3:G116	A3_LEFT_RADIAL_SLOT_07	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_07.	LOCAL_MASTER_KEY_ONLY
372	A3	f69v	f69v.11	1	A3:G117	A3_LEFT_RADIAL_SLOT_08	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_08.	LOCAL_MASTER_KEY_ONLY
373	A3	f69v	f69v.12	1	A3:G118	A3_LEFT_RADIAL_SLOT_09	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_09.	LOCAL_MASTER_KEY_ONLY
374	A3	f69v	f69v.13	1	A3:G119	A3_LEFT_RADIAL_SLOT_10	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_10.	LOCAL_MASTER_KEY_ONLY
375	A3	f69v	f69v.14	1	A3:G120	A3_LEFT_RADIAL_SLOT_11	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_11.	LOCAL_MASTER_KEY_ONLY
376	A3	f69v	f69v.15	1	A3:G121	A3_LEFT_RADIAL_SLOT_12	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_12.	LOCAL_MASTER_KEY_ONLY
377	A3	f69v	f69v.16	1	A3:G122	A3_LEFT_RADIAL_SLOT_13	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_13.	LOCAL_MASTER_KEY_ONLY
378	A3	f69v	f69v.17	1	A3:G123	A3_LEFT_RADIAL_SLOT_14	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_14.	LOCAL_MASTER_KEY_ONLY
379	A3	f69v	f69v.18	1	A3:G124	A3_LEFT_RADIAL_SLOT_15	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_15.	LOCAL_MASTER_KEY_ONLY
380	A3	f69v	f69v.19	1	A3:G125	A3_LEFT_RADIAL_SLOT_16	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_16.	LOCAL_MASTER_KEY_ONLY
381	A3	f69v	f69v.20	1	A3:G126	A3_LEFT_RADIAL_SLOT_17	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_17.	LOCAL_MASTER_KEY_ONLY
382	A3	f69v	f69v.21	1	A3:G127	A3_LEFT_RADIAL_SLOT_18	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_18.	LOCAL_MASTER_KEY_ONLY
383	A3	f69v	f69v.22	1	A3:G128	A3_LEFT_RADIAL_SLOT_19	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_19.	LOCAL_MASTER_KEY_ONLY
384	A3	f69v	f69v.23	1	A3:G129	A3_LEFT_RADIAL_SLOT_20	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_20.	LOCAL_MASTER_KEY_ONLY
385	A3	f69v	f69v.24	1	A3:G130	A3_LEFT_RADIAL_SLOT_21	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_21.	LOCAL_MASTER_KEY_ONLY
386	A3	f69v	f69v.25	1	A3:G131	A3_LEFT_RADIAL_SLOT_22	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_22.	LOCAL_MASTER_KEY_ONLY
387	A3	f69v	f69v.25	2	A3:G132	A3_LEFT_RADIAL_SLOT_22	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_22.	LOCAL_MASTER_KEY_ONLY
388	A3	f69v	f69v.26	1	A3:G133	A3_LEFT_RADIAL_SLOT_23	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_23.	LOCAL_MASTER_KEY_ONLY
389	A3	f69v	f69v.26	2	A3:G134	A3_LEFT_RADIAL_SLOT_23	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_23.	LOCAL_MASTER_KEY_ONLY
390	A3	f69v	f69v.27	1	A3:G135	A3_LEFT_RADIAL_SLOT_24	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_24.	LOCAL_MASTER_KEY_ONLY
391	A3	f69v	f69v.28	1	A3:G136	A3_LEFT_RADIAL_SLOT_25	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_25.	LOCAL_MASTER_KEY_ONLY
392	A3	f69v	f69v.29	1	A3:G137	A3_LEFT_RADIAL_SLOT_26	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_26.	LOCAL_MASTER_KEY_ONLY
393	A3	f69v	f69v.30	1	A3:G138	A3_LEFT_RADIAL_SLOT_27	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_27.	LOCAL_MASTER_KEY_ONLY
394	A3	f69v	f69v.31	1	A3:G139	A3_LEFT_RADIAL_SLOT_28	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_28.	LOCAL_MASTER_KEY_ONLY
395	A3	f69v	f69v.31	2	A3:G140	A3_LEFT_RADIAL_SLOT_28	A3_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_28.	LOCAL_MASTER_KEY_ONLY
