event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_previous_context_de	direction_revision_source	direction_revision_strength	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_previous_context_de	quantity_revision_source	quantity_revision_strength	workshop_slots	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_previous_context_de	state_endpoint_revision_family	state_endpoint_revision_strength	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_previous_context_de	filtration_revision_family	filtration_revision_strength	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_previous_context_de	application_revision_family	application_revision_strength	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_previous_context_de	r3_revision_family	r3_revision_strength	r3_revision_note	selected_previous_segmentation	selected_previous_nucleus_de	selected_previous_gloss_de	selected_previous_context_de	selected_medium_family	selected_medium_rationale	r3_thermal_previous_segmentation	r3_thermal_previous_nucleus_de	r3_thermal_previous_gloss_de	r3_thermal_previous_context_de	r3_thermal_family	r3_thermal_status	r3_thermal_note	selected_thermal_previous_segmentation	selected_thermal_previous_nucleus_de	selected_thermal_previous_gloss_de	selected_thermal_previous_context_de	selected_thermal_source	selected_thermal_family	selected_thermal_reason
304	E304	B3	f83r	f83r.22	F106	B3-S032	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
305	E305	B3	f83r	f83r.22	F106	B3-S032	1779decef17481ec2853	qotedaiin	qotedaiin=breites Gefäß	breites Gefäß	breites Gefäß	Das breite Gefäß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	qotedaiin=breites Gefäß	breites Gefäß	breites Gefäß	Das breite Gefäß	UNCHANGED	UNCHANGED	NOT_APPLICABLE	qotedaiin=breites Gefäß	breites Gefäß	breites Gefäß	Das breite Gefäß	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	qotedaiin=breites Gefäß	breites Gefäß	breites Gefäß	Das breite Gefäß	UNCHANGED	UNCHANGED	NOT_APPLICABLE	qotedaiin=breites Gefäß	breites Gefäß	breites Gefäß	Das breite Gefäß	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
306	E306	B3	f83r	f83r.22	F106	B3-S032	54d0e228ca346110af05	otaiin	OT_FOLLOW+AIIN_MEASURE	OT=Folge; AIIN=Sollmaß	Folgemaß	Folgemaß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ot=danach + aiin=Maß	danach + Maß	voriges Maß wiederholen	Für dieselbe Dauer wie zuvor	MEASURE_COMPOSITION	SELECTED_RECURRENT	QUANTITY+ORDER					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT+AIIN_MEASURE	OT=danach oder nächster; AIIN=Maß	das nächste Maß	Das nächste Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT+AIIN_MEASURE	OT=danach oder nächster; AIIN=Maß	das nächste Maß	Das nächste Maß	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OT+AIIN_MEASURE	OT=danach oder nächster; AIIN=Maß	das nächste Maß	Das nächste Maß	AIIN_MEASURE	REVISED_R3	OT selects the following measure without changing AIIN.	OT_FOLLOW+AIIN_TARGET_MEASURE	OT=Folge; AIIN=Sollmaß	nächstes Sollmaß	Nächstes Sollmaß	FOUR_ROLE_LEXICAL_REPAIR	ORDER_OT	Nominal OT compound selected by R1/R2/R4.
307	E307	B3	f83r	f83r.22	F106	B3-S032	c45ebac60774620561e2	otedy	OT_FOLLOW+GRADE_1+DY_CLOSE	OT=Folge; E=Stufe I; DY=Schluss	kurzer Folgeschritt; Schluss	Kurzer Folgeschritt; Schluss	CONTINUES_ACROSS_LINE	ote=bis klar + dy=Ende	bis klar + Ende	bis klar; Ende	Lasse es bis zur Klarheit ziehen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PROVISIONAL_COMPOSITION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ORDER+STATE_GRADE+CLOSE	OT+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	danach kurz oder gewöhnlich einwirken lassen und abschließen	Danach kurz oder gewöhnlich einwirken lassen und abschließen	OT_STATE_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT_NEXT+GRADE_1+DY_CLOSE	OT=danach; E=kurz; Endkarte=Schluss	danach kurz einwirken lassen; Schluss	Danach kurz einwirken lassen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT_NEXT+GRADE_1+DY_CLOSE	OT=danach; E=kurz; Endkarte=Schluss	danach kurz einwirken lassen; Schluss	Danach kurz einwirken lassen; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OT_NEXT+GRADE_1+DY_CLOSE	OT=danach; E=kurz; Endkarte=Schluss	danach kurz einwirken lassen; Schluss	Danach kurz einwirken lassen; Schluss	OT_GRADE_GRID	REVISED_R3	The old 'einwirken' expansion was not in the visible construction.	OT_FOLLOW+GRADE_1+DY_CLOSE	OT=Folge; E=Stufe I; DY=Schluss	kurzer Folgeschritt; Schluss	Kurzer Folgeschritt; Schluss	R3_STRUCTURAL_BASE	OT_GRADE_GRID	R3 retained after four-role comparison.
308	E308	B3	f83r	f83r.22	F107	B3-S033	04a3877f0fc81b7597c9	ldy	l=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	l=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	UNCHANGED	UNCHANGED	NOT_APPLICABLE	l=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	l=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	UNCHANGED	UNCHANGED	NOT_APPLICABLE	l=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
309	E309	B3	f83r	f83r.24	F108	B3-S034	2c82523794dcb7d2b343	soiiin	IIN_TARGET_GRADE	IIN=Zielstufe	Zielstufe	Zielstufe	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	oiiin=klar	klar	klar	Bis es klar ist	RECURRENT_COMPOSITION	SELECTED_PROVISIONAL_COMPOSITION	O_S_RENDERER+IIN_GRADE	IIN=vorgeschriebener Grad oder Stand	vorgeschriebener Grad	Vorgeschriebener Grad	GRADE_CORE	SELECTED_RECURRENT	QUANTITY+STATE_GRADE	IIN_GRADE	IIN=Grad oder Stufe	vorgeschriebener Grad	Vorgeschriebener Grad	IIN_GRADE	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	IIN_TARGET_GRADE	IIN=Sollstufe	Sollstufe	Sollstufe	UNCHANGED	UNCHANGED	NOT_APPLICABLE	IIN_TARGET_GRADE	IIN=Sollstufe	Sollstufe	Sollstufe	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	IIN_TARGET_GRADE	IIN=Sollstufe	Sollstufe	Sollstufe	IIN_GRADE	REVISED_R3	IIN is the target grade and remains distinct from AIIN measure.	IIN_TARGET_GRADE	IIN=Zielstufe	Zielstufe	Zielstufe	R3_STRUCTURAL_BASE	IIN_GRADE	R3 retained after four-role comparison.
310	E310	B3	f83r	f83r.24	F108	B3-S034	e0b630cb1b5df5e7105b	checthy	CTH_READY+Y_CURRENT	CTH=bereit; Y=Posten	bereit	Bereit	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE	cthy=bereit	bereit	bereit	Den örtlichen Prüfzustand der Charge feststellen	CTH_READY_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CTHY_READY_CARD	CTHY=gebrauchsfertig	gebrauchsfertig	Gebrauchsfertig	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CTHY_READY_CARD	CTHY=gebrauchsfertig	gebrauchsfertig	Gebrauchsfertig	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	CTHY_READY_CARD	CTHY=gebrauchsfertig	gebrauchsfertig	Gebrauchsfertig	CTH_GRID	REVISED_R3	Ungraded ready state; CTHOOR and CTHAIIN remain exact whole-card counterexamples.	CTH_READY+Y_OPEN	CTH=bereit; Y=offen	gebrauchsfertig	Gebrauchsfertig	FOUR_ROLE_LEXICAL_REPAIR	READY_ATOM	R1/R2 use the smaller state BEREIT; 'gebrauchsfertig' adds an unsupported use context.
311	E311	B3	f83r	f83r.24	F108	B3-S034	80ebbbbf238eee9f0aef	chety	ch=zerkleinern	zerkleinern	zerkleinern	Gleichmäßig bearbeiten	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ch=zerkleinern	zerkleinern	zerkleinern	Gleichmäßig bearbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	ch=zerkleinern	zerkleinern	zerkleinern	Gleichmäßig bearbeiten	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	ch=zerkleinern	zerkleinern	zerkleinern	Gleichmäßig bearbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	ch=zerkleinern	zerkleinern	zerkleinern	Gleichmäßig bearbeiten	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
312	E312	B3	f83r	f83r.24	F108	B3-S034	54d0e228ca346110af05	otaiin	OT_FOLLOW+AIIN_MEASURE	OT=Folge; AIIN=Sollmaß	Folgemaß	Folgemaß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ot=danach + aiin=Maß	danach + Maß	voriges Maß wiederholen	Für dieselbe Dauer wie zuvor	MEASURE_COMPOSITION	SELECTED_RECURRENT	QUANTITY+ORDER					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT+AIIN_MEASURE	OT=danach oder nächster; AIIN=Maß	das nächste Maß	Das nächste Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT+AIIN_MEASURE	OT=danach oder nächster; AIIN=Maß	das nächste Maß	Das nächste Maß	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OT+AIIN_MEASURE	OT=danach oder nächster; AIIN=Maß	das nächste Maß	Das nächste Maß	AIIN_MEASURE	REVISED_R3	OT selects the following measure without changing AIIN.	OT_FOLLOW+AIIN_TARGET_MEASURE	OT=Folge; AIIN=Sollmaß	nächstes Sollmaß	Nächstes Sollmaß	FOUR_ROLE_LEXICAL_REPAIR	ORDER_OT	Nominal OT compound selected by R1/R2/R4.
313	E313	B3	f83r	f83r.24	F108	B3-S034	7811a7daff25d476e28d	olsaly	OLS_LEARNED+AL_SITE+Y_SURFACE	AL=Stelle; lokale OLS-Hülle=unten	untere Stelle	Untere Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	al=Stelle	Stelle	untere Stelle	Das untere Becken	DIRECTION_WORKSHOP	SELECTED_EMBEDDED					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OLS_LEARNED+AL_TARGET+Y_SURFACE	AL=Zielstelle	untere Zielstelle	Untere Zielstelle	AL_SITE_EXTENSION	SELECTED_SINGLETON_COMPOSITION	OLS_LEARNED+AL_SITE+Y_SURFACE	AL=Stelle; lokale OLS-Hülle=unten	untere Stelle	Untere Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OLS_LEARNED+AL_SITE+Y_SURFACE	AL=Stelle; lokale OLS-Hülle=unten	untere Stelle	Untere Stelle	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OLS_LEARNED+AL_SITE+Y_SURFACE	AL=Stelle; lokale OLS-Hülle=unten	untere Stelle	Untere Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OLS_LEARNED+AL_SITE+Y_SURFACE	AL=Stelle; lokale OLS-Hülle=unten	untere Stelle	Untere Stelle	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
314	E314	B3	f83r	f83r.24	F108	B3-S034	bc4f1f5c006c74a4d26d	shedy	SHED_SETTLE+GRADE_1+DY_CLOSE	SHED=absetzen; E=Stufe I; DY=Schluss	absetzen; Schluss	Absetzen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE+CLOSE	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	SHED_STATE_GRID	SELECTED_STRONG_LEARNED_FAMILY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	SHED_GRID	REVISED_R3	Default/first settling grade and close.	SHED_SETTLE+GRADE_1+DY_CLOSE	SHED=absetzen; E=Stufe I; DY=Schluss	absetzen; Schluss	Absetzen; Schluss	R3_STRUCTURAL_BASE	SHED_GRID	R3 retained after four-role comparison.
315	E315	B4	f83r	f83r.25	F109	B4-S001	7d25241b0e56c836372a	qokeedy	OK_SET+GRADE_2+DY_CLOSE	OK=ansetzen; EE=Stufe II; DY=Schluss	länger ansetzen; Schluss	Länger ansetzen; Schluss	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+STATE_GRADE+CLOSE	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+DY_CLOSE	OK=einsetzen; EE=anhaltend; Endkarte=Schluss	länger einweichen; Schluss	Länger einweichen; Schluss	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	OK_GRID	REVISED_R3	Second ranked committed OK state.	OK_SET+GRADE_2+DY_CLOSE	OK=ansetzen; EE=Stufe II; DY=Schluss	länger ansetzen; Schluss	Länger ansetzen; Schluss	R3_STRUCTURAL_BASE	OK_GRID	R3 retained after four-role comparison.
316	E316	B4	f83r	f83r.25	F110	B4-S002	e2eb77ca9d9e1a8ba29a	qolchey	QOLCHEY_WORK_BASIN_WHOLE_CARD	QOLCHEY=Arbeitsbecken	Arbeitsbecken	Bereite das Arbeitsbecken vor	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	qolchey=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CONTAINER_DECK	SELECTED_SINGLETON_WHOLE_CARD	B4 holds and briefly wets the current item at this arch-linked owner.	QOLCHEY_WORK_BASIN_WHOLE_CARD	QOLCHEY=Arbeitsbecken	Arbeitsbecken	Bereite das Arbeitsbecken vor	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	QOLCHEY_WORK_BASIN_WHOLE_CARD	QOLCHEY=Arbeitsbecken	Arbeitsbecken	Bereite das Arbeitsbecken vor	UNCHANGED	UNCHANGED	NOT_APPLICABLE	QOLCHEY_WORK_BASIN_WHOLE_CARD	QOLCHEY=Arbeitsbecken	Arbeitsbecken	Bereite das Arbeitsbecken vor	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
317	E317	B4	f83r	f83r.25	F110	B4-S002	0275fbf14e07935b0a45	qokeey	OK_SET+GRADE_2+Y_OPEN	OK=ansetzen; EE=Stufe II; Y=offen	länger ansetzen	Länger ansetzen	CONTINUES_ACROSS_LINE	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+EE+Y	E-Grad=SUSTAINED_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz anhaltend in Kontakt halten	Aktiven Ansatz anhaltend in Kontakt halten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+STATE_GRADE	OK+E_GRADE_2+Y_REFERENT	OK=in Arbeit setzen; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten anhaltend in Kontakt halten	Den laufenden Posten anhaltend in Kontakt halten	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+Y_CURRENT_ITEM	OK=einsetzen; EE=anhaltend; Y=aktueller Posten	den laufenden Posten länger einwirken lassen	Den laufenden Posten länger einwirken lassen	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	OK_GRID	REVISED_R3	Second ranked open OK state.	OK_SET+GRADE_2+Y_OPEN	OK=ansetzen; EE=Stufe II; Y=offen	länger ansetzen	Länger ansetzen	R3_STRUCTURAL_BASE	OK_GRID	R3 retained after four-role comparison.
318	E318	B4	f83r	f83r.25	F110	B4-S002	7db18b2f0fb7ed0fcfd3	qokedy	OK_SET+GRADE_1+DY_CLOSE	OK=ansetzen; E=Stufe I; DY=Schluss	kurz ansetzen; Schluss	Kurz ansetzen; Schluss	CONTINUES_ACROSS_LINE	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+STATE_GRADE+CLOSE	OK+E+DY	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=CLOSED	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	OK_GRID	REVISED_R3	First ranked committed OK state; wetting is only a local realization.	OK_SET+GRADE_1+DY_CLOSE	OK=ansetzen; E=Stufe I; DY=Schluss	kurz ansetzen; Schluss	Kurz ansetzen; Schluss	R3_STRUCTURAL_BASE	OK_GRID	R3 retained after four-role comparison.
319	E319	B4	f83r	f83r.25	F111	B4-S003	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
320	E320	B4	f83r	f83r.25	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	OT_FOLLOW+AL_SITE	OT=Folge; AL=Stelle	Folgestelle	Folgestelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ot=danach + al=Stelle	danach + Stelle	danach zur Ablaufstelle	Zum unteren Ablauf hin	DIRECTION_WORKSHOP	SELECTED_RECURRENT_COMPOSITION					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT+AL_TARGET	OT=danach; AL=Zielstelle	danach zur Zielstelle	Danach zur Zielstelle	AL_SITE	SELECTED_RECURRENT_COMPOSITION	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	FOUR_ROLE_LEXICAL_REPAIR	ORDER_OT	Nominal OT compound is more compositional than the phrase 'danach zur Stelle'.
