assignment_ordinal	cohort	event_id	statement_id	physical_page	register	surface	recipe	argument_state_projection	argument_occurrence_in_recipe	argument_multiplicity_in_recipe	argument_sequence	argument	argument_value_de	argument_atom_position	recipe_atom_count	left_control	right_control	carrier_envelope	carrier_role	content_block	argument_position_in_block	left_content_before_argument	right_content_after_argument	is_last_argument_in_recipe	compact_carrier_reading_de	envelope_template_de	complete_carrier_reading_de	literal_projection_reading_de	statement_position	statement_final	current_reading_de	y_dy_atom_distinction	guard	substitution_family_id
238	OLD26_GDT407	G407-E2968	G407-S447	f81v	BIOLOGICAL	otain	OT+AIN	OT+AIN	1	1	AIN	AIN	ANTEIL	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	DANACH · ANTEIL	danach ARG als nächsten Träger eröffnen	danach den Anteil als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → ANTEIL	STATEMENT_INTERNAL	NO	DANACH · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
239	OLD26_GDT407	G407-E2986	G407-S449	f81v	BIOLOGICAL	olor	OL+OR	OL+OR	1	1	OR	OR	EINHEIT	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	OR	1	NONE	NONE	YES	FORTSETZEN · EINHEIT	weiter mit ARG als aktuellem Träger	weiter mit der Einheit als aktuellem Träger	TRÄGER FORTSETZEN → EINHEIT	STATEMENT_INITIAL	NO	FORTSETZEN · EINHEIT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
240	OLD26_GDT407	G407-E2995	G407-S450	f81v	BIOLOGICAL	ykol	Y+K+OL	Y+OL	1	1	Y	Y	POSTEN	1	3	START	OL	START>A<OL	RETAINED_ARGUMENT	Y+K	1	NONE	K	YES	POSTEN · FORTSETZEN	ARG weiterführen	den Posten weiterführen	POSTEN → TRÄGER FORTSETZEN	STATEMENT_INTERNAL	NO	AKTIVER POSTEN · GEBEN · FORTSETZEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
241	OLD26_GDT407	G407-E2999	G407-S452	f81v	BIOLOGICAL	qolkeedy	OL+K+EE+D_ADDR+Y	OL+Y	1	1	Y	Y	POSTEN	5	5	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+EE+D_ADDR+Y	4	K+EE+D_ADDR	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INITIAL	NO	FORTSETZEN · GEBEN · GRAD II · HIER · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
242	OLD26_GDT407	G407-E3005	G407-S454	f81v	BIOLOGICAL	olchey	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
243	OLD26_GDT407	G407-E3009	G407-S454	f81v	BIOLOGICAL	olor	OL+OR	OL+OR	1	1	OR	OR	EINHEIT	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	OR	1	NONE	NONE	YES	FORTSETZEN · EINHEIT	weiter mit ARG als aktuellem Träger	weiter mit der Einheit als aktuellem Träger	TRÄGER FORTSETZEN → EINHEIT	STATEMENT_INTERNAL	NO	FORTSETZEN · EINHEIT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
244	OLD26_GDT407	G407-E3012	G407-S455	f81v	BIOLOGICAL	polshy	P+OL+SH+Y	OL+Y	1	1	Y	Y	POSTEN	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	SH+Y	2	SH	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INITIAL	NO	EINSETZEN · FORTSETZEN · HALTEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
245	OLD26_GDT407	G407-E3018	G407-S458	f81v	BIOLOGICAL	qoty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
246	OLD26_GDT407	G407-E3028	G407-S458	f81v	BIOLOGICAL	olchy	OL+CH+Y	OL+Y	1	1	Y	Y	POSTEN	3	3	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	CH+Y	2	CH	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · NEHMEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
247	OLD26_GDT407	G407-E3030	G407-S458	f81v	BIOLOGICAL	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	OL+Y	1	1	Y	Y	POSTEN	4	5	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y+D_ADDR	1	NONE	D_ADDR	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	HIER · HALTEN · FORTSETZEN · AKTIVER POSTEN · HIER	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
248	OLD26_GDT407	G407-E3036	G407-S460	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	Y+DY	1	1	Y	Y	POSTEN	1	4	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+T+E	1	NONE	T+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	SINGLETON_STATEMENT	YES	AKTIVER POSTEN · EINSTELLEN · GRAD I · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
249	OLD26_GDT407	G407-E3039	G407-S461	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	Y+DY	1	1	Y	Y	POSTEN	1	4	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+T+E	1	NONE	T+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	AKTIVER POSTEN · EINSTELLEN · GRAD I · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
250	OLD26_GDT407	G407-E3042	G407-S462	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	Y+DY	1	1	Y	Y	POSTEN	1	4	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+T+E	1	NONE	T+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	AKTIVER POSTEN · EINSTELLEN · GRAD I · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
251	OLD26_GDT407	G407-E3043	G407-S463	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	Y+DY	1	1	Y	Y	POSTEN	1	4	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+T+E	1	NONE	T+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	SINGLETON_STATEMENT	YES	AKTIVER POSTEN · EINSTELLEN · GRAD I · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
252	OLD26_GDT407	G407-E3046	G407-S464	f81v	BIOLOGICAL	qoty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
253	OLD26_GDT407	G407-E3047	G407-S464	f81v	BIOLOGICAL	ykedy	Y+K+E+DY	Y+DY	1	1	Y	Y	POSTEN	1	4	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+K+E	1	NONE	K+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	AKTIVER POSTEN · GEBEN · GRAD I · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
254	OLD26_GDT407	G407-E3095	G407-S477	f81v	BIOLOGICAL	solkeey	OL+K+EE+Y	OL+Y	1	1	Y	Y	POSTEN	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+EE+Y	3	K+EE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · GEBEN · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
255	OLD26_GDT407	G407-E3112	G407-S482	f81v	BIOLOGICAL	qotain	OT+AIN	OT+AIN	1	1	AIN	AIN	ANTEIL	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	DANACH · ANTEIL	danach ARG als nächsten Träger eröffnen	danach den Anteil als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → ANTEIL	STATEMENT_INITIAL	NO	DANACH · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
256	OLD26_GDT407	G407-E3118	G407-S484	f81v	BIOLOGICAL	qolky	OL+K+Y	OL+Y	1	1	Y	Y	POSTEN	3	3	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+Y	2	K	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · GEBEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F04
257	OLD26_GDT407	G407-E3133	G407-S485	f81v	BIOLOGICAL	olkain	OL+K+AIN	OL+AIN	1	1	AIN	AIN	ANTEIL	3	3	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+AIN	2	K	NONE	YES	FORTSETZEN · ANTEIL	weiter mit ARG als aktuellem Träger	weiter mit dem Anteil als aktuellem Träger	TRÄGER FORTSETZEN → ANTEIL	STATEMENT_INTERNAL	NO	FORTSETZEN · GEBEN · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F04
258	OLD26_GDT407	G407-E3138	G407-S486	f81v	BIOLOGICAL	olcthdy	OL+CH+T+D_ADDR+Y	OL+Y	1	1	Y	Y	POSTEN	5	5	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	CH+T+D_ADDR+Y	4	CH+T+D_ADDR	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · NEHMEN · EINSTELLEN · HIER · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
259	OLD26_GDT407	G407-E3196	G407-S498	f82r	BIOLOGICAL	solkaiin	OL+K+AIIN	OL+AIIN	1	1	AIIN	AIIN	WERT	3	3	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+AIIN	2	K	NONE	YES	FORTSETZEN · WERT	weiter mit ARG als aktuellem Träger	weiter mit dem Wert als aktuellem Träger	TRÄGER FORTSETZEN → WERT	STATEMENT_INTERNAL	NO	FORTSETZEN · GEBEN · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F04
260	OLD26_GDT407	G407-E3203	G407-S499	f82r	BIOLOGICAL	oteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
261	OLD26_GDT407	G407-E3222	G407-S502	f82r	BIOLOGICAL	qotaiin	OT+AIIN	OT+AIIN	1	1	AIIN	AIIN	WERT	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	DANACH · WERT	danach ARG als nächsten Träger eröffnen	danach den Wert als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → WERT	STATEMENT_INTERNAL	NO	DANACH · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
262	OLD26_GDT407	G407-E3225	G407-S503	f82r	BIOLOGICAL	sotaiin	S+OT+AIIN	OT+AIIN	1	1	AIIN	AIIN	WERT	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	DANACH · WERT	danach ARG als nächsten Träger eröffnen	danach den Wert als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → WERT	STATEMENT_INITIAL	NO	WÄHLEN · DANACH · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F09
263	OLD26_GDT407	G407-E3242	G407-S507	f82r	BIOLOGICAL	qoteor	OT+E+OR	OT+OR	1	1	OR	OR	EINHEIT	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	E+OR	2	E	NONE	YES	DANACH · EINHEIT	danach ARG als nächsten Träger eröffnen	danach die Einheit als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → EINHEIT	STATEMENT_INTERNAL	NO	DANACH · GRAD I · EINHEIT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F03
264	OLD26_GDT407	G407-E3249	G407-S508	f82r	BIOLOGICAL	kolchdy	K+OL+CHD+Y	OL+Y	1	1	Y	Y	POSTEN	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	CHD+Y	2	CHD	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INITIAL	NO	GEBEN · FORTSETZEN · UMSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
265	OLD26_GDT407	G407-E3252	G407-S509	f82r	BIOLOGICAL	qotedor	OT+E+D_ADDR+OR	OT+OR	1	1	OR	OR	EINHEIT	4	4	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	E+D_ADDR+OR	3	E+D_ADDR	NONE	YES	DANACH · EINHEIT	danach ARG als nächsten Träger eröffnen	danach die Einheit als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → EINHEIT	STATEMENT_INTERNAL	NO	DANACH · GRAD I · HIER · EINHEIT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
266	OLD26_GDT407	G407-E3274	G407-S513	f82r	BIOLOGICAL	olchy	OL+CH+Y	OL+Y	1	1	Y	Y	POSTEN	3	3	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	CH+Y	2	CH	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · NEHMEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
267	OLD26_GDT407	G407-E3305	G407-S522	f82r	BIOLOGICAL	qoteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
268	OLD26_GDT407	G407-E3313	G407-S524	f82r	BIOLOGICAL	otain	OT+AIN	OT+AIN	1	1	AIN	AIN	ANTEIL	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	DANACH · ANTEIL	danach ARG als nächsten Träger eröffnen	danach den Anteil als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → ANTEIL	STATEMENT_INTERNAL	NO	DANACH · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
269	OLD26_GDT407	G407-E3337	G407-S530	f82r	BIOLOGICAL	qoly	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INITIAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
270	OLD26_GDT407	G407-E3375	G407-S534	f82r	BIOLOGICAL	ydy	Y+DY	Y+DY	1	1	Y	Y	POSTEN	1	2	START	DY	START>A<DY	CLOSING_ARGUMENT	Y	1	NONE	NONE	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	AKTIVER POSTEN · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
271	OLD26_GDT407	G407-E3392	G407-S539	f82r	BIOLOGICAL	oteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
272	OLD26_GDT407	G407-E3406	G407-S548	f82r	BIOLOGICAL	qotaiin	OT+AIIN	OT+AIIN	1	1	AIIN	AIIN	WERT	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	DANACH · WERT	danach ARG als nächsten Träger eröffnen	danach den Wert als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → WERT	STATEMENT_INITIAL	NO	DANACH · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
273	OLD26_GDT407	G407-E3411	G407-S548	f82r	BIOLOGICAL	oly	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
274	OLD26_GDT407	G407-E3420	G407-S552	f82r	BIOLOGICAL	qoty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
275	OLD26_GDT407	G407-E3421	G407-S552	f82r	BIOLOGICAL	qoty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
276	OLD26_GDT407	G407-E3422	G407-S552	f82r	BIOLOGICAL	qoteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
