global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	explicit_action_roots	inherited_action_root	focus_attachment_count	adjacent_pair_count	has_close	local_action_rules	local_owner_rules	factorized_action_replay_status	imperative_clause_de
G407-E2589	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qol	OL	NONE	CHD	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].
G407-E2590	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	keedy	K+EE+DY	K	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.
G407-E2591	G407-S371	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteeedy	OT+EEE+DY	NONE	K	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang führe den Stationsposten [wie zuvor] zu; auf Grad III; schließe den Schritt.
G407-E2592	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sar	S+AR	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.
G407-E2593	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	oiiiin	O+IIN	NONE	S	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Stationsposten [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.
G407-E2594	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheety	CH+EE+T+Y	CH|T	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad II.
G407-E2595	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dy	Y	NONE	T	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang stelle den Stationsposten ein.
G407-E2596	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationswert im Stationsgang an.
G407-E2597	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E2598	G407-S373	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten.
G407-E2599	G407-S373	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qolchedy	OL+CHD+DY	CHD	NONE	0	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.
G407-E2600	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationswert im Stationsgang an.
G407-E2601	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationswert im Stationsgang an.
G407-E2602	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	checkhy	CH+E+CH+K+Y	CH|CH|K	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E2603	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	raiin	R+AIIN	R	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Markiere den Stationswert.
G407-E2604	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solkeey	OL+K+EE+Y	K	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter führe den Stationsposten zu; auf Grad II.
G407-E2605	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	okaiin	OK+AIIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationswert im Stationsgang an.
G407-E2606	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten.
G407-E2607	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E2608	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheedy	SH+EE+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsanteil [wie zuvor]; auf Grad II; schließe den Schritt.
G407-E2609	G407-S375	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationswert im Stationsgang an.
G407-E2610	G407-S375	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin	CHD+AIIN	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationswert.
G407-E2611	G407-S375	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chealy	AL+Y	NONE	CHD	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation.
G407-E2612	G407-S375	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dshedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E2613	G407-S376	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	pchedy	P+CHD+DY	P|CHD	NONE	0	1	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.
G407-E2614	G407-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotain	OT+AIN	NONE	CHD	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang bearbeite den Stationsanteil.
G407-E2615	G407-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten.
G407-E2616	G407-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dolchl	D_ADDR+OL+CH+L	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; an der bezeichneten Stelle.
G407-E2617	G407-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E2618	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokol	OK+OL	OK	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Stationsposten [wie zuvor] im Stationsgang an.
G407-E2619	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	olchey	OL+Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang setze den Stationsposten im Stationsgang an.
G407-E2620	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	teeolain	T+EE+OL+AIN	T	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter stelle den Stationsanteil ein; auf Grad II.
G407-E2621	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chey	Y	NONE	T	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang stelle den Stationsposten ein.
G407-E2622	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	NONE	T	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang stelle den Stationsposten [wie zuvor] ein; auf Grad II; schließe den Schritt.
G407-E2623	G407-S379	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E2624	G407-S379	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheedy	CH+EE+D_ADDR+Y	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle.
G407-E2625	G407-S379	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheey	SH+EE+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad II.
G407-E2626	G407-S379	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	L+CHD+DY	CHD	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.
G407-E2627	G407-S380	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	pol	P+OL	P	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Stationsposten [wie zuvor] ein.
G407-E2628	G407-S380	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E2629	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	NONE	SH	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der bezeichneten Stelle.
G407-E2630	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationswert im Stationsgang an.
G407-E2631	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chcphey	CH+CH+P+E+Y	CH|CH|P	NONE	2	2	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und setze den Stationsposten ein; auf Grad I.
G407-E2632	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qol	OL	NONE	P	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] ein.
G407-E2633	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ltaiin	L+T+AIIN	T	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Stelle den Stationswert ein; über die sichtbare Verbindung.
G407-E2634	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E2635	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationswert [wie zuvor].
G407-E2636	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	olaiin	OL+AIIN	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationswert.
G407-E2637	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheey	SH+EE+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad II.
G407-E2638	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheckhey	SH+E+CH+K+E+Y	SH|CH|K	NONE	3	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I und auf Grad I.
G407-E2639	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheey	L+SH+EE+Y	SH	NONE	3	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II.
G407-E2640	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qykaiin	Y+K+AIIN	K	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Führe den Stationsposten und den Stationswert zu.
G407-E2641	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheedy	SH+EE+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationswert [wie zuvor]; auf Grad II; schließe den Schritt.
G407-E2642	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	laiin	L+AIIN	NONE	SH	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationswert; über die sichtbare Verbindung.
G407-E2643	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiiin	DA+IIN	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationswert [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe.
G407-E2644	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationswert [wie zuvor].
G407-E2645	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	eeedy	EEE+DY	NONE	SH	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationswert [wie zuvor]; auf Grad III; schließe den Schritt.
G407-E2646	G407-S384	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	okaiin	OK+AIIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationswert im Stationsgang an.
G407-E2647	G407-S384	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheeol	SH+EE+OL	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter halte den Stationswert [wie zuvor]; auf Grad II.
G407-E2648	G407-S384	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotaiin	OT+AIIN	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang halte den Stationswert.
G407-E2649	G407-S384	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shody	SH+O+DY	SH	NONE	0	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationswert [wie zuvor]; als Ausführung; schließe den Schritt.
G407-E2650	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoty	OT+Y	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang halte den Stationsposten.
G407-E2651	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	AIIN	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationswert.
G407-E2652	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sh	SH	SH	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationswert [wie zuvor].
G407-E2653	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qolchey	OL+Y	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationsposten.
G407-E2654	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	NONE	SH	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E2655	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotal	OT+AL	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang halte den Stationsposten [wie zuvor]; zur Zielstation.
G407-E2656	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	r	R	R	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Markiere den Stationsposten [wie zuvor].
G407-E2657	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ain	AIN	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang markiere den Stationsanteil.
G407-E2658	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chl	CH+L	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.
G407-E2659	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	s	S	S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsanteil [wie zuvor].
G407-E2660	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	arol	AR+OL	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang wähle den Stationsanteil [wie zuvor]; von der Ausgangsstation.
G407-E2661	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E2662	G407-S387	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	NONE	OK	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
G407-E2663	G407-S388	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E2664	G407-S389	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E2665	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeey	OK+EE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten im Stationsgang an; auf Grad II.
G407-E2666	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	s	S	S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsposten [wie zuvor].
G407-E2667	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	aiin	AIIN	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Stationswert.
G407-E2668	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	al	AL	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Stationswert [wie zuvor]; zur Zielstation.
G407-E2669	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	d	D_ADDR	NONE	S	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Stationswert [wie zuvor]; an der bezeichneten Stelle.
G407-E2670	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chee	SH+EE	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationswert [wie zuvor]; auf Grad II.
G407-E2671	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationswert [wie zuvor].
G407-E2672	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheedy	CH+EE+D_ADDR+Y	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle.
G407-E2673	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotaiin	OT+AIIN	NONE	CH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang entnimm den Stationswert.
G407-E2674	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	NONE	CH	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang entnimm den Stationswert [wie zuvor]; auf Grad II; schließe den Schritt.
G407-E2675	G407-S391	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	NONE	CH	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang entnimm den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E2676	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	raiin	R+AIIN	R	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Markiere den Stationswert.
