group_serial	page	locus	page_role	visible_owner	namespace_id	visible_surface	exact_prose_card_id	portable_prose_value_de	curriculum_layer	concrete_diagram_reading_de	apprentice_action	portable_card_core_de	portable_card_role	revision_266	revision_267	revision_268	revision_269	revision_270	revision_271	revision_272	revision_273	coverage_class_274	learning_obligation_274
242	f68r1	f68r1.28	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_20	F68_LOCAL_STAR_SLOT_NS	okoldy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Sternplatz A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
243	f68r1	f68r1.29	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_21	F68_LOCAL_STAR_SLOT_NS	ykchdy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
244	f68r1	f68r1.30	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_22	F68_LOCAL_STAR_SLOT_NS	oeeody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
245	f68r1	f68r1.31	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_23	F68_LOCAL_STAR_SLOT_NS	ocphy	NONE	NONE	ASTRO_LOCAL_WHOLE_Y_ENDING	A2_STAR_STATION_23: Grundauswahl.	copy the entire local sign; final y alone does not license the current-item value	LOCAL_LABEL	ASTRO_LOCAL_WHOLE_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_WHOLE_Y	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
246	f68r1	f68r1.32	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_24	F68_LOCAL_STAR_SLOT_NS	okeeodal	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	read the final AL/AR address first, then identify or copy the prefix	Zieladresse des OKEEOD-Postens	ASTRO_TARGET_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
247	f68r1	f68r1.33	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_25	F68_LOCAL_STAR_SLOT_NS	okshor	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	read the final OR/OL relation first, then resolve or copy the local prefix	ruhenden Bedingungsansatz einsetzen	ASTRO_CONDITION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
248	f68r1	f68r1.34	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_26	F68_LOCAL_STAR_SLOT_NS	osdaiin	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	compose the short value; copy only the local residual core if present	voriger Aufnahmewert	COMPOSED_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
249	f68r1	f68r1.35	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_27	F68_LOCAL_STAR_SLOT_NS	otochedy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	copy DY as the learned fixed ending; do not split it into D plus Y	naechsten Posten uebertragen	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
250	f68r1	f68r1.36	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_28	F68_LOCAL_STAR_SLOT_NS	dolchedy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
251	f68r1	f68r1.37	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	oky	MC026	einsetzen	THREE_REGISTER_COMMON_CORE	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	reuse common card; expand it under the local diagram owner	einsetzen	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
252	f68r1	f68r1.37	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	okchdy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
253	f68r1	f68r1.37	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	okardy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
254	f68r1	f68r1.37	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	qear	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des QE-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
255	f68r1	f68r1.37	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	oygy	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	EXPLICIT_CURRENT_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
256	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	dair	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	read AIR as a running path; copy only any marked local residual	voriger Lauf	COMPOSED_ASTRO_PATH_CARD	UNCHANGED	UNCHANGED	AIR_PATH_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
257	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	cheyky	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	A3_LEFT_WHEEL_RING_TEXT: Ablesung dieses Hauses.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	EXPLICIT_CURRENT_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
258	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	otaza	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.	read OT as following post; then read the attached address, grade or relation	lokaler AZA-Folgeposten	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
259	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	sar	MC055	davon	THREE_REGISTER_COMMON_CORE	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	reuse common card; expand it under the local diagram owner	davon	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
260	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des ROOT-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
261	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chykar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des CHYK-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
262	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okoirsh	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; lokaler Namensrest oir.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
263	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des ROOT-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
264	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chetody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	A3_LEFT_WHEEL_RING_TEXT: abgeleiteter Platzwert.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
265	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeeos	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest os.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
266	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	o	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A3_LEFT_WHEEL_RING_TEXT: Grundwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
267	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	tey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	A3_LEFT_WHEEL_RING_TEXT: aktueller Phasenwert.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
268	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	otokeeey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.	read the final E grade and Y together as a graded current value	Folgeposten laenger einsetzen	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
269	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeeody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
270	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeey	MC002	lange einwirken	KNOWN_PROSE_CARD_IN_ASTRO	Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	reuse a learned prose card with diagram-local object	LANGSTUFE_SETZEN	GRADE_SET	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
271	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	doiir	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A3_LEFT_WHEEL_RING_TEXT: fester Grundindex.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
272	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	teeo	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest t/o.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
273	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	y	MC123	dies	THREE_REGISTER_COMMON_CORE	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
274	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chey	MC123	dies	THREE_REGISTER_COMMON_CORE	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
275	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ot	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.	read OT as following post; then read the attached address, grade or relation	Folgeposten	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
276	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	y	MC123	dies	THREE_REGISTER_COMMON_CORE	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
277	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okedy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
278	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chsdy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	A3_LEFT_WHEEL_RING_TEXT: sekundärer Zustand fest.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
279	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeod	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
280	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	y	MC123	dies	THREE_REGISTER_COMMON_CORE	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
281	f69v	f69v.1	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	dy	MC123	dies	THREE_REGISTER_COMMON_CORE	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
