surface_option_id	surface	execution_domain	finite_recipe_option_count_for_surface_domain	record_roles	exact_event_recipe	reading_variant_count	surface_default_reading_de	event_count	physical_pages	owners_de	source_event_ids	lookup_policy
G517-S0898	oeees	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+EEE+S	1	ABLAUF BEI große Wurzelkrone mit Blatt und Blütenstand: [O:STEUERUNG=AUSFÜHRUNG] · [EEE:STEUERUNG=GRAD III] · WÄHLEN	1	f13r	große Wurzelkrone mit Blatt und Blütenstand	P912-E0176	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0899	oeeesaiin	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	LOCAL_LABEL_PACKAGE::G473-E099	1	[STERNSTELLENNAME:oeees] · WERT	1	f72r	lokale Kennung für Tierkreis-Ringgruppe H	P1008-E0411	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0900	oeeey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+EEE+Y	1	ABLAUF BEI F24V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · [EEE:STEUERUNG=GRAD III] · POSTEN	1	f24v	F24V_WHOLE_PLANT	G404-E0283	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0901	oeeodaiin	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	LOCAL_LABEL_PACKAGE::G473-E092	1	[STERNSTELLENNAME:oeeo] · WERT	1	f72r	lokale Kennung für Tierkreis-Ringgruppe G	P1008-E0363	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0902	oeeody	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+EE+O+D_ADDR+Y	1	KOORDINATE/KATALOGEINTRAG BEI mehrteiliger Sternatlas mit lokalen Zentren: [O:STEUERUNG=AUSFÜHRUNG] · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	1	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	P912-E1992	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0903	oeeor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+EE+OR	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe E: [O:STEUERUNG=AUSFÜHRUNG] · [EE:STEUERUNG=GRAD II] · EINHEIT	1	f89r	Gefäß-/Pflanzenteilgruppe E	P1008-E1248	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0904	oeeos	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+EE+O+S	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · WÄHLEN	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1929	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0905	oeesy	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	O+EE+S+Y	1	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [EE:STEUERUNG=GRAD II] · WÄHLEN · POSTEN	1	f69v	drei getrennte heterogene Himmelsraeder	P912-E2118	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0906	oeey	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+EE+Y	1	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: [O:STEUERUNG=AUSFÜHRUNG] · [EE:STEUERUNG=GRAD II] · POSTEN	1	f70v	Widderrad mit Stern tragenden Figuren	P912-E2213	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0907	oekain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+E+K+AIN	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · GEBEN · ANTEIL	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1787	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0908	oekshy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+E+K+SH+Y	1	ABLAUF BEI F95V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · GEBEN · HALTEN · POSTEN	1	f95v	F95V_WHOLE_PLANT	G404-E0573	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0909	oeoldan	LOCAL_RECORD	1	ITINERARY_OR_ADDRESS_CARD	O+E+OL+D_ADDR+AN	1	ADRESSE/FORTSETZUNG BEI zwei lokale Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · FORTSETZEN · [D_ADDR:LOKALSTRUKTUR=HIER] · [AN:LOKALSTRUKTUR=KLASSE]	1	f67r2	zwei lokale Himmelsraeder	P912-E1833	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0910	oeor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+E+OR	1	ABLAUF BEI F24V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · EINHEIT	1	f24v	F24V_WHOLE_PLANT	G404-E0247	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0911	oepaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+E+P+AIIN	1	ABLAUF BEI F95V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · EINSETZEN · WERT	1	f95v	F95V_WHOLE_PLANT	G404-E0572	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0912	oepchod	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	O+E+P+CH+O+D_ADDR	1	ANWEISUNG BEI zwei lokale Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · EINSETZEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER]	1	f67r2	zwei lokale Himmelsraeder	P912-E1898	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0913	oes	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OS	1	ABLAUF BEI Tierkreis-Ringgruppe H: [OS:STEUERUNG=VORBEZUG]	1	f72r	Tierkreis-Ringgruppe H	P1008-E0390	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0914	oesearies	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+E+S+E+AR+LOCAL_CHAR_I+E+S	1	ABLAUF BEI F24V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · WÄHLEN · [E:STEUERUNG=GRAD I] · AUSGANG · [LOCAL_CHAR_I:STEUERUNG=VARIANTE] · [E:STEUERUNG=GRAD I] · WÄHLEN	1	f24v	F24V_WHOLE_PLANT	G404-E0238	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0915	of	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	O+LOCAL_CHAR_F	1	AUSFÜHRUNG · HIER	1	f72r	lokale Kennung für Tierkreis-Ringgruppe H	P1008-E0415	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0916	ofakal	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT	LOCAL_LABEL_PACKAGE::G473-E180	1	AUSFÜHRUNG · HIER · [DROGENNAME:ak] · ZIELORT	1	f89r	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	P1008-E1410	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0917	ofal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+LOCAL_CHAR_F+AL	1	ABLAUF BEI sechzehn Drogenposten und drei Gefäßansätze: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · ZIELORT	1	f88r	sechzehn Drogenposten und drei Gefäßansätze	P912-E2505	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0918	ofaldo	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+LOCAL_CHAR_F+AL+D_ADDR+O	1	KOORDINATE/KATALOGEINTRAG BEI SPEICHERTEIL: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:LOKALSTRUKTUR=HIER] · ZIELORT · [D_ADDR:LOKALSTRUKTUR=HIER] · [O:STEUERUNG=AUSFÜHRUNG]	1	f88r	SPEICHERTEIL	P912-E2463	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0919	ofalsheky	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	1	ABLAUF BEI gemeinsames zweireihiges Badfeld: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · [A_ADDR:STEUERUNG=HIER] · VERBINDUNG · HALTEN · [E:STEUERUNG=GRAD I] · GEBEN · POSTEN	1	f81v	gemeinsames zweireihiges Badfeld	P912-E0868	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0920	ofaom	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	LOCAL_LABEL_PACKAGE::G473-E019	1	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:aom]	1	f71v	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	P1003-E0641	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0921	ofar	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+LOCAL_CHAR_F+AR	1	KOORDINATE/KATALOGEINTRAG BEI zwei lokale Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:LOKALSTRUKTUR=HIER] · AUSGANG	1	f67r2	zwei lokale Himmelsraeder	P912-E1832	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0922	ofar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+LOCAL_CHAR_F+AR	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · AUSGANG	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1808	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0923	ofaralar	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	O+LOCAL_CHAR_F+AR+AL+AR	1	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	1	f72r	lokale Kennung für Tierkreis-Ringgruppe B	P1008-E0171	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0924	ofaram	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD	O+LOCAL_CHAR_F+AR+AM_ADDR	1	KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · AUSGANG · [AM_ADDR:STEUERUNG=HIER]	1	f66r	sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer	G515-E0422	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0925	ofchdamy	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	LOCAL_LABEL_PACKAGE::G473-E048	1	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]	1	f72r	lokale Kennung für Tierkreis-Ringgruppe D	P1008-E0190	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0926	ofchdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+LOCAL_CHAR_F+CHD+Y	1	ABLAUF BEI F95V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · BEARBEITEN · POSTEN	1	f95v	F95V_WHOLE_PLANT	G404-E0515	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0927	ofcheor	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	O+LOCAL_CHAR_F+CHEO+R	1	ANWEISUNG BEI mehrteiliger Sternatlas mit lokalen Zentren: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:LOKALSTRUKTUR=HIER] · [CHEO:LOKALSTRUKTUR=LOKALER EINTRAG] · MARKIEREN	1	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	P912-E1984	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0928	ofshdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+LOCAL_CHAR_F+SH+D_ADDR+Y	1	ABLAUF BEI F81R_UPPER_POOL: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · HALTEN · [D_ADDR:STEUERUNG=HIER] · POSTEN	1	f81r	F81R_UPPER_POOL	G404-E0306	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0929	ofsholdy	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	LOCAL_LABEL_PACKAGE::G473-E093	1	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	1	f72r	lokale Kennung für Tierkreis-Ringgruppe G	P1008-E0364	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0930	ofydy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+LOCAL_CHAR_F+Y+DY	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · POSTEN · [DY:STEUERUNG=SCHLUSS]	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1858	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0931	ofyskydal	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	1	ANWEISUNG BEI WURZELKRONE: [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:LOKALSTRUKTUR=HIER] · POSTEN · WÄHLEN · GEBEN · POSTEN · [DA:STEUERUNG=ZWEITE STUFE] · VERBINDUNG	1	f88r	WURZELKRONE	P912-E2460	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0932	og	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+G_LABEL	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · [G_LABEL:STEUERUNG=VARIANTE]	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1848	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0933	oiiiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+IIN	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0289	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0934	oiiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+IIN	4	EREIGNISKONTEXT_WAEHLT_AUS_4_LESARTEN	4	f72r|f81v|f89r	Gefäß-/Pflanzenteilgruppe A | Gefäß-/Pflanzenteilgruppe E | Tierkreis-Ringgruppe H | gemeinsames zweireihiges Badfeld	P1008-E0384|P912-E1105|P1008-E1073|P1008-E1273	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0935	oiil	LOCAL_RECORD	1	PICTURED_PLANT	LOCAL_LABEL_PACKAGE::G473-E002	1	[PFLANZENNAME:oiil]	1	f17r	Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	P1003-E0080	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0936	oiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+IIN	5	EREIGNISKONTEXT_WAEHLT_AUS_5_LESARTEN	6	f13r|f1r|f67r2|f72r|f81v	F1R_TEXT_BLOCK_C | Tierkreis-Ringgruppe G | gemeinsames zweireihiges Badfeld | große Wurzelkrone mit Blatt und Blütenstand | zwei getrennte Himmelsräder und Tabelle	G404-E0098|P912-E0200|P912-E1847|P1008-E0338|P912-E1058|P912-E1097	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0937	oiinar	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+IIN+AR	1	KOORDINATE/KATALOGEINTRAG BEI mehrteiliger Sternatlas mit lokalen Zentren: [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE] · AUSGANG	1	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	P912-E1989	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0938	oin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+IIN	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f76r|f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | unbebilderter Textabschnitt C	P1008-E0926|P1003-E0210	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0939	ok	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OK	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f1r|f24v|f75r	F1R_TEXT_BLOCK_D | F24V_WHOLE_PLANT | großes Bad-/Stationsblatt mit dreieckiger Insel	G404-E0203|G404-E0281|P912-E0471	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0940	okady	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OK+A_ADDR+Y	1	ABLAUF BEI F95V_WHOLE_PLANT: SETZEN · [A_ADDR:STEUERUNG=HIER] · POSTEN	1	f95v	F95V_WHOLE_PLANT	G404-E0526	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0941	okaiiin	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	OK+A_ADDR+LOCAL_CHAR_I+IIN	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f31r|f68r1	abgebildete Ganzpflanze auf f31r | mehrteilige Sternstellentafel	P912-E1966|G515-E0230	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0942	okaiin	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT|STAR_BEARING_RING_POSITION	OK+AIIN	1	SETZEN · WERT	3	f72r|f88v|f89r	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe | lokale Kennung für Gefäß-/Pflanzenteilgruppe B | lokale Kennung für Tierkreis-Ringgruppe G	P1008-E0366|P1003-E0461|P1008-E1094	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0943	okaiin	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	OK+AIIN	18	EREIGNISKONTEXT_WAEHLT_AUS_18_LESARTEN	25	f17r|f1r|f24v|f4r|f55v|f56r|f66r|f71v|f72r|f75r|f76r|f77r|f81v|f88r|f95v	F1R_TEXT_BLOCK_A | F24V_WHOLE_PLANT | F95V_WHOLE_PLANT | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | Tierkreis-Ringgruppe A | Tierkreis-Ringgruppe B | Tierkreis-Ringgruppe F | abgebildete Ganzpflanze auf f4r | abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen | dritte lokale Ringgruppe | gemeinsames zweireihiges Badfeld | große aromatische Doldenpflanze | großes Bad-/Stationsblatt mit dreieckiger Insel | sechzehn Drogenposten und drei Gefäßansätze | sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer | stachelköpfiges Kraut in mehreren Reifestufen | unbebilderter Textabschnitt A3 | unbebilderter Textabschnitt A8	G404-E0037|P1003-E0073|G404-E0244|P912-E0301|P912-E0308|P912-E0399|P1003-E0653|P1008-E0126|P1008-E0159|P1008-E0291|P1008-E0300|P912-E0838|P1008-E0593|P1008-E0773|P1003-E0247|P1003-E0301|P1003-E0342|P912-E0870|P912-E0900|P912-E0910|P912-E2455|G404-E0556|G404-E0686|G515-E0030|G515-E0356	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0944	okaiir	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OK+IIN+R	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f1r|f72r	F1R_TEXT_BLOCK_C | Tierkreis-Ringgruppe A	G404-E0147|P1008-E0098	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0945	okaikaly	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OK+A_ADDR+IIN+K+AL+Y	1	ABLAUF BEI erste lokale Figuren-/Sternringgruppe: SETZEN · [A_ADDR:STEUERUNG=HIER] · [IIN:STEUERUNG=STUFE] · GEBEN · ZIELORT · POSTEN	1	f71v	erste lokale Figuren-/Sternringgruppe	P1003-E0594	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0946	okain	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT|ORDERED_INSTRUCTION_CARD	OK+AIN	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f67r2|f89r	lokale Kennung für Gefäß-/Pflanzenteilgruppe G | zwei lokale Himmelsraeder	P912-E1818|P1008-E1408	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0947	okain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OK+AIN	13	EREIGNISKONTEXT_WAEHLT_AUS_13_LESARTEN	19	f18r|f1r|f76r|f81r|f81v|f82r|f83r|f95v	F1R_TEXT_BLOCK_C | F81R_LOWER_POOL | F81R_UPPER_POOL | F95V_WHOLE_PLANT | Variantenatlas lokaler Becken und Anwendungen | gemeinsames zweireihiges Badfeld | große abgebildete Blütenpflanze | mehrere getrennte Bad- und Leitungsstationen | unbebilderter Textabschnitt A0 | unbebilderter Textabschnitt A4 | unbebilderter Textabschnitt A6 | unbebilderter Textabschnitt A7 | unbebilderter Textabschnitt C	G404-E0103|P1008-E0030|P1008-E0486|P1008-E0635|P1008-E0723|P1008-E0753|P1008-E0920|P1008-E0954|G404-E0348|G404-E0351|G404-E0443|P912-E0891|P912-E0918|P912-E1261|P912-E1263|P912-E1677|G404-E0564|G404-E0577|G404-E0595	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0948	okaipchy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	1	ABLAUF BEI Tierkreis-Ringgruppe I: SETZEN · [A_ADDR:STEUERUNG=HIER] · [LOCAL_CHAR_I:STEUERUNG=VARIANTE] · EINSETZEN · NEHMEN · POSTEN	1	f72r	Tierkreis-Ringgruppe I	P1008-E0434	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0949	okair	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OK+AIR	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f81r|f83r	F81R_LOWER_POOL | Variantenatlas lokaler Becken und Anwendungen	G404-E0459|P912-E1504	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0950	okairady	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	OK+AIR+A_ADDR+D_ADDR+Y	1	ANWEISUNG BEI mehrere lokale Bad- und Leitungsstationen: SETZEN · BAHN · [A_ADDR:LOKALSTRUKTUR=HIER] · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	1	f82r	mehrere lokale Bad- und Leitungsstationen	P912-E1397	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0951	okaircham	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	LOCAL_LABEL_PACKAGE::G473-E063	1	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER	1	f72r	lokale Kennung für Tierkreis-Ringgruppe D	P1008-E0246	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0952	okairy	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	LOCAL_LABEL_PACKAGE::G473-E051	1	SETZEN · BAHN · [STERNSTELLENNAME:y]	1	f72r	lokale Kennung für Tierkreis-Ringgruppe D	P1008-E0193	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0953	okal	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD|STAR_BEARING_RING_POSITION	OK+AL	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	4	f67r2|f72r|f82r	lokale Kennung für Tierkreis-Ringgruppe D | mehrere lokale Bad- und Leitungsstationen | zwei lokale Himmelsraeder	P912-E1804|P1008-E0238|P1008-E0240|P912-E1394	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0954	okal	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	OK+AL	12	EREIGNISKONTEXT_WAEHLT_AUS_12_LESARTEN	16	f18r|f55v|f66r|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f95v	F81R_LOWER_POOL | F95V_WHOLE_PLANT | Tierkreis-Ringgruppe E | dritte lokale Ringgruppe | gemeinsames zweireihiges Badfeld | große abgebildete Blütenpflanze | große aromatische Doldenpflanze | großes Bad-/Stationsblatt mit dreieckiger Insel | mehrere getrennte Bad- und Leitungsstationen | sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer | unbebilderter Textabschnitt A3 | unbebilderter Textabschnitt D	P1008-E0054|P1008-E0080|P912-E0296|P912-E0321|P1003-E0651|P1008-E0271|P912-E0748|P1008-E0592|P1008-E1009|G404-E0460|P912-E0872|P912-E0982|P912-E1156|P912-E1200|G404-E0537|G515-E0312	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0955	okala	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	OK+AL+A_ADDR	1	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: SETZEN · ZIELORT · [A_ADDR:LOKALSTRUKTUR=HIER]	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2280	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0956	okalaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OK+AIIN	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f72r|f95v	F95V_WHOLE_PLANT | Tierkreis-Ringgruppe D	P1008-E0207|G404-E0547	INVARIANT_PROSE_SURFACE_RECIPE
