occurrence_id	page	locus	token_ordinal	surface	reading_id	family	v99r3_meaning_de	v99r4_meaning_de	inherited_v48_gloss_de	token_retained	ordinal_retained	strongest_rival_de	source_evidence	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	historical_confirmation	component_relation_credit
G731-P0498	f37v	f37v.6	3	saiin	saiin#GLOBAL	SEED_WHOLE	Samen/Saatgut, Typ/Charge III	Samencharge III	Samen/Saatgut, Typ/Charge III	1	1	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 109 exakte ZL3b-Vorkommen auf 64 Seiten und 108 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0499	f38r	f38r.2	6	cthar	cthar#GLOBAL	PLANT_WHOLE	CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	Pflanzenanteil I	CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	1	1	lokal im Herbal Blattgut; Fraktion I als technischer Rival	GDT639:ROUND_04|GDT693:R_INDEXED_SHARE	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT639:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_COMPONENT_REPAIR und Scope KNOWN_EXACT_WHOLE; 14 exakte ZL3b-Vorkommen auf 12 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0500	f38v	f38v.7	8	daldy	daldy#GLOBAL	QUANTITY_WHOLE	abgemessene Rohstoffmenge I, abgeschlossen	abgewogener Rohstoffposten I, abgeschlossen	abgemessene Rohstoffmenge I, abgeschlossen	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 17 Seiten und 19 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0501	f39r	f39r.10	9	laiin	laiin#GLOBAL	WOOD_WHOLE	Drogenholz, Typ/Charge III	Holzdroge, Charge III	Drogenholz, Typ/Charge III	1	1	Holzmaterial statt Holzdroge	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 13 exakte ZL3b-Vorkommen auf 12 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0502	f39r	f39r.7	10	ydy	ydy#GLOBAL	OPEN_VALUE_WHOLE	Wertfeldwechsel/-schluss	Wertfeldgrenze	nächstes Wertfeld:	1	1	Wertfeldschluss bei terminaler Stellung	GDT660:EXACT_WHOLE	53	W2_PROVISIONAL_WORKING	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0503	f39r	f39r.8	8	saiin	saiin#GLOBAL	SEED_WHOLE	Samen/Saatgut, Typ/Charge III	Samencharge III	Samen/Saatgut, Typ/Charge III	1	1	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 109 exakte ZL3b-Vorkommen auf 64 Seiten und 108 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0504	f39r	f39r.9	3	odal	odal#GLOBAL	QUANTITY_WHOLE	abgemessene Rohstoffmenge I im Ansatz	abgewogener Rohstoffposten I im Ansatz	abgemessene Rohstoffmenge I im Ansatz	1	1	abgeteilte Ansatzportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	58	W2_PROVISIONAL_WORKING	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 14 exakte ZL3b-Vorkommen auf 14 Seiten und 14 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0505	f39v	f39v.11	6	ykeedy	ykeedy#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: heiß am Gradende, abgeschlossen	Eintrag: heiß am Gradende, abgeschlossen	Eintrag/Bezug: heiß am Gradende, abgeschlossen	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	54	W2_PROVISIONAL_WORKING	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 26 exakte ZL3b-Vorkommen auf 24 Seiten und 26 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0506	f39v	f39v.12	1	paiin	paiin#GLOBAL	POWDER_WHOLE	Pulver, Typ/Charge III	Pulver, Charge III	Pulver, Typ/Charge III	1	1	Pulveransatz statt Pulverstoff	V13:SCOPED_CONCRETE_HEAD_FORM	56	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 7 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0507	f39v	f39v.13	5	lchdy	lchdy#GLOBAL	WOOD_WHOLE	Drogenholz, getrocknete Kurz-/Kompaktform	getrocknete Holzdroge, Kompaktform	Drogenholz, getrocknete Kurz-/Kompaktform	1	1	getrocknetes Holzmaterial	V13:SCOPED_RESIDUAL_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 14 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0508	f39v	f39v.3	6	saiin	saiin#GLOBAL	SEED_WHOLE	Samen/Saatgut, Typ/Charge III	Samencharge III	Samen/Saatgut, Typ/Charge III	1	1	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 109 exakte ZL3b-Vorkommen auf 64 Seiten und 108 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0509	f39v	f39v.8	11	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0510	f39v	f39v.9	5	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0511	f3r	f3r.1	4	cthol	cthol#GLOBAL	PLANT_WHOLE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0512	f3r	f3r.12	5	octhy	octhy#GLOBAL	PLANT_WHOLE	CTH-Zubereitung/Ansatz, Grundform	Pflanzenzubereitung, Grundform	CTH-Zubereitung/Ansatz, Grundform	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:CTH_PREPARATION_BASE	45	W2_PROVISIONAL_WORKING	V48-Quelle V13:CTH_PREPARATION_BASE mit Staerke NEW_V10_CONCRETE_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 9 exakte ZL3b-Vorkommen auf 9 Seiten und 9 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0513	f3r	f3r.17	5	sam	sam#GLOBAL	SEED_WHOLE	Samen/Saatgut: Maß-/Einheitsform I	ein Maß Samen	Samen/Saatgut: Maß-/Einheitsform I	1	1	Samen, Maßform I	V13:SCOPED_RESIDUAL_HEAD_FORM	56	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 6 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0514	f3r	f3r.4	1	schey	schey#GLOBAL	SEED_WHOLE	Samen/Saatgut, trocken gebunden, Form I	getrocknete Samen, Form I	Samen/Saatgut, trocken gebunden, Form I	1	1	trocken gebundene Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	56	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0515	f3r	f3r.5	5	cthol	cthol#GLOBAL	PLANT_WHOLE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0516	f3r	f3r.6	3	cthom	cthom#GLOBAL	PLANT_WHOLE	eine Handvoll Blatt- oder Krautansatz	eine Handvoll Pflanzenansatz	eine Handvoll Blatt- oder Krautansatz	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT645:ROUND_05	61	W3_SOLID_WORKING_THEORY	V48-Quelle GDT645:ROUND_05 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0517	f3v	f3v.13	5	cthal	cthal#GLOBAL	PLANT_WHOLE	Kraut- oder Blattdroge aus Rohdroge I	Pflanzendroge aus Rohdroge I	Kraut- oder Blattdroge aus Rohdroge I	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT669:EXACT_WHOLE	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT669:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 5 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0518	f3v	f3v.8	1	ykchy	ykchy#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: heiß-trocken am Gradanfang	Eintrag: heiß-trocken am Gradanfang	Eintrag/Bezug: heiß-trocken am Gradanfang	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	64	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 20 exakte ZL3b-Vorkommen auf 17 Seiten und 20 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0519	f40r	f40r.10	1	saiin	saiin#GLOBAL	SEED_WHOLE	Samen/Saatgut, Typ/Charge III	Samencharge III	Samen/Saatgut, Typ/Charge III	1	1	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 109 exakte ZL3b-Vorkommen auf 64 Seiten und 108 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0520	f40r	f40r.8	8	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0521	f40v	f40v.11	1	schedy	schedy#GLOBAL	SEED_WHOLE	getrocknete Samen/Saat	getrocknete Samen	getrocknete Samen/Saat	1	1	getrocknete Samendroge	V13:SCOPED_CONCRETE_HEAD_FORM	56	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 7 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0522	f40v	f40v.14	1	saiin	saiin#GLOBAL	SEED_WHOLE	Samen/Saatgut, Typ/Charge III	Samencharge III	Samen/Saatgut, Typ/Charge III	1	1	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 109 exakte ZL3b-Vorkommen auf 64 Seiten und 108 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0523	f40v	f40v.18	1	saiin	saiin#GLOBAL	SEED_WHOLE	Samen/Saatgut, Typ/Charge III	Samencharge III	Samen/Saatgut, Typ/Charge III	1	1	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 109 exakte ZL3b-Vorkommen auf 64 Seiten und 108 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0524	f40v	f40v.3	3	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0525	f40v	f40v.9	3	pchdy	pchdy#GLOBAL	POWDER_WHOLE	Pulver, getrocknete Kurz-/Kompaktform	getrocknetes Pulver, Kompaktform	Pulver, getrocknete Kurz-/Kompaktform	1	1	Pulveransatz statt Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 10 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0526	f41r	f41r.11	2	ykeedy	ykeedy#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: heiß am Gradende, abgeschlossen	Eintrag: heiß am Gradende, abgeschlossen	Eintrag/Bezug: heiß am Gradende, abgeschlossen	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	54	W2_PROVISIONAL_WORKING	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 26 exakte ZL3b-Vorkommen auf 24 Seiten und 26 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0527	f41r	f41r.3	9	daly	daly#GLOBAL	QUANTITY_WHOLE	abgemessene Rohstoffmenge I, Grundform	abgewogener Rohstoffposten I, Grundform	abgemessene Rohstoffmenge I, Grundform	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	58	W2_PROVISIONAL_WORKING	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 24 exakte ZL3b-Vorkommen auf 19 Seiten und 24 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0528	f41r	f41r.4	4	schdy	schdy#GLOBAL	SEED_WHOLE	Samen/Saatgut, getrocknete Kurz-/Kompaktform	getrocknete Samen, Kompaktform	Samen/Saatgut, getrocknete Kurz-/Kompaktform	1	1	getrocknete Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	43	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0529	f41r	f41r.6	2	polchedy	polchedy#GLOBAL	POWDER_WHOLE	getrockneter Pulverstoff/-ansatz	getrockneter Pulveransatz	getrockneter Pulverstoff/-ansatz	1	1	getrockneter Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	56	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 6 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0530	f41r	f41r.8	5	lchdy	lchdy#GLOBAL	WOOD_WHOLE	Drogenholz, getrocknete Kurz-/Kompaktform	getrocknete Holzdroge, Kompaktform	Drogenholz, getrocknete Kurz-/Kompaktform	1	1	getrocknetes Holzmaterial	V13:SCOPED_RESIDUAL_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 14 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0531	f41v	f41v.7	5	chdal	chdal#GLOBAL	LEARNED_TECHNICAL_WHOLE	trockene abgemessene Rohstoffmenge I am Gradanfang	trockener abgewogener Rohstoffposten I am Gradanfang	trockene abgemessene Rohstoffmenge I am Gradanfang	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 15 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0532	f42r	f42r.10	4	cthor	cthor#GLOBAL	PLANT_WHOLE	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0533	f42r	f42r.10	6	cthol	cthol#GLOBAL	PLANT_WHOLE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0534	f42r	f42r.8	3	cthol	cthol#GLOBAL	PLANT_WHOLE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0535	f42v	f42v.3	8	chcthy	chcthy#GLOBAL	PLANT_WHOLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
