candidate_recipe	current_status	source_neighbor_count	factor_gate_status	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	factor_gate_is_occurrence_prediction
L+S+E+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:S<-L|FOCUS:S<-E|FOCUS:S<-AR	NONE	NONE	NO
L+S+EE+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-L|FOCUS:S<-EE|FOCUS:S<-Y	NONE	NONE	NO
L+S+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-L|FOCUS:S<-EE|FOCUS:S<-OR	NONE	NONE	NO
L+S+K+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-L|FOCUS:K<-E|PAIR:S>K|CLOSE:K	NONE	NONE	NO
L+S+K+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-L|FOCUS:K<-Y|PAIR:S>K	NONE	NONE	NO
L+S+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|L_AIR_RIGHT_FALLBACK	FOCUS:S<-L|FOCUS:S<-L	NONE	NONE	NO
L+S+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:S<-L	NONE	NONE	NO
L+S+P+CHD+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-L|FOCUS:CHD<-Y|PAIR:P>CHD	NONE	PAIR:S>P	NO
L+S+S	ABSENT	1	STOP__UNLICENSED_FACTOR	L_AIR_RIGHT_FALLBACK	FOCUS:S<-L	NONE	PAIR:S>S	NO
L+S+Y	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-L|FOCUS:S<-Y	NONE	NONE	NO
L+SH	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:SH<-L	NONE	NONE	NO
L+SH+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|L_AIR_RIGHT_FALLBACK	FOCUS:SH<-L|FOCUS:SH<-AIR	NONE	NONE	NO
L+SH+AL	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK	FOCUS:SH<-L|FOCUS:SH<-AL	NONE	NONE	NO
L+SH+AR	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK	FOCUS:SH<-L|FOCUS:SH<-AR	NONE	NONE	NO
L+SH+CH+T+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:T<-AIIN|PAIR:SH>CH|PAIR:CH>T	NONE	NONE	NO
L+SH+CH+T+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:T<-AIN|PAIR:SH>CH|PAIR:CH>T	NONE	NONE	NO
L+SH+CH+T+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:T<-OR|PAIR:SH>CH|PAIR:CH>T	NONE	NONE	NO
L+SH+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:SH<-L|CLOSE:SH	NONE	NONE	NO
L+SH+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:SH<-AIIN	NONE	NONE	NO
L+SH+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:SH<-AIN	NONE	NONE	NO
L+SH+E+DY	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|CLOSE:SH	NONE	NONE	NO
L+SH+E+D_ADDR+AIR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:SH<-AIR|FOCUS:SH<-Y	NONE	NONE	NO
L+SH+E+D_ADDR+AL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:SH<-AL|FOCUS:SH<-Y	NONE	NONE	NO
L+SH+E+D_ADDR+AR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:SH<-AR|FOCUS:SH<-AIIN	NONE	NONE	NO
L+SH+E+D_ADDR+AR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:SH<-AR|FOCUS:SH<-AIN	NONE	NONE	NO
L+SH+E+D_ADDR+AR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:SH<-AR|FOCUS:SH<-OR	NONE	NONE	NO
L+SH+E+D_ADDR+L+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:SH<-L|FOCUS:SH<-Y	NONE	NONE	NO
L+SH+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:SH<-OR	NONE	NONE	NO
L+SH+E+T+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:T<-AIIN	NONE	NONE	NO
L+SH+E+T+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:T<-AIN	NONE	NONE	NO
L+SH+E+T+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:T<-OR	NONE	NONE	NO
L+SH+EE+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-EE|FOCUS:SH<-AIIN	NONE	NONE	NO
L+SH+EE+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-EE|FOCUS:SH<-AIN	NONE	NONE	NO
L+SH+EE+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-EE|FOCUS:SH<-AIIN	NONE	NONE	NO
L+SH+EE+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-EE|FOCUS:SH<-AIN	NONE	NONE	NO
L+SH+EE+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-EE|FOCUS:SH<-OR	NONE	NONE	NO
L+SH+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-EE|FOCUS:SH<-OR	NONE	NONE	NO
L+SH+S+T+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:T<-Y	NONE	PAIR:SH>S|PAIR:S>T	NO
L+SH+Y	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-Y	NONE	NONE	NO
L+T+AIIN	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-AIIN	NONE	NONE	NO
L+T+AIN	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-AIN	NONE	NONE	NO
L+T+AIR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-AIR|FOCUS:T<-Y	NONE	NONE	NO
L+T+AL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-AL|FOCUS:T<-Y	NONE	NONE	NO
L+T+AR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-AR|FOCUS:T<-AIIN	NONE	NONE	NO
L+T+AR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-AR|FOCUS:T<-AIN	NONE	NONE	NO
L+T+AR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-AR|FOCUS:T<-OR	NONE	NONE	NO
L+T+E+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-E|FOCUS:T<-Y	NONE	NONE	NO
L+T+EE+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-EE|FOCUS:T<-AIIN	NONE	NONE	NO
L+T+EE+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-EE|FOCUS:T<-AIN	NONE	NONE	NO
L+T+EE+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-EE|FOCUS:T<-OR	NONE	NONE	NO
L+T+L+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-L|FOCUS:T<-Y	NONE	NONE	NO
L+T+OR	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-OR	NONE	NONE	NO
L+T+Y	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-L|FOCUS:T<-Y	NONE	NONE	NO
L+Y	OBSERVED	5	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-Y	NONE	NONE	NO
L+Y+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-Y	NONE	CLOSE:NO_ACTIVE_ACTION	NO
LOCAL_CHAR_F+AIR	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK	NONE	FOCUS:OWNER<-AIR	NONE	NO
LOCAL_CHAR_F+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AL	NONE	NONE	NO
LOCAL_CHAR_F+A_ADDR+CH+AIIN+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIIN	NONE	NONE	NO
LOCAL_CHAR_F+A_ADDR+CH+AIN+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN	NONE	NONE	NO
LOCAL_CHAR_F+A_ADDR+CH+OR+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-OR	NONE	NONE	NO
LOCAL_CHAR_F+A_ADDR+CH+Y+CH	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y	NONE	NONE	NO
LOCAL_CHAR_F+A_ADDR+S+Y+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y	NONE	NONE	NO
LOCAL_CHAR_F+CH+EE+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-AIIN	NONE	NONE	NO
LOCAL_CHAR_F+CH+EE+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-AIN	NONE	NONE	NO
LOCAL_CHAR_F+CH+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-OR	NONE	NONE	NO
LOCAL_CHAR_F+CH+O+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN	NONE	NONE	NO
LOCAL_CHAR_F+CH+O+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-OR	NONE	NONE	NO
LOCAL_CHAR_F+CH+O+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y	NONE	NONE	NO
LOCAL_CHAR_F+CHD+O+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	CLOSE:CHD	NONE	NONE	NO
LOCAL_CHAR_F+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-L	NONE	NONE	NO
LOCAL_CHAR_F+O+AIR	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK	NONE	FOCUS:OWNER<-AIR	NONE	NO
LOCAL_CHAR_F+O+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AL	NONE	NONE	NO
LOCAL_CHAR_F+O+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-L	NONE	NONE	NO
LOCAL_CHAR_F+S+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-EE|FOCUS:S<-Y	NONE	NONE	NO
LOCAL_CHAR_F+S+O+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIIN	NONE	NONE	NO
M_LOCAL+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
O+AIIN	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT	FOCUS:OWNER<-AIIN	NONE	NONE	NO
O+AIIN+D_ADDR+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AIIN|FOCUS:OWNER<-AR	NONE	NONE	NO
O+AIIN+K+CH+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|FOCUS:CH<-OR|PAIR:K>CH	NONE	NONE	NO
O+AIN	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT	FOCUS:OWNER<-AIN	NONE	NONE	NO
O+AIN+D_ADDR+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AIN|FOCUS:OWNER<-AR	NONE	NONE	NO
O+AIN+K+CH+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|FOCUS:CH<-OR|PAIR:K>CH	NONE	NONE	NO
O+AIR	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK	NONE	FOCUS:OWNER<-AIR	NONE	NO
O+AIR+SH+E+O+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIR|FOCUS:SH<-E|FOCUS:SH<-Y	NONE	NONE	NO
O+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AL	NONE	NONE	NO
O+AL+SH+E+O+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AL|FOCUS:SH<-E|FOCUS:SH<-Y	NONE	NONE	NO
O+AR+SH+E+O+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AR|FOCUS:SH<-E|FOCUS:SH<-Y	NONE	NONE	NO
O+CH+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN	NONE	NONE	NO
O+CH+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AIIN	NONE	NONE	NO
O+CH+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AIN	NONE	NONE	NO
O+CH+E+O+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AIR	NONE	NONE	NO
O+CH+E+O+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AL	NONE	NONE	NO
O+CH+E+O+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AR	NONE	NONE	NO
O+CH+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-OR	NONE	NONE	NO
O+CH+K+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
O+CH+K+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
O+CH+K+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
O+CH+K+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
O+CH+K+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
O+CH+K+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
O+CH+K+OR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-OR|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
O+CH+OK+E+Y	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-E|FOCUS:OK<-Y	PAIR:CH>OK	NONE	NO
O+CH+OK+OR+AIIN	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-OR|FOCUS:OK<-AIIN	PAIR:CH>OK	NONE	NO
O+CH+OK+Y	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-Y	PAIR:CH>OK	NONE	NO
O+CH+P+AIIN+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-AIIN|FOCUS:P<-AIIN|PAIR:CH>P	NONE	NONE	NO
O+CH+P+AIN+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-AIN|FOCUS:P<-AIIN|PAIR:CH>P	NONE	NONE	NO
O+CH+P+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-E|FOCUS:P<-Y|PAIR:CH>P	NONE	NONE	NO
O+CH+P+OR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-OR|FOCUS:P<-AIN|PAIR:CH>P	NONE	NONE	NO
O+CH+P+OR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-OR|FOCUS:P<-OR|PAIR:CH>P	NONE	NONE	NO
O+CH+P+OR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-OR|FOCUS:P<-Y|PAIR:CH>P	NONE	NONE	NO
O+CH+P+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-Y|PAIR:CH>P	NONE	NONE	NO
O+CH+P+Y+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-Y|FOCUS:P<-AIIN|PAIR:CH>P	NONE	NONE	NO
