unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer
570	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A189	A1:G189	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
571	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A190	A1:G190	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
572	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.1	A191	A2:G001	A2_LEFT_PANEL_ONLY	A2_LEFT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
573	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.1	A192	A2:G002	A2_LEFT_PANEL_ONLY	A2_LEFT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
574	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.1	A193	A2:G003	A2_LEFT_PANEL_ONLY	A2_LEFT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
575	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.1	A194	A2:G004	A2_LEFT_PANEL_ONLY	A2_LEFT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
576	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.1	A195	A2:G005	A2_LEFT_PANEL_ONLY	A2_LEFT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
577	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.1	A196	A2:G006	A2_LEFT_PANEL_ONLY	A2_LEFT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
578	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.1	A197	A2:G007	A2_LEFT_PANEL_ONLY	A2_LEFT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
579	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.1	A198	A2:G008	A2_LEFT_PANEL_ONLY	A2_LEFT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
580	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.1	A199	A2:G009	A2_LEFT_PANEL_ONLY	A2_LEFT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
581	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.2	A200	A2:G010	A2_MIDDLE_PANEL_ONLY	A2_MIDDLE_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
582	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.2	A201	A2:G011	A2_MIDDLE_PANEL_ONLY	A2_MIDDLE_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
583	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.2	A202	A2:G012	A2_MIDDLE_PANEL_ONLY	A2_MIDDLE_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
584	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.2	A203	A2:G013	A2_MIDDLE_PANEL_ONLY	A2_MIDDLE_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
585	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.2	A204	A2:G014	A2_MIDDLE_PANEL_ONLY	A2_MIDDLE_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
586	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.2	A205	A2:G015	A2_MIDDLE_PANEL_ONLY	A2_MIDDLE_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
587	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.2	A206	A2:G016	A2_MIDDLE_PANEL_ONLY	A2_MIDDLE_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
588	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.2	A207	A2:G017	A2_MIDDLE_PANEL_ONLY	A2_MIDDLE_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
589	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.2	A208	A2:G018	A2_MIDDLE_PANEL_ONLY	A2_MIDDLE_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
590	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.3	A209	A2:G019	A2_RIGHT_PANEL_ONLY	A2_RIGHT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
591	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.3	A210	A2:G020	A2_RIGHT_PANEL_ONLY	A2_RIGHT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
592	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.3	A211	A2:G021	A2_RIGHT_PANEL_ONLY	A2_RIGHT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
593	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.3	A212	A2:G022	A2_RIGHT_PANEL_ONLY	A2_RIGHT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
594	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.3	A213	A2:G023	A2_RIGHT_PANEL_ONLY	A2_RIGHT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
595	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.3	A214	A2:G024	A2_RIGHT_PANEL_ONLY	A2_RIGHT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
596	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.3	A215	A2:G025	A2_RIGHT_PANEL_ONLY	A2_RIGHT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
597	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.3	A216	A2:G026	A2_RIGHT_PANEL_ONLY	A2_RIGHT_PANEL_HEADER	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
598	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.4	A217	A2:G027	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
599	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.4	A218	A2:G028	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
600	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.5	A219	A2:G029	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
601	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.6	A220	A2:G030	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
602	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.7	A221	A2:G031	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
603	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.8	A222	A2:G032	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRE_KEY_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
604	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.9	A223	A2:G033	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
605	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.10	A224	A2:G034	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
606	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.11	A225	A2:G035	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
607	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.12	A226	A2:G036	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
608	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.13	A227	A2:G037	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
609	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.14	A228	A2:G038	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
610	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.15	A229	A2:G039	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
611	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.16	A230	A2:G040	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_08	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
612	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.17	A231	A2:G041	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_09	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
613	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.18	A232	A2:G042	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
614	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.19	A233	A2:G043	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
615	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.20	A234	A2:G044	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_12	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
616	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.21	A235	A2:G045	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_13	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
617	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.22	A236	A2:G046	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_14	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
618	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.23	A237	A2:G047	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_15	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
619	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.24	A238	A2:G048	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
620	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.25	A239	A2:G049	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
621	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.26	A240	A2:G050	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
622	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.27	A241	A2:G051	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
623	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.28	A242	A2:G052	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_20	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
624	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.29	A243	A2:G053	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
625	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.30	A244	A2:G054	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_22	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
626	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.31	A245	A2:G055	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_23	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
627	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.32	A246	A2:G056	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
628	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.33	A247	A2:G057	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_25	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
629	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.34	A248	A2:G058	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
630	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.35	A249	A2:G059	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
631	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.36	A250	A2:G060	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_28	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
632	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.37	A251	A2:G061	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
633	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.37	A252	A2:G062	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
634	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.37	A253	A2:G063	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
635	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.37	A254	A2:G064	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
636	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.37	A255	A2:G065	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
637	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A256	A3:G001	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
638	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A257	A3:G002	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
639	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A258	A3:G003	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
640	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A259	A3:G004	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
641	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A260	A3:G005	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
642	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A261	A3:G006	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
643	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A262	A3:G007	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
644	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A263	A3:G008	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
645	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A264	A3:G009	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
646	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A265	A3:G010	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
647	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A266	A3:G011	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
648	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A267	A3:G012	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
649	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A268	A3:G013	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
650	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A269	A3:G014	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
651	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A270	A3:G015	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
652	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A271	A3:G016	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
653	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A272	A3:G017	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
654	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A273	A3:G018	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
655	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A274	A3:G019	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
656	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A275	A3:G020	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
