order_mark_id	order_id	page	unit	section	surface	identity	component_recipe	slot_signature	atomic_root_reading_de	dictionary_value_de	local_fluent_expansion_de	functional_allograph	microfunction_trigger_de	owner_or_handle_de	unit_fluent_instruction_de	renderer_skeleton	predicted_surface	reading_action
WH03-R076	WH03	f83r	B3-S026	HOW	chealror	PROC148	AL+R+OR	ADDRESS>STATE>MATERIAL	ZIELSTELLE · KUEHL · ANSATZ	ZIELSTELLE · KUEHL · ANSATZ	ZIELANSATZ KUEHLEN	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger sammeln und schliessen.	al-r-or	chealror	READ_ROOT_COMPOSITION
WH03-R077	WH03	f83r	B3-S026	HOW	olkeedy	PROC098	SOLK+EE+DY	OPERATION>GRADE>ENDPOINT	SAMMELN · LANG · SCHLIESSEN	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger sammeln und schliessen.	solk/qolk-ee-dy	olkeedy	READ_SHARED_CORE
WH03-R078	WH03	f83r	B3-S027	HOW	qoteedy	PROC129	OT+EE+DY	ORDER>GRADE>ENDPOINT	DANACH · LANG · SCHLIESSEN	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	qot/ot-ee-dy	qoteedy	READ_SHARED_CORE
WH03-R079	WH03	f83r	B3-S028	HOW	qokeey	PROC092	OK+EE+Y	OPERATION>GRADE>REFERENT	ANSETZEN · LANG · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	qok/ok/chok-ee-y/chy/chey/dy/shy/sy	qokeey	READ_SHARED_CORE
WH03-R080	WH03	f83r	B3-S028	HOW	qokedy	PROC067	OK+E+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	qok/ok/chok-e-dy	qokedy	READ_SHARED_CORE
WH03-R081	WH03	f83r	B3-S029	HOW	ol	PROC013	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; dann den laufenden Posten vollstaendig bearbeiten; dann kurz ansetzen; den Schritt schliessen.	ol/chol/qol/ls/sol	ol	READ_SHARED_CORE
WH03-R082	WH03	f83r	B3-S029	HOW	cheeety	PROC149	EEE+T+Y	GRADE>OPERATION>REFERENT	VOLLSTAENDIG · BEARBEITEN · POSTEN	VOLLSTAENDIG · BEARBEITEN · POSTEN	VOLLSTAENDIG DURCHARBEITEN	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; dann den laufenden Posten vollstaendig bearbeiten; dann kurz ansetzen; den Schritt schliessen.	eee-t-y/chy/chey/dy/shy/sy	cheeety	READ_ROOT_COMPOSITION
WH03-R083	WH03	f83r	B3-S029	HOW	qokedy	PROC067	OK+E+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; dann den laufenden Posten vollstaendig bearbeiten; dann kurz ansetzen; den Schritt schliessen.	qok/ok/chok-e-dy	qokedy	READ_SHARED_CORE
WH03-R084	WH03	f83r	B3-S030	HOW	qoky	PROC008	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, das laufende Wasser umsetzen; danach nochmals umsetzen und schliessen.	qok/ok/chok-y/chy/chey/dy/shy/sy	qoky	READ_SHARED_CORE
WH03-R085	WH03	f83r	B3-S030	HOW	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, das laufende Wasser umsetzen; danach nochmals umsetzen und schliessen.	aiin	daiin	READ_SHARED_CORE
WH03-R086	WH03	f83r	B3-S030	HOW	schedair	PROC150	CHD+AIR	OPERATION>PATH	UMSETZEN · LAUF	UMSETZEN · LAUF	WASSER UMSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, das laufende Wasser umsetzen; danach nochmals umsetzen und schliessen.	chd/ched-air	schedair	READ_ROOT_COMPOSITION
WH03-R087	WH03	f83r	B3-S030	HOW	otchedy	PROC145	OT+CHD+DY	ORDER>OPERATION>ENDPOINT	DANACH · UMSETZEN · SCHLIESSEN	DANACH · UMSETZEN · SCHLIESSEN	DANACH UMSETZEN UND SCHLIESSEN	CHAIN_FINAL_FOLLOW_CLOSE	den letzten Folgeschritt einer Kette schließen	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, das laufende Wasser umsetzen; danach nochmals umsetzen und schliessen.	qot/ot-chd/ched-dy	otchedy	READ_ROOT_COMPOSITION
WH03-R088	WH03	f83r	B3-S031	HOW	qokeedy	PROC100	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	qok/ok/chok-ee-dy	qokeedy	READ_SHARED_CORE
WH03-R089	WH03	f83r	B3-S032	HOW	chedain	PROC151	CHD+AIN	OPERATION>ARGUMENT	UMSETZEN · PORTION	UMSETZEN · PORTION	EINE PORTION UMSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	chd/ched-ain	chedain	READ_ROOT_COMPOSITION
WH03-R090	WH03	f83r	B3-S032	HOW	chedy	PROC042	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	chd/ched-y/chy/chey/dy/shy/sy	chedy	READ_SHARED_CORE
WH03-R091	WH03	f83r	B3-S032	HOW	qotedaiin	PROC152	OT+E+AIIN	ORDER>GRADE>ARGUMENT	DANACH · KURZ · MASS	DANACH · KURZ · MASS	DANACH KURZ NACH SOLLMASS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	qot/ot-e-aiin	qotedaiin	READ_ROOT_COMPOSITION
WH03-R092	WH03	f83r	B3-S032	HOW	otaiin	PROC112	OT+AIIN	ORDER>ARGUMENT	DANACH · MASS	DANACH · EIN KLEINER SCHOEPFBECHER	DANACH · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	qot/ot-aiin	otaiin	READ_SHARED_CORE
WH03-R093	WH03	f83r	B3-S032	HOW	otedy	PROC135	OT+E+DY	ORDER>GRADE>ENDPOINT	DANACH · KURZ · SCHLIESSEN	DANACH · KURZ · SCHLIESSEN	KURZEN FOLGESCHRITT SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	qot/ot-e-dy	otedy	READ_ROOT_COMPOSITION
WH03-R094	WH03	f83r	B3-S033	HOW	ldy	PROC108	L+DY	PATH>ENDPOINT	LEITEN · SCHLIESSEN	LEITEN · SCHLUSS	LEITEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Leiten; den Schritt schliessen.	l-dy	ldy	READ_SHARED_CORE
WH03-R095	WH03	f83r	B3-S034	HOW	oiiin	PROC097	O+IIN	PROCESS>STATE	ARBEITSGANG · STUFE	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Stufe fuehren; den Posten bereitet halten und bearbeiten; danach nach Sollmass an der Zielstelle weiterfuehren, stehen lassen und schliessen.	o-iin	oiiin	READ_SHARED_CORE
WH03-R096	WH03	f83r	B3-S034	HOW	checthy	PROC014	CTH+Y	STATE>REFERENT	BEREIT · POSTEN	BEREITEN · POSTEN	BEREITEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Stufe fuehren; den Posten bereitet halten und bearbeiten; danach nach Sollmass an der Zielstelle weiterfuehren, stehen lassen und schliessen.	cth-y/chy/chey/dy/shy/sy	checthy	READ_SHARED_CORE
WH03-R097	WH03	f83r	B3-S034	HOW	chety	PROC004	T+Y	OPERATION>REFERENT	BEARBEITEN · POSTEN	BEARBEITEN · POSTEN	BEARBEITEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Stufe fuehren; den Posten bereitet halten und bearbeiten; danach nach Sollmass an der Zielstelle weiterfuehren, stehen lassen und schliessen.	t-y/chy/chey/dy/shy/sy	chety	READ_SHARED_CORE
WH03-R098	WH03	f83r	B3-S034	HOW	otaiin	PROC112	OT+AIIN	ORDER>ARGUMENT	DANACH · MASS	DANACH · EIN KLEINER SCHOEPFBECHER	DANACH · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Stufe fuehren; den Posten bereitet halten und bearbeiten; danach nach Sollmass an der Zielstelle weiterfuehren, stehen lassen und schliessen.	qot/ot-aiin	otaiin	READ_SHARED_CORE
WH03-R099	WH03	f83r	B3-S034	HOW	olsaly	PROC153	OL+AL+Y	ORDER>ADDRESS>REFERENT	FORTSETZEN · ZIELSTELLE · POSTEN	FORTSETZEN · ZIELSTELLE · POSTEN	AN DER ZIELSTELLE WEITERFUEHREN	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Stufe fuehren; den Posten bereitet halten und bearbeiten; danach nach Sollmass an der Zielstelle weiterfuehren, stehen lassen und schliessen.	ol/chol/qol/ls/sol-al-y/chy/chey/dy/shy/sy	olsaly	READ_ROOT_COMPOSITION
WH03-R100	WH03	f83r	B3-S034	HOW	shedy	PROC078	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Stufe fuehren; den Posten bereitet halten und bearbeiten; danach nach Sollmass an der Zielstelle weiterfuehren, stehen lassen und schliessen.	shed-dy	shedy	READ_SHARED_CORE
WH03-R101	WH03	f67r2	f67r2.15	WHEN	dolchsody	A1:G036	D_ADDR+OL+CH+S_ADDR+O+DY	ADDRESS>ORDER>OPERATION>ADDRESS>PROCESS>ENDPOINT	TEILSTELLE · FORTSETZEN · ENTNEHMEN · STERNBEZUG · ARBEITSGANG · SCHLIESSEN	TEILSTELLE · FORTSETZEN · ENTNEHMEN · STERNBEZUG · ARBEITSGANG · SCHLIESSEN	TEILSTELLE · FORTSETZEN · ENTNEHMEN · STERNBEZUG · ARBEITSGANG · SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	C2@f67r2.15; linker Stern-/Aspektplatz	Führe den Auftrag am bezeichneten linken Stern-/Aspektplatz C2 aus.	d-ol/chol/qol/ls/sol-ch-s-o-dy	dolchsody	READ_LOCAL_CONDITION_WORD
WH04-R001	WH04	f55v	H4-S001	WHAT	qokaiin	PROC038	OK+AIIN	OPERATION>ARGUMENT	ANSETZEN · MASS	ANSETZEN · EIN KLEINER SCHOEPFBECHER	ANSETZEN · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass ansetzen; dem laufenden Posten eine Portion und danach eine Nachgabe zugeben; den Arbeitsgang schliessen.	qok/ok/chok-aiin	qokaiin	READ_SHARED_CORE
WH04-R002	WH04	f55v	H4-S001	WHAT	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass ansetzen; dem laufenden Posten eine Portion und danach eine Nachgabe zugeben; den Arbeitsgang schliessen.	aiin	daiin	READ_SHARED_CORE
WH04-R003	WH04	f55v	H4-S001	WHAT	ykain	PROC039	Y+K+AIN	REFERENT>OPERATION>ARGUMENT	POSTEN · ZUGEBEN · PORTION	POSTEN · ZUGEBEN · PORTION	EINE PORTION ZUGEBEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass ansetzen; dem laufenden Posten eine Portion und danach eine Nachgabe zugeben; den Arbeitsgang schliessen.	y/chy/chey/dy/shy/sy-k-ain	ykain	READ_ROOT_COMPOSITION
WH04-R004	WH04	f55v	H4-S001	WHAT	ykan	PROC040	Y+K+AN	REFERENT>OPERATION>ARGUMENT	POSTEN · ZUGEBEN · NACHGABE	POSTEN · ZUGEBEN · NACHGABE	EINE NACHGABE ZUGEBEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass ansetzen; dem laufenden Posten eine Portion und danach eine Nachgabe zugeben; den Arbeitsgang schliessen.	y/chy/chey/dy/shy/sy-k-an	ykan	READ_ROOT_COMPOSITION
WH04-R005	WH04	f55v	H4-S001	WHAT	ody	PROC041	O+DY	PROCESS>ENDPOINT	ARBEITSGANG · SCHLIESSEN	ARBEITSGANG SCHLIESSEN	ARBEITSGANG SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass ansetzen; dem laufenden Posten eine Portion und danach eine Nachgabe zugeben; den Arbeitsgang schliessen.	o-dy	ody	READ_FUSED_WHOLE_WORD
WH04-R006	WH04	f55v	H4-S002	WHAT	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass den laufenden Posten umsetzen und anschliessend beiseitestellen.	aiin	daiin	READ_SHARED_CORE
WH04-R007	WH04	f55v	H4-S002	WHAT	chedy	PROC042	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass den laufenden Posten umsetzen und anschliessend beiseitestellen.	chd/ched-y/chy/chey/dy/shy/sy	chedy	READ_SHARED_CORE
WH04-R008	WH04	f55v	H4-S002	WHAT	talam	PROC043	TALAM	WHOLE_ROOT	BEISEITESTELLEN	BEISEITESTELLEN	BEISEITESTELLEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass den laufenden Posten umsetzen und anschliessend beiseitestellen.	talam	talam	READ_LEARNED_WHOLE_ROOT
WH04-R009	WH04	f55v	H4-S003	WHAT	ykaiin	PROC044	Y+K+AIIN	REFERENT>OPERATION>ARGUMENT	POSTEN · ZUGEBEN · MASS	POSTEN · ZUGEBEN · MASS	SOLLMASS ZUGEBEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Sollmass zugeben; dann kurz im Arbeitsgang aus der Quelle entnehmen; dann ihn laenger erwaermen; dann weiterarbeiten; den Schritt schliessen.	y/chy/chey/dy/shy/sy-k-aiin	ykaiin	READ_ROOT_COMPOSITION
WH04-R010	WH04	f55v	H4-S003	WHAT	cheoar	PROC045	CH+E+O+AR	OPERATION>GRADE>PROCESS>ADDRESS	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	KURZ AUS DER QUELLE ENTNEHMEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Sollmass zugeben; dann kurz im Arbeitsgang aus der Quelle entnehmen; dann ihn laenger erwaermen; dann weiterarbeiten; den Schritt schliessen.	ch-e-o-ar	cheoar	READ_ROOT_COMPOSITION
WH04-R011	WH04	f55v	H4-S003	WHAT	cheeky	PROC046	CHK+EE+Y	OPERATION>GRADE>REFERENT	WAERMEN · LANG · POSTEN	WAERMEN · LANG · POSTEN	WARMHALTEN	MATERIAL_LONG_WARM	einen Materialposten lange warm halten	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Sollmass zugeben; dann kurz im Arbeitsgang aus der Quelle entnehmen; dann ihn laenger erwaermen; dann weiterarbeiten; den Schritt schliessen.	chk/chek-ee-y/chy/chey/dy/shy/sy	cheeky	READ_ROOT_COMPOSITION
WH04-R012	WH04	f55v	H4-S003	WHAT	oldy	PROC047	OL+DY	ORDER>ENDPOINT	FORTSETZEN · SCHLIESSEN	FORTSETZEN · SCHLIESSEN	FORTSETZEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Sollmass zugeben; dann kurz im Arbeitsgang aus der Quelle entnehmen; dann ihn laenger erwaermen; dann weiterarbeiten; den Schritt schliessen.	ol/chol/qol/ls/sol-dy	oldy	READ_ROOT_COMPOSITION
WH04-R013	WH04	f55v	H4-S004	WHAT	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter bearbeiten, als Ansatz beibehalten und als Ansatzportion fuehren.	aiin	daiin	READ_SHARED_CORE
WH04-R014	WH04	f55v	H4-S004	WHAT	qokal	PROC048	OK+AL	OPERATION>ADDRESS	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter bearbeiten, als Ansatz beibehalten und als Ansatzportion fuehren.	qok/ok/chok-al	qokal	READ_SHARED_CORE
WH04-R015	WH04	f55v	H4-S004	WHAT	oltchy	PROC049	OL+T+Y	ORDER>OPERATION>REFERENT	FORTSETZEN · BEARBEITEN · POSTEN	FORTSETZEN · BEARBEITEN · POSTEN	POSTEN WEITERBEARBEITEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter bearbeiten, als Ansatz beibehalten und als Ansatzportion fuehren.	ol/chol/qol/ls/sol-t-y/chy/chey/dy/shy/sy	oltchy	READ_ROOT_COMPOSITION
WH04-R016	WH04	f55v	H4-S004	WHAT	or	PROC016	OR	MATERIAL	ANSATZ	ANSATZ	ANSATZ	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter bearbeiten, als Ansatz beibehalten und als Ansatzportion fuehren.	or	or	READ_SHARED_CORE
WH04-R017	WH04	f55v	H4-S004	WHAT	chey	PROC019	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter bearbeiten, als Ansatz beibehalten und als Ansatzportion fuehren.	y/chy/chey/dy/shy/sy	chey	READ_SHARED_CORE
WH04-R018	WH04	f55v	H4-S004	WHAT	orain	PROC050	OR+AIN	MATERIAL>ARGUMENT	ANSATZ · PORTION	ANSATZ · PORTION	ANSATZPORTION	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt C.W2	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter bearbeiten, als Ansatz beibehalten und als Ansatzportion fuehren.	or-ain	orain	READ_ROOT_COMPOSITION
WH04-R019	WH04	f83r	B4-S001	HOW	qokeedy	PROC100	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	qok/ok/chok-ee-dy	qokeedy	READ_SHARED_CORE
WH04-R020	WH04	f83r	B4-S002	HOW	qolchey	PROC154	OL+Y	ORDER>REFERENT	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN	POSTEN WEITERFUEHREN	APPLICATION_CURRENT_CONTINUATION	den aktuellen Anwendungsposten fortsetzen	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten weiterarbeiten; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	ol/chol/qol/ls/sol-y/chy/chey/dy/shy/sy	qolchey	READ_ROOT_COMPOSITION
WH04-R021	WH04	f83r	B4-S002	HOW	qokeey	PROC092	OK+EE+Y	OPERATION>GRADE>REFERENT	ANSETZEN · LANG · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten weiterarbeiten; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	qok/ok/chok-ee-y/chy/chey/dy/shy/sy	qokeey	READ_SHARED_CORE
WH04-R022	WH04	f83r	B4-S002	HOW	qokedy	PROC067	OK+E+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten weiterarbeiten; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	qok/ok/chok-e-dy	qokedy	READ_SHARED_CORE
