page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	confidence	inheritance_context_rule	ledger_scope	source_event_serial
f69v	f69v.2	DIAGRAM	f69v.2	26	dy	ASTRO_f69v_002_26	if adverse, withhold it	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13011
f69v	f69v.2	DIAGRAM	f69v.2	27	chol	ASTRO_f69v_002_27	keep the usual measure	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13012
f69v	f69v.2	DIAGRAM	f69v.2	28	ykar	ASTRO_f69v_002_28	continue to the next station	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13013
f69v	f69v.2	DIAGRAM	f69v.2	29	ol	ASTRO_f69v_002_29	repeat only once	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13014
f69v	f69v.2	DIAGRAM	f69v.2	30	y	ASTRO_f69v_002_30	close the consultation	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13015
f69v	f69v.2	DIAGRAM	f69v.2	31	ykeeody	ASTRO_f69v_002_31	when the Moon reaches the station	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13016
f69v	f69v.2	DIAGRAM	f69v.2	32	chey	ASTRO_f69v_002_32	inspect the pictured schedule	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13017
f69v	f69v.2	DIAGRAM	f69v.2	33	dal	ASTRO_f69v_002_33	if the condition is favourable	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13018
f69v	f69v.2	DIAGRAM	f69v.2	34	ody	ASTRO_f69v_002_34	apply the remedy	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13019
f69v	f69v.2	DIAGRAM	f69v.2	35	airchy	ASTRO_f69v_002_35	if adverse, withhold it	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13020
f69v	f69v.2	DIAGRAM	f69v.2	36	choky	ASTRO_f69v_002_36	keep the usual measure	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13021
f69v	f69v.2	DIAGRAM	f69v.2	37	ychey	ASTRO_f69v_002_37	continue to the next station	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13022
f69v	f69v.2	DIAGRAM	f69v.2	38	chey	ASTRO_f69v_002_38	repeat only once	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13023
f69v	f69v.3	DIAGRAM	f69v.3	1	doair	ASTRO_f69v_003_01	when the Moon reaches the station	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13024
f69v	f69v.3	DIAGRAM	f69v.3	2	otaldal	ASTRO_f69v_003_02	inspect the pictured schedule	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13025
f69v	f69v.3	DIAGRAM	f69v.3	3	dair	ASTRO_f69v_003_03	if the condition is favourable	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13026
f69v	f69v.3	DIAGRAM	f69v.3	4	chdy	ASTRO_f69v_003_04	apply the remedy	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13027
f69v	f69v.3	DIAGRAM	f69v.3	5	otoar	ASTRO_f69v_003_05	if adverse, withhold it	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13028
f69v	f69v.3	DIAGRAM	f69v.3	6	ar	ASTRO_f69v_003_06	keep the usual measure	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13029
f69v	f69v.3	DIAGRAM	f69v.3	7	chy	ASTRO_f69v_003_07	continue to the next station	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13030
f69v	f69v.3	DIAGRAM	f69v.3	8	qoteor	ASTRO_f69v_003_08	repeat only once	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13031
f69v	f69v.3	DIAGRAM	f69v.3	9	cho	ASTRO_f69v_003_09	close the consultation	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13032
f69v	f69v.3	DIAGRAM	f69v.3	10	qotair	ASTRO_f69v_003_10	when the Moon reaches the station	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13033
f69v	f69v.3	DIAGRAM	f69v.3	11	chda	ASTRO_f69v_003_11	inspect the pictured schedule	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13034
f69v	f69v.3	DIAGRAM	f69v.3	12	oteeal	ASTRO_f69v_003_12	if the condition is favourable	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13035
f69v	f69v.3	DIAGRAM	f69v.3	13	cheor	ASTRO_f69v_003_13	apply the remedy	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13036
f69v	f69v.3	DIAGRAM	f69v.3	14	ar	ASTRO_f69v_003_14	if adverse, withhold it	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13037
f69v	f69v.3	DIAGRAM	f69v.3	15	air	ASTRO_f69v_003_15	keep the usual measure	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13038
f69v	f69v.3	DIAGRAM	f69v.3	16	oteody	ASTRO_f69v_003_16	continue to the next station	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13039
f69v	f69v.3	DIAGRAM	f69v.3	17	ytyd	ASTRO_f69v_003_17	repeat only once	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13040
f69v	f69v.3	DIAGRAM	f69v.3	18	a	ASTRO_f69v_003_18	close the consultation	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13041
f69v	f69v.3	DIAGRAM	f69v.3	19	dchy	ASTRO_f69v_003_19	when the Moon reaches the station	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13042
f69v	f69v.3	DIAGRAM	f69v.3	20	otoly	ASTRO_f69v_003_20	inspect the pictured schedule	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13043
f69v	f69v.3	DIAGRAM	f69v.3	21	okeodal	ASTRO_f69v_003_21	if the condition is favourable	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13044
f69v	f69v.3	DIAGRAM	f69v.3	22	oteoarar	ASTRO_f69v_003_22	apply the remedy	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13045
f69v	f69v.3	DIAGRAM	f69v.3	23	cheteeser	ASTRO_f69v_003_23	if adverse, withhold it	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13046
f69v	f69v.3	DIAGRAM	f69v.3	24	dair	ASTRO_f69v_003_24	keep the usual measure	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13047
f69v	f69v.3	DIAGRAM	f69v.3	25	chey	ASTRO_f69v_003_25	continue to the next station	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13048
f69v	f69v.3	DIAGRAM	f69v.3	26	okody	ASTRO_f69v_003_26	repeat only once	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13049
f69v	f69v.3	DIAGRAM	f69v.3	27	dal	ASTRO_f69v_003_27	close the consultation	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13050
f69v	f69v.3	DIAGRAM	f69v.3	28	oteey	ASTRO_f69v_003_28	when the Moon reaches the station	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13051
f69v	f69v.3	DIAGRAM	f69v.3	29	oteey	ASTRO_f69v_003_29	inspect the pictured schedule	SCHEDULE_RULE_PROSE	.17	CONTEXT_DEFAULT: circular schedule prose; no word-sound claim.	ZL3B_ASTRO_VISIBLE_TOKEN	13052
f69v	f69v.4	DIAGRAM	f69v.4	1	okeey	ASTRO_f69v_004_01	schedule station 1: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13053
f69v	f69v.4	DIAGRAM	f69v.4	2	sar	ASTRO_f69v_004_02	repeat the station rule	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13054
f69v	f69v.5	DIAGRAM	f69v.5	1	okeo	ASTRO_f69v_005_01	schedule station 2: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13055
f69v	f69v.5	DIAGRAM	f69v.5	2	dy	ASTRO_f69v_005_02	repeat the station rule	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13056
f69v	f69v.6	DIAGRAM	f69v.6	1	ochoyk	ASTRO_f69v_006_01	schedule station 3: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13057
f69v	f69v.7	DIAGRAM	f69v.7	1	ykeey	ASTRO_f69v_007_01	schedule station 4: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13058
f69v	f69v.8	DIAGRAM	f69v.8	1	ytory	ASTRO_f69v_008_01	schedule station 5: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13059
f69v	f69v.9	DIAGRAM	f69v.9	1	oeesy	ASTRO_f69v_009_01	schedule station 6: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13060
f69v	f69v.10	DIAGRAM	f69v.10	1	ytody	ASTRO_f69v_010_01	schedule station 7: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13061
f69v	f69v.11	DIAGRAM	f69v.11	1	okody	ASTRO_f69v_011_01	schedule station 8: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13062
f69v	f69v.12	DIAGRAM	f69v.12	1	otody	ASTRO_f69v_012_01	schedule station 9: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13063
f69v	f69v.13	DIAGRAM	f69v.13	1	okeal	ASTRO_f69v_013_01	schedule station 10: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13064
f69v	f69v.14	DIAGRAM	f69v.14	1	okeod	ASTRO_f69v_014_01	schedule station 11: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13065
f69v	f69v.15	DIAGRAM	f69v.15	1	oteeys	ASTRO_f69v_015_01	schedule station 12: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13066
f69v	f69v.16	DIAGRAM	f69v.16	1	oteol	ASTRO_f69v_016_01	schedule station 13: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13067
f69v	f69v.17	DIAGRAM	f69v.17	1	ykeydy	ASTRO_f69v_017_01	schedule station 14: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13068
f69v	f69v.18	DIAGRAM	f69v.18	1	okeod	ASTRO_f69v_018_01	schedule station 15: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13069
f69v	f69v.19	DIAGRAM	f69v.19	1	saral	ASTRO_f69v_019_01	schedule station 16: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13070
f69v	f69v.20	DIAGRAM	f69v.20	1	saiir	ASTRO_f69v_020_01	schedule station 17: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13071
f69v	f69v.21	DIAGRAM	f69v.21	1	okolar	ASTRO_f69v_021_01	schedule station 18: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13072
f69v	f69v.22	DIAGRAM	f69v.22	1	ykeody	ASTRO_f69v_022_01	schedule station 19: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13073
f69v	f69v.23	DIAGRAM	f69v.23	1	sarydy	ASTRO_f69v_023_01	schedule station 20: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13074
f69v	f69v.24	DIAGRAM	f69v.24	1	otchy	ASTRO_f69v_024_01	schedule station 21: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13075
f69v	f69v.25	DIAGRAM	f69v.25	1	okeey	ASTRO_f69v_025_01	schedule station 22: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13076
f69v	f69v.25	DIAGRAM	f69v.25	2	dy	ASTRO_f69v_025_02	repeat the station rule	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13077
f69v	f69v.26	DIAGRAM	f69v.26	1	okey	ASTRO_f69v_026_01	schedule station 23: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13078
f69v	f69v.26	DIAGRAM	f69v.26	2	d	ASTRO_f69v_026_02	repeat the station rule	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13079
f69v	f69v.27	DIAGRAM	f69v.27	1	okeod	ASTRO_f69v_027_01	schedule station 24: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13080
f69v	f69v.28	DIAGRAM	f69v.28	1	okodchy	ASTRO_f69v_028_01	schedule station 25: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13081
f69v	f69v.29	DIAGRAM	f69v.29	1	okeody	ASTRO_f69v_029_01	schedule station 26: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13082
f69v	f69v.30	DIAGRAM	f69v.30	1	okcheys	ASTRO_f69v_030_01	schedule station 27: favour the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13083
f69v	f69v.31	DIAGRAM	f69v.31	1	oar	ASTRO_f69v_031_01	schedule station 28: withhold the named application	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13084
f69v	f69v.31	DIAGRAM	f69v.31	2	alys	ASTRO_f69v_031_02	repeat the station rule	ORDERED_LUNAR_SCHEDULE_LOCUS	.27	Source locus order retained; alternation rendered as perform/withhold advice.	ZL3B_ASTRO_VISIBLE_TOKEN	13085
