carrier_link_ordinal	layer	source_assignment_ordinal	source_artifact	cohort	event_id	statement_id	physical_page	register	surface	recipe	atom	atom_value_de	atom_position	carrier_envelope	specialized_default_reading_de	specialized_detail	unified_atom_category	unified_atom_value_de	position_and_value_match_unified_card	guard
565	ARGUMENT	232	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2867	G407-S427	f81r	BIOLOGICAL	oly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
566	ARGUMENT	233	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2871	G407-S428	f81r	BIOLOGICAL	otain	OT+AIN	AIN	ANTEIL	2	OT>A<END	danach den Anteil als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
567	ARGUMENT	234	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2894	G407-S433	f81r	BIOLOGICAL	otey	OT+E+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
568	ARGUMENT	235	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2903	G407-S434	f81r	BIOLOGICAL	olkaiin	OL+K+AIIN	AIIN	WERT	3	OL>A<END	weiter mit dem Wert als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
569	ARGUMENT	236	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2912	G407-S436	f81r	BIOLOGICAL	olkshdy	OL+K+SH+D_ADDR+Y	Y	POSTEN	5	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
570	ARGUMENT	237	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2942	G407-S444	f81v	BIOLOGICAL	olkain	OL+K+AIN	AIN	ANTEIL	3	OL>A<END	weiter mit dem Anteil als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
571	ARGUMENT	238	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2968	G407-S447	f81v	BIOLOGICAL	otain	OT+AIN	AIN	ANTEIL	2	OT>A<END	danach den Anteil als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
572	ARGUMENT	239	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2986	G407-S449	f81v	BIOLOGICAL	olor	OL+OR	OR	EINHEIT	2	OL>A<END	weiter mit der Einheit als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
573	ARGUMENT	240	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2995	G407-S450	f81v	BIOLOGICAL	ykol	Y+K+OL	Y	POSTEN	1	START>A<OL	den Posten weiterführen	RETAINED_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
574	ARGUMENT	241	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2999	G407-S452	f81v	BIOLOGICAL	qolkeedy	OL+K+EE+D_ADDR+Y	Y	POSTEN	5	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
575	ARGUMENT	242	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3005	G407-S454	f81v	BIOLOGICAL	olchey	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
576	ARGUMENT	243	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3009	G407-S454	f81v	BIOLOGICAL	olor	OL+OR	OR	EINHEIT	2	OL>A<END	weiter mit der Einheit als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
577	ARGUMENT	244	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3012	G407-S455	f81v	BIOLOGICAL	polshy	P+OL+SH+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
578	ARGUMENT	245	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3018	G407-S458	f81v	BIOLOGICAL	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
579	ARGUMENT	246	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3028	G407-S458	f81v	BIOLOGICAL	olchy	OL+CH+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
580	ARGUMENT	247	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3030	G407-S458	f81v	BIOLOGICAL	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
581	ARGUMENT	248	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3036	G407-S460	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
582	ARGUMENT	249	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3039	G407-S461	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
583	ARGUMENT	250	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3042	G407-S462	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
584	ARGUMENT	251	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3043	G407-S463	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
585	ARGUMENT	252	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3046	G407-S464	f81v	BIOLOGICAL	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
586	ARGUMENT	253	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3047	G407-S464	f81v	BIOLOGICAL	ykedy	Y+K+E+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
587	ARGUMENT	254	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3095	G407-S477	f81v	BIOLOGICAL	solkeey	OL+K+EE+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
588	ARGUMENT	255	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3112	G407-S482	f81v	BIOLOGICAL	qotain	OT+AIN	AIN	ANTEIL	2	OT>A<END	danach den Anteil als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
589	ARGUMENT	256	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3118	G407-S484	f81v	BIOLOGICAL	qolky	OL+K+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
590	ARGUMENT	257	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3133	G407-S485	f81v	BIOLOGICAL	olkain	OL+K+AIN	AIN	ANTEIL	3	OL>A<END	weiter mit dem Anteil als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
591	ARGUMENT	258	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3138	G407-S486	f81v	BIOLOGICAL	olcthdy	OL+CH+T+D_ADDR+Y	Y	POSTEN	5	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
592	ARGUMENT	259	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3196	G407-S498	f82r	BIOLOGICAL	solkaiin	OL+K+AIIN	AIIN	WERT	3	OL>A<END	weiter mit dem Wert als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
593	ARGUMENT	260	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3203	G407-S499	f82r	BIOLOGICAL	oteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
594	ARGUMENT	261	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3222	G407-S502	f82r	BIOLOGICAL	qotaiin	OT+AIIN	AIIN	WERT	2	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
595	ARGUMENT	262	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3225	G407-S503	f82r	BIOLOGICAL	sotaiin	S+OT+AIIN	AIIN	WERT	3	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
596	ARGUMENT	263	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3242	G407-S507	f82r	BIOLOGICAL	qoteor	OT+E+OR	OR	EINHEIT	3	OT>A<END	danach die Einheit als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
597	ARGUMENT	264	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3249	G407-S508	f82r	BIOLOGICAL	kolchdy	K+OL+CHD+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
598	ARGUMENT	265	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3252	G407-S509	f82r	BIOLOGICAL	qotedor	OT+E+D_ADDR+OR	OR	EINHEIT	4	OT>A<END	danach die Einheit als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
599	ARGUMENT	266	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3274	G407-S513	f82r	BIOLOGICAL	olchy	OL+CH+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
600	ARGUMENT	267	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3305	G407-S522	f82r	BIOLOGICAL	qoteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
601	ARGUMENT	268	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3313	G407-S524	f82r	BIOLOGICAL	otain	OT+AIN	AIN	ANTEIL	2	OT>A<END	danach den Anteil als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
602	ARGUMENT	269	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3337	G407-S530	f82r	BIOLOGICAL	qoly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
603	ARGUMENT	270	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3375	G407-S534	f82r	BIOLOGICAL	ydy	Y+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
604	ARGUMENT	271	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3392	G407-S539	f82r	BIOLOGICAL	oteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
605	ARGUMENT	272	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3406	G407-S548	f82r	BIOLOGICAL	qotaiin	OT+AIIN	AIIN	WERT	2	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
606	ARGUMENT	273	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3411	G407-S548	f82r	BIOLOGICAL	oly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
607	ARGUMENT	274	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3420	G407-S552	f82r	BIOLOGICAL	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
608	ARGUMENT	275	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3421	G407-S552	f82r	BIOLOGICAL	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
609	ARGUMENT	276	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3422	G407-S552	f82r	BIOLOGICAL	qoteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
610	ARGUMENT	277	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3425	G407-S552	f82r	BIOLOGICAL	qoteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
611	ARGUMENT	278	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3435	G407-S556	f82r	BIOLOGICAL	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
612	ARGUMENT	279	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3493	G407-S566	f83r	BIOLOGICAL	qotaiin	OT+AIIN	AIIN	WERT	2	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
613	ARGUMENT	280	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3495	G407-S566	f83r	BIOLOGICAL	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
614	ARGUMENT	281	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3536	G407-S579	f83r	BIOLOGICAL	olkeey	OL+K+EE+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
615	ARGUMENT	282	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3613	G407-S598	f83r	BIOLOGICAL	otor	OT+OR	OR	EINHEIT	2	OT>A<END	danach die Einheit als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
616	ARGUMENT	283	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3616	G407-S599	f83r	BIOLOGICAL	otshdy	OT+SH+D_ADDR+Y	Y	POSTEN	4	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
617	ARGUMENT	284	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3619	G407-S599	f83r	BIOLOGICAL	soldy	S+OL+D_ADDR+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
618	ARGUMENT	285	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3631	G407-S602	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	Y	POSTEN	5	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
619	ARGUMENT	286	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3640	G407-S605	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	Y	POSTEN	5	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
620	ARGUMENT	287	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3655	G407-S611	f83r	BIOLOGICAL	qotedaiin	OT+E+AIIN	AIIN	WERT	3	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
621	ARGUMENT	288	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3656	G407-S611	f83r	BIOLOGICAL	otaiin	OT+AIIN	AIIN	WERT	2	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
622	ARGUMENT	289	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3666	G407-S616	f83r	BIOLOGICAL	otor	OT+OR	OR	EINHEIT	2	OT>A<END	danach die Einheit als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
623	ARGUMENT	290	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3671	G407-S616	f83r	BIOLOGICAL	otaiin	OT+AIIN	AIIN	WERT	2	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
624	ARGUMENT	291	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3672	G407-S616	f83r	BIOLOGICAL	olsaly	OL+AL+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
625	ARGUMENT	292	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3675	G407-S618	f83r	BIOLOGICAL	qolchey	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
626	ARGUMENT	293	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3680	G407-S619	f83r	BIOLOGICAL	otchey	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
627	ARGUMENT	294	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3685	G407-S620	f83r	BIOLOGICAL	qokylddy	OK+Y+L+D_ADDR+DY	Y	POSTEN	2	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
628	ARGUMENT	295	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3744	G407-S640	f83r	BIOLOGICAL	dairydy	AIR+Y+DY	Y	POSTEN	2	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
629	ARGUMENT	296	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3749	G407-S641	f83r	BIOLOGICAL	solchedy	S+OL+CHD+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
