integration_ordinal	event_id	statement_id	physical_page	register	surface	recipe	grade_link_count	argument_link_count	relation_link_count	total_specialized_link_count	specialized_layers	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_readings_de	integration_status
490	G407-E3150	G407-S488	f81v	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
491	G407-E3162	G407-S489	f81v	BIOLOGICAL	checholtar	CH+E+OL+T+AR	1	0	1	2	GRADE|RELATION	NEHMEN → GRAD I → FORTSETZEN → EINSTELLEN → AUSGANG	nehmen; auf Grad I; weiter; einstellen; vom Ausgang	GRADE:nehmen auf Grad I; den Träger weiterführen || RELATION:FORTSETZEN · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
492	G407-E3167	G407-S490	f81v	BIOLOGICAL	olkeol	OL+K+E+OL	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD I → FORTSETZEN	weiter; geben; auf Grad I; weiter	GRADE:weiter mit geben auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
493	G407-E3168	G407-S490	f81v	BIOLOGICAL	olkeedy	OL+K+EE+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD II → ABSCHLIESSEN	weiter; geben; auf Grad II; abschließen	GRADE:weiter mit geben auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
494	G407-E3169	G407-S491	f81v	BIOLOGICAL	okeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
495	G407-E3170	G407-S491	f81v	BIOLOGICAL	dsheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
496	G407-E3172	G407-S491	f81v	BIOLOGICAL	olkeedy	OL+K+EE+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD II → ABSCHLIESSEN	weiter; geben; auf Grad II; abschließen	GRADE:weiter mit geben auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
497	G407-E3178	G407-S495	f82r	BIOLOGICAL	qokeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
498	G407-E3194	G407-S497	f82r	BIOLOGICAL	lcheckhedy	L+CH+K+E+DY	0	0	1	1	RELATION	VERBINDUNG → NEHMEN → GEBEN → GRAD I → ABSCHLIESSEN	über die Verbindung; nehmen; geben; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
499	G407-E3196	G407-S498	f82r	BIOLOGICAL	solkaiin	OL+K+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → WERT	weiter; geben; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
500	G407-E3200	G407-S498	f82r	BIOLOGICAL	octheol	O+CH+T+E+OL	1	0	0	1	GRADE	AUSFÜHRUNG → NEHMEN → EINSTELLEN → GRAD I → FORTSETZEN	zur Ausführung; nehmen; einstellen; auf Grad I; weiter	GRADE:nehmen und einstellen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
501	G407-E3202	G407-S498	f82r	BIOLOGICAL	ldy	L+DY	0	0	1	1	RELATION	VERBINDUNG → ABSCHLIESSEN	über die Verbindung; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
502	G407-E3203	G407-S499	f82r	BIOLOGICAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
503	G407-E3213	G407-S500	f82r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
504	G407-E3222	G407-S502	f82r	BIOLOGICAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
505	G407-E3225	G407-S503	f82r	BIOLOGICAL	sotaiin	S+OT+AIIN	0	1	0	1	ARGUMENT	WÄHLEN → DANACH → WERT	wählen; danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
506	G407-E3228	G407-S504	f82r	BIOLOGICAL	solshedy	OL+SH+E+DY	1	0	0	1	GRADE	FORTSETZEN → HALTEN → GRAD I → ABSCHLIESSEN	weiter; halten; auf Grad I; abschließen	GRADE:weiter mit halten auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
507	G407-E3240	G407-S507	f82r	BIOLOGICAL	qotal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
508	G407-E3242	G407-S507	f82r	BIOLOGICAL	qoteor	OT+E+OR	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → EINHEIT	danach; auf Grad I; die Einheit	GRADE:danach Träger auf Grad I || ARGUMENT:danach die Einheit als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
509	G407-E3249	G407-S508	f82r	BIOLOGICAL	kolchdy	K+OL+CHD+Y	0	1	0	1	ARGUMENT	GEBEN → FORTSETZEN → BEARBEITEN → POSTEN	geben; weiter; bearbeiten; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
510	G407-E3252	G407-S509	f82r	BIOLOGICAL	qotedor	OT+E+D_ADDR+OR	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → HIER → EINHEIT	danach; auf Grad I; hier; die Einheit	GRADE:danach Träger auf Grad I || ARGUMENT:danach die Einheit als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
511	G407-E3254	G407-S509	f82r	BIOLOGICAL	qotal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
512	G407-E3257	G407-S509	f82r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
513	G407-E3262	G407-S510	f82r	BIOLOGICAL	lolol	L+OL+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN → FORTSETZEN	über die Verbindung; weiter; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
514	G407-E3268	G407-S512	f82r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
515	G407-E3272	G407-S513	f82r	BIOLOGICAL	solarol	S+OL+AR+OL	0	0	1	1	RELATION	WÄHLEN → FORTSETZEN → AUSGANG → FORTSETZEN	wählen; weiter; vom Ausgang; weiter	RELATION:FORTSETZEN · AUSGANG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
516	G407-E3274	G407-S513	f82r	BIOLOGICAL	olchy	OL+CH+Y	0	1	0	1	ARGUMENT	FORTSETZEN → NEHMEN → POSTEN	weiter; nehmen; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
517	G407-E3283	G407-S515	f82r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
518	G407-E3293	G407-S519	f82r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
519	G407-E3305	G407-S522	f82r	BIOLOGICAL	qoteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
520	G407-E3313	G407-S524	f82r	BIOLOGICAL	otain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
521	G407-E3333	G407-S529	f82r	BIOLOGICAL	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
522	G407-E3337	G407-S530	f82r	BIOLOGICAL	qoly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
523	G407-E3340	G407-S530	f82r	BIOLOGICAL	lkedy	L+K+E+DY	0	0	1	1	RELATION	VERBINDUNG → GEBEN → GRAD I → ABSCHLIESSEN	über die Verbindung; geben; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
524	G407-E3364	G407-S532	f82r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
525	G407-E3375	G407-S534	f82r	BIOLOGICAL	ydy	Y+DY	0	1	0	1	ARGUMENT	POSTEN → ABSCHLIESSEN	den Posten; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
526	G407-E3382	G407-S537	f82r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
527	G407-E3392	G407-S539	f82r	BIOLOGICAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
528	G407-E3397	G407-S540	f82r	BIOLOGICAL	daldy	AL+DY	0	0	1	1	RELATION	ZIELORT → ABSCHLIESSEN	zum Zielort; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
529	G407-E3400	G407-S543	f82r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
530	G407-E3402	G407-S545	f82r	BIOLOGICAL	lochedy	L+O+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → AUSFÜHRUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; zur Ausführung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
531	G407-E3406	G407-S548	f82r	BIOLOGICAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
532	G407-E3408	G407-S548	f82r	BIOLOGICAL	qoteeol	OT+EE+OL	1	0	0	1	GRADE	DANACH → GRAD II → FORTSETZEN	danach; auf Grad II; weiter	GRADE:danach Träger auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
533	G407-E3411	G407-S548	f82r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
534	G407-E3414	G407-S548	f82r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
535	G407-E3416	G407-S550	f82r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
536	G407-E3419	G407-S551	f82r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
537	G407-E3420	G407-S552	f82r	BIOLOGICAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
538	G407-E3421	G407-S552	f82r	BIOLOGICAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
539	G407-E3422	G407-S552	f82r	BIOLOGICAL	qoteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
540	G407-E3425	G407-S552	f82r	BIOLOGICAL	qoteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
541	G407-E3428	G407-S553	f82r	BIOLOGICAL	lshedy	L+SH+E+DY	0	0	1	1	RELATION	VERBINDUNG → HALTEN → GRAD I → ABSCHLIESSEN	über die Verbindung; halten; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
542	G407-E3434	G407-S555	f82r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
543	G407-E3435	G407-S556	f82r	BIOLOGICAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
544	G407-E3458	G407-S558	f83r	BIOLOGICAL	chepol	CH+E+P+OL	1	0	0	1	GRADE	NEHMEN → GRAD I → EINSETZEN → FORTSETZEN	nehmen; auf Grad I; einsetzen; weiter	GRADE:nehmen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
545	G407-E3468	G407-S559	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
546	G407-E3473	G407-S560	f83r	BIOLOGICAL	olkeedy	OL+K+EE+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD II → ABSCHLIESSEN	weiter; geben; auf Grad II; abschließen	GRADE:weiter mit geben auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
547	G407-E3474	G407-S561	f83r	BIOLOGICAL	qotal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
548	G407-E3479	G407-S562	f83r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
549	G407-E3481	G407-S563	f83r	BIOLOGICAL	qotal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
550	G407-E3493	G407-S566	f83r	BIOLOGICAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
551	G407-E3495	G407-S566	f83r	BIOLOGICAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
552	G407-E3500	G407-S567	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
553	G407-E3509	G407-S571	f83r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
554	G407-E3511	G407-S572	f83r	BIOLOGICAL	solshed	S+OL+SH+E	1	0	0	1	GRADE	WÄHLEN → FORTSETZEN → HALTEN → GRAD I	wählen; weiter; halten; auf Grad I	GRADE:weiter mit halten auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
555	G407-E3519	G407-S573	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
556	G407-E3520	G407-S574	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
557	G407-E3522	G407-S575	f83r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
558	G407-E3536	G407-S579	f83r	BIOLOGICAL	olkeey	OL+K+EE+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → POSTEN	weiter; geben; auf Grad II; den Posten	GRADE:weiter mit geben auf Grad II || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
559	G407-E3557	G407-S582	f83r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
560	G407-E3561	G407-S583	f83r	BIOLOGICAL	otal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
561	G407-E3576	G407-S588	f83r	BIOLOGICAL	lchcphedy	L+CH+CH+P+E+DY	0	0	1	1	RELATION	VERBINDUNG → NEHMEN → NEHMEN → EINSETZEN → GRAD I → ABSCHLIESSEN	über die Verbindung; nehmen; nehmen; einsetzen; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
562	G407-E3583	G407-S592	f83r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
563	G407-E3594	G407-S593	f83r	BIOLOGICAL	dalchdy	AL+CHD+DY	0	0	1	1	RELATION	ZIELORT → BEARBEITEN → ABSCHLIESSEN	zum Zielort; bearbeiten; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
564	G407-E3596	G407-S595	f83r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
565	G407-E3613	G407-S598	f83r	BIOLOGICAL	otor	OT+OR	0	1	0	1	ARGUMENT	DANACH → EINHEIT	danach; die Einheit	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
566	G407-E3616	G407-S599	f83r	BIOLOGICAL	otshdy	OT+SH+D_ADDR+Y	0	1	0	1	ARGUMENT	DANACH → HALTEN → HIER → POSTEN	danach; halten; hier; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
567	G407-E3617	G407-S599	f83r	BIOLOGICAL	qokedol	OK+E+D_ADDR+OL	1	0	0	1	GRADE	SETZEN → GRAD I → HIER → FORTSETZEN	setzen; auf Grad I; hier; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
568	G407-E3619	G407-S599	f83r	BIOLOGICAL	soldy	S+OL+D_ADDR+Y	0	1	0	1	ARGUMENT	WÄHLEN → FORTSETZEN → HIER → POSTEN	wählen; weiter; hier; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
569	G407-E3630	G407-S601	f83r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
570	G407-E3631	G407-S602	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → HIER → POSTEN	weiter; geben; auf Grad II; hier; den Posten	GRADE:weiter mit geben auf Grad II || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
571	G407-E3632	G407-S602	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
572	G407-E3640	G407-S605	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → HIER → POSTEN	weiter; geben; auf Grad II; hier; den Posten	GRADE:weiter mit geben auf Grad II || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
573	G407-E3642	G407-S606	f83r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
574	G407-E3645	G407-S607	f83r	BIOLOGICAL	lkedy	L+K+E+DY	0	0	1	1	RELATION	VERBINDUNG → GEBEN → GRAD I → ABSCHLIESSEN	über die Verbindung; geben; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
575	G407-E3655	G407-S611	f83r	BIOLOGICAL	qotedaiin	OT+E+AIIN	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → WERT	danach; auf Grad I; den Wert	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
576	G407-E3656	G407-S611	f83r	BIOLOGICAL	otaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
577	G407-E3657	G407-S611	f83r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
578	G407-E3658	G407-S612	f83r	BIOLOGICAL	ldy	L+DY	0	0	1	1	RELATION	VERBINDUNG → ABSCHLIESSEN	über die Verbindung; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
579	G407-E3660	G407-S613	f83r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
