state_card_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	statement_position	statement_final	surface	recipe	recipe_atom_count	ordered_type_signature	state_marker_sequence	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	state_scope_reading_de	source_context_layer	context_template	contextual_clause_de	explicit_action_roots	inherited_action_root	explicit_argument_roots	inherited_argument_root	action_atom_count	grade_atom_count	argument_atom_count	relation_atom_count	state_control_atom_count	formal_control_atom_count	local_or_class_sign_count	specialized_carrier_layers	specialized_carrier_link_count	specialized_carrier_readings_de	every_atom_mapped	written_order_preserved	sequence_default_status	guard
864	OLD26_GDT407	G407-E2768	G404-E0355	G407-S398	f81r	BIOLOGICAL	3	7	STATEMENT_INTERNAL	NO	qotey	OT+E+Y	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	DANACH · GRAD I · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad I.	NONE	OK	Y	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
865	OLD26_GDT407	G407-E2769	G404-E0356	G407-S398	f81r	BIOLOGICAL	4	7	STATEMENT_INTERNAL	NO	oteey	OT+EE+Y	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > Y{ARGUMENT=POSTEN}	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	DANACH · GRAD II · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad II.	NONE	OK	Y	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
866	OLD26_GDT407	G407-E2770	G404-E0357	G407-S398	f81r	BIOLOGICAL	5	7	STATEMENT_INTERNAL	NO	oly	OL+Y	2	STATE_CONTROL+ARGUMENT	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	FORTSETZEN → POSTEN	weiter; den Posten	FORTSETZEN · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationsposten im Stationsgang an.	NONE	OK	Y	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:weiter mit dem Posten als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
867	OLD26_GDT407	G407-E2771	G404-E0358	G407-S398	f81r	BIOLOGICAL	6	7	STATEMENT_INTERNAL	NO	qoteesy	OT+EE+S+Y	4	STATE_CONTROL+GRADE+ACTION_HEAD+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > S{HANDLUNG=WÄHLEN} > Y{ARGUMENT=POSTEN}	DANACH → GRAD II → WÄHLEN → POSTEN	danach; auf Grad II; wählen; den Posten	DANACH · GRAD II · WÄHLEN · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Danach wähle den Stationsposten; auf Grad II.	S	NONE	Y	NONE	1	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
868	OLD26_GDT407	G407-E2772	G404-E0359	G407-S398	f81r	BIOLOGICAL	7	7	STATEMENT_FINAL	YES	qotedy	OT+E+DY	3	STATE_CONTROL+GRADE+STATE_CONTROL	OT+DY	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	DANACH · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang wähle den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	NONE	S	NONE	Y	0	1	0	0	2	0	0	GRADE	1	GRADE:danach Träger auf Grad I; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
869	OLD26_GDT407	G407-E2773	G404-E0360	G407-S399	f81r	BIOLOGICAL	1	1	SINGLETON_STATEMENT	YES	qokeedy	OK+EE+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD II → ABSCHLIESSEN	setzen; auf Grad II; abschließen	SETZEN · GRAD II · SCHLUSS	GDT416_OLD26_IMPERATIVE	GRADED_ACTION	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	OK	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
870	OLD26_GDT407	G407-E2775	G404-E0362	G407-S400	f81r	BIOLOGICAL	2	4	STATEMENT_INTERNAL	NO	chol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] ein.	NONE	P	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
871	OLD26_GDT407	G407-E2777	G404-E0364	G407-S400	f81r	BIOLOGICAL	4	4	STATEMENT_FINAL	YES	otedy	OT+E+DY	3	STATE_CONTROL+GRADE+STATE_CONTROL	OT+DY	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	DANACH · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang setze den Stationsanteil [wie zuvor] ein; auf Grad I; schließe den Schritt.	NONE	P	NONE	AIN	0	1	0	0	2	0	0	GRADE	1	GRADE:danach Träger auf Grad I; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
872	OLD26_GDT407	G407-E2779	G404-E0366	G407-S401	f81r	BIOLOGICAL	2	5	STATEMENT_INTERNAL	NO	qotain	OT+AIN	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > AIN{ARGUMENT=ANTEIL}	DANACH → ANTEIL	danach; den Anteil	DANACH · ANTEIL	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang halte den Stationsanteil.	NONE	SH	AIN	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
873	OLD26_GDT407	G407-E2781	G404-E0368	G407-S401	f81r	BIOLOGICAL	4	5	STATEMENT_INTERNAL	NO	olsheol	OL+K+E+OL	4	STATE_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL	OL+OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN → GEBEN → GRAD I → FORTSETZEN	weiter; geben; auf Grad I; weiter	FORTSETZEN · GEBEN · GRAD I · FORTSETZEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter und weiter führe den Stationsposten [wie zuvor] zu; auf Grad I.	K	NONE	NONE	Y	1	1	0	0	2	0	0	GRADE	1	GRADE:weiter mit geben auf Grad I; den Träger weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
874	OLD26_GDT407	G407-E2782	G404-E0369	G407-S401	f81r	BIOLOGICAL	5	5	STATEMENT_FINAL	YES	olkedy	OL+K+E+DY	4	STATE_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL	OL+DY	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	FORTSETZEN → GEBEN → GRAD I → ABSCHLIESSEN	weiter; geben; auf Grad I; abschließen	FORTSETZEN · GEBEN · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	K	NONE	NONE	Y	1	1	0	0	2	0	0	GRADE	1	GRADE:weiter mit geben auf Grad I; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
875	OLD26_GDT407	G407-E2783	G404-E0370	G407-S402	f81r	BIOLOGICAL	1	1	SINGLETON_STATEMENT	YES	sheckhedy	SH+E+CH+K+E+DY	6	ACTION_HEAD+GRADE+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	DY	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → GRAD I → NEHMEN → GEBEN → GRAD I → ABSCHLIESSEN	halten; auf Grad I; nehmen; geben; auf Grad I; abschließen	HALTEN · GRAD I · NEHMEN · GEBEN · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Halte den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I und auf Grad I; schließe den Schritt.	SH|CH|K	NONE	NONE	Y	3	2	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
876	OLD26_GDT407	G407-E2784	G404-E0371	G407-S403	f81r	BIOLOGICAL	1	1	SINGLETON_STATEMENT	YES	oltedy	OL+T+E+DY	4	STATE_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL	OL+DY	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > T{HANDLUNG=EINSTELLEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	FORTSETZEN → EINSTELLEN → GRAD I → ABSCHLIESSEN	weiter; einstellen; auf Grad I; abschließen	FORTSETZEN · EINSTELLEN · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter stelle den Stationsposten [wie zuvor] ein; auf Grad I; schließe den Schritt.	T	NONE	NONE	Y	1	1	0	0	2	0	0	GRADE	1	GRADE:weiter mit einstellen auf Grad I; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
877	OLD26_GDT407	G407-E2786	G404-E0373	G407-S404	f81r	BIOLOGICAL	2	2	STATEMENT_FINAL	YES	tedy	T+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	T{HANDLUNG=EINSTELLEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	EINSTELLEN → GRAD I → ABSCHLIESSEN	einstellen; auf Grad I; abschließen	EINSTELLEN · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	GRADED_ACTION	Stelle den Stationsposten [wie zuvor] ein; auf Grad I; schließe den Schritt.	T	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
878	OLD26_GDT407	G407-E2787	G404-E0374	G407-S405	f81r	BIOLOGICAL	1	2	STATEMENT_INITIAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang stelle den Stationsposten [wie zuvor] ein.	NONE	T	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
879	OLD26_GDT407	G407-E2788	G404-E0375	G407-S405	f81r	BIOLOGICAL	2	2	STATEMENT_FINAL	YES	sheedy	SH+EE+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	SH{HANDLUNG=HALTEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → GRAD II → ABSCHLIESSEN	halten; auf Grad II; abschließen	HALTEN · GRAD II · SCHLUSS	GDT416_OLD26_IMPERATIVE	GRADED_ACTION	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	SH	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
880	OLD26_GDT407	G407-E2790	G404-E0377	G407-S406	f81r	BIOLOGICAL	2	4	STATEMENT_INTERNAL	NO	loly	L+OL+Y	3	RELATION+STATE_CONTROL+ARGUMENT	OL	L{RELATION=VERBINDUNG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	VERBINDUNG → FORTSETZEN → POSTEN	über die Verbindung; weiter; den Posten	VERBINDUNG · FORTSETZEN · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_RELATION	Weiter im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	NONE	OK	Y	NONE	0	0	1	1	1	0	0	ARGUMENT|RELATION	2	ARGUMENT:weiter mit dem Posten als aktuellem Träger || RELATION:VERBINDUNG · FORTSETZEN	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
881	OLD26_GDT407	G407-E2791	G404-E0378	G407-S406	f81r	BIOLOGICAL	3	4	STATEMENT_INTERNAL	NO	dchol	D_ADDR+OL	2	LOCAL_OR_CLASS_SIGN+STATE_CONTROL	OL	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HIER → FORTSETZEN	hier; weiter	HIER · FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; an der bezeichneten Stelle.	NONE	OK	NONE	Y	0	0	0	0	1	0	1	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
882	OLD26_GDT407	G407-E2792	G404-E0379	G407-S406	f81r	BIOLOGICAL	4	4	STATEMENT_FINAL	YES	shedy	SH+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → GRAD I → ABSCHLIESSEN	halten; auf Grad I; abschließen	HALTEN · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	GRADED_ACTION	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	SH	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
883	OLD26_GDT407	G407-E2793	G404-E0380	G407-S407	f81r	BIOLOGICAL	1	1	SINGLETON_STATEMENT	YES	qotedy	OT+E+DY	3	STATE_CONTROL+GRADE+STATE_CONTROL	OT+DY	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	DANACH · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	NONE	SH	NONE	Y	0	1	0	0	2	0	0	GRADE	1	GRADE:danach Träger auf Grad I; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
884	OLD26_GDT407	G407-E2794	G404-E0381	G407-S408	f81r	BIOLOGICAL	1	4	STATEMENT_INITIAL	NO	qol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	NONE	SH	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
885	OLD26_GDT407	G407-E2797	G404-E0384	G407-S408	f81r	BIOLOGICAL	4	4	STATEMENT_FINAL	YES	qokechedy	OK+E+CHD+DY	4	ACTION_HEAD+GRADE+ACTION_HEAD+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → BEARBEITEN → ABSCHLIESSEN	setzen; auf Grad I; bearbeiten; abschließen	SETZEN · GRAD I · UMSETZEN · SCHLUSS	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	OK|CHD	NONE	NONE	Y	2	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
886	OLD26_GDT407	G407-E2798	G404-E0385	G407-S409	f81r	BIOLOGICAL	1	1	SINGLETON_STATEMENT	YES	qolsheedy	OL+SH+EE+DY	4	STATE_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL	OL+DY	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > SH{HANDLUNG=HALTEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	FORTSETZEN → HALTEN → GRAD II → ABSCHLIESSEN	weiter; halten; auf Grad II; abschließen	FORTSETZEN · HALTEN · GRAD II · SCHLUSS	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	SH	NONE	NONE	Y	1	1	0	0	2	0	0	GRADE	1	GRADE:weiter mit halten auf Grad II; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
887	OLD26_GDT407	G407-E2801	G404-E0388	G407-S410	f81r	BIOLOGICAL	3	4	STATEMENT_INTERNAL	NO	arol	AR+OL	2	RELATION+STATE_CONTROL	OL	AR{RELATION=AUSGANG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	AUSGANG → FORTSETZEN	vom Ausgang; weiter	AUSGANG · FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_RELATION	Weiter im laufenden Gang halte den Stationsanteil [wie zuvor]; von der Ausgangsstation.	NONE	SH	NONE	AIN	0	0	0	1	1	0	0	RELATION	1	RELATION:AUSGANG · FORTSETZEN	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
888	OLD26_GDT407	G407-E2802	G404-E0389	G407-S410	f81r	BIOLOGICAL	4	4	STATEMENT_FINAL	YES	oeeedy	O+EEE+DY	3	FORMAL_CONTROL+GRADE+STATE_CONTROL	DY	O{FORMSTEUERUNG=AUSFÜHRUNG} > EEE{GRAD=GRAD III} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → GRAD III → ABSCHLIESSEN	zur Ausführung; auf Grad III; abschließen	AUSFÜHRUNG · GRAD III · SCHLUSS	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Im laufenden Gang halte den Stationsanteil [wie zuvor]; als Ausführung und auf Grad III; schließe den Schritt.	NONE	SH	NONE	AIN	0	1	0	0	1	1	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
889	OLD26_GDT407	G407-E2804	G404-E0391	G407-S411	f81r	BIOLOGICAL	2	4	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang wähle den Stationsanteil [wie zuvor].	NONE	S	NONE	AIN	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
890	OLD26_GDT407	G407-E2806	G404-E0393	G407-S411	f81r	BIOLOGICAL	4	4	STATEMENT_FINAL	YES	qokeedy	OK+EE+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD II → ABSCHLIESSEN	setzen; auf Grad II; abschließen	SETZEN · GRAD II · SCHLUSS	GDT416_OLD26_IMPERATIVE	GRADED_ACTION	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	OK	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
891	OLD26_GDT407	G407-E2807	G404-E0394	G407-S412	f81r	BIOLOGICAL	1	1	SINGLETON_STATEMENT	YES	otedy	OT+E+DY	3	STATE_CONTROL+GRADE+STATE_CONTROL	OT+DY	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	DANACH · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	NONE	OK	NONE	Y	0	1	0	0	2	0	0	GRADE	1	GRADE:danach Träger auf Grad I; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
892	OLD26_GDT407	G407-E2808	G404-E0395	G407-S413	f81r	BIOLOGICAL	1	1	SINGLETON_STATEMENT	YES	polchdy	P+OL+CHD+DY	4	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+STATE_CONTROL	OL+DY	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	EINSETZEN → FORTSETZEN → BEARBEITEN → ABSCHLIESSEN	einsetzen; weiter; bearbeiten; abschließen	EINSETZEN · FORTSETZEN · UMSETZEN · SCHLUSS	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter setze ein und bearbeite; schließe den Schritt.	P|CHD	NONE	NONE	NONE	2	0	0	0	2	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
