recipe_default_ordinal	recipe	event_count	physical_page_count	statement_count	surface_count	cohorts	registers	example_surfaces	example_event_ids	recipe_atom_count	atom_multiset	ordered_type_signature	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_carrier_layers	every_atom_mapped	written_order_preserved	default_scope
264	OL+K+CHD+Y	1	1	1	1	OLD26_GDT407	HERBAL	olkchdy	G407-E4566	4	CHD+K+OL+Y	STATE_CONTROL+ACTION_HEAD+ACTION_HEAD+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > CHD{HANDLUNG=BEARBEITEN} > Y{ARGUMENT=POSTEN}	FORTSETZEN → GEBEN → BEARBEITEN → POSTEN	weiter; geben; bearbeiten; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
265	OL+K+EE+CH+Y	1	1	1	1	OLD26_GDT407	HERBAL	olkeechy	G407-E0791	5	CH+EE+K+OL+Y	STATE_CONTROL+ACTION_HEAD+GRADE+ACTION_HEAD+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > EE{GRAD=GRAD II} > CH{HANDLUNG=NEHMEN} > Y{ARGUMENT=POSTEN}	FORTSETZEN → GEBEN → GRAD II → NEHMEN → POSTEN	weiter; geben; auf Grad II; nehmen; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
266	OL+K+EE+OL+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qolkeeoly	G407-E1555	5	EE+K+OL+OL+Y	STATE_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > EE{GRAD=GRAD II} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	FORTSETZEN → GEBEN → GRAD II → FORTSETZEN → POSTEN	weiter; geben; auf Grad II; weiter; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
267	OL+K+SH+D_ADDR+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	olkshdy	G407-E2912	5	D_ADDR+K+OL+SH+Y	STATE_CONTROL+ACTION_HEAD+ACTION_HEAD+LOCAL_OR_CLASS_SIGN+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > SH{HANDLUNG=HALTEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > Y{ARGUMENT=POSTEN}	FORTSETZEN → GEBEN → HALTEN → HIER → POSTEN	weiter; geben; halten; hier; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
268	OL+L+CH+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	ollchy	G407-E2163	4	CH+L+OL+Y	STATE_CONTROL+RELATION+ACTION_HEAD+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > L{RELATION=VERBINDUNG} > CH{HANDLUNG=NEHMEN} > Y{ARGUMENT=POSTEN}	FORTSETZEN → VERBINDUNG → NEHMEN → POSTEN	weiter; über die Verbindung; nehmen; den Posten	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
269	OL+O+DY	1	1	1	1	OLD26_GDT407	HERBAL	olody	G407-E0573	3	DY+O+OL	STATE_CONTROL+FORMAL_CONTROL+STATE_CONTROL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	FORTSETZEN → AUSFÜHRUNG → ABSCHLIESSEN	weiter; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
270	OL+O+IIN	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qoloin	G407-E2059	3	IIN+O+OL	STATE_CONTROL+FORMAL_CONTROL+FORMAL_CONTROL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > IIN{FORMSTEUERUNG=STUFE}	FORTSETZEN → AUSFÜHRUNG → STUFE	weiter; zur Ausführung; auf der Stufe	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
271	OL+OK+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	oloky	G407-E2713	3	OK+OL+Y	STATE_CONTROL+ACTION_HEAD+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > OK{HANDLUNG=SETZEN} > Y{ARGUMENT=POSTEN}	FORTSETZEN → SETZEN → POSTEN	weiter; setzen; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
272	OL+P	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qolp	G407-E1836	2	OL+P	STATE_CONTROL+ACTION_HEAD	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > P{HANDLUNG=EINSETZEN}	FORTSETZEN → EINSETZEN	weiter; einsetzen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
273	OL+P+CHD	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	cholpchd	G515-E0307	3	CHD+OL+P	STATE_CONTROL+ACTION_HEAD+ACTION_HEAD	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > P{HANDLUNG=EINSETZEN} > CHD{HANDLUNG=BEARBEITEN}	FORTSETZEN → EINSETZEN → BEARBEITEN	weiter; einsetzen; bearbeiten	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
274	OL+S+AIN	1	1	1	1	OLD26_GDT407	HERBAL	olsain	G407-E4407	3	AIN+OL+S	STATE_CONTROL+ACTION_HEAD+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > S{HANDLUNG=WÄHLEN} > AIN{ARGUMENT=ANTEIL}	FORTSETZEN → WÄHLEN → ANTEIL	weiter; wählen; den Anteil	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
275	OL+SH+E+OR	1	1	1	1	CURRENT4_GDT539	HERBAL	olsheor	G515-E0238	4	E+OL+OR+SH	STATE_CONTROL+ACTION_HEAD+GRADE+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > OR{ARGUMENT=EINHEIT}	FORTSETZEN → HALTEN → GRAD I → EINHEIT	weiter; halten; auf Grad I; die Einheit	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
276	OL+SH+EE+D_ADDR	1	1	1	1	OLD26_GDT407	BIOLOGICAL	olsheed	G407-E2346	4	D_ADDR+EE+OL+SH	STATE_CONTROL+ACTION_HEAD+GRADE+LOCAL_OR_CLASS_SIGN	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > SH{HANDLUNG=HALTEN} > EE{GRAD=GRAD II} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	FORTSETZEN → HALTEN → GRAD II → HIER	weiter; halten; auf Grad II; hier	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
277	OL+T+Y	1	1	1	1	OLD26_GDT407	HERBAL	oltchy	G407-E0784	3	OL+T+Y	STATE_CONTROL+ACTION_HEAD+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > T{HANDLUNG=EINSTELLEN} > Y{ARGUMENT=POSTEN}	FORTSETZEN → EINSTELLEN → POSTEN	weiter; einstellen; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
278	OT+AIR+IIN	1	1	1	1	OLD26_GDT407	SOURCE_SECTION_T	otairin	G407-E0082	3	AIR+IIN+OT	STATE_CONTROL+RELATION+FORMAL_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > AIR{RELATION=BAHN} > IIN{FORMSTEUERUNG=STUFE}	DANACH → BAHN → STUFE	danach; entlang der Bahn; auf der Stufe	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
279	OT+AL+AIN	1	1	1	1	OLD26_GDT407	HERBAL	otalain	G407-E4443	3	AIN+AL+OT	STATE_CONTROL+RELATION+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > AL{RELATION=ZIELORT} > AIN{ARGUMENT=ANTEIL}	DANACH → ZIELORT → ANTEIL	danach; zum Zielort; den Anteil	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
280	OT+AL+AM_ADDR	1	1	1	1	OLD26_GDT407	BIOLOGICAL	otalam	G407-E2248	3	AL+AM_ADDR+OT	STATE_CONTROL+RELATION+LOCAL_OR_CLASS_SIGN	OT{ZUSTANDSSTEUERUNG=DANACH} > AL{RELATION=ZIELORT} > AM_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	DANACH → ZIELORT → HIER	danach; zum Zielort; hier	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
281	OT+AL+DY	1	1	1	1	OLD26_GDT407	HERBAL	otaldy	G407-E4494	3	AL+DY+OT	STATE_CONTROL+RELATION+STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > AL{RELATION=ZIELORT} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → ZIELORT → ABSCHLIESSEN	danach; zum Zielort; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
282	OT+AL+D_ADDR+AR	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qotaldar	G407-E2865	4	AL+AR+D_ADDR+OT	STATE_CONTROL+RELATION+LOCAL_OR_CLASS_SIGN+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > AL{RELATION=ZIELORT} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AR{RELATION=AUSGANG}	DANACH → ZIELORT → HIER → AUSGANG	danach; zum Zielort; hier; vom Ausgang	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
283	OT+AL+OR	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	otalor	G515-E0417	3	AL+OR+OT	STATE_CONTROL+RELATION+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > AL{RELATION=ZIELORT} > OR{ARGUMENT=EINHEIT}	DANACH → ZIELORT → EINHEIT	danach; zum Zielort; die Einheit	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
284	OT+AN	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qotan	G407-E1687	2	AN+OT	STATE_CONTROL+LOCAL_OR_CLASS_SIGN	OT{ZUSTANDSSTEUERUNG=DANACH} > AN{LOKAL-/KLASSENZEICHEN=KLASSE}	DANACH → KLASSE	danach; als Klasse	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
285	OT+AR+DY	1	1	1	1	OLD26_GDT407	HERBAL	otardy	G407-E4524	3	AR+DY+OT	STATE_CONTROL+RELATION+STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > AR{RELATION=AUSGANG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → AUSGANG → ABSCHLIESSEN	danach; vom Ausgang; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
286	OT+AR+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qotary	G407-E2578	3	AR+OT+Y	STATE_CONTROL+RELATION+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > AR{RELATION=AUSGANG} > Y{ARGUMENT=POSTEN}	DANACH → AUSGANG → POSTEN	danach; vom Ausgang; den Posten	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
287	OT+A_ADDR+K+Y	1	1	1	1	OLD26_GDT407	HERBAL	otaky	G407-E0765	4	A_ADDR+K+OT+Y	STATE_CONTROL+LOCAL_OR_CLASS_SIGN+ACTION_HEAD+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > A_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > K{HANDLUNG=GEBEN} > Y{ARGUMENT=POSTEN}	DANACH → HIER → GEBEN → POSTEN	danach; hier; geben; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
288	OT+CH+E+O+D_ADDR+AL	1	1	1	1	OLD26_GDT407	CELESTIAL	otcheodal	G407-E1076	6	AL+CH+D_ADDR+E+O+OT	STATE_CONTROL+ACTION_HEAD+GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AL{RELATION=ZIELORT}	DANACH → NEHMEN → GRAD I → AUSFÜHRUNG → HIER → ZIELORT	danach; nehmen; auf Grad I; zur Ausführung; hier; zum Zielort	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
289	OT+CH+E+S	1	1	1	1	OLD26_GDT407	HERBAL	qotches	G407-E4555	4	CH+E+OT+S	STATE_CONTROL+ACTION_HEAD+GRADE+ACTION_HEAD	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > S{HANDLUNG=WÄHLEN}	DANACH → NEHMEN → GRAD I → WÄHLEN	danach; nehmen; auf Grad I; wählen	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
290	OT+CH+L	1	1	1	1	OLD26_GDT407	CELESTIAL	otchl	G407-E1038	3	CH+L+OT	STATE_CONTROL+ACTION_HEAD+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > L{RELATION=VERBINDUNG}	DANACH → NEHMEN → VERBINDUNG	danach; nehmen; über die Verbindung	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
291	OT+CH+O+IIN	1	1	1	1	CURRENT4_GDT539	HERBAL	qotchoiin	G515-E0057	4	CH+IIN+O+OT	STATE_CONTROL+ACTION_HEAD+FORMAL_CONTROL+FORMAL_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > IIN{FORMSTEUERUNG=STUFE}	DANACH → NEHMEN → AUSFÜHRUNG → STUFE	danach; nehmen; zur Ausführung; auf der Stufe	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
292	OT+CH+O+S	1	1	1	1	OLD26_GDT407	HERBAL	otchos	G407-E0623	4	CH+O+OT+S	STATE_CONTROL+ACTION_HEAD+FORMAL_CONTROL+ACTION_HEAD	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > S{HANDLUNG=WÄHLEN}	DANACH → NEHMEN → AUSFÜHRUNG → WÄHLEN	danach; nehmen; zur Ausführung; wählen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
293	OT+CH+O+SH+OR	1	1	1	1	OLD26_GDT407	HERBAL	otchoshor	G407-E0298	5	CH+O+OR+OT+SH	STATE_CONTROL+ACTION_HEAD+FORMAL_CONTROL+ACTION_HEAD+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > SH{HANDLUNG=HALTEN} > OR{ARGUMENT=EINHEIT}	DANACH → NEHMEN → AUSFÜHRUNG → HALTEN → EINHEIT	danach; nehmen; zur Ausführung; halten; die Einheit	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
294	OT+CH+R	1	1	1	1	OLD26_GDT407	CELESTIAL	otchr	G407-E1109	3	CH+OT+R	STATE_CONTROL+ACTION_HEAD+ACTION_HEAD	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > R{HANDLUNG=MARKIEREN}	DANACH → NEHMEN → MARKIEREN	danach; nehmen; markieren	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
295	OT+CHD+Y	1	1	1	1	OLD26_GDT407	HERBAL	qotchey	G407-E4410	3	CHD+OT+Y	STATE_CONTROL+ACTION_HEAD+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > CHD{HANDLUNG=BEARBEITEN} > Y{ARGUMENT=POSTEN}	DANACH → BEARBEITEN → POSTEN	danach; bearbeiten; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
296	OT+D_ADDR+D_ADDR+Y+AR	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qotddyar	G407-E1846	5	AR+D_ADDR+D_ADDR+OT+Y	STATE_CONTROL+LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN+ARGUMENT+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > Y{ARGUMENT=POSTEN} > AR{RELATION=AUSGANG}	DANACH → HIER → HIER → POSTEN → AUSGANG	danach; hier; hier; den Posten; vom Ausgang	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
297	OT+E+AL	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	qotedal	G515-E0332	3	AL+E+OT	STATE_CONTROL+GRADE+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > AL{RELATION=ZIELORT}	DANACH → GRAD I → ZIELORT	danach; auf Grad I; zum Zielort	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
298	OT+E+AR	1	1	1	1	OLD26_GDT407	CELESTIAL	otear	G407-E1198	3	AR+E+OT	STATE_CONTROL+GRADE+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > AR{RELATION=AUSGANG}	DANACH → GRAD I → AUSGANG	danach; auf Grad I; vom Ausgang	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
299	OT+E+DY+L	1	1	1	1	OLD26_GDT407	BIOLOGICAL	otedyl	G407-E2009	4	DY+E+L+OT	STATE_CONTROL+GRADE+STATE_CONTROL+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN} > L{RELATION=VERBINDUNG}	DANACH → GRAD I → ABSCHLIESSEN → VERBINDUNG	danach; auf Grad I; abschließen; über die Verbindung	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
300	OT+E+D_ADDR+AR	1	1	1	1	OLD26_GDT407	CELESTIAL	otedar	G407-E1403	4	AR+D_ADDR+E+OT	STATE_CONTROL+GRADE+LOCAL_OR_CLASS_SIGN+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AR{RELATION=AUSGANG}	DANACH → GRAD I → HIER → AUSGANG	danach; auf Grad I; hier; vom Ausgang	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
301	OT+E+D_ADDR+OR	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qotedor	G407-E3252	4	D_ADDR+E+OR+OT	STATE_CONTROL+GRADE+LOCAL_OR_CLASS_SIGN+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OR{ARGUMENT=EINHEIT}	DANACH → GRAD I → HIER → EINHEIT	danach; auf Grad I; hier; die Einheit	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
302	OT+E+D_ADDR+SH+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qotedshedy	G407-E1924	6	DY+D_ADDR+E+E+OT+SH	STATE_CONTROL+GRADE+LOCAL_OR_CLASS_SIGN+ACTION_HEAD+GRADE+STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD I → HIER → HALTEN → GRAD I → ABSCHLIESSEN	danach; auf Grad I; hier; halten; auf Grad I; abschließen	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
303	OT+E+O+CH+E+Y	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	oteochey	G515-E0525	6	CH+E+E+O+OT+Y	STATE_CONTROL+GRADE+FORMAL_CONTROL+ACTION_HEAD+GRADE+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	DANACH → GRAD I → AUSFÜHRUNG → NEHMEN → GRAD I → POSTEN	danach; auf Grad I; zur Ausführung; nehmen; auf Grad I; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
304	OT+E+O+DY	1	1	1	1	OLD26_GDT407	PHARMA	qoteody	G407-E3973	4	DY+E+O+OT	STATE_CONTROL+GRADE+FORMAL_CONTROL+STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD I → AUSFÜHRUNG → ABSCHLIESSEN	danach; auf Grad I; zur Ausführung; abschließen	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
305	OT+E+O+SH+AR	1	1	1	1	OLD26_GDT407	CELESTIAL	oteoshar	G407-E1086	5	AR+E+O+OT+SH	STATE_CONTROL+GRADE+FORMAL_CONTROL+ACTION_HEAD+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > SH{HANDLUNG=HALTEN} > AR{RELATION=AUSGANG}	DANACH → GRAD I → AUSFÜHRUNG → HALTEN → AUSGANG	danach; auf Grad I; zur Ausführung; halten; vom Ausgang	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
306	OT+E+OL+Y	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	qoteoly	G515-E0581	4	E+OL+OT+Y	STATE_CONTROL+GRADE+STATE_CONTROL+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	DANACH → GRAD I → FORTSETZEN → POSTEN	danach; auf Grad I; weiter; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
307	OT+E+S	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qotes	G407-E1976	3	E+OT+S	STATE_CONTROL+GRADE+ACTION_HEAD	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > S{HANDLUNG=WÄHLEN}	DANACH → GRAD I → WÄHLEN	danach; auf Grad I; wählen	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
308	OT+EE+O	1	1	1	1	OLD26_GDT407	CELESTIAL	oteeo	G407-E1137	3	EE+O+OT	STATE_CONTROL+GRADE+FORMAL_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > O{FORMSTEUERUNG=AUSFÜHRUNG}	DANACH → GRAD II → AUSFÜHRUNG	danach; auf Grad II; zur Ausführung	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
309	OT+EE+O+D_ADDR	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	qoteeod	G515-E0513	4	D_ADDR+EE+O+OT	STATE_CONTROL+GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > O{FORMSTEUERUNG=AUSFÜHRUNG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	DANACH → GRAD II → AUSFÜHRUNG → HIER	danach; auf Grad II; zur Ausführung; hier	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
310	OT+EE+O+D_ADDR+AIIN	1	1	1	1	OLD26_GDT407	CELESTIAL	oteeodaiin	G407-E1061	5	AIIN+D_ADDR+EE+O+OT	STATE_CONTROL+GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > O{FORMSTEUERUNG=AUSFÜHRUNG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AIIN{ARGUMENT=WERT}	DANACH → GRAD II → AUSFÜHRUNG → HIER → WERT	danach; auf Grad II; zur Ausführung; hier; den Wert	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
