page_host_submotif	external_axis	feature_support_loci	positive_with_feature	negative_with_feature	positive_without_feature	within_folio_effect	local_permutation_p	max_search_p	positive_effect_folios	informative_folios	folio_contributions	leave_one_folio_effects	label	semantic_role	obvious_confounds
pal	STAR_OR_SKY	5	4	1	296	4.71844785466e-16	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:-0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
iin	FIGURE	15	4	11	231	2.42861286637e-16	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
cth	FIGURE	13	3	10	232	-1.80411241502e-16	1	1	0	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.000000;f102:-0.000000;f57:-0.000000;f65:-0.000000;f67:-0.000000;f68:-0.000000;f69:-0.000000;f70:-0.000000;f71:-0.000000;f72:0.000000;f73:-0.000000;f75:-0.000000;f76:-0.000000;f77:-0.000000;f78:-0.000000;f80:-0.000000;f82:-0.000000;f83:-0.000000;f88:-0.000000;f89:-0.000000;f99:-0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^al	WATER_OR_APPARATUS	25	3	22	44	-3.33066907388e-16	1	1	0	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.000000;f102:-0.000000;f57:-0.000000;f65:-0.000000;f67:-0.000000;f68:-0.000000;f69:-0.000000;f70:-0.000000;f71:-0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:-0.000000;f77:-0.000000;f78:-0.000000;f80:-0.000000;f82:-0.000000;f83:-0.000000;f88:-0.000000;f89:-0.000000;f99:-0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
es$	FIGURE	5	3	2	232	-7.77156117238e-16	1	1	0	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.000000;f102:-0.000000;f57:-0.000000;f65:-0.000000;f67:-0.000000;f68:-0.000000;f69:-0.000000;f70:-0.000000;f71:-0.000000;f72:-0.000000;f73:-0.000000;f75:-0.000000;f76:-0.000000;f77:-0.000000;f78:-0.000000;f80:-0.000000;f82:-0.000000;f83:-0.000000;f88:-0.000000;f89:-0.000000;f99:-0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^of	FIGURE	9	4	5	231	-8.67361737988e-16	1	1	0	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.000000;f102:-0.000000;f57:-0.000000;f65:-0.000000;f67:-0.000000;f68:-0.000000;f69:-0.000000;f70:-0.000000;f71:-0.000000;f72:-0.000000;f73:-0.000000;f75:-0.000000;f76:-0.000000;f77:-0.000000;f78:-0.000000;f80:-0.000000;f82:-0.000000;f83:-0.000000;f88:-0.000000;f89:-0.000000;f99:-0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^oe	FIGURE	8	5	3	230	-9.85322934355e-16	1	1	0	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.000000;f102:-0.000000;f57:-0.000000;f65:-0.000000;f67:-0.000000;f68:-0.000000;f69:-0.000000;f70:-0.000000;f71:-0.000000;f72:0.000000;f73:-0.000000;f75:-0.000000;f76:-0.000000;f77:-0.000000;f78:-0.000000;f80:-0.000000;f82:-0.000000;f83:-0.000000;f88:-0.000000;f89:-0.000000;f99:-0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^oe	STAR_OR_SKY	8	5	3	295	-9.85322934355e-16	1	1	0	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.000000;f102:-0.000000;f57:-0.000000;f65:-0.000000;f67:-0.000000;f68:-0.000000;f69:-0.000000;f70:-0.000000;f71:-0.000000;f72:0.000000;f73:-0.000000;f75:-0.000000;f76:-0.000000;f77:-0.000000;f78:-0.000000;f80:-0.000000;f82:-0.000000;f83:-0.000000;f88:-0.000000;f89:-0.000000;f99:-0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
key	FIGURE	7	3	4	232	-2.17881268583e-15	1	1	0	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.000000;f102:-0.000000;f57:-0.000000;f65:-0.000000;f67:-0.000000;f68:-0.000000;f69:-0.000000;f70:-0.000000;f71:-0.000000;f72:-0.000000;f73:-0.000000;f75:-0.000000;f76:-0.000000;f77:-0.000000;f78:-0.000000;f80:-0.000000;f82:-0.000000;f83:-0.000000;f88:-0.000000;f89:-0.000000;f99:-0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eor	STAR_OR_SKY	8	4	4	296	-0.0115562403698	0.966806638672	1	2	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.033898;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:-0.011556;f102:-0.011556;f57:-0.011556;f65:-0.011556;f67:-0.011556;f68:-0.045455;f69:-0.011556;f70:-0.011556;f71:-0.011556;f72:-0.011556;f73:-0.011556;f75:-0.011556;f76:-0.011556;f77:-0.011556;f78:-0.011556;f80:-0.011556;f82:-0.011556;f83:-0.011556;f88:0.033898;f89:-0.011556;f99:-0.011556	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ty$	STAR_OR_SKY	5	3	2	297	-0.0115562403698	0.967806438712	1	2	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.033898;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:-0.011556;f102:-0.011556;f57:-0.011556;f65:-0.011556;f67:-0.011556;f68:-0.045455;f69:-0.011556;f70:-0.011556;f71:-0.011556;f72:-0.011556;f73:-0.011556;f75:-0.011556;f76:-0.011556;f77:-0.011556;f78:-0.011556;f80:-0.011556;f82:-0.011556;f83:-0.011556;f88:0.033898;f89:-0.011556;f99:-0.011556	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ory	STAR_OR_SKY	7	3	4	297	-0.0115562403698	0.96600679864	1	1	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.033898;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:-0.011556;f102:-0.011556;f57:-0.011556;f65:-0.011556;f67:-0.011556;f68:-0.045455;f69:-0.011556;f70:-0.011556;f71:-0.011556;f72:-0.011556;f73:-0.011556;f75:-0.011556;f76:-0.011556;f77:-0.011556;f78:-0.011556;f80:-0.011556;f82:-0.011556;f83:-0.011556;f88:0.033898;f89:-0.011556;f99:-0.011556	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ol	STAR_OR_SKY	39	12	27	288	-0.0188191965125	0.74225154969	1	4	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.360000;f68:0.135593;f69:-0.590909;f70:0.121951;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:-0.018819;f102:-0.018819;f57:-0.018819;f65:-0.018819;f67:-0.378819;f68:-0.154412;f69:0.572090;f70:-0.140770;f71:-0.018819;f72:-0.018819;f73:-0.018819;f75:-0.018819;f76:-0.018819;f77:-0.018819;f78:-0.018819;f80:-0.018819;f82:-0.018819;f83:-0.018819;f88:0.026635;f89:-0.018819;f99:-0.018819	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ar$	FIGURE	29	10	19	225	-0.0282926829268	0.751849630074	1	1	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.268293;f71:-0.000000;f72:-0.000000;f73:-0.000000;f75:0.240000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.028293;f102:-0.028293;f57:-0.028293;f65:-0.028293;f67:-0.028293;f68:-0.028293;f69:-0.028293;f70:0.240000;f71:-0.028293;f72:-0.028293;f73:-0.028293;f75:-0.268293;f76:-0.028293;f77:-0.028293;f78:-0.028293;f80:-0.028293;f82:-0.028293;f83:-0.028293;f88:-0.028293;f89:-0.028293;f99:-0.028293	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ykc	PLANT	6	3	3	139	-0.0338983050847	1	1	1	1	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:-0.033898;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.033898;f102:-0.033898;f57:-0.033898;f65:-0.033898;f67:-0.033898;f68:0.000000;f69:-0.033898;f70:-0.033898;f71:-0.033898;f72:-0.033898;f73:-0.033898;f75:-0.033898;f76:-0.033898;f77:-0.033898;f78:-0.033898;f80:-0.033898;f82:-0.033898;f83:-0.033898;f88:-0.033898;f89:-0.033898;f99:-0.033898	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eol	STAR_OR_SKY	19	14	5	286	-0.0411612612274	0.759448110378	1	4	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.640000;f68:0.067797;f69:0.409091;f70:0.121951;f71:-0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.041161;f102:-0.041161;f57:-0.041161;f65:-0.041161;f67:0.598839;f68:-0.108958;f69:-0.450252;f70:-0.163112;f71:-0.041161;f72:-0.041161;f73:-0.041161;f75:-0.041161;f76:-0.041161;f77:-0.041161;f78:-0.041161;f80:-0.041161;f82:-0.041161;f83:-0.041161;f88:-0.041161;f89:-0.041161;f99:-0.041161	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ly$	WATER_OR_APPARATUS	40	3	37	44	-0.0416666666667	0.735052989402	1	1	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.500000;f80:-0.166667;f82:-0.375000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.041667;f102:-0.041667;f57:-0.041667;f65:-0.041667;f67:-0.041667;f68:-0.041667;f69:-0.041667;f70:-0.041667;f71:-0.041667;f72:-0.041667;f73:-0.041667;f75:-0.041667;f76:-0.041667;f77:-0.041667;f78:-0.541667;f80:0.125000;f82:0.333333;f83:-0.041667;f88:-0.041667;f89:-0.041667;f99:-0.041667	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
olo	REL_PROXIMITY	10	6	4	269	-0.0440154333747	0.699860027994	1	4	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.560000;f68:-0.406780;f69:0.000000;f70:0.756098;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.166667;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.044015;f102:-0.044015;f57:-0.044015;f65:-0.044015;f67:0.515985;f68:0.362764;f69:-0.044015;f70:-0.800113;f71:-0.044015;f72:-0.044015;f73:-0.044015;f75:-0.044015;f76:-0.044015;f77:-0.044015;f78:-0.044015;f80:-0.044015;f82:-0.044015;f83:-0.210682;f88:-0.044015;f89:-0.044015;f99:-0.044015	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
opc	REL_PROXIMITY	9	6	3	269	-0.0440154333747	0.700659868026	1	4	4	f100:0.000000;f102:0.166667;f57:0.000000;f65:0.000000;f67:0.440000;f68:-0.406780;f69:0.000000;f70:-0.243902;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.044015;f102:-0.210682;f57:-0.044015;f65:-0.044015;f67:-0.484015;f68:0.362764;f69:-0.044015;f70:0.199887;f71:-0.044015;f72:-0.044015;f73:-0.044015;f75:-0.044015;f76:-0.044015;f77:-0.044015;f78:-0.044015;f80:-0.044015;f82:-0.044015;f83:-0.044015;f88:-0.044015;f89:-0.044015;f99:-0.044015	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ey$	REL_ENCLOSURE	35	6	29	56	-0.054379702885	0.590081983603	1	2	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.900000;f68:-1.372881;f69:0.000000;f70:-0.243902;f71:0.000000;f72:-0.043478;f73:0.705882;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.054380;f102:-0.054380;f57:-0.054380;f65:-0.054380;f67:-0.954380;f68:1.318502;f69:-0.054380;f70:0.189523;f71:-0.054380;f72:-0.010901;f73:-0.760262;f75:-0.054380;f76:-0.054380;f77:-0.054380;f78:-0.054380;f80:-0.054380;f82:-0.054380;f83:-0.054380;f88:-0.054380;f89:-0.054380;f99:-0.054380	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ar	FIGURE	47	15	32	220	-0.0572212543554	0.699860027994	1	4	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.268293;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.720000;f76:0.000000;f77:0.428571;f78:0.000000;f80:0.000000;f82:-0.937500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.057221;f102:-0.057221;f57:-0.057221;f65:-0.057221;f67:-0.057221;f68:-0.057221;f69:-0.057221;f70:0.211071;f71:-0.057221;f72:-0.057221;f73:-0.057221;f75:-0.777221;f76:-0.057221;f77:-0.485793;f78:-0.057221;f80:-0.057221;f82:0.880279;f83:-0.057221;f88:-0.057221;f89:-0.057221;f99:-0.057221	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ry$	REL_PROXIMITY	29	15	14	260	-0.0672076699195	0.642871425715	1	6	7	f100:0.000000;f102:0.055556;f57:0.000000;f65:0.000000;f67:-0.560000;f68:0.779661;f69:-0.045455;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.166667;f88:0.136364;f89:0.000000;f99:-0.600000	f100:-0.067208;f102:-0.122763;f57:-0.067208;f65:-0.067208;f67:0.492792;f68:-0.846869;f69:-0.021753;f70:-0.067208;f71:-0.067208;f72:-0.067208;f73:-0.067208;f75:-0.067208;f76:-0.067208;f77:-0.067208;f78:-0.067208;f80:-0.067208;f82:-0.067208;f83:-0.233874;f88:-0.203571;f89:-0.067208;f99:0.532792	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^oc	PLANT	18	4	14	138	-0.075654853621	0.70625874825	1	2	4	f100:-0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.400000;f68:-0.084746;f69:0.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.227273;f89:0.000000;f99:0.000000	f100:-0.075655;f102:-0.075655;f57:-0.075655;f65:-0.075655;f67:0.324345;f68:0.009091;f69:-0.257473;f70:-0.075655;f71:-0.075655;f72:-0.075655;f73:-0.075655;f75:-0.075655;f76:-0.075655;f77:-0.075655;f78:-0.075655;f80:-0.075655;f82:-0.075655;f83:-0.075655;f88:-0.302928;f89:-0.075655;f99:-0.075655	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ota	STAR_OR_SKY	23	14	9	286	-0.0756984478936	0.770045990802	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.640000;f68:0.000000;f69:0.000000;f70:0.609756;f71:-0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:-0.075698;f102:-0.075698;f57:-0.075698;f65:-0.075698;f67:0.564302;f68:-0.075698;f69:-0.075698;f70:-0.685455;f71:-0.075698;f72:-0.075698;f73:-0.075698;f75:-0.075698;f76:-0.075698;f77:-0.075698;f78:-0.075698;f80:-0.075698;f82:-0.075698;f83:-0.075698;f88:-0.030244;f89:-0.075698;f99:-0.075698	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ch$	FIGURE	13	3	10	232	-0.0803571428571	0.807838432314	1	2	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:-0.142857;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.080357;f102:-0.080357;f57:-0.080357;f65:-0.080357;f67:-0.080357;f68:-0.080357;f69:-0.080357;f70:-0.080357;f71:-0.080357;f72:-0.080357;f73:-0.080357;f75:-0.080357;f76:-0.080357;f77:0.062500;f78:-0.080357;f80:-0.080357;f82:-0.142857;f83:-0.080357;f88:-0.080357;f89:-0.080357;f99:-0.080357	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
or$	FIGURE	30	5	25	230	-0.0803571428571	0.808038392322	1	3	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:-0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:-0.142857;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.080357;f102:-0.080357;f57:-0.080357;f65:-0.080357;f67:-0.080357;f68:-0.080357;f69:-0.080357;f70:-0.080357;f71:-0.080357;f72:-0.080357;f73:-0.080357;f75:-0.080357;f76:-0.080357;f77:0.062500;f78:-0.080357;f80:-0.080357;f82:-0.142857;f83:-0.080357;f88:-0.080357;f89:-0.080357;f99:-0.080357	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
hol	REL_EXPLICIT_ATTACHMENT	13	3	10	99	-0.0822246041848	0.689062187562	1	1	6	f100:0.727273;f102:-0.333333;f57:0.000000;f65:0.000000;f67:0.000000;f68:-0.186441;f69:-0.113636;f70:0.000000;f71:0.000000;f72:-0.076087;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:-0.100000	f100:-0.809497;f102:0.251109;f57:-0.082225;f65:-0.082225;f67:-0.082225;f68:0.104216;f69:0.031412;f70:-0.082225;f71:-0.082225;f72:-0.006138;f73:-0.082225;f75:-0.082225;f76:-0.082225;f77:-0.082225;f78:-0.082225;f80:-0.082225;f82:-0.082225;f83:-0.082225;f88:-0.082225;f89:-0.082225;f99:0.017775	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oro	REL_PROXIMITY	7	6	1	269	-0.0835473377846	0.817036592681	1	4	4	f100:0.000000;f102:0.111111;f57:0.000000;f65:0.000000;f67:0.000000;f68:-0.406780;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.166667;f88:0.045455;f89:0.000000;f99:0.000000	f100:-0.083547;f102:-0.194658;f57:-0.083547;f65:-0.083547;f67:-0.083547;f68:0.323232;f69:-0.083547;f70:-0.083547;f71:-0.083547;f72:-0.083547;f73:-0.083547;f75:-0.083547;f76:-0.083547;f77:-0.083547;f78:-0.083547;f80:-0.083547;f82:-0.083547;f83:-0.250214;f88:-0.129002;f89:-0.083547;f99:-0.083547	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oee	REL_PROXIMITY	10	4	6	271	-0.0883468834688	0.884023195361	1	3	3	f100:0.000000;f102:0.055556;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.243902;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.100000	f100:-0.088347;f102:-0.143902;f57:-0.088347;f65:-0.088347;f67:-0.088347;f68:-0.088347;f69:-0.088347;f70:0.155556;f71:-0.088347;f72:-0.088347;f73:-0.088347;f75:-0.088347;f76:-0.088347;f77:-0.088347;f78:-0.088347;f80:-0.088347;f82:-0.088347;f83:-0.088347;f88:-0.088347;f89:-0.088347;f99:-0.188347	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
