event_serial	record_unit_id	section	page	locus	field_id	statement_id	event_index_in_record	event_index_in_field	event_index_in_statement	event_index_in_physical_line	joint_tuple_id	literal_exact_card_order	dictionary_status	event_phrase	exact_source_language_entry	historical_attestation	v77_target	bracketed_exemplar_expansion	event_bound_working_reading	statement_membership	statement_constituent_fields	statement_physical_lines	statement_crosses_field	statement_crosses_physical_line	local_owner	owner_status_v73_v74	owner_break_before	layout_break_before	terminal_status	formal_link_or_entry_rival	local_grammar_pressure_flags	source_support_class	context_confidence	process_or_content_rival	strongest_contradiction	semantic_ceiling
324	B4	BIOLOGICAL	f83r	f83r.26	F112	B4-S003	10	4	6	4	dcda95c81a5460feb191	E324=[OPAQUE_EXACT_CARD:dcda95c81a5460feb191]	CODEBOOK_ATTESTED_CATEGORY	ET?	et	FLORENCE_FI1_1414::et::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	E324=ET? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	B4-S003:E319-E325	F111|F112	f83r.25|f83r.26	YES	YES	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F112; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
325	B4	BIOLOGICAL	f83r	f83r.26	F112	B4-S003	11	5	7	5	bc4f1f5c006c74a4d26d	E325=[OPAQUE_EXACT_CARD:bc4f1f5c006c74a4d26d]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	E325=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	B4-S003:E319-E325	F111|F112	f83r.25|f83r.26	YES	YES	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
326	B4	BIOLOGICAL	f83r	f83r.26	F113	B4-S004	12	1	1	6	eb2e4bc143f623ee03ac	E326=[OPAQUE_EXACT_CARD:eb2e4bc143f623ee03ac]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt.]	E326=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt.]	B4-S004:E326-E326	F113	f83r.26	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
327	B4	BIOLOGICAL	f83r	f83r.27	F114	B4-S005	13	1	1	1	53cd0637c6820ba5e91f	E327=[OPAQUE_EXACT_CARD:53cd0637c6820ba5e91f]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Durch ein Tuch.]	E327=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Durch ein Tuch.]	B4-S005:E327-E329	F114	f83r.27	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
328	B4	BIOLOGICAL	f83r	f83r.27	F114	B4-S005	14	2	2	2	6f7ff8287eddf4da9fdb	E328=[OPAQUE_EXACT_CARD:6f7ff8287eddf4da9fdb]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Rühre, bis alles gleichmäßig vermischt ist.]	E328=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Rühre, bis alles gleichmäßig vermischt ist.]	B4-S005:E327-E329	F114	f83r.27	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
329	B4	BIOLOGICAL	f83r	f83r.27	F114	B4-S005	15	3	3	3	7d25241b0e56c836372a	E329=[OPAQUE_EXACT_CARD:7d25241b0e56c836372a]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.]	E329=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.]	B4-S005:E327-E329	F114	f83r.27	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
330	B4	BIOLOGICAL	f83r	f83r.27	F115	B4-S006	16	1	1	4	d68bc8de3bcee09db23c	E330=[OPAQUE_EXACT_CARD:d68bc8de3bcee09db23c]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Seihe es einmal durch ein Tuch und beende den Schritt.]	E330=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Seihe es einmal durch ein Tuch und beende den Schritt.]	B4-S006:E330-E330	F115	f83r.27	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
331	B4	BIOLOGICAL	f83r	f83r.27	F116	B4-S007	17	1	1	5	d68bc8de3bcee09db23c	E331=[OPAQUE_EXACT_CARD:d68bc8de3bcee09db23c]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Seihe es einmal durch ein Tuch und beende den Schritt.]	E331=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Seihe es einmal durch ein Tuch und beende den Schritt.]	B4-S007:E331-E331	F116	f83r.27	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
332	B4	BIOLOGICAL	f83r	f83r.28	F117	B4-S008	18	1	1	1	2f1c5e56e8f0ff459065	E332=[OPAQUE_EXACT_CARD:2f1c5e56e8f0ff459065]	FORMAL_LABEL_NOT_WORD	[FORMAL_PARAMETER_CHANNEL; KEIN_WORT]	NONE__NONWORD	NOT_APPLICABLE__STRUCTURAL_EDITORIAL_LABEL	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	E332=[FORMAL_PARAMETER_CHANNEL; KEIN_WORT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	B4-S008:E332-E335	F117	f83r.28	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	FORMAL_NONWORD_REQUIRES_EXEMPLAR_EXPANSION	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
333	B4	BIOLOGICAL	f83r	f83r.28	F117	B4-S008	19	2	2	2	2c1a5fd92b9e3c762242	E333=[OPAQUE_EXACT_CARD:2c1a5fd92b9e3c762242]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Solange es noch warm ist.]	E333=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Solange es noch warm ist.]	B4-S008:E332-E335	F117	f83r.28	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Leitung bis zum klaren Lauf spülen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
334	B4	BIOLOGICAL	f83r	f83r.28	F117	B4-S008	20	3	3	3	92e43836d82f98bf02d3	E334=[OPAQUE_EXACT_CARD:92e43836d82f98bf02d3]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die erste Öffnung.]	E334=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die erste Öffnung.]	B4-S008:E332-E335	F117	f83r.28	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Spülrest getrennt auffangen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
335	B4	BIOLOGICAL	f83r	f83r.28	F117	B4-S008	21	4	4	4	7db18b2f0fb7ed0fcfd3	E335=[OPAQUE_EXACT_CARD:7db18b2f0fb7ed0fcfd3]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	E335=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	B4-S008:E332-E335	F117	f83r.28	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
336	B4	BIOLOGICAL	f83r	f83r.28	F118	B4-S009	22	1	1	5	bc4f1f5c006c74a4d26d	E336=[OPAQUE_EXACT_CARD:bc4f1f5c006c74a4d26d]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	E336=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	B4-S009:E336-E336	F118	f83r.28	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
337	B4	BIOLOGICAL	f83r	f83r.28	F119	B4-S010	23	1	1	6	1b1ffdd869fb1429ad03	E337=[OPAQUE_EXACT_CARD:1b1ffdd869fb1429ad03]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.]	E337=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.]	B4-S010:E337-E337	F119	f83r.28	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
338	B4	BIOLOGICAL	f83r	f83r.35	F120	B4-S011	24	1	1	1	2f1c5e56e8f0ff459065	E338=[OPAQUE_EXACT_CARD:2f1c5e56e8f0ff459065]	FORMAL_LABEL_NOT_WORD	[FORMAL_PARAMETER_CHANNEL; KEIN_WORT]	NONE__NONWORD	NOT_APPLICABLE__STRUCTURAL_EDITORIAL_LABEL	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	E338=[FORMAL_PARAMETER_CHANNEL; KEIN_WORT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	B4-S011:E338-E344	F120|F121	f83r.35|f83r.37	YES	YES	B4_MAIN_LEFT_OPEN_FRINGE_STATION	DIRECT_VISIBLE	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	SENTENCE_BOUNDARY|FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY|VISIBLE_OWNER_RESET	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	FORMAL_NONWORD_REQUIRES_EXEMPLAR_EXPANSION	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
339	B4	BIOLOGICAL	f83r	f83r.35	F120	B4-S011	25	2	2	2	d904bf7b044dd3922781	E339=[OPAQUE_EXACT_CARD:d904bf7b044dd3922781]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Bei sanfter Wärme.]	E339=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Bei sanfter Wärme.]	B4-S011:E338-E344	F120|F121	f83r.35|f83r.37	YES	YES	B4_MAIN_LEFT_OPEN_FRINGE_STATION	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Restcharge zurückführen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
340	B4	BIOLOGICAL	f83r	f83r.35	F120	B4-S011	26	3	3	3	daf32e6db9e04413ce7f	E340=[OPAQUE_EXACT_CARD:daf32e6db9e04413ce7f]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Das breite Gefäß.]	E340=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Das breite Gefäß.]	B4-S011:E338-E344	F120|F121	f83r.35|f83r.37	YES	YES	B4_MAIN_LEFT_OPEN_FRINGE_STATION	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: vorigen Arbeitsstand aufnehmen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
341	B4	BIOLOGICAL	f83r	f83r.35	F120	B4-S011	27	4	4	4	1645e612504fcef59ced	E341=[OPAQUE_EXACT_CARD:1645e612504fcef59ced]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib einen abgemessenen Anteil in das Gefäß.]	E341=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib einen abgemessenen Anteil in das Gefäß.]	B4-S011:E338-E344	F120|F121	f83r.35|f83r.37	YES	YES	B4_MAIN_LEFT_OPEN_FRINGE_STATION	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Rückgabe an die Vorstation buchen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
342	B4	BIOLOGICAL	f83r	f83r.35	F120	B4-S011	28	5	5	5	6f7ff8287eddf4da9fdb	E342=[OPAQUE_EXACT_CARD:6f7ff8287eddf4da9fdb]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Rühre, bis alles gleichmäßig vermischt ist.]	E342=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Rühre, bis alles gleichmäßig vermischt ist.]	B4-S011:E338-E344	F120|F121	f83r.35|f83r.37	YES	YES	B4_MAIN_LEFT_OPEN_FRINGE_STATION	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
343	B4	BIOLOGICAL	f83r	f83r.37	F121	B4-S011	29	1	6	1	dcda95c81a5460feb191	E343=[OPAQUE_EXACT_CARD:dcda95c81a5460feb191]	CODEBOOK_ATTESTED_CATEGORY	ET?	et	FLORENCE_FI1_1414::et::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	E343=ET? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	B4-S011:E338-E344	F120|F121	f83r.35|f83r.37	YES	YES	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	ET_AT_FIELD_ENTRY|ET_AT_PHYSICAL_LINE_ENTRY	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F121; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
