surface	component_recipe	portable_core_de	events	physical_pages	layers	decode_instruction_de
pchedar	P+CHD+AR	EINSETZEN · UMSETZEN · QUELLE	2	f75r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pchedy	P+CHD+DY	EINSETZEN · UMSETZEN · SCHLIESSEN	5	f75r|f81v|f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pcheoly	P+CHEO+L+Y	EINSETZEN · AUSZUG · LEITEN · DIES	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pchey	P+Y	EINSETZEN · DIES	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pcheykeeor	P+Y+K+EE+OR	EINSETZEN · DIES · GEBEN · LÄNGER · SATZ	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pchocthy	P+CH+O+CTH+Y	EINSETZEN · NEHMEN · AUSFÜHREN · BEREIT · DIES	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pchodol	P+CH+O+D_ADDR+OL	EINSETZEN · NEHMEN · AUSFÜHREN · TEIL · FORTSETZEN	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pchor	P+CH+OR	EINSETZEN · NEHMEN · SATZ	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pdalshdy	P+DA+LSH+D_ADDR+Y	EINSETZEN · ZWEIT · SPÜLEN · TEIL · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pdalshor	P+D_ADDR+AL+SH+OR	EINSETZEN · TEIL · ZIEL · HALTEN · SATZ	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
poeear	P+O+EE+AR	EINSETZEN · AUSFÜHREN · LÄNGER · QUELLE	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
polched	P+OL+CHD	EINSETZEN · FORTSETZEN · UMSETZEN	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
poldy	P+OL+D_ADDR+Y	EINSETZEN · FORTSETZEN · TEIL · DIES	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
polshy	P+OL+SH+Y	EINSETZEN · FORTSETZEN · HALTEN · DIES	2	f75r|f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
posalshy	P+O+S+A_ADDR+LSH+Y	EINSETZEN · AUSFÜHREN · AUSWÄHLEN · ORT · SPÜLEN · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pshar	P+SH+AR	EINSETZEN · HALTEN · QUELLE	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qckhsy	CKH+Y	DURCHLASS · DIES	1	f75r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qcthey	CTH+E+Y	BEREIT · KURZ · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qear	CARRIER_Q+E+AR	BEGINNEN · KURZ · QUELLE	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qedy	CARRIER_Q+E+DY	BEGINNEN · KURZ · SCHLIESSEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qeeedy	CARRIER_Q+EEE+D_ADDR+Y	BEGINNEN · VOLL · TEIL · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qekaiin	CARRIER_Q+E+K+AIIN	BEGINNEN · KURZ · GEBEN · SOLLWERT	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qekeey	CARRIER_Q+E+K+EE+Y	BEGINNEN · KURZ · GEBEN · LÄNGER · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qekey	E+K+E+Y	KURZ · GEBEN · KURZ · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qetal	CARRIER_Q+E+T+AL	BEGINNEN · KURZ · EINSTELLEN · ZIEL	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qetchy	CARRIER_Q+E+T+CH+Y	BEGINNEN · KURZ · EINSTELLEN · NEHMEN · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qey	E+Y	KURZ · DIES	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qeykeey	CARRIER_Q+E+Y+K+EE+Y	BEGINNEN · KURZ · DIES · GEBEN · LÄNGER · DIES	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qkoy	CARRIER_Q+K+O+Y	BEGINNEN · GEBEN · AUSFÜHREN · DIES	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qo	O	AUSFÜHREN	2	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoaiin	CARRIER_Q+O+AIIN	BEGINNEN · AUSFÜHREN · SOLLWERT	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qocheey	CARRIER_Q+O+CH+EE+Y	BEGINNEN · AUSFÜHREN · NEHMEN · LÄNGER · DIES	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qockhey	O+CKH+E+Y	AUSFÜHREN · DURCHLASS · KURZ · DIES	3	f82r|f83r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qockhol	CARRIER_Q+O+CKH+OL	BEGINNEN · AUSFÜHREN · DURCHLASS · FORTSETZEN	2	f83r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qockhy	CARRIER_Q+O+CKH+Y	BEGINNEN · AUSFÜHREN · DURCHLASS · DIES	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qocthey	CARRIER_Q+O+CTH+E+Y	BEGINNEN · AUSFÜHREN · BEREIT · KURZ · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoctholy	CARRIER_Q+O+CTH+OL+Y	BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qodched	CARRIER_Q+O+D_ADDR+CHD	BEGINNEN · AUSFÜHREN · TEIL · UMSETZEN	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qodchy	O+D_ADDR+Y	AUSFÜHREN · TEIL · DIES	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qodor	CARRIER_Q+O+D_ADDR+OR	BEGINNEN · AUSFÜHREN · TEIL · SATZ	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qody	CARRIER_Q+O+DY	BEGINNEN · AUSFÜHREN · SCHLIESSEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	BEGINNEN · AUSFÜHREN · LÄNGER · TEIL · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoekeor	CARRIER_Q+O+E+K+E+OR	BEGINNEN · AUSFÜHREN · KURZ · GEBEN · KURZ · SATZ	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoekol	CARRIER_Q+O+E+K+OL	BEGINNEN · AUSFÜHREN · KURZ · GEBEN · FORTSETZEN	2	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoesedy	CARRIER_Q+O+E+S+E+DY	BEGINNEN · AUSFÜHREN · KURZ · AUSWÄHLEN · KURZ · SCHLIESSEN	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	BEGINNEN · AUSFÜHREN · NEBENWEG · LAUF	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	BEGINNEN · AUSFÜHREN · NEBENWEG · UMSETZEN · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokaiin	OK+AIIN	SETZEN · SOLLWERT	18	f55v|f81v|f82r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokain	OK+AIN	SETZEN · EINHEIT	30	f55v|f75r|f81v|f82r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokair	OK+AIR	SETZEN · LAUF	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokal	OK+AL	SETZEN · ZIEL	16	f75r|f81v|f82r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokaly	OK+AL+Y	SETZEN · ZIEL · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokam	OK+AM_ADDR	SETZEN · INNEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokan	OK+AN	SETZEN · ZUSATZ	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokar	OK+AR	SETZEN · QUELLE	8	f75r|f81v|f82r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokardy	OK+AR+DY	SETZEN · QUELLE · SCHLIESSEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokchdy	OK+CHD+DY	SETZEN · UMSETZEN · SCHLIESSEN	5	f75r|f81v|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokchedy	OK+CHD+Y	SETZEN · UMSETZEN · DIES	3	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokcheey	OK+CH+EE+Y	SETZEN · NEHMEN · LÄNGER · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokchol	OK+OL	SETZEN · FORTSETZEN	1	f10r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokchy	OK+Y	SETZEN · DIES	4	f10r|f13r|f55v|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeal	OK+E+AL	SETZEN · KURZ · ZIEL	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokechdy	OK+E+CHD+DY	SETZEN · KURZ · UMSETZEN · SCHLIESSEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoked	OK+E+D_ADDR	SETZEN · KURZ · TEIL	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokedol	OK+E+D_ADDR+OL	SETZEN · KURZ · TEIL · FORTSETZEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokedy	OK+E+DY	SETZEN · KURZ · SCHLIESSEN	38	f75r|f81v|f82r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeed	OK+EE+D_ADDR	SETZEN · LÄNGER · TEIL	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeedal	OK+EE+AL	SETZEN · LÄNGER · ZIEL	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLIESSEN	38	f75r|f82r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeeedy	OK+EEE+DY	SETZEN · VOLL · SCHLIESSEN	2	f68r1|f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeeey	OK+EEE+Y	SETZEN · VOLL · DIES	3	f55v|f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeeody	OK+EE+O+D_ADDR+Y	SETZEN · LÄNGER · AUSFÜHREN · TEIL · DIES	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeeol	OK+EE+OL	SETZEN · LÄNGER · FORTSETZEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeey	OK+EE+Y	SETZEN · LÄNGER · DIES	20	f56r|f75r|f81v|f82r|f83r|f88r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeochy	OK+E+O+CH+Y	SETZEN · KURZ · AUSFÜHREN · NEHMEN · DIES	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · DIES	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeol	OK+E+OL	SETZEN · KURZ · FORTSETZEN	3	f82r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeor	OK+E+OR	SETZEN · KURZ · SATZ	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokeoy	OK+E+O+Y	SETZEN · KURZ · AUSFÜHREN · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokey	OK+E+Y	SETZEN · KURZ · DIES	9	f75r|f81v|f82r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokoaiin	OK+O+AIIN	SETZEN · AUSFÜHREN · SOLLWERT	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokoiin	OK+O+IIN	SETZEN · AUSFÜHREN · STUFE	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokokchy	OK+OK+CH+Y	SETZEN · SETZEN · NEHMEN · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokol	OK+OL	SETZEN · FORTSETZEN	6	f83r|f88r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokor	OK+OR	SETZEN · SATZ	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokshdy	OK+SH+DY	SETZEN · HALTEN · SCHLIESSEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokshedy	OK+SH+E+DY	SETZEN · HALTEN · KURZ · SCHLIESSEN	3	f75r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoky	OK+Y	SETZEN · DIES	21	f13r|f75r|f81v|f82r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qokylddy	OK+Y+LD+DY	SETZEN · DIES · BEFESTIGEN · SCHLIESSEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qol	OL	FORTSETZEN	16	f55v|f75r|f81v|f82r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLIESSEN	2	f81v|f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qolchey	OL+Y	FORTSETZEN · DIES	1	f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoldy	OL+DY	FORTSETZEN · SCHLIESSEN	2	f75r|f81v	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qolkain	SOLK+AIN	AUFFANGEN · EINHEIT	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qolkary	SOLK+AR+Y	AUFFANGEN · QUELLE · DIES	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qolkeedy	SOLK+EE+D_ADDR+Y	AUFFANGEN · LÄNGER · TEIL · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qolkeeoly	SOLK+EE+OL+Y	AUFFANGEN · LÄNGER · FORTSETZEN · DIES	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qolky	SOLK+Y	AUFFANGEN · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoly	OL+Y	FORTSETZEN · DIES	2	f75r|f82r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qool	CARRIER_Q+O+OL	BEGINNEN · AUSFÜHREN · FORTSETZEN	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qoor	CARRIER_Q+O+OR	BEGINNEN · AUSFÜHREN · SATZ	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qop	CARRIER_Q+O+P	BEGINNEN · AUSFÜHREN · EINSETZEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qopchedy	CARRIER_Q+O+P+CHD+Y	BEGINNEN · AUSFÜHREN · EINSETZEN · UMSETZEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qopchy	O+P+Y	AUSFÜHREN · EINSETZEN · DIES	3	f13r|f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qopol	CARRIER_Q+O+P+OL	BEGINNEN · AUSFÜHREN · EINSETZEN · FORTSETZEN	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	BEGINNEN · AUSFÜHREN · EINSETZEN · HALTEN · TEIL · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qopy	CARRIER_Q+O+P+Y	BEGINNEN · AUSFÜHREN · EINSETZEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qor	OR	SATZ	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qosheedy	CARRIER_Q+O+SH+EE+D_ADDR+Y	BEGINNEN · AUSFÜHREN · HALTEN · LÄNGER · TEIL · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qot	OT	DANACH	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qotaiin	OT+AIIN	DANACH · SOLLWERT	3	f82r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qotain	OT+AIN	DANACH · EINHEIT	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qotair	OT+AIR	DANACH · LAUF	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qotal	OT+AL	DANACH · ZIEL	5	f82r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qotan	OT+AN	DANACH · ZUSATZ	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qotar	OT+AR	DANACH · QUELLE	4	f75r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLIESSEN	2	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qotchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	2	f10r|f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qotchor	OT+CH+OR	DANACH · NEHMEN · SATZ	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
qotchy	OT+Y	DANACH · DIES	5	f10r|f11r|f56r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
