copy_order	event_id	statement_id	record	page	locus	owner_code	owner_reset	teaching_mode	teaching_parts	card_no	component_parse	procedure_tokens	automaton_before	automaton_after	line_carry_in	renderer_first_choice	renderer_final_surface	renderer_action	card_roundtrip	surface_roundtrip	apprentice_spoken_reading_de	statement_first_event	program_status	master_conscious_decision_count	master_conscious_reasons	master_mode	allograph_block_id	block_rendering_mode	block_start_decision	revised_conscious_decision_count	revised_conscious_reasons	revised_master_mode
333	E333	B4-S008	B4	f83r	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	CHK+EE+Y	PROC046	CHK+EE+Y	ACTIVATE_CHARGE	AFTER_METER	WORK	NO	cheeky	cheeky	ACCEPT_RULE	YES	YES	wärmen · länger · dies	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
334	E334	B4-S008	B4	f83r	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+EE+Y	PROC157	SH+EE+Y	ACTIVATE_CHARGE	WORK	WORK	NO	sheey	sheey	ACCEPT_RULE	YES	YES	halten · länger · dies	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
335	E335	B4-S008	B4	f83r	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+E+DY	PROC067	OK+E+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokedy	qokedy	ACCEPT_RULE	YES	YES	ansetzen · kurz · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
336	E336	B4-S009	B4	f83r	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	shedy	shedy	ACCEPT_RULE	YES	YES	absetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
337	E337	B4-S010	B4	f83r	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+DY	PROC047	OL+DY	CONTINUE_USE>CLOSE	START	CLOSED	NO	oldy	oldy	ACCEPT_RULE	YES	YES	fortsetzen · Schluss	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
338	E338	B4-S011	B4	f83r	f83r.35	B4_MAIN_LEFT_OPEN_FRINGE_STATION	YES	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	START	AFTER_METER	NO	saiin	saiin	ACCEPT_RULE	YES	YES	Maß	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	2	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
339	E339	B4-S011	B4	f83r	f83r.35	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	CHK+E+Y	PROC083	CHK+E+Y	HOLD_STATE	AFTER_METER	WORK	NO	cheky	cheky	ACCEPT_RULE	YES	YES	wärmen · kurz · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
340	E340	B4-S011	B4	f83r	f83r.35	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+OL	PROC158	OK+EE+OL	HOLD_STATE	WORK	WORK	NO	okeeol	okeeol	ACCEPT_RULE	YES	YES	ansetzen · länger · fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
341	E341	B4-S011	B4	f83r	f83r.35	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIN	PROC080	OK+AIN	ACTIVATE_CHARGE	WORK	WORK	NO	qokain	okain	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · Portion	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB44	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
342	E342	B4-S011	B4	f83r	f83r.35	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	ACTIVATE_CHARGE	WORK	WORK	NO	chedy	chdy	COPY_LOCAL_EXEMPLAR	YES	YES	umsetzen · dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB44	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
343	E343	B4-S011	B4	f83r	f83r.37	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	YES	sol	sol	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
344	E344	B4-S011	B4	f83r	f83r.37	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	L+K+E+DY	PROC159	L+K+E+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	lkedy	lkedy	ACCEPT_RULE	YES	YES	führen · zuführen · kurz · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
345	E345	B4-S012	B4	f83r	f83r.37	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD+DY	PROC120	L+CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	lchedy	lchedy	ACCEPT_RULE	YES	YES	führen · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
346	E346	B4-S013	B4	f83r	f83r.37	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+OL	PROC160	OK+OL	ACTIVATE_CHARGE	START	WORK	NO	qokol	qokol	ACCEPT_RULE	YES	YES	ansetzen · fortsetzen	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
347	E347	B4-S013	B4	f83r	f83r.37	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	shedy	shedy	ACCEPT_RULE	YES	YES	absetzen · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
348	E348	B4-S014	B4	f83r	f83r.38	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	OR	PROC016	OR	ACTIVATE_CHARGE	START	WORK	NO	chor	or	COPY_LOCAL_EXEMPLAR	YES	YES	Ansatz	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB45	COPY_BLOCK_FROM_EXEMPLAR	YES	2	SELECT_UNUSUAL_PROGRAM|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
349	E349	B4-S014	B4	f83r	f83r.38	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	CONTINUE_USE	WORK	WORK	NO	chey	chey	ACCEPT_RULE	YES	YES	dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
350	E350	B4-S014	B4	f83r	f83r.38	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	O+CKH+E+Y	PROC161	O+CKH+E+Y	HOLD_STATE	WORK	WORK	NO	qockhey	qockhey	ACCEPT_RULE	YES	YES	Arbeitsgang · Durchlass · kurz · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
351	E351	B4-S014	B4	f83r	f83r.38	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	AIR+Y+DY	PROC162	AIR+Y+DY	MOVE_PASS>CLOSE	WORK	CLOSED	NO	dairydy	dairydy	ACCEPT_RULE	YES	YES	Lauf · dies · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
352	E352	B4-S015	B4	f83r	f83r.39	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIN	PROC080	OK+AIN	ACTIVATE_CHARGE	START	WORK	NO	qokain	qokain	ACCEPT_RULE	YES	YES	ansetzen · Portion	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
353	E353	B4-S015	B4	f83r	f83r.39	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	PROC031	PROC031	WHOLE[cheey|shey]	HOLD_STATE	WORK	WORK	NO	cheey	shey	COPY_LOCAL_EXEMPLAR	YES	YES	Empfangsbestand	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB46	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
354	E354	B4-S015	B4	f83r	f83r.39	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	K+AIN	PROC069	K+AIN	ACTIVATE_CHARGE	WORK	WORK	NO	kain	kain	ACCEPT_RULE	YES	YES	zuführen · Portion	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
355	E355	B4-S015	B4	f83r	f83r.39	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	CH+CKH+AL	PROC163	CH+CKH+AL	TARGET_HANDOFF	WORK	WORK	NO	chckhal	chckhal	ACCEPT_RULE	YES	YES	abziehen · Durchlass · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
356	E356	B4-S015	B4	f83r	f83r.41	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	YES	TWENTY_TWO_COMPONENT_STRIPS	SOLK+E+Y	PROC164	SOLK+E+Y	HOLD_STATE	WORK	WORK	YES	solkey	solkey	ACCEPT_RULE	YES	YES	auffangen · kurz · dies	NO	UNIQUE	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
357	E357	B4-S015	B4	f83r	f83r.41	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD+DY	PROC120	L+CHD+DY	MOVE_PASS>CLOSE	WORK	CLOSED	NO	lchedy	lchedy	ACCEPT_RULE	YES	YES	führen · umsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
358	E358	B4-S016	B4	f83r	f83r.41	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+K+AIN	PROC070	OL+K+AIN	ACTIVATE_CHARGE	START	WORK	NO	olkain	qolkain	COPY_LOCAL_EXEMPLAR	YES	YES	fortsetzen · zuführen · Portion	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB47	COPY_BLOCK_FROM_EXEMPLAR	YES	2	SELECT_UNUSUAL_PROGRAM|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
359	E359	B4-S016	B4	f83r	f83r.41	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	AL	PROC055	AL	TARGET_HANDOFF	WORK	WORK	NO	dal	dal	ACCEPT_RULE	YES	YES	Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
360	E360	B4-S016	B4	f83r	f83r.44	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	K+AR	PROC165	K+AR	SOURCE_DRAW	WORK	AFTER_SOURCE	YES	skar	skar	ACCEPT_RULE	YES	YES	zuführen · von dort	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
361	E361	B4-S016	B4	f83r	f83r.44	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	AFTER_SOURCE	CLOSED	NO	shedy	shedy	ACCEPT_RULE	YES	YES	absetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
362	E362	B5-S001	B5	f83r	f83r.47	B5_LEFT_OPEN_FRINGE_STATION	YES	TWENTY_TWO_COMPONENT_STRIPS	OT+CHD+DY	PROC166	OT+CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	otchdy	otchdy	ACCEPT_RULE	YES	YES	danach · umsetzen · Schluss	YES	RECURRENT	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
363	E363	B5-S002	B5	f83r	f83r.47	B5_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+CHD+DY	PROC082	OK+CHD+DY	ACTIVATE_CHARGE>CLOSE	START	CLOSED	NO	qokchdy	qokchdy	ACCEPT_RULE	YES	YES	ansetzen · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
364	E364	B5-S003	B5	f83r	f83r.47	B5_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+AL	PROC142	SHED+AL	TARGET_HANDOFF	START	WORK	NO	shedal	shedal	ACCEPT_RULE	YES	YES	absetzen · Zielstelle	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
365	E365	B5-S003	B5	f83r	f83r.48	B5_LEFT_OPEN_FRINGE_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	AL	PROC055	AL	TARGET_HANDOFF	WORK	WORK	YES	dal	dal	ACCEPT_RULE	YES	YES	Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
366	E366	B5-S003	B5	f83r	f83r.48	B5_LEFT_OPEN_FRINGE_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	NO	ol	cheol	COPY_LOCAL_EXEMPLAR	YES	YES	fortsetzen	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB48	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
367	E367	B5-S003	B5	f83r	f83r.48	B5_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	L+OL	PROC167	L+OL	MOVE_PASS	WORK	WORK	NO	lol	lol	ACCEPT_RULE	YES	YES	führen · fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
368	E368	B5-S003	B5	f83r	f83r.48	B5_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+AL	PROC168	CHD+AL	TARGET_HANDOFF	WORK	WORK	NO	chdal	chdal	ACCEPT_RULE	YES	YES	umsetzen · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
369	E369	B5-S003	B5	f83r	f83r.48	B5_LEFT_OPEN_FRINGE_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	NO	daiin	aiin	COPY_LOCAL_EXEMPLAR	YES	YES	Maß	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB49	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
370	E370	B5-S003	B5	f83r	f83r.49	B5_LEFT_OPEN_FRINGE_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	AFTER_METER	WORK	YES	sol	sol	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
371	E371	B5-S003	B5	f83r	f83r.49	B5_LEFT_OPEN_FRINGE_STATION	NO	ONE_COMPRESSED_STAGE_NOTE	IIN+GRADE_II	PROC169	WHOLE[daiiin]	METER_CHECK	WORK	AFTER_METER	NO	daiiin	daiiin	ACCEPT_RULE	YES	YES	Sollstufe · zweite	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
372	E372	B5-S003	B5	f83r	f83r.49	B5_LEFT_OPEN_FRINGE_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	MOVE_PASS	AFTER_METER	WORK	NO	chedy	chedy	ACCEPT_RULE	YES	YES	umsetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
373	E373	B6-S001	B6	f83r	f83r.52	B6_RIGHT_S_RUN_MULTIPORT_STATION	YES	TWENTY_TWO_COMPONENT_STRIPS	SOLK+EE+Y	PROC170	SOLK+EE+Y	HOLD_STATE	START	WORK	NO	solkeey	solkeey	ACCEPT_RULE	YES	YES	auffangen · länger · dies	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	2	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
374	E374	B6-S001	B6	f83r	f83r.52	B6_RIGHT_S_RUN_MULTIPORT_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	E+K+E+Y	PROC171	E+K+E+Y	HOLD_STATE	WORK	WORK	NO	qekey	qekey	ACCEPT_RULE	YES	YES	kurz · zuführen · kurz · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
375	E375	B6-S001	B6	f83r	f83r.52	B6_RIGHT_S_RUN_MULTIPORT_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	R+AL+Y	PROC172	R+AL+Y	HOLD_STATE	WORK	WORK	NO	raly	raly	ACCEPT_RULE	YES	YES	abkühlen · Zielstelle · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
376	E376	B6-S001	B6	f83r	f83r.52	B6_RIGHT_S_RUN_MULTIPORT_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	NO	ol	ol	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
377	E377	B6-S001	B6	f83r	f83r.54	B6_RIGHT_S_RUN_MULTIPORT_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	YES	saiin	daiin	COPY_LOCAL_EXEMPLAR	YES	YES	Maß	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB50	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
378	E378	B6-S001	B6	f83r	f83r.54	B6_RIGHT_S_RUN_MULTIPORT_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	AFTER_METER	WORK	NO	ol	ol	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
379	E379	B6-S001	B6	f83r	f83r.54	B6_RIGHT_S_RUN_MULTIPORT_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	AIN	PROC156	AIN	ACTIVATE_CHARGE	WORK	WORK	NO	dain	dain	ACCEPT_RULE	YES	YES	Portion	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
380	E380	B6-S001	B6	f83r	f83r.54	B6_RIGHT_S_RUN_MULTIPORT_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	ACTIVATE_CHARGE	WORK	WORK	NO	chey	chey	ACCEPT_RULE	YES	YES	dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
381	E381	B6-S001	B6	f83r	f83r.54	B6_RIGHT_S_RUN_MULTIPORT_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	L+AL+OR	PROC173	L+AL+OR	ACTIVATE_CHARGE	WORK	WORK	NO	ldalor	ldalor	ACCEPT_RULE	YES	YES	führen · Zielstelle · Ansatz	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
