surface	component_recipe	events	physical_pages	channel_class	reading_route	compact_default_de
qotan	OT+AN	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; weiteren Posten zugeben
qotchor	OT+CH+OR	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
qotedaiin	OT+E+AIIN	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Sollmaß
qotedor	OT+E+D_ADDR+OR	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; bezeichneter Teil; Ansatz oder Zubereitung
qoteeal	OT+EE+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; länger oder gehalten; Ziel- oder Anschlussstelle
qoteeol	OT+EE+OL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; länger oder gehalten; im selben Arbeitsgang fortfahren
qotoear	OT+O+E+AR	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle
qoy	O+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; dieser Arbeitsgegenstand
qsg	CARRIER_Q+S+G_LABEL	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsvariante auswählen; lokales Schreibzeichen
ra	R+A_ADDR	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; lokale Arbeitsstelle
rag	R+A_ADDR+G_LABEL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; lokale Arbeitsstelle; lokales Schreibzeichen
rain	R+AIN	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; Portion
ralchey	R+AL+CH+E+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand
raly	R+AL+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
ram	R+AM_ADDR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; Innenstelle
rasy	R+A_ADDR+S+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; lokale Arbeitsstelle; Arbeitsvariante auswählen; dieser Arbeitsgegenstand
rches	R+CH+E+S	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsvariante auswählen
rchey	R+CH+E+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand
rchs	R+CH+S	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen
rshdy	R+SH+D_ADDR+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand
rsheal	R+SH+E+AL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; Arbeitsgegenstand halten; kurz oder direkt; Ziel- oder Anschlussstelle
rtain	R+T+AIN	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Zustand kennzeichnen; Arbeitsgang einstellen; Portion
saii	S+AIIN	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Sollmaß
saiir	S+AIIN+R	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Sollmaß; Zustand kennzeichnen
saino	S+AIN+O	1	f75r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Portion; Arbeitsgang ausführen
sair	S+AIR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Flüssigkeits- oder Stationslauf
salchedy	S+AL+CHD+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
salcheol	S+AL+CHEO+L	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Auszug; entlang des Arbeitswegs führen
salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; Arbeitsgang einstellen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand; Arbeitsgang einstellen; Entnahmestelle
saldal	S+AL+DA+L	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; zweite Arbeitsstufe; entlang des Arbeitswegs führen
saldy	S+AL+DY	1	f75r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsschritt schließen
salols	S_LABEL+AL+OL+S_LABEL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	lokales Schreibzeichen; Ziel- oder Anschlussstelle; im selben Arbeitsgang fortfahren; lokales Schreibzeichen
salsain	S+AL+S+AIN	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; Portion
salsaly	S+AL+S+AL+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
salshcthdy	S+A_ADDR+LSH+CTH+D_ADDR+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand
salshey	S+A_ADDR+LSH+E+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; kurz oder direkt; dieser Arbeitsgegenstand
sarol	S+AR+OL	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Entnahmestelle; im selben Arbeitsgang fortfahren
sarydy	S+AR+Y+D_ADDR+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Entnahmestelle; dieser Arbeitsgegenstand; bezeichneter Teil; dieser Arbeitsgegenstand
sasoldal	S+A_ADDR+S+OL+DA+L	1	f83r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; lokale Arbeitsstelle; Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; zweite Arbeitsstufe; entlang des Arbeitswegs führen
schedair	CHD+AIR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgut umsetzen; Flüssigkeits- oder Stationslauf
schety	S+CH+E+T+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand
schey	S+CH+E+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand
schoal	SH+O+AL	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; Ziel- oder Anschlussstelle
schol	RESUME_CARD	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	vorigen Posten wieder aufnehmen
sh	SH	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten
shaiin	SH+AIIN	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Sollmaß
shcthey	SH+CTH+E+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand
shdy	SH+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand
sheal	SH+E+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Ziel- oder Anschlussstelle
shear	SH+E+AR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Entnahmestelle
shechy	SH+E+CH+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
sheckhal	SH+E+CKH+AL	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; Ziel- oder Anschlussstelle
sheckhdy	SH+E+CKH+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; bezeichneter Teil; dieser Arbeitsgegenstand
shecth	SH+E+CTH	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen
shecthedchy	SH+E+CTH+CHD+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
shecthedy	SH+E+CTH+E+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand
shedkedy	SHED+K+E+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	absetzen lassen; Material zugeben; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand
sheeal	SH+EE+AL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Ziel- oder Anschlussstelle
sheekchy	SH+EE+K+CH+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Material zugeben; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
sheeol	SH+EE+OL	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; im selben Arbeitsgang fortfahren
sheeos	SH+EE+O+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsgang ausführen; bezeichnete s-Stelle
shees	SH+EE+S	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsvariante auswählen
sheeteey	SH+EE+T+EE+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand
shekal	SH+E+K+AL	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ziel- oder Anschlussstelle
shekchy	SH+E+K+CH+Y	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
shekor	SH+E+K+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ansatz oder Zubereitung
sheky	SH+E+K+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; dieser Arbeitsgegenstand
sheodaly	SH+E+O+AL+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
sheody	SH+E+O+D_ADDR+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
sheokey	SH+E+OK+E+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand
sheoky	SH+E+OK+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; dieser Arbeitsgegenstand
sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; lokales Schreibzeichen
sheom	SH+E+O+AM_ADDR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; Innenstelle
sheor	SH+E+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Ansatz oder Zubereitung
shepchy	SH+E+P+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material einsetzen; dieser Arbeitsgegenstand
shes	SH+E+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; bezeichnete s-Stelle
shetar	SH+E+T+AR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang einstellen; Entnahmestelle
shfydaiin	SH+Y+AIIN	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Sollmaß
shkchy	SH+K+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand
shky	SH+K+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand
shochy	HO+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand
shocphedy	SH+O+CPH+E+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; umleiten; kurz oder direkt; Arbeitsschritt schließen
shokaiin	SH+OK+AIIN	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Sollmaß
shokain	SH+OK+AIN	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Portion
shokchy	SH+OK+CH+Y	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
shokey	SH+OK+E+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand
sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren; lokales Schreibzeichen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
shorodo	SH+OR+O+D_ADDR+O	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Ansatz oder Zubereitung; Arbeitsgang ausführen; bezeichneter Teil; Arbeitsgang ausführen
shoteeody	SH+O+T+EE+O+DY	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; Arbeitsgang einstellen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsschritt schließen
shoy	SH+O+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand
shoyty	SH+O+Y+T+Y	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand
shs	SH+S	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsvariante auswählen
shtol	SH+T+OL	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang einstellen; im selben Arbeitsgang fortfahren
shyk	Y+K	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben
skal	S+K+AL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Material zugeben; Ziel- oder Anschlussstelle
skar	K+AR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Entnahmestelle
sl	S+L	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; entlang des Arbeitswegs führen
socthody	S+O+CTH+O+D_ADDR+Y	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
sodar	S+O+DA+R	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; zweite Arbeitsstufe; Zustand kennzeichnen
soear	S+O+E+AR	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle
soeey	S+O+EE+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; länger oder gehalten; dieser Arbeitsgegenstand
soiiin	S+O+LOCAL_CHAR_I+IIN	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; lokales Schreibzeichen; Arbeitsstufe
sokeedy	S+OK+EE+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen
sokoly	S+OK+OL+Y	1	f82r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
solarol	S+OL+AR+OL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Entnahmestelle; im selben Arbeitsgang fortfahren
solchedy	S+OL+CHD+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
solchkal	S+OL+CHK+AL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle
soldy	S+OL+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand
solkaiin	SOLK+AIIN	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	auffangen; Sollmaß
solkey	SOLK+E+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	auffangen; kurz oder direkt; dieser Arbeitsgegenstand
sols	OL+S	1	f75r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen
solshed	S+OL+SHED	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; absetzen lassen
solshedy	OL+SH+E+DY	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen
soraiir	S+OR+AIIN+R	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Sollmaß; Zustand kennzeichnen
sororl	S+OR+OR+L	1	f82r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Ansatz oder Zubereitung; entlang des Arbeitswegs führen
sorory	S+OR+OR+Y	1	f88r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Ansatz oder Zubereitung; dieser Arbeitsgegenstand
sos	S_ADDR+O+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichnete s-Stelle; Arbeitsgang ausführen; bezeichnete s-Stelle
sosho	S+O+SH+O	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Arbeitsgang ausführen
sotaiin	S+OT+AIIN	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; danach oder nächster Posten; Sollmaß
sotchy	S+OT+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; danach oder nächster Posten; dieser Arbeitsgegenstand
sotodan	S+OT+O+D_ADDR+AN	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; danach oder nächster Posten; Arbeitsgang ausführen; bezeichneter Teil; weiteren Posten zugeben
ssheckhy	S+SH+E+CKH+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; dieser Arbeitsgegenstand
sshedy	S+SH+E+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen
ssheol	S+SH+E+OL	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren
sshkchdy	SH+K+CHD+DY	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; Material zugeben; Arbeitsgut umsetzen; Arbeitsschritt schließen
ssholshecthy	S+SH+O+LSH+E+CTH+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgegenstand halten; Arbeitsgang ausführen; spülen; kurz oder direkt; bis bereit führen; dieser Arbeitsgegenstand
sykos	S+Y+K+O+S_ADDR	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsvariante auswählen; dieser Arbeitsgegenstand; Material zugeben; Arbeitsgang ausführen; bezeichnete s-Stelle
t	T	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen
tal	T+AL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Ziel- oder Anschlussstelle
talam	T+AL+AM_ADDR	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Innenstelle
talody	T+AL+O+D_ADDR+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
tchd	T+CHD	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Arbeitsgut umsetzen
tcheol	T+CHEO+L	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Auszug; entlang des Arbeitswegs führen
tcho	T+CH+O	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen
