gdt754_patch_id	surface	page	locus	token_ordinal	token_index	reader_exact	current_authority	old_source_prose_de	old_spoken_de	patch_scope	gdt754_render_de	background_hypothesis_de	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G754-P0446	qopchey	f86v6	f86v6.30	3	3	1	qopchey#GLOBAL	nimm bis zur Mittelstufe getrocknetes Pulver	nimm bis zur Mittelstufe getrocknetes Pulver	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	polkeey tshed qopchey paroiin chefchy qopar qopchedy qopydaiin qopary	OPEN	0	0
G754-P0447	qopchedy	f86v6	f86v6.30	7	7	0	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	polkeey tshed qopchey paroiin chefchy qopar qopchedy qopydaiin qopary	OPEN	0	0
G754-P0448	qoeear	f86v6	f86v6.32	2	2	1	qoeear#GLOBAL	nimm die erste Fraktion der Endstufe	nimm die erste Fraktion der Endstufe	GDT754_WHOLE_DEFAULT	Arbeitshypothese: End-/Vollstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: End-/Vollstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qokeey qoeear chsey oky qokar or chey qotar ol kchedy qokaiin am	OPEN	0	0
G754-P0449	lkaiin	f86v6	f86v6.36	8	8	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	dairal daiin qokar chol tal cthdy qokeey lkaiin olkaiin araiin	OPEN	0	0
G754-P0450	lkaiin	f86v6	f86v6.38	9	9	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	poiin otal kal toror olaiin okeockhey olkeey qoedy lkaiin oltam	OPEN	0	0
G754-P0451	qoaiin	f86v6	f86v6.44	7	7	1	qoaiin#GLOBAL	nimm drei Teile	nimm drei Teile	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	shor qoky chorolk chokaiin qoal kaiin qoaiin or aiiin ykedy	OPEN	0	0
G754-P0452	ykedy	f86v6	f86v6.44	10	10	1	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	shor qoky chorolk chokaiin qoal kaiin qoaiin or aiiin ykedy	OPEN	0	0
G754-P0453	air	f86v5	f86v5.12	10	10	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	poraiiidy otshs al ar shey tair sheody qopchesy lfar air amod	OPEN	0	0
G754-P0454	acthy	f86v5	f86v5.14	11	11	0	acthy#GLOBAL	ein Teil Krautdroge in Grundform	ein Teil Krautdroge in Grundform	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Anfangsstufe, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qoar aiiin al ody ar aiin qokeeey cheey qotaiin ykar acthy	OPEN	0	0
G754-P0455	lkaiin	f86v5	f86v5.18	5	5	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	poldaiin shea teraiin otcho lkaiin os al ody qotar ytedy daiin	OPEN	0	0
G754-P0456	ychor	f86v5	f86v5.20	1	1	1	ychor#GLOBAL	nimm hiervon den Pflanzenteil	nimm hiervon den Pflanzenteil	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ychor ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil	OPEN	0	0
G754-P0457	chokar	f86v5	f86v5.23	5	5	1	chokar#GLOBAL	erste heiß getrocknete Ansatzfraktion	erste heiß getrocknete Ansatzfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	ykaiin or aiin okol chokar sheol qokar cheey or aiin ody	OPEN	0	0
G754-P0458	oltal	f86v5	f86v5.36	7	7	1	oltal#GLOBAL	kalter Holzdrogenansatz aus Rohdroge I	kalter Holzdrogenansatz aus Rohdroge I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	shody qoty chody ytody olkey otoloty oltal oky dam	OPEN	0	0
G754-P0459	olkeeody	f86v5	f86v5.37	7	7	0	olkeeody#GLOBAL	vollständig ausgekochter Holzdrogenauszug	vollständig ausgekochter Holzdrogenauszug	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dchol chedy qotain otaiin ol cheody olkeeody oreeeg	OPEN	0	0
G754-P0460	opchedy	f86v3	f86v3.9	5	5	0	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tchol olkey cfhy aiin opchedy okchedy or acheody shol shedy yteey daiin dady	OPEN	0	0
G754-P0461	qotee	f86v3	f86v3.24	3	3	0	qotee#GLOBAL	vollständig abkühlen	vollständig abkühlen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dshedy qokeey qotee shedy qokaiin chdy otar otaiin ykaiin	OPEN	0	0
G754-P0462	yteeedy	f86v3	f86v3.32	3	3	0	yteeedy#GLOBAL	kühle hiervon bis zur letzten Stufe und schließe ab	kühle hiervon bis zur letzten Stufe und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	oees aiiin yteeedy chedy qotaiin cheody	OPEN	0	0
G754-P0463	yteeo	f86v3	f86v3.34	1	1	0	yteeo#GLOBAL	kühle hiervon den Ansatz vollständig	kühle hiervon den Ansatz vollständig	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	yteeo dy chedy qokal yteey qokar am	OPEN	0	0
G754-P0464	cthody	f87r	f87r.5	4	4	1	cthody#GLOBAL	fertiger Krautansatz	fertiger Krautansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	daiin ctheey ckheckhy cthody chor s al dar chor	OPEN	0	0
G754-P0465	okeol	f87r	f87r.14	4	4	1	okeol#GLOBAL	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	daiin shol cthey okeol cheor okeeo daiim	OPEN	0	0
G754-P0466	otaly	f88r	f88r.6	1	1	1	otaly#GLOBAL	Rohstoff-I-Ansatz leicht kühlen und abschließen	Rohstoff-I-Ansatz leicht kühlen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	otaly	OPEN	0	0
G754-P0467	qockhey	f88r	f88r.7	3	3	1	qockhey#GLOBAL	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol	OPEN	0	0
G754-P0468	qokeol	f88r	f88r.10	1	1	1	qokeol#GLOBAL	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	qokeol cheol saiin cheos cheol doleeey or cheom cheojam	OPEN	0	0
G754-P0469	otaldy	f88r	f88r.12	1	1	1	otaldy#GLOBAL	kalten Rohstoff-I-Ansatz fertigstellen	kalten Rohstoff-I-Ansatz fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	otaldy	OPEN	0	0
G754-P0470	qokeol	f88r	f88r.21	4	4	1	qokeol#GLOBAL	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	teol chor olsheody qokeol shoy ol sheeol sheoldg	OPEN	0	0
G754-P0471	qoaiin	f88v	f88v.8	1	1	1	qoaiin#GLOBAL	nimm drei Teile	nimm drei Teile	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qoaiin cheoy olcheody qoekeol cho chckhy qoeey key cheokam	OPEN	0	0
G754-P0472	chees	f88v	f88v.16	6	6	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	OPEN	0	0
G754-P0473	qokody	f88v	f88v.17	8	8	1	qokody#GLOBAL	Ansatz erhitzen und fertigstellen	Ansatz erhitzen und fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokeey qokeody chor oteody qockhol okol cheedy qokody	OPEN	0	0
G754-P0474	chees	f88v	f88v.23	6	6	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	tol keeodaiin qoky sheol daiin chees aiin chokar daimd	OPEN	0	0
G754-P0475	chokar	f88v	f88v.23	8	8	1	chokar#GLOBAL	erste heiß getrocknete Ansatzfraktion	erste heiß getrocknete Ansatzfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	tol keeodaiin qoky sheol daiin chees aiin chokar daimd	OPEN	0	0
G754-P0476	qokeol	f89r1	f89r1.8	1	1	1	qokeol#GLOBAL	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	qokeol chol qodaiin chol cheody qokechy daiin ctheody dam	OPEN	0	0
G754-P0477	air	f89r1	f89r1.20	4	4	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	daim cheom qoay air cheody ldain dal chom chtaii	OPEN	0	0
G754-P0478	cthody	f89v1	f89v1.6	5	5	1	cthody#GLOBAL	fertiger Krautansatz	fertiger Krautansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dor sheey qokol cheol cthody qockhy dain yteey otar cthol	OPEN	0	0
G754-P0479	ykol	f89v1	f89v1.17	3	3	0	ykol#GLOBAL	erhitze hiervon den Drogenstoff	erhitze hiervon den Drogenstoff	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	sal shol ykol daram sholckhy dolchey dalshdy okeol dalchy	OPEN	0	0
G754-P0480	daram	f89v1	f89v1.17	4	4	0	daram#GLOBAL	ein Maß Fraktion I	ein Maß Fraktion I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	sal shol ykol daram sholckhy dolchey dalshdy okeol dalchy	OPEN	0	0
G754-P0481	okeol	f89v1	f89v1.17	8	8	1	okeol#GLOBAL	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	sal shol ykol daram sholckhy dolchey dalshdy okeol dalchy	OPEN	0	0
G754-P0482	cthody	f89v1	f89v1.19	8	8	1	cthody#GLOBAL	fertiger Krautansatz	fertiger Krautansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	sar a daiin ckhy qotchy okol ycheo cthody okol olkaycthy	OPEN	0	0
G754-P0483	opol	f89v1	f89v1.23	1	1	1	opol#GLOBAL	Pulveransatz	Pulveransatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	opol olaiin	OPEN	0	0
G754-P0484	qokeol	f90r1	f90r1.1	2	2	1	qokeol#GLOBAL	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	poleeol qokeol qokchod choly cthog	OPEN	0	0
G754-P0485	darala	f90r1	f90r1.2	6	6	1	darala#GLOBAL	einen gleichen Teil der ersten Rohstoff-I-Fraktion abmessen	einen gleichen Teil der ersten Rohstoff-I-Fraktion abmessen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	yshol tor sheor qotchor qoky darala	OPEN	0	0
G754-P0486	okam	f90r1	f90r1.9	4	4	0	okam#GLOBAL	ein Maß heißen Ansatzes	ein Maß heißen Ansatzes	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	ykodar qoekchy shokol okam	OPEN	0	0
G754-P0487	okeol	f93r	f93r.11	1	1	1	okeol#GLOBAL	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	okeol oteol s odam sheo al sal	OPEN	0	0
G754-P0488	ychor	f93r	f93r.28	1	1	1	ychor#GLOBAL	nimm hiervon den Pflanzenteil	nimm hiervon den Pflanzenteil	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ychor odol chodaiin s	OPEN	0	0
G754-P0489	cthody	f93v	f93v.5	2	2	0	cthody#GLOBAL	fertiger Krautansatz	fertiger Krautansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tshoky cthody qotchol ckhol dchog s olo oteo chodaiindy	OPEN	0	0
G754-P0490	cthody	f93v	f93v.6	6	6	1	cthody#GLOBAL	fertiger Krautansatz	fertiger Krautansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	ytchl ckhol qochocthy ctho chkeey cthody s dar sheyokam	OPEN	0	0
G754-P0491	koldy	f93v	f93v.7	4	4	1	koldy#GLOBAL	erhitzten Drogenstoff fertigstellen	erhitzten Drogenstoff fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	oees ckheody qkcheey koldy tchodaiin ctheos shodain qokeeam	OPEN	0	0
G754-P0492	cheodar	f93v	f93v.9	2	2	1	cheodar#GLOBAL	die erste Fraktion des mitteltrockenen Ansatzes abmessen	die erste Fraktion des mitteltrockenen Ansatzes abmessen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	odeeeodl cheodar oksho chody okchey cthol oly ytchol sar dar	OPEN	0	0
G754-P0493	odor	f94r	f94r.2	4	4	0	odor#GLOBAL	eine Portion Ansatz abmessen	eine Portion Ansatz abmessen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dor cheody okaiin odor okal okair oky daiir qotar okar olaiin	OPEN	0	0
G754-P0494	cholky	f94r	f94r.3	2	2	1	cholky#GLOBAL	getrockneten Drogenstoff leicht erhitzen	getrockneten Drogenstoff leicht erhitzen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	todal cholky qokal shdy qoky otody qokolchey qokair opary	OPEN	0	0
G754-P0495	chekar	f94r	f94r.5	2	2	1	chekar#GLOBAL	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	daiin chekar olkaiin olkeody ykaiin otain dar okeedy ykaro	OPEN	0	0
G754-P0496	otaly	f94r	f94r.6	4	4	1	otaly#GLOBAL	Rohstoff-I-Ansatz leicht kühlen und abschließen	Rohstoff-I-Ansatz leicht kühlen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	saiin choky qotchdy otaly chedy dal dy chckhaiin chk qof	OPEN	0	0
