word	count	h12	h12_collision_size	line_first	line_last	mean_line_position	P_running	L_label	C_circle	R_radius	section_H	section_S	section_B	section_P	section_Z	section_C	section_A	section_T	currier_A	currier_B
dchyky	1	gaga	5	0	0	0.2857	1	0	0	0	0	0	0	0	0	0	1	0	0	0
rcheodal	1	reudala	1	0	0	0.5714	1	0	0	0	0	0	0	0	0	0	1	0	0	0
otchoky	1	utuga	4	0	0	0.1667	1	0	0	0	0	0	0	0	0	0	1	0	0	0
qokchdar	1	ugadara	2	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
oreed	1	urēda	1	0	0	0.2857	1	0	0	0	0	0	0	0	0	0	1	0	0	0
qoeeckhy	1	uēkha	1	0	0	0.4286	1	0	0	0	0	0	0	0	0	0	1	0	0	0
dcholal	1	gulala	2	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
kcheoey	1	keuea	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
okozy	1	uguza	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
okaesy	1	ugaesa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
qokool	1	uguula	2	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
chio	1	ia	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
qoiol	1	uiula	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
ochory	1	uura	6	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
todaraiily	1	tudarela	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
olcheesey	1	ulēsea	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
oteool	1	uteuula	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
oydchy	1	uada	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
cholar	1	ulara	5	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
dcheoldy	1	geulada	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
oteeear	1	utēeara	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
otoeeo	1	utuēa	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
ofcheody	1	uceuda	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
otcheodar	1	uteudara	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
opocphor	1	upuphura	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
otoshol	1	utumula	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
okeeeeor	1	ugēēura	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
oeeeo	1	uēea	4	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
odeed	1	udēda	3	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
oshchey	1	umea	4	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
otchodal	1	utudala	2	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
dascheedy	1	gasēda	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
qoeeeg	1	uēe	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
dcheeo	1	gēa	3	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
okeodly	1	ugeudala	4	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
oschaiin	1	usena	4	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
cheockhedchy	1	eukheda	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
cheoda	1	euda	7	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
oteodched	1	uteudeda	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
daleeed	1	galēeda	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
okeoeiiir	1	ugeueīira	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
tochedy	1	tueda	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
dyl	1	gala	13	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
okald	1	ugalada	10	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
ockhydar	1	ukhadara	2	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
chdchol	1	dula	3	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
tgolg	1	taula	3	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
keeoty	1	kēuta	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
doaro	1	guara	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
oalcheol	1	ualeula	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
otydg	1	utada	17	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
darall	1	garalala	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
dolaiin	1	gulena	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
kcheoly	1	keula	4	0	0	0.3077	1	0	0	0	0	0	0	0	0	1	0	0	0	0
chetshedy	1	etameda	1	0	0	0.7692	1	0	0	0	0	0	0	0	0	1	0	0	0	0
qooto	1	uutu	1	0	0	0.9231	1	0	0	0	0	0	0	0	0	1	0	0	0	0
seeey	1	sēea	1	0	1	1.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
cheeetchol	1	ēetula	1	0	0	0.9091	1	0	0	0	0	0	0	0	0	1	0	0	0	0
chydy	1	ada	12	0	1	1.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
chedas	1	edasa	3	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ykos	1	agusa	2	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
yakeg	1	aage	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ykoees	1	aguēsa	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
qotay	1	utaa	3	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
kodar	1	kudara	2	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
oteeosol	1	utēusula	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
olsey	1	ulasea	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
choekcheey	1	uegēa	5	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
qokchshy	1	ugasa	7	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
chshek	1	sega	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ocheal	1	ueala	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
otem	1	ute	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
chdail	1	dæla	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
schekol	1	segula	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
ocheky	1	uega	7	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
shoekechy	1	muegea	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okolmom	1	ugulaa	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okeeg	1	ugē	5	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
dkeeeg	1	gagēe	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
teokechey	1	teugēa	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
ydaiil	1	adela	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okchyd	1	ugada	18	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okosy	1	ugusa	5	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
choekey	1	uegea	2	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
okeoeeey	1	ugeuēea	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ykon	1	aguna	2	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
orkeeey	1	uragēea	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
olkeeoly	1	ulagēula	3	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
otodol	1	utudula	2	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
opcholdg	1	upulada	2	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
roar	1	ruara	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
olekeey	1	ulegēa	1	0	0	0.6667	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ctheepoey	1	thēpuea	1	0	0	0.5000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
shckeey	1	makhēa	1	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
shteody	1	mateuda	1	0	0	0.7500	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ycheety	1	aēta	1	0	0	0.3750	1	0	0	0	0	0	0	0	0	0	1	0	0	0
scheos	1	seusa	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
seekey	1	sēgea	1	0	0	0.1250	1	0	0	0	0	0	0	0	0	0	1	0	0	0
oallchdm	1	ualalada	1	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
okeadaiin	1	ugeadena	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
shyokeey	1	maugēa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
dalches	1	galesa	2	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
oteydy	1	uteada	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
okechoy	1	ugeua	6	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
chedady	1	edada	2	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
eectheey	1	ēthēa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
otychdy	1	utada	17	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
cpheeo	1	phēa	2	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
ockheey	1	ukhēa	2	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
otosey	1	utusea	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
yshesas	1	amesasa	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
socths	1	suthasa	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
oteoys	1	uteuasa	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
orasaly	1	urasala	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
alamchy	1	alaa	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
chetal	1	etala	3	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
adairchdy	1	adærada	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
dchedal	1	gedala	3	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
ykeeepol	1	agēepula	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
sheely	1	mēla	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
yeeg	1	aē	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
shokeolls	1	mugeulalasa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
ykeeykeey	1	agēagēa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
okeyteey	1	ugeatēa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
chesokcho	1	esuga	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
chkorchy	1	kura	9	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
dokeey	1	gugēa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
dycheckhy	1	gaekha	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
cheoekeey	1	euegēa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
cheodaiir	1	eudera	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
cheekchey	1	ēgea	3	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
chkeody	1	keuda	6	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
dleed	1	galēda	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
otechs	1	utesa	7	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
apeeety	1	apēeta	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
aroyser	1	aruasera	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
arany	1	arana	3	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
okechdaral	1	ugedarala	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
chekeys	1	egeasa	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
tcheeos	1	tēusa	2	1	0	0.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
qokeeyshdy	1	ugēamada	1	0	0	0.5556	1	0	0	0	0	0	0	0	0	1	0	0	0	0
shkechy	1	magea	1	0	0	0.3333	1	0	0	0	0	0	0	0	0	1	0	0	0	0
choetey	1	uetea	2	0	0	0.3750	1	0	0	0	0	0	0	0	0	1	0	0	0	0
cheotam	1	euta	4	0	1	1.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ycheoraiin	1	aeurena	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
otaike	1	utæge	1	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
chtaly	1	tala	9	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
archol	1	arula	3	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
chtairy	1	tæra	3	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
oetear	1	ueteara	1	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
cholam	1	ula	13	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
chytos	1	atusa	3	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
ytcheodytor	1	ateudatura	1	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
ykechody	1	ageuda	6	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okeeocthy	1	ugēutha	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
cthorary	1	thurara	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
sairam	1	særa	5	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okeytam	1	ugeata	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
docheeo	1	guēa	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
dchokey	1	gugea	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
shkchodyal	1	magudaala	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
chokeod	1	ugeuda	11	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
dkochy	1	gagua	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okoeese	1	uguēse	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
daiikey	1	gegea	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ed	1	eda	9	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
otaza	1	utaza	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
okoirsh	1	uguirama	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
otokeeey	1	utugēea	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
eykeody	1	eageuda	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
yka	1	aga	13	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
iokeeor	1	iugēura	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ykeeal	1	agēala	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
oaram	1	uara	9	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
daiial	1	geala	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
yetey	1	aetea	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
airchy	1	æra	5	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
doair	1	guæra	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
chda	1	da	8	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ytyd	1	atada	6	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
oteoarar	1	uteuarara	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
cheteeser	1	etēsera	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ochoyk	1	uuaga	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
oeesy	1	uēsa	5	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
ykeydy	1	ageada	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
sarydy	1	sarada	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okodchy	1	uguda	10	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okcheys	1	ugeasa	3	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
ooooooooolar	1	uuuuuuuuulara	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
sasa	1	sasa	4	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
choekeeos	1	uegēusa	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
otarsheod	1	utarameuda	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
okeys	1	ugeasa	3	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
sairody	1	særuda	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
chopcheopchy	1	upeupa	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
choteody	1	uteuda	6	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
oteeshs	1	utēmasa	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
tochady	1	tuada	2	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ofchon	1	ucuna	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
oteeoky	1	utēuga	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
chodalar	1	udalara	3	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
okolair	1	ugulæra	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
yfcheodly	1	aceudala	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
ytcheos	1	ateusa	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
saikchy	1	sæga	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
oroldy	1	urulada	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
oteodchey	1	uteudea	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
oteeed	1	utēeda	4	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ykeal	1	ageala	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
ypolol	1	apulula	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okasd	1	ugasada	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
chly	1	la	15	0	0	0.7778	1	0	0	0	0	0	0	0	0	1	0	0	0	0
sheteal	1	meteala	1	0	0	0.8889	1	0	0	0	0	0	0	0	0	1	0	0	0	0
chchet	1	eta	11	0	0	0.7500	1	0	0	0	0	0	0	0	0	1	0	0	0	0
oteog	1	utea	17	0	1	1.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
shshy	1	mama	3	0	0	0.7143	1	0	0	0	0	0	0	0	0	1	0	0	0	0
cheeog	1	ēa	8	0	0	0.1429	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ddlar	1	gadalara	1	0	0	0.7143	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ytaiir	1	atera	2	0	0	0.8571	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ytals	1	atalasa	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
oparam	1	upara	10	0	1	1.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
dolshol	1	gulamula	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
chotals	1	utalasa	5	0	1	1.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
shkal	1	magala	1	0	0	0.2000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
okeeal	1	ugēala	3	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
dgr	1	gara	10	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
alekeey	1	alegēa	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
oteoodalry	1	uteuudalara	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
chekeoar	1	egeuara	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
otai	1	utæ	3	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
otchetchar	1	utetara	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
kchg	1	ka	20	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ykeeedaiis	1	agēedesa	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
skeeod	1	sagēuda	2	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
choteoly	1	uteula	11	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
choteosam	1	uteusa	5	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
oches	1	uesa	4	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
chese	1	ese	2	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
ykaldy	1	agalada	4	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
farar	1	carara	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
cheoteeodal	1	eutēudala	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
choetchaldy	1	uetalada	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
otesar	1	utesara	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
chtam	1	ta	13	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
arodchedy	1	arudeda	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
cheeoekey	1	ēuegea	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
otoeeseor	1	utuēseura	1	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
otchosha	1	utuma	2	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0
okcheo	1	ugea	21	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
otsheo	1	utamea	4	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
shecth	1	metha	2	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
opcheoldair	1	upeuladæra	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
dateey	1	gatēa	3	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
choeteedy	1	uetēda	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
oteoteotsho	1	uteuteutama	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
chokear	1	ugeara	4	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
oteeoal	1	utēuala	2	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
otalalg	1	utalala	6	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
okala	1	ugala	16	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
opysam	1	upasa	4	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
daii	1	ge	3	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
amdy	1	ada	12	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
chalaly	1	alala	5	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
oteeeor	1	utēeura	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
cheoltey	1	eulatea	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
sheeteey	1	mētēa	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
alos	1	alusa	2	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
dolaram	1	gulara	2	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
oteosal	1	uteusala	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
salols	1	salulasa	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
okaldal	1	ugaladala	2	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
ykolaiin	1	agulena	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
oteoal	1	uteuala	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
qoteeal	1	utēala	2	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
otolal	1	utulala	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
dalalody	1	galaluda	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
oteoshey	1	uteumea	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
okoksheo	1	ugugamea	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
dlal	1	galala	3	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
chetalchs	1	etalasa	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
zar	1	zara	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
shoteeody	1	mutēuda	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
okchoteees	1	ugutēesa	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
cheokeo	1	eugea	4	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
otalchy	1	utala	13	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
otakaizan	1	utagæzana	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
oalcheg	1	uale	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
otchodals	1	utudalasa	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
otshshdy	1	utamamada	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
ypsharal	1	apamarala	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
cheokeeo	1	eugēa	3	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
otchykey	1	utagea	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
chekeal	1	egeala	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
oteosaiin	1	uteusena	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
opotey	1	uputea	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
otecheo	1	utēa	12	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
alals	1	alalasa	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
oteoeey	1	uteuēa	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
araydy	1	araada	1	0	0		0	1	0	0	0	0	0	0	1	0	0	0	0	0
okeoky	1	ugeuga	1	0	0		0	0	1	0	0	0	0	0	1	0	0	0	0	0
