transition_serial	statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	entry_boundary_class	exit_boundary_class	pre_state	selected_mnemonic_triggers	observed_triggers	inferred_missing_slots	silent_register_demand	owner_operation	active_item_preparation_operation	target_station_operation	previous_item_operation	operation_trace	post_state	backward_reconstructable_from_post_state_only	backward_reconstructability	irreducible_ambiguity_codes	complete_creative_reading	strongest_source_alternative	source_boundary_triggers	anonymous_id_contract	card_binding_contract	source_lineage
93	B3-S031	B3	f83r	31	F105	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F105:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T014) -> PREVIOUS_ITEM:CARRY(B3:I001)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 35/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
94	B3-S032	B3	f83r	32	F106	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F106:TERMINAL | LOCAL_TARGET_FILLER:BROAD_VESSEL | LOCAL_PREVIOUS_CUE:SAME_DURATION	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	CARRY	CARRY	INTRODUCE	RESUME	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T014) -> PREVIOUS_ITEM:CARRY(B3:I001) -> PREVIOUS_ITEM:RESUME(B3:I001;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B3:T015;LOCAL_BROAD_VESSEL)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET|PREVIOUS_REFERENT_CLASS_AMBIGUOUS	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 36/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
95	B3-S033	B3	f83r	33	F107	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F107:TERMINAL | SOURCE_FROM:B3-LB09:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T015) -> PREVIOUS_ITEM:CARRY(B3:I001)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	ziehe es ab und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 37/38]	FROM:B3-LB09:START_NEW_CLAUSE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
96	B3-S034	B3	f83r	34	F108	START_NEW_CLAUSE	RECORD_END	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	BEREIT?	BOUNDARY:START_NEW_CLAUSE | EXACT_SELECTED:BEREIT? | CLOSURE:F108:TERMINAL | LOCAL_TARGET_FILLER:LOWER_BASIN | LOCAL_PREVIOUS_CUE:SAME_DURATION | SOURCE_TO:B3-LB09:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER | PREVIOUS_ITEM	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B3:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B3:I003) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B3:I004) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B3:T016;LOCAL_LOWER_BASIN)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I004;TARGET/STATION=B3:T016;PREVIOUS_ITEM=B3:I003	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:PREVIOUS_SLOT_OVERWRITTEN|TARGET_RESET_DISCARDS_PRIOR_TARGET|PREVIOUS_REFERENT_CLASS_AMBIGUOUS	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET | PREVIOUS_REFERENT_CLASS_AMBIGUOUS	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	SEGMENTATION=NEXT_PARALLEL_CELL: F108 kann die letzte gleichrangige Stationszelle sein.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 38/38]	TO:B3-LB09:START_NEW_CLAUSE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
97	B4-S001	B4	f83r	1	F109	RECORD_START	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	NONE	BOUNDARY:RECORD_START | CLOSURE:F109:TERMINAL	ACTIVE_ITEM/PREPARATION	NONE	INTRODUCE	INTRODUCE	RESET	RESET	OWNER:INTRODUCE(B4:O01) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I001) -> TARGET/STATION:RESET -> PREVIOUS_ITEM:RESET	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	SEGMENTATION=Ein erstes Feld kann Überschrift oder Rubrik statt Klausel sein.; NONMEDICAL=bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 1/20]	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
98	B4-S002	B4	f83r	2	F110	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	TEMPERIEREN? | SPÜLEN?	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:TEMPERIEREN? | EXACT_SELECTED:SPÜLEN? | CLOSURE:F110:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I001) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(B4:T001;LOCAL_MARKED_TARGET)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001;PREVIOUS_ITEM=UNSET	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 2/20]	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
99	B4-S003	B4	f83r	3	F111|F112	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001;PREVIOUS_ITEM=UNSET	ANTEIL? | TEMPERIEREN? | ANWENDEN?	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ANTEIL? | EXACT_SELECTED:TEMPERIEREN? | EXACT_SELECTED:ANWENDEN? | CLOSURE:F111:OPEN > F112:TERMINAL | LOCAL_TARGET_FILLER:LOWER_OUTLET | LOCAL_PREVIOUS_CUE:PREVIOUS_PREPARATION | SOURCE_FROM:B4-LB01:CONTINUE_SAME_CLAUSE | SOURCE_TO:B4-LB01:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B4-LB01:CONTINUE_SAME_CLAUSE	OWNER | TARGET/STATION | PREVIOUS_ITEM	OWNER | PREVIOUS_ITEM	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I001) -> TARGET/STATION:CARRY(B4:T001) -> PREVIOUS_ITEM:CARRY(UNSET) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I001;ANTEIL?) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I002;ANTEIL?) -> TARGET/STATION:INTRODUCE(B4:T002;LOCAL_LOWER_OUTLET)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET|PREVIOUS_REFERENT_CLASS_AMBIGUOUS	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin || Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	SEGMENTATION=RESUME_ACTIVE_ITEM: F112 kann eine neue Anwendungsklausel am gleichen Bestand sein.; NONMEDICAL=bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 3/20] || bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 4/20]	FROM:B4-LB01:CONTINUE_SAME_CLAUSE | TO:B4-LB01:CONTINUE_SAME_CLAUSE | INTERNAL:B4-LB01:CONTINUE_SAME_CLAUSE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
100	B4-S004	B4	f83r	4	F113	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F113:TERMINAL | SOURCE_FROM:B4-LB02:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I002) -> TARGET/STATION:CARRY(B4:T002) -> PREVIOUS_ITEM:CARRY(B4:I001)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	binde es auf die Stelle und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 5/20]	FROM:B4-LB02:NEXT_PARALLEL_CELL	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
101	B4-S005	B4	f83r	5	F114	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	NONE	BOUNDARY:NEXT_PARALLEL_CELL | CLOSURE:F114:TERMINAL | LOCAL_TARGET_FILLER:CLOTH | SOURCE_TO:B4-LB02:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I002) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I003) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B4:T003;LOCAL_CLOTH)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:PREVIOUS_SLOT_OVERWRITTEN|TARGET_RESET_DISCARDS_PRIOR_TARGET	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	SEGMENTATION=START_NEW_CLAUSE: f83r.27 kann ein eigener Filtrationsabschnitt sein.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 6/20]	TO:B4-LB02:NEXT_PARALLEL_CELL	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
102	B4-S006	B4	f83r	6	F115	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F115:TERMINAL | LOCAL_TARGET_FILLER:CLOTH	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I003) -> TARGET/STATION:CARRY(B4:T003) -> PREVIOUS_ITEM:CARRY(B4:I002) -> TARGET/STATION:INTRODUCE(B4:T004;LOCAL_CLOTH)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	seihe es einmal durch ein Tuch und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 7/20]	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
103	B4-S007	B4	f83r	7	F116	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F116:TERMINAL | LOCAL_TARGET_FILLER:CLOTH | SOURCE_FROM:B4-LB03:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I003) -> TARGET/STATION:CARRY(B4:T004) -> PREVIOUS_ITEM:CARRY(B4:I002) -> TARGET/STATION:INTRODUCE(B4:T005;LOCAL_CLOTH)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	seihe es einmal durch ein Tuch und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 8/20]	FROM:B4-LB03:NEXT_PARALLEL_CELL	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
104	B4-S008	B4	f83r	8	F117	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	MASS? | SPÜLEN?	BOUNDARY:NEXT_PARALLEL_CELL | EXACT_SELECTED:MASS? | EXACT_SELECTED:SPÜLEN? | CLOSURE:F117:TERMINAL | LOCAL_TARGET_FILLER:FIRST_OPENING | LOCAL_TARGET_FILLER:MARKED_TARGET | SOURCE_TO:B4-LB03:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I003) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I004) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B4:T006;LOCAL_FIRST_OPENING) -> TARGET/STATION:INTRODUCE(B4:T007;LOCAL_MARKED_TARGET)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:PREVIOUS_SLOT_OVERWRITTEN|TARGET_RESET_DISCARDS_PRIOR_TARGET|TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET|MULTIPLE_TARGETS_ONE_SLOT	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET | MULTIPLE_TARGETS_ONE_SLOT | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	SEGMENTATION=START_NEW_CLAUSE: der neue Parametersatz kann eine neue Prozessphase eröffnen.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 9/20]	TO:B4-LB03:NEXT_PARALLEL_CELL	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
105	B4-S009	B4	f83r	9	F118	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F118:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I004) -> TARGET/STATION:CARRY(B4:T007) -> PREVIOUS_ITEM:CARRY(B4:I003)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	lasse es bis zur Bereitschaft stehen und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 10/20]	NONE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
106	B4-S010	B4	f83r	10	F119	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F119:TERMINAL | SOURCE_FROM:B4-LB04:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I004) -> TARGET/STATION:CARRY(B4:T007) -> PREVIOUS_ITEM:CARRY(B4:I003)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	koche sanft und beende diesen Arbeitsschritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=unten ablassen [Ganzfeldexemplar B4, Feld 11/20]	FROM:B4-LB04:START_NEW_CLAUSE	B4:Oxx/B4:Ixxx/B4:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
