context_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	owner_de	locus	surface	content_role	gdt516_context_recipe	final_context_recipe	recipe_source	recipe_changed_after_gdt516	controlled_order_reading_de	gdt538_neutral_phrase_de	explicit_action_roots	inherited_action_root	inherited_action_source_event_id	explicit_argument_roots	inherited_argument_root	inherited_argument_source_event_id	ellipsis_status	contextual_clause_de	exact_recipe_roundtrip	same_statement_inheritance_only	cross_statement_inheritance	guard
317	G515-E0363	G515-S042	6	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.57	qopaiin	ORDERED_INSTRUCTION_CARD	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN	GDT538_FINAL_SURFACE	NO	[Beginnmarker] → [Ausführung] → einsetzen → Wert.	Mit Beginnmarker; zur Ausführung; den Wert einsetzen.	P	NONE	NONE	AIIN	NONE	NONE	NO_INHERITANCE	Setze den Kennwert ein; mit Beginnmarker und zur Ausführung.	CARRIER_Q+O+P+AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
318	G515-E0364	G515-S042	7	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.57	dairykodas	ORDERED_INSTRUCTION_CARD	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	D_ADDR+AIR+Y+K+O+DA+S	GDT538_FINAL_SURFACE	YES	[hier: D-Adresse] → Bahn → Posten → geben → [Ausführung] → [zweite Stufe] → wählen.	Hier; entlang der Bahn; den Posten geben und wählen; zur Ausführung; auf der zweiten Stufe.	K|S	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Ordne den laufenden Eintrag zu und wähle den laufenden Eintrag; entlang der Lesebahn; zur Ausführung und auf der zweiten Stufe; an der bezeichneten Stelle.	D_ADDR+AIR+Y+K+O+DA+S	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
319	G515-E0365	G515-S042	8	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.57	okyd	ORDERED_INSTRUCTION_CARD	OK+Y+D_ADDR	OK+Y+D_ADDR	GDT516_CONTEXT_REPLAY	NO	setzen → Posten → [hier: D-Adresse].	NOT_IN_GDT538_159	OK	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Trage den laufenden Eintrag ein; an der bezeichneten Stelle.	OK+Y+D_ADDR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
320	G515-E0366	G515-S042	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.58	dsholdaiir	ORDERED_INSTRUCTION_CARD	D_ADDR+SH+OL+D_ADDR+IIN+R	D_ADDR+SH+OL+DA+IIN+R	GDT538_FINAL_SURFACE	YES	[hier: D-Adresse] → halten → fortsetzen → [zweite Stufe] → [Stufe] → markieren.	Hier; halten und markieren; fortsetzen; auf der zweiten Stufe; auf der bezeichneten Stufe.	SH|R	NONE	NONE	NONE	Y	G515-E0365	INHERITED_ARGUMENT_ONLY	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	D_ADDR+SH+OL+DA+IIN+R	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
321	G515-E0367	G515-S042	10	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.58	dalky	ORDERED_INSTRUCTION_CARD	AL+K+Y	AL+K+Y	GDT538_FINAL_SURFACE	NO	Zielort → geben → Posten.	Am Zielort; den Posten geben.	K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Ordne den laufenden Eintrag zu; zur Zielspalte.	AL+K+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
322	G515-E0368	G515-S042	11	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.58	shky	ORDERED_INSTRUCTION_CARD	SH+K+Y	SH+K+Y	GDT516_CONTEXT_REPLAY	NO	halten → geben → Posten.	NOT_IN_GDT538_159	SH|K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu.	SH+K+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
323	G515-E0369	G515-S042	12	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.58	qoky	ORDERED_INSTRUCTION_CARD	OK+Y	OK+Y	GDT516_CONTEXT_REPLAY	NO	setzen → Posten.	NOT_IN_GDT538_159	OK	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Trage den laufenden Eintrag ein.	OK+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
324	G515-E0370	G515-S042	13	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.58	shekair	ORDERED_INSTRUCTION_CARD	SH+E+K+AIR	SH+E+K+AIR	GDT538_FINAL_SURFACE	NO	halten → [Grad I] → geben → Bahn.	Halten und geben; auf Grad I; entlang der Bahn.	SH|K	NONE	NONE	NONE	Y	G515-E0369	INHERITED_ARGUMENT_ONLY	Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn; auf Grad I.	SH+E+K+AIR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
325	G515-E0371	G515-S042	14	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.58	choty	ORDERED_INSTRUCTION_CARD	CH+OT+Y	CH+OT+Y	GDT516_CONTEXT_REPLAY	NO	nehmen → danach → Posten.	NOT_IN_GDT538_159	CH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Danach: entnimm den laufenden Eintrag.	CH+OT+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
326	G515-E0372	G515-S042	15	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.58	dar	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR	D_ADDR+AR	GDT516_CONTEXT_REPLAY	NO	[hier: D-Adresse] → Ausgang.	NOT_IN_GDT538_159	NONE	CH	G515-E0371	NONE	Y	G515-E0371	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.	D_ADDR+AR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
327	G515-E0373	G515-S042	16	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.58	okeey	ORDERED_INSTRUCTION_CARD	OK+EE+Y	OK+EE+Y	GDT516_CONTEXT_REPLAY	NO	setzen → [Grad II] → Posten.	NOT_IN_GDT538_159	OK	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Trage den laufenden Eintrag ein; auf Grad II.	OK+EE+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
328	G515-E0374	G515-S042	17	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.58	shdy	ORDERED_INSTRUCTION_CARD	SH+D_ADDR+Y	SH+D_ADDR+Y	GDT516_CONTEXT_REPLAY	NO	halten → [hier: D-Adresse] → Posten.	NOT_IN_GDT538_159	SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den laufenden Eintrag fest; an der bezeichneten Stelle.	SH+D_ADDR+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
329	G515-E0375	G515-S042	18	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.58	ykol	ORDERED_INSTRUCTION_CARD	Y+K+OL	Y+K+OL	GDT516_CONTEXT_REPLAY	NO	Posten → geben → fortsetzen.	NOT_IN_GDT538_159	K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Ordne den laufenden Eintrag zu; führe fort.	Y+K+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
330	G515-E0376	G515-S042	19	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.59	qo	LOCAL_CLASS_OR_NAME_CARD	O	O	GDT516_CONTEXT_REPLAY	NO	[Ausführung].	NOT_IN_GDT538_159	NONE	K	G515-E0375	NONE	Y	G515-E0375	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; zur Ausführung.	O	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
331	G515-E0377	G515-S042	20	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.59	cheky	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	CH+K+E+Y	GDT516_CONTEXT_REPLAY	NO	nehmen → geben → [Grad I] → Posten.	NOT_IN_GDT538_159	CH|K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	CH+K+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
332	G515-E0378	G515-S042	21	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.59	shcthy	ORDERED_INSTRUCTION_CARD	SH+CH+T+Y	SH+CH+T+Y	GDT516_CONTEXT_REPLAY	NO	halten → nehmen → einstellen → Posten.	NOT_IN_GDT538_159	SH|CH|T	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest.	SH+CH+T+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
333	G515-E0379	G515-S042	22	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.59	dalalshedy	ORDERED_INSTRUCTION_CARD	AL+AL+SH+E+DY	AL+AL+SH+E+DY	GDT538_FINAL_SURFACE	NO	Zielort → Zielort → halten → [Grad I] → [Schluss].	Am Zielort; erneut am Zielort; halten; auf Grad I; abschließen.	SH	NONE	NONE	NONE	Y	G515-E0378	INHERITED_ARGUMENT_ONLY	Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte [außen] und zur Zielspalte [innen]; auf Grad I; schließe den Schritt.	AL+AL+SH+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
334	G515-E0380	G515-S043	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.59	cheta	ORDERED_INSTRUCTION_CARD	CH+E+T+A_ADDR	CH+E+T+A_ADDR	GDT538_FINAL_SURFACE	NO	nehmen → [Grad I] → einstellen → [hier: A-Adresse].	Nehmen und einstellen; auf Grad I; hier.	CH|T	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Entnimm und lege fest; auf Grad I; an der bezeichneten Stelle.	CH+E+T+A_ADDR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
335	G515-E0381	G515-S043	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.59	r	ORDERED_INSTRUCTION_CARD	R	R	GDT516_CONTEXT_REPLAY	NO	markieren.	NOT_IN_GDT538_159	R	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Kennzeichne.	R	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
336	G515-E0382	G515-S043	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.59	sheod	ORDERED_INSTRUCTION_CARD	SH+E+O+D_ADDR	SH+E+O+D_ADDR	GDT538_FINAL_SURFACE	NO	halten → [Grad I] → [Ausführung] → [hier: D-Adresse].	Halten; auf Grad I; zur Ausführung; hier.	SH	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
337	G515-E0383	G515-S043	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.59	shokaiir	ORDERED_INSTRUCTION_CARD	SH+OK+IIN+R	SH+OK+IIN+R	GDT538_FINAL_SURFACE	NO	halten → setzen → [Stufe] → markieren.	Halten, setzen und markieren; auf der bezeichneten Stufe.	SH|OK|R	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Halte fest, trage ein und kennzeichne; auf der bezeichneten Stufe.	SH+OK+IIN+R	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
338	G515-E0384	G515-S043	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.59	chy	COORDINATE_OR_CATALOGUE_CARD	Y	Y	GDT516_CONTEXT_REPLAY	NO	Posten.	NOT_IN_GDT538_159	NONE	R	G515-E0383	Y	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz kennzeichne den laufenden Eintrag.	Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
339	G515-E0385	G515-S043	6	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.59	dard	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR	GDT538_FINAL_SURFACE	NO	[hier: D-Adresse] → Ausgang → [hier: D-Adresse].	Hier; vom Ausgang; erneut hier.	NONE	R	G515-E0383	NONE	Y	G515-E0384	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle [außen] und an der bezeichneten Stelle [innen].	D_ADDR+AR+D_ADDR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
340	G515-E0386	G515-S043	7	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.60	shor	ORDERED_INSTRUCTION_CARD	SH+OR	SH+OR	GDT516_CONTEXT_REPLAY	NO	halten → Einheit.	NOT_IN_GDT538_159	SH	NONE	NONE	OR	NONE	NONE	NO_INHERITANCE	Halte die Eintragseinheit fest.	SH+OR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
341	G515-E0387	G515-S043	8	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.60	sheodal	ORDERED_INSTRUCTION_CARD	SH+E+O+AL	SH+E+O+AL	GDT516_CONTEXT_REPLAY	NO	halten → [Grad I] → [Ausführung] → Zielort.	NOT_IN_GDT538_159	SH	NONE	NONE	NONE	OR	G515-E0386	INHERITED_ARGUMENT_ONLY	Halte die Eintragseinheit [wie zuvor] fest; zur Zielspalte; auf Grad I und zur Ausführung.	SH+E+O+AL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
342	G515-E0388	G515-S043	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.60	sholdy	ORDERED_INSTRUCTION_CARD	SH+OL+D_ADDR+Y	SH+OL+D_ADDR+Y	GDT516_CONTEXT_REPLAY	NO	halten → fortsetzen → [hier: D-Adresse] → Posten.	NOT_IN_GDT538_159	SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den laufenden Eintrag fest; an der bezeichneten Stelle; führe fort.	SH+OL+D_ADDR+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
343	G515-E0389	G515-S043	10	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.60	qokchedy	ORDERED_INSTRUCTION_CARD	OK+CHD+Y	OK+CHD+Y	GDT516_CONTEXT_REPLAY	NO	setzen → bearbeiten → Posten.	NOT_IN_GDT538_159	OK|CHD	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Trage den laufenden Eintrag ein und bearbeite den laufenden Eintrag.	OK+CHD+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
344	G515-E0390	G515-S043	11	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.60	qopchy	ORDERED_INSTRUCTION_CARD	O+P+Y	O+P+Y	GDT516_CONTEXT_REPLAY	NO	[Ausführung] → einsetzen → Posten.	NOT_IN_GDT538_159	P	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Setze den laufenden Eintrag ein; zur Ausführung.	O+P+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
345	G515-E0391	G515-S043	12	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.60	qoty	ITINERARY_OR_ADDRESS_CARD	OT+Y	OT+Y	GDT516_CONTEXT_REPLAY	NO	danach → Posten.	NOT_IN_GDT538_159	NONE	P	G515-E0390	Y	NONE	NONE	INHERITED_ACTION_ONLY	Danach: im laufenden Satz setze den laufenden Eintrag ein.	OT+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
346	G515-E0392	G515-S043	13	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.60	chedaiir	ORDERED_INSTRUCTION_CARD	CHD+IIN+R	CHD+IIN+R	GDT538_FINAL_SURFACE	NO	bearbeiten → [Stufe] → markieren.	Bearbeiten und markieren; auf der bezeichneten Stufe.	CHD|R	NONE	NONE	NONE	Y	G515-E0391	INHERITED_ARGUMENT_ONLY	Bearbeite den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe.	CHD+IIN+R	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
347	G515-E0393	G515-S043	14	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.60	chees	ORDERED_INSTRUCTION_CARD	SH+EE+S_ADDR	SH+EE+S_ADDR	GDT516_CONTEXT_REPLAY	NO	halten → [Grad II] → [hier: S-Adresse].	NOT_IN_GDT538_159	SH	NONE	NONE	NONE	Y	G515-E0391	INHERITED_ARGUMENT_ONLY	Halte den laufenden Eintrag [wie zuvor] fest; auf Grad II; an der bezeichneten Stelle.	SH+EE+S_ADDR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
348	G515-E0394	G515-S043	15	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.60	kardy	ORDERED_INSTRUCTION_CARD	K+AR+DY	K+AR+DY	GDT538_FINAL_SURFACE	NO	geben → Ausgang → [Schluss].	Geben; vom Ausgang; abschließen.	K	NONE	NONE	NONE	Y	G515-E0391	INHERITED_ARGUMENT_ONLY	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	K+AR+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
349	G515-E0395	G515-S044	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.61	qokchey	ORDERED_INSTRUCTION_CARD	OK+CH+E+Y	OK+CH+E+Y	GDT538_FINAL_SURFACE	NO	setzen → nehmen → [Grad I] → Posten.	Den Posten setzen und nehmen; auf Grad I.	OK|CH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; auf Grad I.	OK+CH+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
350	G515-E0396	G515-S044	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.61	qokaiir	ORDERED_INSTRUCTION_CARD	OK+IIN+R	OK+IIN+R	GDT538_FINAL_SURFACE	NO	setzen → [Stufe] → markieren.	Setzen und markieren; auf der bezeichneten Stufe.	OK|R	NONE	NONE	NONE	Y	G515-E0395	INHERITED_ARGUMENT_ONLY	Trage den laufenden Eintrag [wie zuvor] ein und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe.	OK+IIN+R	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
351	G515-E0397	G515-S044	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.61	cheky	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	CH+K+E+Y	GDT516_CONTEXT_REPLAY	NO	nehmen → geben → [Grad I] → Posten.	NOT_IN_GDT538_159	CH|K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	CH+K+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
352	G515-E0398	G515-S044	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.61	daly	COORDINATE_OR_CATALOGUE_CARD	AL+Y	AL+Y	GDT516_CONTEXT_REPLAY	NO	Zielort → Posten.	NOT_IN_GDT538_159	NONE	K	G515-E0397	Y	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz ordne den laufenden Eintrag zu; zur Zielspalte.	AL+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
353	G515-E0399	G515-S044	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.61	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	AIIN	GDT516_CONTEXT_REPLAY	NO	Wert.	NOT_IN_GDT538_159	NONE	K	G515-E0397	AIIN	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz ordne den Kennwert zu.	AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
354	G515-E0400	G515-S044	6	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.61	dal	COORDINATE_OR_CATALOGUE_CARD	AL	AL	GDT516_CONTEXT_REPLAY	NO	Zielort.	NOT_IN_GDT538_159	NONE	K	G515-E0397	NONE	AIIN	G515-E0399	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz ordne den Kennwert [wie zuvor] zu; zur Zielspalte.	AL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
355	G515-E0401	G515-S044	7	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.61	shedy	ORDERED_INSTRUCTION_CARD	SH+E+DY	SH+E+DY	GDT516_CONTEXT_REPLAY	NO	halten → [Grad I] → [Schluss].	NOT_IN_GDT538_159	SH	NONE	NONE	NONE	AIIN	G515-E0399	INHERITED_ARGUMENT_ONLY	Halte den Kennwert [wie zuvor] fest; auf Grad I; schließe den Schritt.	SH+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
356	G515-E0402	G515-S045	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.61	chedy	ORDERED_INSTRUCTION_CARD	CHD+Y	CHD+Y	GDT516_CONTEXT_REPLAY	NO	bearbeiten → Posten.	NOT_IN_GDT538_159	CHD	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Bearbeite den laufenden Eintrag.	CHD+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
357	G515-E0403	G515-S045	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	f66r.61	lkar	ORDERED_INSTRUCTION_CARD	L+K+AR	L+K+AR	GDT516_CONTEXT_REPLAY	NO	Verbindung → geben → Ausgang.	NOT_IN_GDT538_159	K	NONE	NONE	NONE	Y	G515-E0402	INHERITED_ARGUMENT_ONLY	Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung und von der Ausgangszeile.	L+K+AR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
