group_serial	page	locus	event_index	opaque_local_id	surface_display_only	canonical_namespace_id	local_image_owner	local_content_class	interface_role	instrument_reading_de	possible_condition_use_de	memory_atlas_rival_de	prose_dictionary_import	cross_section_pointer	orientation_or_rotation	f68_f69_key
365	f69v	f69v.5	1	A3:G110	okeo	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_02	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
366	f69v	f69v.5	2	A3:G111	dy	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_02	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
367	f69v	f69v.6	1	A3:G112	ochoyk	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_03	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
368	f69v	f69v.7	1	A3:G113	ykeey	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_04	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
369	f69v	f69v.8	1	A3:G114	ytory	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_05	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
370	f69v	f69v.9	1	A3:G115	oeesy	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_06	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
371	f69v	f69v.10	1	A3:G116	ytody	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_07	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
372	f69v	f69v.11	1	A3:G117	okody	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_08	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
373	f69v	f69v.12	1	A3:G118	otody	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_09	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
374	f69v	f69v.13	1	A3:G119	okeal	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_10	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
375	f69v	f69v.14	1	A3:G120	okeod	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_11	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
376	f69v	f69v.15	1	A3:G121	oteeys	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_12	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
377	f69v	f69v.16	1	A3:G122	oteol	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_13	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
378	f69v	f69v.17	1	A3:G123	ykeydy	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_14	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
379	f69v	f69v.18	1	A3:G124	okeod	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_15	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
380	f69v	f69v.19	1	A3:G125	saral	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_16	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
381	f69v	f69v.20	1	A3:G126	saiir	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_17	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
382	f69v	f69v.21	1	A3:G127	okolar	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_18	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
383	f69v	f69v.22	1	A3:G128	ykeody	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_19	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
384	f69v	f69v.23	1	A3:G129	sarydy	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_20	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
385	f69v	f69v.24	1	A3:G130	otchy	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_21	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
386	f69v	f69v.25	1	A3:G131	okeey	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_22	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
387	f69v	f69v.25	2	A3:G132	dy	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_22	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
388	f69v	f69v.26	1	A3:G133	okey	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_23	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
389	f69v	f69v.26	2	A3:G134	d	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_23	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
390	f69v	f69v.27	1	A3:G135	okeod	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_24	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
391	f69v	f69v.28	1	A3:G136	okodchy	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_25	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
392	f69v	f69v.29	1	A3:G137	okeody	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_26	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
393	f69v	f69v.30	1	A3:G138	okcheys	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_27	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
394	f69v	f69v.31	1	A3:G139	oar	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_28	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
395	f69v	f69v.31	2	A3:G140	alys	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_28	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SELECTABLE_CELESTIAL_SLOT	linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	ungeordnetes Radialinventar oder Merkbild ohne Zeitfunktion	NONE	NONE	NONE	NONE
